gene	log2FC_tcga	cohens_d_tcga	pval_tcga	braf_mean_tcga	ras_mean_tcga	n_braf_tcga	n_ras_tcga	fdr_tcga	log2FC_27155	cohens_d_27155	pval_27155	fdr_27155	log2FC_126698	cohens_d_126698	pval_126698	fdr_126698	replicated_27155	replicated_126698	replication_rate	present_tcga	present_27155	present_126698	n_cohorts_present	median_expr_tcga	coverage_fraction	is_known	panel_memberships	known_category	known_citation	is_novel_validated	novelty_score	known_replicated
IGFBP5	2.290150158317644	1.5470724501867823	3.1723398018306672e-27	10.76385651851805	8.473706360200406	392	111	2.1332231923597613e-25	0.5306824782608688	1.6027290500305278	5.298554824961724e-06	0.0001308525563768999	1.4422423147863679	1.4596972499654781	0.029969183585111588	0.6377199422698533	1	1	2	True	True	True	3	10.41157367988938	1.0	False				True	76.33553652993693	False
MT-CO2	-0.18279307838909986	-0.18903644735863845	0.1632588248816066	12.113438563801221	12.296231642190321	392	111	0.2850100411570846									0	0	0	True	False	False	1	12.008868122790997	0.3333333333333333	False				False	0.0	False
ACTG1	0.18937564219295844	0.5797252405152242	1.4015253188214904e-05	11.982281649188629	11.79290600699567	392	111	7.03428863064914e-05									0	0	0	True	False	False	1	11.929650454128861	0.3333333333333333	False				False	0.0	False
MT-CYB	-0.2012263447642244	-0.19176196946861554	0.1317626895912967	12.102503813485884	12.303730158250108	392	111	0.24111187379084695									0	0	0	True	False	False	1	12.0953129167643	0.3333333333333333	False				False	0.0	False
MT-ND5	-0.4268354364555602	-0.38082783572405565	0.002235116016698715	11.531353105321157	11.958188541776718	392	111	0.0072916588442058705									0	0	0	True	False	False	1	11.648519093600015	0.3333333333333333	False				False	0.0	False
HLA-B	1.2664302298631327	1.3000101185766952	1.002956929949248e-25	10.651482145611059	9.385051915747926	392	111	5.8274051465848945e-24	0.13819784782608924	0.859343766942391	0.002312636128614483	0.014619085212258794					1	0	1	True	True	False	2	10.369227077032777	0.6666666666666666	False				True	30.205117323182353	False
NPC2	0.922309654663815	1.0564622129132357	1.6431927914205813e-14	10.419868750893748	9.497559096229933	392	111	2.7987859827783164e-13	0.06104669565217247	0.33442442994009497	0.18792436436827717	0.3573559562049827	1.4679698218812467	2.8422002118740535	0.0010269172353880288	0.17246537627928077	0	1	1	True	True	True	3	10.28253585080411	1.0	False				True	13.26180217990165	False
SERPINA1	4.190774103965181	2.384916309243966	7.88801798483751e-40	10.690106793083585	6.499332689118404	392	111	1.678589703761039e-37	0.8467570000000006	2.0157773248991244	2.483676878650452e-07	1.1997043802423547e-05	4.027171449280086	3.223862667470774	0.0019633948566135794	0.22516085602165206	1	1	2	True	True	True	3	10.564096487832481	1.0	True	HARDCODED_REF	BRS_literature	Yoo 2016 (PMID 27601545); Chakravarty 2011 (PMID 22105173)	False	175.41085900882376	True
ACTB	0.1959209332015046	0.4636753915648049	5.242653827354602e-05	11.69158274074412	11.495661807542616	392	111	0.00023783067391127384	0.010069130434783524	0.2403536432275203	0.36447053907790916	0.5502391110600232	-0.0012708149804971924	-0.0022272366963110514	0.9970209504619563	1.0	0	0	0	True	True	True	3	11.664238016019697	1.0	False				False	0.0	False
RPL3	0.3030645868488797	0.6192143712437822	3.726950989861213e-06	11.446336861001065	11.143272274152185	392	111	2.053754930058751e-05	0.03033360869565005	0.4633168366561129	0.09905506049105377	0.2311692235049504	0.8284081017208136	1.088205224020436	0.10046692548529795	0.8250113134850708	0	0	0	True	True	True	3	11.38179072781028	1.0	False				False	0.0	False
EEF2	0.17222557021171525	0.44421910228670736	0.0010026636984554326	11.550568742723074	11.378343172511359	392	111	0.0035522569547018963	0.0006330434782597649	0.007485029628885711	0.9811500441521543	0.9904109045727654	0.028646225414288295	0.044932687175190604	0.9402176050796847	1.0	0	0	0	True	True	True	3	11.493362875023275	1.0	False				False	0.0	False
RPS4X	0.43876758992903575	0.8561204484597366	2.5943485566964434e-11	11.195485333064788	10.756717743135752	392	111	2.954335129163836e-10	0.03605334782608516	0.8140964275215897	0.006123244347411366	0.03050560234350179	0.23878765339264874	0.3991805199380353	0.5123572263273487	0.9710784737422057	1	0	1	True	True	True	3	11.070755476806898	1.0	False				True	8.15843426510284	False
SLC34A2	4.9286021028135805	2.023775202427051	5.127951899072047e-40	10.873912365055729	5.945310262242148	392	111	1.109504270514287e-37	1.2179929347826084	2.340683395037859	6.021249583021031e-14	6.027048050328258e-11	3.3302176002321504	1.026308263727267	0.11481207798087129	0.8250113134850708	1	0	1	True	True	True	3	10.527330435469372	1.0	False				True	74.7883515828425	False
MT-ATP6	-0.12274099797084226	-0.11992869866376216	0.34118185260488504	11.59503933243045	11.717780330401292	392	111	0.4925145100790355									0	0	0	True	False	False	1	11.53309668632796	0.3333333333333333	False				False	0.0	False
SDC4	2.019274732852173	2.0935081985976574	4.544175671204099e-40	9.990843111021356	7.971568378169183	392	111	9.95694356498454e-38	0.49811349999999965	2.376729068450962	2.622640735429029e-10	4.8216521409547296e-08	2.0299418662557738	3.193366757836177	0.0006336559156527438	0.14239207154524045	1	1	2	True	True	True	3	9.87847435436069	1.0	False				True	154.92745297404736	False
CD74	1.2891358909009671	1.0939061835828972	4.0261673706133617e-19	11.035605061441126	9.74646917054016	392	111	1.1637626657450394e-17	0.2369898913043489	0.8104475204281294	0.0027369793940496025	0.016550660684803375	1.4007703272033014	1.8177445712697282	0.012626492601931796	0.4608151339806732	1	1	2	True	True	True	3	10.732129067019716	1.0	False				True	37.04871124779812	False
TPT1	0.04940263947478307	0.10541531173865418	0.4176795734471654	10.925255194521657	10.875852555046874	392	111	0.5686243792788113					-0.9015753143833276	-1.38334375394377	0.04337408302516264	0.7266816603006196	0	0	0	True	False	True	2	10.85880691737627	0.6666666666666666	False				False	0.0	False
ANXA1	1.874886170476703	1.8645722436783723	2.2321298609748274e-28	10.31343670147418	8.438550530997476	392	111	1.6949437186618104e-26	0.2941583695652161	0.8517960825777682	0.0014402216981788756	0.010119009882586929	2.2778123647371524	1.505530133723062	0.03921767220304458	0.7043335773980341	1	1	2	True	True	True	3	10.259023494343579	1.0	False				True	96.10320351524302	False
GNAS	-1.1611446222800694	-1.6771325787944054	2.879538346284596e-28	11.395170752511005	12.556315374791074	392	111	2.1706094376781744e-26	-0.1427763478260866	-1.1437300658403222	1.6175622175640154e-05	0.00030897072256702557	-1.534097394025519	-3.08109434486327	0.00038917757504018625	0.13194447178393673	1	1	2	True	True	True	3	11.503408256589887	1.0	False				True	86.08190987204257	False
TSC22D1	1.4182017358543568	1.2393338391332416	4.762695412629078e-21	9.549545201984447	8.13134346613009	392	111	1.6926717696389158e-19	0.39077126086956593	1.7812057301441513	9.3281055688306e-10	1.435768993193147e-07	1.687535445413996	2.133612986036289	0.00414616347172444	0.3101218100062239	1	1	2	True	True	True	3	9.062322910304768	1.0	False				True	46.52812999676244	False
SPARC	0.2712354635523617	0.41054035953267115	0.00011197778193436192	10.105107902958208	9.833872439405846	392	111	0.00047930494839895616	0.031054717391303832	0.24083097781560356	0.4282740993833569	0.6097079214387499	1.2729030262799395	1.579637416458676	0.025795136158912723	0.6076742725825379	0	1	1	True	True	True	3	9.93419105719104	1.0	False				False	1.3627427787801096	False
MT-ND2	-0.11862343153980603	-0.10841211851657703	0.3857119653400197	11.629767183698233	11.748390615238039	392	111	0.5370658473719037									0	0	0	True	False	False	1	11.616026476605487	0.3333333333333333	False				False	0.0	False
COL1A1	2.4972640077641373	1.3651155380125848	5.317693157851415e-34	8.989318970973574	6.492054963209437	392	111	6.690589559261668e-32	0.05781863043478275	0.42398884737493525	0.0678348768306419	0.17616893887461765	1.1079743384596208	0.6151540463615638	0.31420421746972793	0.8250113134850708	0	0	0	True	True	True	3	8.120945824955683	1.0	False				False	0.0	False
COL3A1	1.5133085648979234	0.9412717378590311	1.716189266709335e-24	8.375589341682566	6.862280776784643	392	111	8.63286606719907e-23	0.36074382608695776	1.0032108519071614	0.00029442723547434515	0.0029531233351814874	3.2250086260063684	1.6260828391278812	0.018431282776994334	0.5299952944045063	1	1	2	True	True	True	3	7.6305040759645095	1.0	False				True	41.5361474479951	False
TXNIP	0.27613602375601864	0.3363905410807179	0.0036446344304573966	9.458715639375555	9.182579615619536	392	111	0.011313265564162461	0.1600520652173918	0.8993013379993856	0.010701274479021238	0.045961314172227166	1.1403173897852206	1.3571931573378293	0.059027176333354366	0.7893504317583526	1	0	1	True	True	True	3	9.423479872009404	1.0	False				False	0.6547545919878872	False
APP	0.05567769100002984	0.09843802854914771	0.36570004586304555	10.177554547810143	10.121876856810113	392	111	0.5174213382845559	0.006959391304349083	0.06597322368730167	0.7987347522147397	0.889671147346559	-0.1867730858683725	-0.33469506009092403	0.5750536468082019	1.0	0	0	0	True	True	True	3	10.244047185941891	1.0	False				False	0.0	False
MT-ND1	-0.24006178606448358	-0.21351797492212263	0.10114153741910066	11.315605402560134	11.555667188624618	392	111	0.19573654471037913									0	0	0	True	False	False	1	11.355646256452065	0.3333333333333333	False				False	0.0	False
PDK4	-1.1901682257748138	-0.7122928199729454	2.197408711867361e-10	7.423926219221848	8.614094444996661	392	111	2.21717467120728e-09	-0.03958221739130385	-0.07390775983211294	0.8140915286612315	0.8975180517264177	-1.8647445224891106	-1.3631693964858689	0.0412088925313044	0.7153422830160749	0	1	1	True	True	True	3	7.661872737120181	1.0	False				True	6.164324587706393	False
S100A6	1.7418214077283984	1.7239410592885334	6.244888332720082e-35	11.03250197144393	9.290680563715531	392	111	8.565767123959898e-33	0.19290823913043642	1.2030330986315856	0.001383626906054068	0.009820412523022893	2.0259706201373273	2.2539080998728136	0.003316154500671346	0.2821968788666028	1	1	2	True	True	True	3	10.667554340803157	1.0	False				True	110.56404179358003	False
NEAT1	0.06498638413907898	0.06419657149092338	0.5753329770572121	9.80066020195357	9.73567381781449	392	111	0.7056323056217988					0.17223505766176928	0.2511279874706998	0.6754153302361389	1.0	0	0	0	True	False	True	2	9.814655692822361	0.6666666666666666	False				False	0.0	False
PSAP	0.41430165915514294	0.8541865915004144	2.6744063811798174e-11	11.017373856996361	10.603072197841218	392	111	3.0374748161034385e-10	0.0307644130434781	0.5489875488054414	0.06682794422395248	0.1743744328193296	0.9125217771042706	1.3199367362677945	0.0534302238730089	0.767550472756537	0	0	0	True	True	True	3	10.914334115550266	1.0	False				False	0.0	False
TMSB4X	1.2508430430231154	1.408558535523379	6.275112715389331e-23	10.101323499671155	8.85048045664804	392	111	2.6928826027012256e-21	0.29022339130434727	1.960158132663234	2.5151726987496495e-06	7.00912442386297e-05	3.0615543361290856	8.893383625061842	4.1527888426047e-08	0.0023991906980380135	1	1	2	True	True	True	3	9.89329392628764	1.0	False				True	57.9474856521992	False
GSN	1.3213228558813572	1.7601450433923884	2.1341907910107388e-32	10.53555429345663	9.214231437575274	392	111	2.2944103948847467e-30	0.2274632608695657	0.8904653829074656	0.010265898499390264	0.044603128848588885	1.4851587680017468	2.2118543294319633	0.004900740409173995	0.3269801472832951	1	1	2	True	True	True	3	10.318532280926231	1.0	False				True	104.33903570008127	False
HSP90AB1	0.30097093585439794	0.830136213647405	4.346784043460637e-10	10.265817639582602	9.964846703728204	392	111	4.2346750126487e-09	0.03235847826086946	0.3424498357266717	0.26340304153463917	0.4486188961392201	-0.5834627776399373	-1.226370697382355	0.08209589992955564	0.8250113134850708	0	0	0	True	True	True	3	10.221914084399174	1.0	False				False	0.0	False
COL1A2	1.183203198853188	0.762964500975023	2.1458800398692057e-15	8.654873302706685	7.471670103853497	392	111	4.055760334125603e-14	0.26052713043478093	0.7750688223655875	0.007505090162807825	0.03556923683676591	2.7340814820798762	1.7341928873855574	0.013380321268813458	0.4700627305160409	1	1	2	True	True	True	3	8.164136572321478	1.0	False				True	20.435130894709786	False
RPL4	0.09178940853902695	0.23447051311351616	0.06928864086340054	10.657770097086084	10.565980688547057	392	111	0.14382566263998497	-0.015427434782608884	-0.24281778930383532	0.39064485278362415	0.5732561912410928	0.8543294378893753	1.8046109053160384	0.01675515281254317	0.5132531513462654	0	1	1	True	True	True	3	10.597403210666698	1.0	False				False	0.1974625352621426	False
VIM	0.06441036624413954	0.1056263084402098	0.4105538388400485	10.217357396074183	10.152947029830043	392	111	0.5617630599136787	-0.07692230434782488	-0.6186520905399469	0.006962402664192383	0.03352539980571647	-0.23987345863900877	-0.33867019259836345	0.5817769368853488	1.0	0	0	0	True	True	True	3	10.16197510581911	1.0	True	TierA67;HARDCODED_REF	Aggressiveness_EMT	Landa 2016 (PMID 27525637); Xing 2013 (PMID 23550066)	False	0.0	False
RPS6	0.06403519616519304	0.142017344716537	0.2661631516020882	10.741941295199034	10.67790609903384	392	111	0.4118845913078037	-0.035524173913042745	-0.7029188919238286	0.009156953018794049	0.04100909724341075	0.17159131993942012	0.3079543717398157	0.6098348880114008	1.0	0	0	0	True	True	True	3	10.675961697398144	1.0	False				False	0.0	False
TMBIM6	-0.07520213151722999	-0.2286609629692786	0.08071363654824312	10.203538239142894	10.278740370660124	392	111	0.163223294339142	-0.10660632608695586	-1.2708318249323223	0.0003608254341525962	0.003458541833365616	0.03876748400291241	0.07661185901389254	0.8976142284608689	1.0	1	0	1	True	True	True	3	10.228250541013692	1.0	False				False	0.18000599416678023	False
AHNAK	1.1368625136185475	1.7427615996577506	9.657633286206929e-34	9.433206026241534	8.296343512622986	392	111	1.1723142602418932e-31	0.2774691521739143	1.2513268052003135	0.0007170514144315313	0.005935965961744953	1.0398796368902907	1.989791853809007	0.010181529680156424	0.4271732129351322	1	1	2	True	True	True	3	9.27254366116724	1.0	False				True	107.81056454820892	False
MT-ND6	-0.5411006898999524	-0.4771519171869931	8.563579216264557e-05	10.395398242579578	10.93649893247953	392	111	0.00037422182927250315									0	0	0	True	False	False	1	10.569756647399409	0.3333333333333333	False				False	0.0	False
TIMP1	2.5321510845218462	1.8288691859918924	5.7002358723268415e-30	9.356519227033468	6.824368142511622	392	111	4.954031885611652e-28	0.8074321521739112	2.10506182318704	7.017417063186322e-08	4.300442114138766e-06	3.6280383875510975	2.913681555428222	0.0029328753570132407	0.26928119891027924	1	1	2	True	True	True	3	9.188925271210628	1.0	True	HARDCODED_REF	BRS_literature	Yoo 2016 (PMID 27601545); Chakravarty 2011 (PMID 22105173)	False	99.87469695495946	True
CD24	-0.7399805377155584	-1.1704709546710883	6.302711125808546e-20	10.038759205684045	10.778739743399603	392	111	1.9824786802109837e-18	0.024772086956522443	0.2053887815505685	0.5193451877998222	0.6874572250906247					0	0	0	True	True	False	2	10.281955003751495	0.6666666666666666	False				False	0.0	False
HLA-A	0.8714735640548241	1.0342226243968242	2.1558527834100107e-16	10.272606838712065	9.40113327465724	392	111	4.531760296053458e-15	0.15326056521739329	1.3989670176509004	5.423033253357318e-05	0.0007735419307617545					1	0	1	True	True	False	2	10.03776150110253	0.6666666666666666	False				True	14.83461325916946	False
MSN	0.7291827119677272	1.3200638613638886	1.2302689306504956e-23	9.96895407601159	9.239771364043863	392	111	5.710811191460304e-22	0.16721302173912989	1.2364776310383407	0.0011105963793633582	0.008357569228898677	0.39671286880438217	1.4007974690199814	0.03786629312469425	0.6939720902231733	1	1	2	True	True	True	3	9.774598334061306	1.0	False				True	56.08503105540097	False
RPL13A	0.17741561173872178	0.3907855552801213	0.002323527418670765	10.63526003813783	10.457844426399108	392	111	0.007547820421846605	0.00393386956521713	0.09218736101518311	0.7624284153780595	0.8663632015073718	0.848583085730251	1.3935259150277588	0.04243435565407001	0.7214316561730529	0	1	1	True	True	True	3	10.546079292999142	1.0	False				False	0.8293166805252137	False
HSP90B1	-0.715794140909999	-1.1138910832614541	5.4237687974740785e-14	10.157222463122407	10.873016604032406	392	111	8.688615498332778e-13	-0.1101705434782616	-0.8753213227147183	0.004141081706895556	0.022595011770064503	-0.14547619603660245	-0.20769237737552823	0.7265275850105227	1.0	1	0	1	True	True	True	3	10.362527974900425	1.0	False				True	13.434695405277397	False
ZCCHC12	2.0776718847396465	0.7647533865671018	8.524507727397136e-08	7.993584148198741	5.915912263459094	392	111	6.035197413628605e-07					2.9750710517162524	1.745749631611618	0.026720219670934842	0.6178378011346177	0	1	1	True	False	True	2	7.869293290479121	0.6666666666666666	False				True	4.756237252312761	False
SFTPB	5.641482039922563	2.152063814140296	2.9446561077381857e-53	8.965192935105247	3.3237108951826837	392	111	2.2392810586360196e-50	0.3451366739130428	1.104230918569723	5.5374471059232615e-06	0.0001345728286760404	2.2926532374721496	0.7800593905829492	0.20651383889887776	0.8250113134850708	1	0	1	True	True	True	3	8.127527765398156	1.0	False				True	106.84973464382773	False
RPL5	0.08848096588010534	0.21938294196774652	0.07647634780114203	10.171629058802164	10.083148092922059	392	111	0.15596578408048806	-0.00763980434782674	-0.12517323900108784	0.6139831816275145	0.7614818115996823	0.41308135293128956	1.0147948772662874	0.1290986923297696	0.8250113134850708	0	0	0	True	True	True	3	10.156082055944026	1.0	False				False	0.0	False
RPL15	0.10114092139684239	0.29178685360720324	0.02146011747564468	10.072764844219734	9.971623922822891	392	111	0.053622813954243155	-0.004032608695651696	-0.07283512032106881	0.76156691967764	0.8656071883713654	0.38649319873131915	1.0270392248386053	0.12462537938856881	0.8250113134850708	0	0	0	True	True	True	3	10.056372791870068	1.0	False				False	0.0	False
TACSTD2	4.866411226656625	2.5241924916921716	6.631375913253032e-55	8.423848964055441	3.5574377373988155	392	111	6.2348196336405e-52	0.9131299565217388	1.3331709629932214	4.26190712642571e-05	0.0006583233051870901	4.0037639931743705	3.8345101878766914	0.00025014974525639866	0.11561520986158336	1	1	2	True	True	True	3	8.155442234313426	1.0	False				True	258.5034421233516	False
ATP1B1	0.2515936617695953	0.3957533796602183	0.002016492101802222	9.059376100240067	8.807782438470472	392	111	0.006640717463707187	0.11721830434782632	1.0830402145680817	0.003932441927471052	0.021680022404803965	0.27318711913916083	0.3812693484737602	0.5239487006422325	0.9814045478242848	1	0	1	True	True	True	3	9.082538334839109	1.0	False				False	0.8618657726895856	False
RPL7A	0.22545065539926945	0.5081846341554621	9.125588818581947e-05	10.320804060361727	10.095353404962458	392	111	0.00039700901387571376	-0.005642195652176163	-0.09799052931115937	0.6952502495019144	0.8212589284898126					0	0	0	True	True	False	2	10.254878692072712	0.6666666666666666	False				False	0.0	False
MYH9	0.5256754089437354	1.137141469333941	7.842673260160192e-17	9.861368937881865	9.33569352893813	392	111	1.7428125352649061e-15	-0.014532543478260607	-0.08213531521033639	0.7894952783655703	0.8841857275377677	0.7810994701878196	1.4950166572237251	0.027660516836749815	0.6235023738010339	0	1	1	True	True	True	3	9.80298680807358	1.0	False				True	16.782785893008004	False
CD63	0.18124679302068358	0.3801088337753443	0.0011800122659329766	10.148132816141953	9.966886023121269	392	111	0.004111002781355531	-0.05246734782608797	-0.7855550302513811	0.026689586212241267	0.09005609296238534	0.21911872922439368	0.39912633852620516	0.5127080951177201	0.9712668033378651	0	0	0	True	True	True	3	10.027663172594682	1.0	False				False	0.0	False
RPLP0	0.3634178988454515	0.8285174198506926	4.221586220115733e-09	10.113057811773828	9.749639912928377	392	111	3.596415898326271e-08	-0.003976195652174219	-0.07454242586162266	0.801970941848683	0.8914078792649771	0.41734340065312736	0.43846920653169325	0.4720326453487088	0.9371370607890206	0	0	0	True	True	True	3	10.035846560640028	1.0	False				False	0.0	False
CTNNB1	0.4264613816049341	0.7670963687921954	5.2858644637941375e-09	9.23538448136754	8.808923099762605	392	111	4.4329766021287485e-08	0.12273056521739178	1.0431018681358395	0.001931181271657424	0.012698979877262453	1.0100715647877792	1.9157040264509977	0.012826832909163652	0.46425146360348285	1	1	2	True	True	True	3	9.140511724296218	1.0	True	TierA67			False	11.281386454673626	True
FLNA	1.2508151345158343	1.8295107028784119	1.948294728708428e-30	9.830796821557295	8.57998168704146	392	111	1.7521438037607223e-28	0.3514815000000002	1.9433838269940955	2.013820974148225e-09	2.588053226679617e-07	1.265306396712508	2.3904156818805236	0.0023577628864916763	0.24411296638222868	1	1	2	True	True	True	3	9.631131442627964	1.0	False				True	101.56137244253308	False
IGKC	2.808867870814714	0.7354510194071925	1.23991822216533e-10	7.847050700882129	5.038182830067415	392	111	1.2960867432058092e-09	0.8050845652173915	0.9495945738474838	0.0006313132322055495	0.005363731228950487	0.06999199924704855	0.5773502691896258	0.3632174676491229	0.8250113134850708	1	0	1	True	True	True	3	6.948390478567786	0.6666666666666666	False				True	6.536222334139322	False
HLA-C	1.0444266707600907	1.2047842910685247	1.0560156828450777e-21	10.036406528830959	8.991979858070868	392	111	4.0420153201777803e-20	0.13497754347826163	1.061979780254658	0.00015568162315660598	0.0018204572842084748					1	0	1	True	True	False	2	9.792148511450083	0.6666666666666666	False				True	23.36486613387961	False
LTBP2	1.0922580352959637	1.4500325796175597	6.844028268936481e-22	8.569346003494815	7.477087968198851	392	111	2.667004866729272e-20	0.4837458043478242	2.1316464094908656	1.9181901852840876e-09	2.50924499661971e-07	1.1311309589969252	1.038878248756944	0.10987516293223067	0.8250113134850708	1	0	1	True	True	True	3	8.503889342771	1.0	False				True	28.382903190786266	False
ITM2B	-0.0012252136205699315	-0.003245845363013391	0.9788407655092971	9.721334919717252	9.722560133337822	392	111	0.9881917807967673	0.027106978260869496	0.43266792466259657	0.1719212964735825	0.33619769558587853	-0.1278657047434022	-0.29029072186696814	0.6259981264735197	1.0	0	0	0	True	True	True	3	9.773972781159967	1.0	False				False	0.0	False
HSP90AA1	0.4024497692725113	0.9512341721208563	5.311058716945498e-12	9.477819396436987	9.075369627164475	392	111	6.590836508566562e-11	-0.0003399999999995629	-0.00485816157449645	0.9850227444100569	0.9922708141147537	0.17223588594721573	0.24205138358949818	0.6874619138288067	1.0	0	0	0	True	True	True	3	9.4438025297437	1.0	False				False	0.0	False
HSPA5	-0.7871224119544991	-1.0066647715301171	4.959643963492663e-12	9.81989957816186	10.607021990116358	392	111	6.184426066944034e-11	-0.10424193478261135	-0.6237442400529853	0.04361204642283581	0.1283218886562043	0.27603258275094333	0.2717712487108214	0.6479406153821428	1.0	1	0	1	True	True	True	3	10.090080273036094	1.0	False				True	10.276739255083928	False
RPS24	0.13049428265672525	0.2702061889763189	0.032817450462070484	9.999107031867563	9.868612749210838	392	111	0.07699392862593016	-0.010967869565216226	-0.4003580942163112	0.18854781111876115	0.35818131110491414	0.07171361144249566	0.10465678322450223	0.8623553199659822	1.0	0	0	0	True	True	True	3	9.894735093299108	1.0	False				False	0.0	False
RACK1	0.19734805358069707	0.5027127865848816	0.00018968762765733248	10.075299489170172	9.877951435589475	392	111	0.0007778080179040774									0	0	0	True	False	False	1	10.011378037114953	0.3333333333333333	False				False	0.0	False
GPX3	-0.8094136950103916	-0.835029020477275	1.9360258970778492e-13	10.889350375101243	11.698764070111634	392	111	2.910285905924205e-12	-0.15711710869565376	-0.8568603269688084	0.0018643650583528876	0.012393487162525457	-2.4443890081892308	-2.2594731905308145	0.0038101375831577126	0.29826975418939095	1	1	2	True	True	True	3	11.274047070828335	1.0	False				True	19.265897018519976	False
HSPA8	0.26500375126610365	0.35713382585574394	0.006647346436539597	9.48249166829676	9.217487917030656	392	111	0.019264477924856534	0.09747899999999898	0.5189097075300197	0.12965078749321363	0.2770278408470813	0.5528216223211295	0.7889047710142812	0.22713538780666565	0.8250113134850708	0	0	0	True	True	True	3	9.607881512090476	1.0	False				False	0.0	False
PLS3	0.7871662279719676	1.3770839112765023	4.6239772922340764e-24	9.070350672734447	8.28318444476248	392	111	2.2388622636583925e-22	0.17441200000000023	0.6990550456796139	0.0012907439184837615	0.009372231074585602	0.3529180204317779	0.5378295022255103	0.3785676228408745	0.8442114978340155	1	0	1	True	True	True	3	8.93542029105562	1.0	False				True	29.81382897966499	False
