gene	n_cohorts	cohorts	log2fc_tcga	log2fc_27155	log2fc_126698	fe_log2fc	fe_se	fe_z	fe_p	meta_log2fc	meta_se	meta_z	meta_p	fisher_p	Q	Q_df	I2	tau2	direction_concordance	is_known	is_novel_validated	cohort_effs_json	meta_q
FTH1P20	2	TCGA,GSE126698	0.2165108601969891		0.0178007704474181	0.2064769081772931	0.07367007918171009	2.8027241245120678	0.005067299415511936	0.2064769081772931	0.07367007918171009	2.8027241245120678	0.005067299415511936	0.025130745587743624	0.34882429422943406	1.0	0.0	0.0	True	False	False	[('TCGA', 0.2165108601969891, 0.07560362297003748), ('GSE126698', 0.0178007704474181, 0.32784237436356467)]	0.03296222198283858
ARHGAP8	3	TCGA,GSE27155,GSE126698	0.1096182947760006	-0.1458701739130439	0.6836447278407638	-0.00792339632922143	0.0373402038177682	-0.21219477986488952	0.8319550790803872	0.0033735051699310763	0.12514468985006033	0.02695683831230055	0.9784941595463322	0.0052556397176475025	12.5836836322459	2.0	84.1064027160142	0.029472076226924288	False	False	False	[('TCGA', 0.1096182947760006, 0.05124919360713093), ('GSE27155', -0.1458701739130439, 0.054679251497537086), ('GSE126698', 0.6836447278407638, 0.7063103096364979)]	0.9886072935105052
RAG1	3	TCGA,GSE27155,GSE126698	-0.9512879462952716	-0.0352360434782603	-0.2574486652367137	-0.09243560359831242	0.02463985179903799	-3.751467514992171	0.00017580253421812335	-0.4374606160579382	0.3963547592693404	-1.1037097595708811	0.26971906067543483	1.4488417550836138e-11	80.43228250549	2.0	97.51343622523271	0.3973377086231349	True	False	False	[('TCGA', -0.9512879462952716, 0.09897259840012705), ('GSE27155', -0.0352360434782603, 0.025466740329802635), ('GSE126698', -0.2574486652367137, 0.5645043559781091)]	0.5140225740745017
CHAC2	2	TCGA,GSE126698	-0.0006788972080309		0.4717148689923926	0.001995523837564549	0.03459702882109755	0.057679052380002704	0.9540042796911227	0.013013874794733765	0.07925205442756683	0.1642086743205871	0.869566872681603	0.6616819232015763	1.0495197634903193	1.0	4.71832596326101	0.005264610684515041	False	False	False	[('TCGA', -0.0006788972080309, 0.03469538083945281), ('GSE126698', 0.4717148689923926, 0.45980743743919095)]	0.92582292179444
UCHL3	3	TCGA,GSE27155,GSE126698	-0.217827404363686	-0.0718192173913037	-0.8239149218724353	-0.1300213582449322	0.02484258787585194	-5.233808929033457	1.660521066134448e-07	-0.17399899337337874	0.081498012217707	-2.135009046706223	0.03276027116253868	7.743110812829982e-08	11.687372450710182	2.0	82.88751378092284	0.012602283114886237	True	False	True	[('TCGA', -0.217827404363686, 0.04057509584878893), ('GSE27155', -0.0718192173913037, 0.03153681758947806), ('GSE126698', -0.8239149218724353, 0.36579879328617165)]	0.13777430416385048
SCN3A	3	TCGA,GSE27155,GSE126698	-0.2325849332778699	0.1001032608695646	0.5660103763222639	-0.015319524073805275	0.04534375821051443	-0.33785298524842927	0.7354739786530298	-0.014516766441416192	0.1593872161655692	-0.09107861214124212	0.9274301270366244	0.006712151259707074	13.513048551839193	2.0	85.19949075645266	0.05053475153759726	False	False	False	[('TCGA', -0.2325849332778699, 0.07587644400613798), ('GSE27155', 0.1001032608695646, 0.056875502347084), ('GSE126698', 0.5660103763222639, 0.5316792317732778)]	0.9597952630724244
LY9	3	TCGA,GSE27155,GSE126698	0.510026134620949	0.0230066521739136	1.0062323198321534	0.08011800875256946	0.037818477936509845	2.1184884512558284	0.03413372195834856	0.302032355974837	0.23452318195443858	1.2878571468193436	0.19779569505526617	1.7569374441112384e-05	17.799965885388897	2.0	88.76402340949598	0.1104750894889843	True	False	False	[('TCGA', 0.510026134620949, 0.11224523881681414), ('GSE27155', 0.0230066521739136, 0.04020913143371857), ('GSE126698', 1.0062323198321534, 0.8778257173423026)]	0.42983834075025945
ZGLP1	2	TCGA,GSE126698	0.116335150770598		0.1886926814440621	0.11810928984549734	0.0648410234735463	1.8215210605625822	0.06852768824774395	0.11810928984549734	0.0648410234735463	1.8215210605625822	0.06852768824774395	0.2710885497445283	0.029784510118092203	1.0	0.0	0.0	True	False	False	[('TCGA', 0.116335150770598, 0.06565086741345752), ('GSE126698', 0.1886926814440621, 0.41409300982710734)]	0.22425753962179323
CXCL1	3	TCGA,GSE27155,GSE126698	0.5652993958097088	0.0645518913043483	0.1520854974665457	0.15219012299847168	0.033727289491730164	4.5123733715924095	6.410620845380731e-06	0.27879617768989834	0.21569604489276809	1.2925419092802564	0.1961695421304832	1.1795545684016332e-23	31.54455296136737	2.0	93.65976115607218	0.11155308560045031	True	False	False	[('TCGA', 0.5652993958097088, 0.08098026389354297), ('GSE27155', 0.0645518913043483, 0.03729892673165648), ('GSE126698', 0.1520854974665457, 0.3578560349604441)]	0.4276418040307805
LILRB5	3	TCGA,GSE27155,GSE126698	0.2238064824957697	0.0586426739130443	0.8480529170944049	0.06998816448032252	0.019680103843562485	3.556290405612682	0.00037612829509193303	0.13533231844033053	0.08255953255495514	1.6392088745203053	0.10116976623009857	0.0002753722085480838	5.539255552880139	2.0	63.894065169820536	0.011168336467674836	True	False	False	[('TCGA', 0.2238064824957697, 0.07730457331069464), ('GSE27155', 0.0586426739130443, 0.02035945809621139), ('GSE126698', 0.8480529170944049, 0.6905476643104648)]	0.28570452733131596
LINC00840	2	TCGA,GSE126698	0.2314456664574007		0.2231445257945734	0.23121492843789646	0.035472151233019236	6.518209930912511	7.115136805794926e-11	0.23121492843789646	0.035472151233019236	6.518209930912511	7.115136805794926e-11	7.199093559403413e-10	0.0014799236438960144	1.0	0.0	0.0	True	False	False	[('TCGA', 0.2314456664574007, 0.03597566350767251), ('GSE126698', 0.2231445257945734, 0.21276335676745772)]	2.214980642572465e-09
C2CD4C	2	TCGA,GSE126698	0.4973565842503644		0.1134610069190396	0.47017302635163755	0.13880839944035192	3.3872087586002175	0.0007060763910882504	0.47017302635163755	0.13880839944035192	3.3872087586002175	0.0007060763910882504	0.0036624091706235675	0.5032601567332101	1.0	0.0	0.0	True	False	False	[('TCGA', 0.4973565842503644, 0.14400031077491937), ('GSE126698', 0.1134610069190396, 0.5216379166711703)]	0.006205910644620581
SLC9A2	3	TCGA,GSE27155,GSE126698	-0.6896366826566886	-0.0359693695652167	-1.052103487916042	-0.20474732565992332	0.04518567165335427	-4.531244488975617	5.863722846392635e-06	-0.424237221582949	0.30894434602374005	-1.3731833161638427	0.1696953649731584	3.4126151083772463e-09	40.54050489423268	2.0	95.06666232890325	0.20546060389206114	True	False	False	[('TCGA', -0.6896366826566886, 0.08961170509441979), ('GSE27155', -0.0359693695652167, 0.05241387108423289), ('GSE126698', -1.052103487916042, 0.8969454419988024)]	0.392830033692026
LINC00595	2	TCGA,GSE126698	0.7680793065449072		0.1569491687176919	0.7106506567568492	0.08350729915217649	8.510042403141561	1.738697578006697e-17	0.516931299545085	0.30068055260167553	1.719204301948607	0.08557717777202022	2.780468646695803e-34	4.559901075120151	1.0	78.06969968150788	0.14578737489173316	True	False	False	[('TCGA', 0.7680793065449072, 0.08773107340673832), ('GSE126698', 0.1569491687176919, 0.27241247096296095)]	0.25711645748654144
TIMP4	3	TCGA,GSE27155,GSE126698	-0.3734362543224326	-0.0786320217391298	0.2050048011463444	-0.21727984474285583	0.04020094660068655	-5.404843992881132	6.486482457997307e-08	-0.16360070159823034	0.13804292657641723	-1.1851436770841348	0.23596064446502207	5.0738905724531575e-06	15.21095177651246	2.0	86.85157885328228	0.04126757780133202	False	False	False	[('TCGA', -0.3734362543224326, 0.05757710895405209), ('GSE27155', -0.0786320217391298, 0.05716040279379416), ('GSE126698', 0.2050048011463444, 0.30072617804134577)]	0.475419509866637
CASS4	3	TCGA,GSE27155,GSE126698	0.4472209546114514	0.0606188478260869	1.4795390509612931	0.1882790709687499	0.037335738340216716	5.042864540486199	4.586139213408286e-07	0.403107101583153	0.20135400811692705	2.001982008468722	0.04528666656203849	2.5488764958985356e-13	29.847565865034895	2.0	93.29928608234378	0.08926274680596166	True	False	False	[('TCGA', 0.4472209546114514, 0.0671883988672486), ('GSE27155', 0.0606188478260869, 0.04509835195556344), ('GSE126698', 1.4795390509612931, 0.48869308705041486)]	0.17085752121816083
NKAIN4	2	TCGA,GSE126698	0.5197544034667145		0.5036356445088657	0.5189755321158076	0.13083399096438966	3.9666720268210893	7.288317584445525e-05	0.5189755321158076	0.13083399096438966	3.9666720268210893	7.288317584445525e-05	0.0005767273785815065	0.0006979860269231822	1.0	0.0	0.0	True	False	False	[('TCGA', 0.5197544034667145, 0.13411436601333707), ('GSE126698', 0.5036356445088657, 0.5951871207860795)]	0.0008439491154357031
SPEF1	3	TCGA,GSE27155,GSE126698	-0.3565865124498284	0.0146429130434779	0.1363433227370032	-0.04296786380422297	0.026584396619166346	-1.6162813254615966	0.10603350250786013	-0.11642388250564946	0.16399640380738373	-0.709917289664419	0.47775542806635907	4.631553374205667e-05	26.146956651235943	2.0	92.35092624094949	0.0616633303573401	False	False	False	[('TCGA', -0.3565865124498284, 0.0670001411279086), ('GSE27155', 0.0146429130434779, 0.029080255637546706), ('GSE126698', 0.1363433227370032, 0.321165909593876)]	0.6923126410606182
CRABP1	3	TCGA,GSE27155,GSE126698	-1.3492851479609267	-0.3789637173913056	-0.5896220921693183	-0.8283944959109933	0.13837544986206457	-5.986571293800697	2.143106735099797e-09	-0.8343790271063553	0.43461142140208364	-1.9198276575764996	0.054879672119349986	3.1992040319288195e-07	12.122289054090587	2.0	83.50146584464497	0.3800510819238197	True	False	True	[('TCGA', -1.3492851479609267, 0.20391752182602804), ('GSE27155', -0.3789637173913056, 0.19059735472815045), ('GSE126698', -0.5896220921693183, 1.2410284456245824)]	0.19410218998641793
HRCT1	2	TCGA,GSE126698	0.059214993976318		0.3039692341196539	0.08111466517108984	0.06586862387848018	1.2314613604306779	0.218150359710513	0.09226842651391008	0.08365069253957323	1.1030204737427607	0.27001827418315294	0.2306199476878766	1.1248690201976406	1.0	11.10076088464957	0.0033249353153795846	True	False	False	[('TCGA', 0.059214993976318, 0.06902921446378901), ('GSE126698', 0.3039692341196539, 0.22020384871272067)]	0.5143573424869434
CCDC136	2	TCGA,GSE126698	-0.1255484913119169		0.328379845203	-0.11878991568416691	0.04485746215961619	-2.648163983541402	0.008093025796771302	-0.045196532389381226	0.17325586208475793	-0.26086581917367263	0.7941959847346838	0.03829696942325696	1.5019594454556522	1.0	33.420306185655484	0.034431426636101894	False	False	False	[('TCGA', -0.1255484913119169, 0.04519518130641389), ('GSE126698', 0.328379845203, 0.3676213772425049)]	0.8803194958177303
KCNK12	3	TCGA,GSE27155,GSE126698	0.1480415823012522	0.0086092826086969	0.2116424191226489	0.06061950364882597	0.02428820124411449	2.4958416244807453	0.01256586912438967	0.08285990804235856	0.06393449930873155	1.296012464917237	0.19497119049578238	0.005042265109699542	7.8968315989441376	2.0	74.67338672553922	0.007370830160626832	True	False	False	[('TCGA', 0.1480415823012522, 0.04045640253658383), ('GSE27155', 0.0086092826086969, 0.030577717860361148), ('GSE126698', 0.2116424191226489, 0.261226435948849)]	0.42628461463391143
TNF	2	TCGA,GSE27155	0.3414895945519002	0.0332026521739132		0.10627380331277793	0.03038543911753502	3.4975240246387873	0.00046959841432941415	0.1829910927571814	0.15408193735352388	1.187621962055998	0.23498238130786897	5.674768700170958e-12	18.61578652135022	1.0	94.6282151503343	0.04496772472946233	True	False	False	[('TCGA', 0.3414895945519002, 0.0624122885361801), ('GSE27155', 0.0332026521739132, 0.034786428697412795)]	0.4743643514604523
ABCA11P	3	TCGA,GSE27155,GSE126698	-0.1022596472037149	-0.0342289782608675	-0.4648609562278246	-0.058592012959315244	0.022299173031655392	-2.6275419665177435	0.008600423252476884	-0.06533057813355053	0.03290085512593033	-1.9856802470176889	0.047068839685825606	0.032373154648970365	3.023806716711089	2.0	33.85820631500731	0.0011245985761770302	True	False	False	[('TCGA', -0.1022596472037149, 0.03822630775351431), ('GSE27155', -0.0342289782608675, 0.027513261013956226), ('GSE126698', -0.4648609562278246, 0.4202114314217937)]	0.1752549903635734
HBA2	2	TCGA,GSE126698	-0.3614066487783676		1.0146292928901666	-0.3165236850056833	0.13550063364353082	-2.335957231302549	0.019493470677910026	0.12897111201616224	0.6590197838960158	0.19570142682774466	0.8448438675595575	0.01540525366439693	3.2540696396359543	1.0	69.26925017769828	0.6557979371870903	False	False	False	[('TCGA', -0.3614066487783676, 0.13776605772510953), ('GSE126698', 1.0146292928901666, 0.7502663205344569)]	0.9109912664172083
C3orf33	2	TCGA,GSE126698	-0.4413397004027575		0.4179889767048466	-0.42627316589157904	0.045284359214741866	-9.413253787475702	4.8101101254759416e-21	-0.07851479601200986	0.4244336625029161	-0.18498720282694453	0.8532390730084422	4.400011859037896e-15	6.202892188333225	1.0	83.87848813685879	0.3096985760158657	False	False	False	[('TCGA', -0.4413397004027575, 0.0456866402346348), ('GSE126698', 0.4179889767048466, 0.3419961318083083)]	0.9162214256459797
SGK2	3	TCGA,GSE27155,GSE126698	0.1537331366011867	-0.1620771956521736	-1.175496138741353	-0.0601318523595924	0.033172434810884006	-1.8127054194967593	0.06987726816994587	-0.1244948750070246	0.1653922604333099	-0.7527249139763943	0.45161523543871374	2.664680495959072e-06	26.168111829666294	2.0	92.35711000847743	0.058416700691815655	False	False	False	[('TCGA', 0.1537331366011867, 0.056935114916546445), ('GSE27155', -0.1620771956521736, 0.04097723268686383), ('GSE126698', -1.175496138741353, 0.46040094666507453)]	0.6767180483202822
GLUD1P3	2	TCGA,GSE126698	-0.1550862726055328		-0.3860640044683653	-0.15793274758218903	0.03546257751519459	-4.4535044728353395	8.447994738937626e-06	-0.15793274758218903	0.03546257751519459	-4.4535044728353395	8.447994738937626e-06	0.0003856726967232241	0.5163587815302473	1.0	0.0	0.0	True	False	False	[('TCGA', -0.1550862726055328, 0.035683131273590935), ('GSE126698', -0.3860640044683653, 0.31944910017429734)]	0.00012161071242076612
PRODH	2	TCGA,GSE126698	0.6817071832865111		0.114748354192625	0.6701710499093708	0.11402794308708249	5.877252818614513	4.171308994091467e-09	0.6701710499093708	0.11402794308708249	5.877252818614513	4.171308994091467e-09	9.417790153699416e-08	0.49278934603126573	1.0	0.0	0.0	True	False	False	[('TCGA', 0.6817071832865111, 0.11520603786430424), ('GSE126698', 0.114748354192625, 0.7993866983866996)]	1.027703204216804e-07
LRRN4CL	2	TCGA,GSE126698	0.2793879355700776		0.2221984285738831	0.2774485277948653	0.06094358171310218	4.552547126307429	5.3000283458716425e-06	0.2774485277948653	0.06094358171310218	4.552547126307429	5.3000283458716425e-06	2.3973229346892397e-08	0.02885002843866064	1.0	0.0	0.0	True	False	False	[('TCGA', 0.2793879355700776, 0.06200398745960616), ('GSE126698', 0.2221984285738831, 0.3309417695153387)]	7.936855244487167e-05
TMEM221	2	TCGA,GSE126698	-0.2174834209117344		-0.1762406582602468	-0.21643818839970683	0.059153787166742355	-3.6589067034645155	0.00025329352334310884	-0.21643818839970683	0.059153787166742355	-3.6589067034645155	0.00025329352334310884	0.009738900077135588	0.012007350019293511	1.0	0.0	0.0	True	False	False	[('TCGA', -0.2174834209117344, 0.05991792211231228), ('GSE126698', -0.1762406582602468, 0.3715779837506692)]	0.002514828626499256
ANGPT4	3	TCGA,GSE27155,GSE126698	-0.3571475853664831	-0.0743376956521739	-0.1015588809030491	-0.11495063295122943	0.032324801049181166	-3.5561126200385784	0.00037638278406978596	-0.19397924598879066	0.12413631616064151	-1.562630920493623	0.11813943111569868	0.003504172541857688	9.364327136142679	2.0	78.6423522915942	0.029877099316966384	True	False	False	[('TCGA', -0.3571475853664831, 0.0855132355458023), ('GSE27155', -0.0743376956521739, 0.0350675505252539), ('GSE126698', -0.1015588809030491, 0.37530548140129777)]	0.3149471145056561
LINC00992	2	TCGA,GSE126698	-0.1929464036321346		-0.1816693535097936	-0.1927984471003296	0.05079172696785398	-3.7958631968224172	0.00014713061998327843	-0.1927984471003296	0.05079172696785398	-3.7958631968224172	0.00014713061998327843	0.003286815075052694	0.0006382752115724103	1.0	0.0	0.0	True	False	False	[('TCGA', -0.1929464036321346, 0.05112823933964739), ('GSE126698', -0.1816693535097936, 0.44342856222555516)]	0.0015646477963556214
FAIM2	3	TCGA,GSE27155,GSE126698	0.6418113369279046	0.0337874130434792	0.1981223545173024	0.12322960750663525	0.029949955276169154	4.114517246197281	3.87990551521993e-05	0.3098299718227757	0.270199418386192	1.1466714979376469	0.25151741446247866	1.0231453721914773e-16	51.41185182326654	2.0	96.10984640881016	0.17330417206674958	True	False	False	[('TCGA', 0.6418113369279046, 0.07835187011937514), ('GSE27155', 0.0337874130434792, 0.032480929484419045), ('GSE126698', 0.1981223545173024, 0.49524104586420775)]	0.4937758001539714
NOXRED1	2	TCGA,GSE126698	-0.1592304796086837		0.6179730370323208	-0.1543724135784465	0.033957554683179104	-4.546040344151017	5.466456256689744e-06	0.11143726992302994	0.3702740824589171	0.3009588712852842	0.7634458572727526	0.00010441301179003826	3.2538849160764136	1.0	69.2675055881873	0.2092035581410467	False	False	False	[('TCGA', -0.1592304796086837, 0.03406418406932961), ('GSE126698', 0.6179730370323208, 0.4295088140664236)]	0.8608034675841741
ACTBL2	2	TCGA,GSE126698	0.9497706392754688		0.4361181224211553	0.908703217791906	0.07436793020138563	12.219019883048661	2.460330030707257e-34	0.7544284390812468	0.2493580510047786	3.025482578329862	0.0024823670515721095	1.953952796451307e-73	3.5091834069602803	1.0	71.50334183113505	0.09432681816068864	True	True	False	[('TCGA', 0.9497706392754688, 0.07753189419156888), ('GSE126698', 0.4361181224211553, 0.26300965216596284)]	0.01814087144540034
TBX1	3	TCGA,GSE27155,GSE126698	0.2092444890467966	-0.0520545869565216	0.0595508398258505	-0.020976877146884985	0.025602011285366464	-0.8193448910349828	0.41258966721977053	0.06514608116704264	0.10555445193632394	0.6171798533551405	0.5371161027114814	0.007693095914422154	10.458288178305184	2.0	80.87641145566415	0.024207134826168153	False	False	False	[('TCGA', 0.2092444890467966, 0.0767503071881396), ('GSE27155', -0.0520545869565216, 0.027435837628168352), ('GSE126698', 0.0595508398258505, 0.19114011034661588)]	0.7314918832143109
MIPEPP3	2	TCGA,GSE126698	-0.1200758963611956		-0.3833888819355944	-0.12159969378593738	0.03006462533172726	-4.04461031675033	5.24102256006344e-05	-0.12159969378593738	0.03006462533172726	-4.04461031675033	5.24102256006344e-05	0.00212924528483963	0.4413339625575326	1.0	0.0	0.0	True	False	False	[('TCGA', -0.1200758963611956, 0.030151997020356557), ('GSE126698', -0.3833888819355944, 0.3952103567473962)]	0.0006305691017290988
VIT	2	TCGA,GSE126698	0.1185604761361049		0.1323318901953131	0.1189444756588167	0.06840516738877662	1.7388229603006886	0.08206590861977037	0.1189444756588167	0.06840516738877662	1.7388229603006886	0.08206590861977037	0.25060648161824367	0.0010986252492585253	1.0	0.0	0.0	True	False	False	[('TCGA', 0.1185604761361049, 0.06937928540874407), ('GSE126698', 0.1323318901953131, 0.40964988360110277)]	0.2508328411763726
LINC00921	2	TCGA,GSE27155	0.0036262583088015	0.0143831956521744		0.00965613963557418	0.02212240711501969	0.436486842745891	0.6624835432828491	0.00965613963557418	0.02212240711501969	0.436486842745891	0.6624835432828491	0.8923320586671487	0.058241795234340914	1.0	0.0	0.0	True	False	False	[('TCGA', 0.0036262583088015, 0.03337193011080409), ('GSE27155', 0.0143831956521744, 0.029547607224926487)]	0.7984084137804822
SUGT1P3	2	TCGA,GSE126698	-0.2211314622670795		0.0608677672710875	-0.21989041725005185	0.03205763589590156	-6.859221246510069	6.923693817345155e-12	-0.21989041725005185	0.03205763589590156	-6.859221246510069	6.923693817345155e-12	4.799229569321141e-08	0.3390447131713015	1.0	0.0	0.0	False	False	False	[('TCGA', -0.2211314622670795, 0.032128410503136084), ('GSE126698', 0.0608677672710875, 0.483238675459342)]	2.4754898488663486e-10
NTN5	2	TCGA,GSE126698	-0.2231259721445698		-0.0530642402784183	-0.21719194068068173	0.060759240202996063	-3.5746322691831804	0.0003507204776507092	-0.21719194068068173	0.060759240202996063	-3.5746322691831804	0.0003507204776507092	0.008799225362009274	0.26381960189977216	1.0	0.0	0.0	True	False	False	[('TCGA', -0.2231259721445698, 0.06184786193782683), ('GSE126698', -0.0530642402784183, 0.325267529225142)]	0.003345476314737595
ATP2A1	3	TCGA,GSE27155,GSE126698	0.0312938058770149	-0.0463954347826094	0.1255469087182945	-0.032303375925173475	0.025556685002008243	-1.2639892819681064	0.20623387395673354	-0.032303375925173475	0.025556685002008243	-1.2639892819681064	0.20623387395673354	0.3588054846640815	1.5798880742858918	2.0	0.0	0.0	False	False	False	[('TCGA', 0.0312938058770149, 0.06332805563444747), ('GSE27155', -0.0463954347826094, 0.028072965434818704), ('GSE126698', 0.1255469087182945, 0.2793101881644283)]	0.4406000562777476
GRAP2	3	TCGA,GSE27155,GSE126698	0.4648485274790086	0.0241730000000004	0.6500807925142055	0.11559823957446747	0.035477312254246274	3.258370835593148	0.001120538732042193	0.266354845089815	0.20959183818679109	1.2708264185957276	0.2037904079616727	4.488401833143079e-10	25.571053378525253	2.0	92.17865619224112	0.0902669432502748	True	False	False	[('TCGA', 0.4648485274790086, 0.0784810087693758), ('GSE27155', 0.0241730000000004, 0.039828062088924095), ('GSE126698', 0.6500807925142055, 0.7572893575357525)]	0.43752453987218975
CD300LG	2	TCGA,GSE126698	-0.3784866493993898		0.4322165394660107	-0.3590819298903232	0.07050306703603802	-5.093139135447491	3.5218304541981965e-07	-0.09807343021195243	0.3856168013717839	-0.25432872702399995	0.7992416083087052	3.982955022213653e-05	3.0890979186018197	1.0	67.62808993595716	0.222239314327397	False	False	False	[('TCGA', -0.3784866493993898, 0.07136229163830496), ('GSE126698', 0.4322165394660107, 0.4557065449539464)]	0.8836590706550763
PTPMT1	2	TCGA,GSE126698	-0.2005657651470478		0.2651148629166904	-0.19888397539343994	0.028018175515221014	-7.098391374034873	1.2621733351910372e-12	-0.19888397539343994	0.028018175515221014	-7.098391374034873	1.2621733351910372e-12	2.1810900069760238e-08	0.9940515169094406	1.0	0.0	0.0	False	False	False	[('TCGA', -0.2005657651470478, 0.02806890631013801), ('GSE126698', 0.2651148629166904, 0.4662277147435333)]	4.8934382771409565e-11
CAPN6	3	TCGA,GSE27155,GSE126698	0.6274916264847354	0.0281704347826092	1.0605772103736228	0.08888747568641685	0.03729822702230252	2.3831555219304787	0.01716494096493364	0.4682093521950067	0.2802055771700925	1.6709494397778912	0.09473166492367821	7.957991444625317e-08	25.76939112504558	2.0	92.23885426591949	0.18875459639901387	True	False	True	[('TCGA', 0.6274916264847354, 0.12489362646600202), ('GSE27155', 0.0281704347826092, 0.03923356253342318), ('GSE126698', 1.0605772103736228, 0.44459370263551823)]	0.27379949503237155
C12orf56	2	TCGA,GSE126698	0.3275781463454155		0.8117753633286918	0.336074093844409	0.06575155875205385	5.111271888043433	3.199970505961513e-07	0.336074093844409	0.06575155875205385	5.111271888043433	3.199970505961513e-07	3.4141465437856973e-08	0.9348329778358019	1.0	0.0	0.0	True	False	False	[('TCGA', 0.3275781463454155, 0.06633611636292172), ('GSE126698', 0.8117753633286918, 0.4963765856740818)]	6.059090220950946e-06
TRIM17	3	TCGA,GSE27155,GSE126698	0.7069010367349311	0.000407565217392	-0.0700403706077161	0.1795722961883499	0.03261921368123139	5.50510806125511	3.689418943450035e-08	0.2692838134663732	0.3128297494341742	0.8607998886085355	0.3893482663814779	7.852961138150653e-17	89.00473976785753	2.0	97.75292865838784	0.24043293079867017	False	False	False	[('TCGA', 0.7069010367349311, 0.0647221500728065), ('GSE27155', 0.000407565217392, 0.03787016442176423), ('GSE126698', -0.0700403706077161, 0.5104646460924845)]	0.6302878948185077
SAPCD2	2	TCGA,GSE126698	-0.0424479510103321		0.4915064780052696	-0.034253376740236124	0.048125414829696025	-0.7117523425294178	0.47661814880119446	0.08541543781501564	0.22786877050253387	0.3748448619204966	0.7077758477805411	0.3297744770581357	1.8602222961534547	1.0	46.242983859091034	0.06592106882028198	False	False	False	[('TCGA', -0.0424479510103321, 0.04849900980387695), ('GSE126698', 0.4915064780052696, 0.3884752767845815)]	0.826570750244103
PFN4	2	TCGA,GSE126698	0.0951565813977197		-0.1292856929443942	0.08887581097596325	0.03576560217764667	2.4849521765220053	0.012956883963440354	0.08183663425379908	0.053029597765601115	1.5432256268570894	0.12277604150586964	0.04011209488179616	1.0711738323900126	1.0	6.644470788761608	0.0016735539708368176	False	False	False	[('TCGA', 0.0951565813977197, 0.036276786796262256), ('GSE126698', -0.1292856929443942, 0.2138018271903344)]	0.32278032004008034
RHBDL2	2	TCGA,GSE126698	0.1654058188292324		0.0170122335780114	0.16441505698833508	0.041253119258968685	3.9855181848482943	6.733302000434798e-05	0.16441505698833508	0.041253119258968685	3.9855181848482943	6.733302000434798e-05	0.0004344701383430157	0.08581466058000688	1.0	0.0	0.0	True	False	False	[('TCGA', 0.1654058188292324, 0.04139152761982267), ('GSE126698', 0.0170122335780114, 0.5048701805212747)]	0.0007865268390341535
ECSCR	2	TCGA,GSE126698	-0.2919934784415237		0.6451628471144129	-0.28133288777860155	0.05112234605571212	-5.503129443081711	3.7310826856876456e-08	0.05541773637165144	0.45264121040098865	0.12243192864069453	0.9025569533112454	1.4898611000440788e-06	3.779228410111506	1.0	73.53957232845593	0.32293505146701396	False	False	False	[('TCGA', -0.2919934784415237, 0.05141562081919741), ('GSE126698', 0.6451628471144129, 0.4793206750508974)]	0.9458459355581409
CHN2	3	TCGA,GSE27155,GSE126698	0.072269940605677	0.0398541739130426	1.1484867627189752	0.07104574132046966	0.032165569992542546	2.2087512000235443	0.02719195104058121	0.07728632331997055	0.07177905003075648	1.076725357703317	0.28160298031840425	0.03145114154968921	3.7151214530170145	2.0	46.16595916734245	0.007056058252947995	True	False	False	[('TCGA', 0.072269940605677, 0.03482399533000602), ('GSE27155', 0.0398541739130426, 0.08486378996736019), ('GSE126698', 1.1484867627189752, 0.5695412387366157)]	0.5266057732950056
SIGLEC9	3	TCGA,GSE27155,GSE126698	0.5034196185430461	-0.0224509999999997	0.8816479109729604	0.0701870273149071	0.027263824079672195	2.57436473730911	0.010042434478920472	0.32122495769403875	0.24588616568830687	1.3063970345579903	0.1914175737822389	1.7159338841653847e-12	55.036972198520125	2.0	96.36607916440981	0.13645078629061694	False	False	False	[('TCGA', 0.5034196185430461, 0.06568938222449322), ('GSE27155', -0.0224509999999997, 0.030007917045587137), ('GSE126698', 0.8816479109729604, 0.5723022734900319)]	0.42170589420144977
DDX12P	2	TCGA,GSE126698	-0.0789235645102217		0.1925517440985236	-0.07310259730241181	0.047497895478171716	-1.5390702380910133	0.12378714990257997	-0.07310259730241181	0.047497895478171716	-1.5390702380910133	0.12378714990257997	0.25154211267438387	0.6854303577487496	1.0	0.0	0.0	False	False	False	[('TCGA', -0.0789235645102217, 0.04801545806666273), ('GSE126698', 0.1925517440985236, 0.3243709545621627)]	0.32432172991641334
OTOS	2	TCGA,GSE126698	-2.320303098648961		-0.4019764010287867	-2.1991347872946374	0.1641063701327058	-13.400666808462653	5.99223459429522e-41	-1.4647772470279663	0.9535479006725154	-1.5361338911185192	0.12450554568366373	2.5025030600371625e-35	8.085828586991022	1.0	87.63268366078324	1.6124314412873055	True	False	False	[('TCGA', -2.320303098648961, 0.16954834231417243), ('GSE126698', -0.4019764010287867, 0.6529684493497574)]	0.32563385243576326
ALKBH6	2	TCGA,GSE126698	0.0459265656458061		-0.0442947745452633	0.044968785016261635	0.04093075866243592	1.098655057609074	0.27191855265834375	0.044968785016261635	0.04093075866243592	1.098655057609074	0.27191855265834375	0.6403145642008657	0.05103177351839819	1.0	0.0	0.0	False	False	False	[('TCGA', 0.0459265656458061, 0.04114976230234364), ('GSE126698', -0.0442947745452633, 0.3972568611229343)]	0.5165757683825051
