cluster_1,,Epithelial cell,Epithelial cell,Myeloid cell,Myeloid cell
CCL2,ACKR1,0.04714168420445042,0.0,0.0,0.0
CCL5,ACKR1,0.15792142350942512,0.0,1.1535589359680958,0.0
CXCL8,ACKR1,0.03682338320164531,0.0,0.0,0.0
PPBP,ACKR1,0.03643646184305718,0.0,0.0,0.0
CXCL1,ACKR1,0.036225465273749834,0.0,0.0,0.0
CXCL2,ACKR1,0.03719803550891487,0.0,0.18746023997467243,0.0
CXCL13,ACKR4,0.0020365179444886564,0.0,0.0,0.0
CCL5,CCR4,0.0,0.0,0.0,0.0
DEFB1,CCR6,0.005373265797369943,0.0,0.0,0.0
CCL23,FPR2,0.0009339232413840711,0.0,0.0,0.0
DCN,KDR,0.7596786277375567,0.0,0.9688600371160351,0.0
GREM1,KDR,0.06945046242927987,0.0,0.0,0.0
APOE,LDLR,0.2977139316400628,0.0,0.7205748900203177,0.0
MDK,LRP1,0.44577210207995815,0.33443603870523486,0.5755257120029582,0.46418964862823486
DLK1,NOTCH3,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.15687224879079928,0.5132875689805785,0.0,0.0
DLL1,NOTCH4,0.07186460098998139,0.0,0.0,0.0
JAG1,NOTCH4,0.14387115358896138,0.0,0.7085592640990804,0.0
DLK1,NOTCH4,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.028942313256277618,0.0,0.0,0.0
SCT,RAMP2,0.22114338074619017,0.0,0.0,0.0
SCT,RAMP3,0.18958288830714354,0.5037954591250154,0.0,0.0
SCT,TSHR,0.6406146044009194,0.15619881376979083,0.0,0.0
COMP,CD36,0.09305327731569714,0.0,0.0,0.0
CCL2,ACKR4,0.011924736663233734,0.0,0.0,0.0
CCL13,ACKR4,0.002734805826569058,0.0,0.0,0.0
CXCL6,ACKR1,0.0,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.0
THBS1,ITGA6,0.050363352444356184,0.16324887608112387,0.0,0.0
THBS1,CD36,0.10204762153331409,0.0,0.0,0.0
VWF,SCARA5,0.4408297356062304,0.0,0.19666555682823353,0.0
FGF7,FGFR4,0.02214081237135014,0.0,0.0,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0
S100A1,RYR2,0.2231569764016481,0.0,0.0,0.0
SCGB3A1,MARCO,0.01919430328257946,0.0,0.0,0.0
ANGPTL4,GPIHBP1,0.058537466192195,0.0,0.0,0.0
ANGPTL4,TIE1,0.09718356712224813,0.0,0.0,0.0
IGF1,INSR,0.11683142006539238,0.0,0.0,0.0
PCSK9,LDLR,0.0,0.0,0.0,0.0
CXCL11,ACKR1,0.03779114881020617,0.0,0.0,0.0
ANGPT2,TIE1,0.05621813099225909,0.0,0.0,0.0
CALCA,TSHR,0.6361078907646408,0.15169210013351217,0.0,0.0
THBS2,NOTCH4,0.07161902225304685,0.0,0.0,0.0
THBS2,ITGA6,0.056114653952699795,0.1690001775894675,0.0,0.0
THBS2,CD36,0.10779892304165771,0.0,0.0,0.0
S100A8,CD36,0.09483803589391987,0.0,0.0,0.0
S100A12,CD36,0.0,0.0,0.0,0.0
S100A9,CD36,0.1048101711211664,0.0,0.6481138964283713,0.0
CALCB,TSHR,0.6358409728825313,0.15142518225140267,0.0,0.0
MDK,ITGA6,0.22155051506846718,0.33443603870523486,0.3513041249914672,0.46418964862823486
ADM,TSHR,0.6463004013512612,0.16188461072013263,0.0,0.0
CGA,RAMP3,0.0,0.0,0.0,0.0
CXCL8,CD79A,0.0043309403947259205,0.0,0.0,0.0
PTH2,RAMP3,0.0,0.0,0.0,0.0
APOE,LRP1,0.5572889475294873,0.44595288415476403,0.9801499059097423,0.8688138425350189
PCSK9,LRP1,0.0,0.0,0.0,0.0
THBS1,LRP1,0.27458493945584717,0.16324887608112387,0.0,0.0
VWF,LRP1,0.6581520647197062,0.546816001344983,0.4139878859417094,0.3026518225669861
CGA,RAMP2,0.0,0.0,0.0,0.0
CCL11,ACKR4,0.0010211383771050726,0.0,0.0,0.0
CCL7,ACKR4,0.0010210699374679536,0.0,0.15224329243345575,0.0
CCL8,ACKR4,0.0,0.0,0.0,0.0
S100A9,CD68,0.07049803287106383,0.327549251730225,0.6138017581782687,0.8708529770374298
S100A8,CD68,0.06052589764381729,0.31757711650297843,0.0,0.0
PTH2,RAMP2,0.0,0.0,0.0,0.0
TNF,FLT4,0.040089969686442045,0.0,0.19026980259987714,0.0
THBS2,NOTCH3,0.16018150275491294,0.5165968229446921,0.0,0.0
SCGB3A1,NOTCH3,0.15942279632410844,0.5158381165138877,0.0,0.0
CXCL8,KDR,0.06839376883635513,0.0,0.0,0.0
CXCL9,FCGR2A,0.04097311915765685,0.0,0.9187218865479282,0.0
VEGFD,FLT1,0.13131751818212647,0.0,0.0,0.0
TNF,ICOS,0.001963658480179758,0.0,0.15214349139361485,0.0
IL6,F3,0.0905688128667322,0.15188442086214235,0.0,0.0
CXCL12,CCR4,0.0,0.0,0.0,0.0
CCL3,CCR4,0.0,0.0,0.0,0.0
PTN,PTPRB,0.07216612114721407,0.0,0.0,0.0
CCL8,ACKR1,0.0,0.0,0.0,0.0
EDN1,ADGRL4,0.03407951063378391,0.15395410870073206,0.0,0.0
MDK,TSPAN1,0.7542387394322296,0.42803133484972034,0.8839923493552296,0.5577849447727203
CCL1,ACKR1,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.06395429755374198,0.17683982119050967,0.0,0.0
CCL18,ACKR1,0.04525309757321142,0.0,0.0,0.0
CXCL3,ACKR1,0.037315793745633846,0.0,0.0,0.0
CXCL5,ACKR1,0.0,0.0,0.0,0.0
CXCL9,ACKR1,0.0595408840910539,0.0,0.9372896514813253,0.0
CXCL10,ACKR1,0.03970031820083813,0.0,0.0,0.0
CXCL13,ACKR1,0.037253465485705343,0.0,0.0,0.0
CCL7,ACKR1,0.03623801747868464,0.0,0.18746023997467243,0.0
SPP1,ITGB6,0.041146849512328165,0.5367716297215416,0.4932598178075255,0.9888845980167389
ANGPTL4,CDH5,0.10535280237269187,0.0,0.0,0.0
ANGPTL4,CDH11,0.0648723120661625,0.0,0.0,0.0
SLC1A2,GRIA1,0.0013903916481627933,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0
APOE,TYROBP,0.39831708368878316,0.7746892489962252,0.821178042069038,1.19755020737648
CCL20,ACKR4,0.0015383874765775266,0.0,0.15224329243345575,0.0
FAM3D,FPR2,0.004910146708113608,0.0,0.0,0.0
HLA-G,KLRD1,0.004187485263295878,0.0,0.0,0.0
FGFR4,MCAM,0.08446577435103972,0.0,0.0,0.0
LAIR2,FGFR4,0.004268395460554378,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0
DCN,LRP1,0.9546358880698838,0.8432998246951605,1.1638172974483623,1.052481234073639
IFNG,MPL,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.0,0.0,0.0,0.0
SEMA3G,FCGR2A,0.03637965419120168,0.0,0.0,0.0
VCAM1,VCAM1,0.014655778148049334,0.0,0.0,0.0
CCL5,ACKR4,0.12270447596820842,0.0,1.1183419884268793,0.0
FLT4,FCRL1,0.0,0.0,0.0,0.0
CRLF1,LIFR,0.2768723969779171,0.3228245223717061,0.8535835901861976,0.8995357155799866
PCSK9,CD36,0.0,0.0,0.0,0.0
THBS1,GP9,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.0,0.0,0.0,0.0
VCAN,LDLR,0.014519670022707758,0.0,0.0,0.0
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.13692016898796885,0.24980569262473656,0.0,0.0
CCL3L1,CCR4,0.0,0.0,0.0,0.0
CTSG,CXCL12,0.18870891088323027,0.15363899481523724,0.0,0.0
KDR,FLT1,0.19727796755529953,0.0,0.0,0.0
KDR,CDH5,0.12221327805452842,0.0,0.0,0.0
CXCL8,MMP9,0.02617801204047675,0.680036331198088,0.0,0.0
CCL22,CCR7,0.0038512420755268213,0.0,0.0,0.0
FLT4,KDR,0.10664860564227328,0.0,0.0,0.0
KDR,FLT4,0.10664860564227328,0.0,0.0,0.0
THBS1,MMP2,0.17493924775834813,0.6621714327198416,0.0,0.0
NPPA,MME,0.0,0.0,0.0,0.0
THBS1,MMP9,0.03741192232764165,0.691270241485253,0.0,0.0
SFTPA1,SFTPA2,0.0,0.0,0.0,0.0
KDR,PLCG2,0.0997047924361196,0.0,0.0,0.0
IFNG,TNF,0.0016372210374264694,0.15181705395086156,0.0,0.0
PRSS3,F2RL3,0.0,0.0,0.0,0.0
CSF1,TNF,0.02884484315167791,0.179024676065113,0.0,0.0
KDR,HSP90AA1,0.7339983508030279,0.7470519910135113,0.0,0.0
THBS1,ELANE,0.013278463684799433,0.0,0.0,0.0
AREG,MMP9,0.025997960315834852,0.6798562794734461,0.0,0.0
IL1RN,IL2RA,0.006686962916145506,0.0,0.15499853634247393,0.0
CCL1,ACKR4,0.0,0.0,0.0,0.0
CTSG,F2RL3,0.03346807256837949,0.0,0.0,0.0
PRSS2,F2RL3,0.0,0.0,0.0,0.0
PRSS1,F2RL3,0.03123236791900758,0.0,0.0,0.0
THBS4,CD36,0.11463833258321135,0.0,0.0,0.0
MDK,PTPRB,0.22650313923256682,0.0,0.3562567491555668,0.0
CSF2,CSF2,0.00012349899386905248,0.0,0.0,0.0
IHH,GAS1,0.02559329921556188,0.0,0.0,0.0
IFNG,IFNG,0.0009822853347370396,0.0,0.0,0.0
IL13,IL13,0.0,0.0,0.0,0.0
IL1A,IL1B,0.0,0.0,0.0,0.0
IL1B,IL1B,0.0010286019932598965,0.0,0.0,0.0
IL1RN,IL1B,0.0035286388537945604,0.0,0.15184021228012298,0.0
IL2,IL2,0.0009969986892364971,0.0,0.0,0.0
IL22,IL22,0.0,0.0,0.0,0.0
IL6,IL6,0.0011170191572985994,0.0,0.0,0.0
CLU,TYROBP,1.8508062231920899,2.227178388499532,1.303899490013679,1.6802716553211212
ICOS,CD40LG,0.002155749309687718,0.0,0.0,0.0
CCL26,CXCR6,0.008341157015131037,0.0,0.0,0.0
VEGFA,MMP9,0.4464673371408716,1.100325656298483,0.0,0.0
OSM,CXCL10,0.0,0.0,0.0,0.0
THBS1,VCAM1,0.019250853871655503,0.0,0.0,0.0
IFNG,TYMS,0.00439195279298225,0.0,0.0,0.0
CSF1,VEGFA,0.4486771443924808,0.0,0.0,0.0
VEGFA,CSF1,0.4486771443924808,0.0,0.0,0.0
CSF2,FLT1,0.12963500272634484,0.0,0.0,0.0
IFNG,CD74,0.9191049916789038,1.5334205333362376,0.0,0.0
CCL1,CCR7,0.0,0.0,0.0,0.0
IL6,IL17A,0.0,0.0,0.0,0.0
IL10,PTGS2,0.0016199987265343007,0.1515426759116545,0.0,0.0
CXCL1,CXCR6,0.006525734986749006,0.0,0.0,0.0
VWF,THBS1,0.4074130548591207,0.0,0.16324887608112387,0.0
XCL2,CCR7,0.012391424529321488,0.0,0.15399908517768865,0.0
XCL1,CCR4,0.0,0.0,0.0,0.0
CSF2,PLAU,0.01637853626822466,0.5088840713887192,0.0,0.0
STC1,TNF,0.039068695258343264,0.18924852817177834,0.0,0.0
CSF2,CD1A,0.00034634262528477553,0.0,0.0,0.0
CSF2,MMP9,0.025550707026945337,0.6794090261845566,0.0,0.0
IFNG,PTGS2,0.0018943767657413756,0.15181705395086156,0.0,0.0
CXCL8,CCR6,0.004615679781641387,0.0,0.0,0.0
CTSG,THBD,0.05787014914306779,0.5012356401704618,0.0,0.0
CCL2,TNF,0.01215343388332899,0.16233326679676408,0.0,0.0
IL13,CXCL12,0.0,0.0,0.0,0.0
IL10,VEGFA,0.42119514423902227,0.0,0.0,0.0
PPBP,CCR4,0.0,0.0,0.0,0.0
CXCL2,CXCR6,0.007498305221914046,0.0,0.15776050968767158,0.0
CXCL13,CCR6,0.005045762065701411,0.0,0.0,0.0
IL2,CXCL12,0.1868943266961043,0.15182441062811128,0.0,0.0
IL6,VEGFA,0.4215368891895101,0.0,0.0,0.0
CCL8,CCR4,0.0,0.0,0.0,0.0
CD40LG,C3,0.3116229748626498,1.5571079703393975,0.0,0.0
CXCL14,CCR7,0.050331291897925456,0.0,0.0,0.0
CXCL11,CCR6,0.005583445390202243,0.0,0.0,0.0
CXCL11,CXCR6,0.008091418523205343,0.0,0.0,0.0
CXCL12,CCR6,0.19032245262266154,0.0,0.1552525365546685,0.0
CXCL9,CCR4,0.0,0.0,0.0,0.0
IL2,IDO1,0.010101936292149769,0.0,0.0,0.0
CCL1,CXCR6,0.0,0.0,0.0,0.0
CCL11,PIK3C2G,0.0,0.0,0.0,0.0
IL1B,PLAUR,0.006418927095913269,0.24543550842460846,0.0,0.0
CCL7,CCR7,0.0027768626817008565,0.0,0.15399908517768865,0.0
XCL1,CCR7,0.010976147306949895,0.0,0.0,0.0
CSF3,MMP9,0.025648226504953152,0.6795065456625644,0.0,0.0
IL1B,CSF1,0.028213065778249908,0.0,0.0,0.0
CSF2,CDH11,0.014089822919044374,0.0,0.0,0.0
ADIPOQ,TNF,0.0033714800931083392,0.15355131300654343,0.0,0.0
TNF,CDK6,0.02040007183907081,0.0,0.1705799047525059,0.0
CCL4,CCR7,0.022782951707780646,0.0,0.0,0.0
CXCL1,CCR7,0.002764310476766054,0.0,0.0,0.0
CCL13,CCR6,0.0057440499477818124,0.0,0.0,0.0
CXCL8,CCR7,0.003362228404661535,0.0,0.0,0.0
IFNG,PIGR,0.0030340232889825166,0.0,0.0,0.0
CALCA,CDH11,0.014394262272128987,0.0,0.0,0.0
CCL15,CCR6,0.0,0.0,0.0,0.0
CSF3,TNF,0.0013053473450002878,0.15148518025843538,0.0,0.0
CXCL2,CCR7,0.0037368807119310945,0.0,0.15399908517768865,0.0
CXCL12,MMP13,0.0,0.0,0.0,0.0
CXCL12,CXCR6,0.19283042575566461,0.0,0.15776050968767158,0.0
PPBP,CXCR6,0.006736731556056352,0.0,0.0,0.0
IL22,MMP1,0.0,0.0,0.0,0.0
CD40LG,PTGS2,0.0027414032979387656,0.15266408048305896,0.0,0.0
CCL5,MMP9,0.14727605234825655,0.8011343715058679,1.1429135648069273,1.7967718839645386
RELN,ITGB6,0.02650148963852494,0.5221262698477384,0.0,0.0
IFNG,CTSL,0.273369803855096,0.5351036790977274,0.0,0.0
CCL17,CCR6,0.006412027061553529,0.0,0.0,0.0
IFNG,CTSK,0.056471091866209244,0.15181705395086156,0.0,0.0
CCL13,CXCR6,0.008252023080784912,0.0,0.0,0.0
IFNG,CD40LG,0.0018293118669344295,0.0,0.0,0.0
TNF,PTGS2,0.002549312468430805,0.152471989653551,0.1527291453818659,0.3026518225669861
IL1A,ITGA6,0.0,0.0,0.0,0.0
IL6,NOTCH3,0.1430657460275878,0.49948106621736693,0.0,0.0
IL1B,PTGS2,0.001917535095002804,0.15184021228012298,0.0,0.0
IFNG,TPO,1.1892333756195548,0.0,0.0,0.0
IGF1,HMOX1,0.04505771215139337,0.7693576739737128,0.0,0.0
SAA1,MMP9,0.03153552391451461,0.6853938430721259,0.39172105467890606,1.0455793738365173
CXCL11,CCR7,0.00432999401322239,0.0,0.0,0.0
CCL4,CXCR6,0.026544376217763597,0.0,0.0,0.0
CCL2,CXCR6,0.017441953917449588,0.0,0.0,0.0
COMP,ITGA6,0.04136900822673922,0.1542545318635069,0.0,0.0
CXCL3,CXCR6,0.007616063458633019,0.0,0.0,0.0
CCL20,CXCR6,0.007055604730793381,0.0,0.15776050968767158,0.0
CCL18,CCR6,0.013045394153207494,0.0,0.0,0.0
IFNG,KLRD1,0.004222735628493568,0.0,0.0,0.0
FLT4,FLT1,0.16851714454579442,0.0,0.0,0.0
CCL3,CXCR6,0.009433365746930265,0.0,0.0,0.0
CXCL2,CCR6,0.004990332088910946,0.0,0.1552525365546685,0.0
CSF2,CEACAM5,0.0,0.0,0.0,0.0
FGF7,SFTPA1,0.0,0.0,0.0,0.0
VEGFA,PDGFRB,0.5208320303205273,0.5723042908943539,0.0,0.0
CCL1,CCR4,0.0,0.0,0.0,0.0
IL1B,MMP9,0.02600325852664076,0.679861577684252,0.0,0.0
CCL3L1,CCR6,0.006246964489107349,0.0,0.0,0.0
CCL14,CCR6,0.15066626113028425,0.0,0.0,0.0
CCL2,VEGFA,0.43198573512413185,0.0,0.0,0.0
XCL1,CXCR6,0.014737571816932846,0.0,0.0,0.0
XCL2,CCR4,0.0,0.0,0.0,0.0
IL17A,TNF,0.0,0.0,0.0,0.0
CCL18,CXCR6,0.015553367286210592,0.0,0.0,0.0
TPSAB1,MMP2,0.1651844867934557,0.6524166717549491,0.0,0.0
CCL13,CCR7,0.0044905985708019605,0.0,0.0,0.0
IFNG,LOX,0.0200442631623933,0.0,0.0,0.0
IL17A,MMP9,0.0,0.0,0.0,0.0
CXCL10,CXCR6,0.010000587913837303,0.0,0.0,0.0
CCL20,CCR4,0.0,0.0,0.0,0.0
CCL7,CXCR6,0.006538287191683808,0.0,0.15776050968767158,0.0
CD40LG,VEGFA,0.42231654881042674,0.0,0.0,0.0
CSF3,BIRC3,0.011311298548828173,0.15148518025843538,0.0,0.0
XCL2,CXCR6,0.01615284903930444,0.0,0.15776050968767158,0.0
IL20,PTGS2,0.0,0.0,0.0,0.0
IL6,MMP9,0.026047467108660113,0.6799057862662714,0.0,0.0
CCL8,CXCR6,0.0,0.0,0.0,0.0
CCL21,CCR4,0.0,0.0,0.0,0.0
IL12B,CXCL9,0.0,0.0,0.0,0.0
NPPA,TNF,0.0,0.0,0.0,0.0
IL1B,MMP3,0.0,0.0,0.0,0.0
CCL7,CCR4,0.0,0.0,0.0,0.0
CCL14,CCR7,0.1494128097533044,0.0,0.0,0.0
PPBP,CCR6,0.004228758423053252,0.0,0.0,0.0
TNF,CXCL10,0.004712067879716703,0.0,0.1548919007931518,0.0
IL6,HMOX1,0.020102311823026034,0.7444022736453455,0.0,0.0
CCL22,CCR6,0.005104693452506673,0.0,0.0,0.0
CCL2,F3,0.10101765880135394,0.16233326679676408,0.0,0.0
MDK,VEGFA,0.6040885070326026,0.0,0.7338421169556026,0.0
IL2,FCER2,0.0007297647747178126,0.0,0.0,0.0
LEP,FLT1,0.0,0.0,0.0,0.0
CXCL14,CCR6,0.0515847432749053,0.0,0.0,0.0
SPARC,MMP14,0.6796487166594108,0.7963038129212365,0.8998254688092803,1.016480565071106
IL10,CD14,0.08823602168553087,0.24513797205613996,0.0,0.0
IL1A,CSF1,0.0,0.0,0.0,0.0
IL2,HSP90AA1,0.6667921358217569,0.6798457760322403,0.0,0.0
CCL5,CCR6,0.1257137200894212,0.0,1.1213512325480919,0.0
CCL2,CCR6,0.01493398078444649,0.0,0.0,0.0
CSF2,MMP14,0.034732564518601884,0.15138766078042756,0.0,0.0
PI3,TNF,0.002069298822833092,0.1522491317362682,0.152471989653551,0.3026518225669861
OSM,PTGS2,0.0,0.0,0.0,0.0
FGF7,PDGFRA,0.047315111353228245,0.0,0.0,0.0
CCL13,CCR4,0.0,0.0,0.0,0.0
COL6A3,ITGA6,0.09814404446953122,0.21102956810629891,0.0,0.0
CCL3,CCR7,0.005671941236947314,0.0,0.0,0.0
COMP,ITGB6,0.016126162262585127,0.5117509424717985,0.0,0.0
IGFBP2,CD24,1.4075909918218519,0.8872049970797852,0.0,0.0
IL6,PTGS2,0.0019617436770221555,0.15188442086214235,0.0,0.0
IFNG,CXCL9,0.02389769806724304,0.9016464654575144,0.0,0.0
CSF3,CXCL12,0.18655509632642842,0.15148518025843538,0.0,0.0
IGF1,FLT4,0.06445780122340072,0.0,0.0,0.0
IL1B,PTGDS,0.05127632292160097,0.0,0.0,0.0
FGFR4,MMP9,0.0288383685300879,0.6826966876876992,0.0,0.0
CXCL9,CCR7,0.02607972929407012,0.0,0.9038284966843415,0.0
IGF1,PDGFRB,0.12536756061668305,0.17683982119050967,0.0,0.0
S100B,BIRC3,0.02198853127977847,0.16216241298938566,0.16247794085737888,0.3026518225669861
VEGFA,PDGFRA,0.449502089592816,0.0,0.0,0.0
IL17A,CXCL12,0.0,0.0,0.0,0.0
COL6A3,ITGB6,0.07290119850537713,0.5685259787145905,0.0,0.0
OLR1,MMP3,0.0,0.0,0.0,0.0
CD160,KLRD1,0.004450083867527935,0.0,0.0,0.0
CCL22,CXCR6,0.007612666585509773,0.0,0.0,0.0
CXCL1,CCR4,0.0,0.0,0.0,0.0
LAMA3,ITGB6,0.017943931480227732,0.5135687116894412,0.0,0.0
IL2,TNFRSF9,0.0011492387020379667,0.0,0.0,0.0
TNF,INSR,0.0924635885284337,0.0,0.2426434214418688,0.0
IL6,TSHR,0.636300211493271,0.15188442086214235,0.0,0.0
CXCL6,CXCR6,0.0,0.0,0.0,0.0
LEP,F3,0.0,0.0,0.0,0.0
CCL1,CCR6,0.0,0.0,0.0,0.0
CCL2,CCR7,0.013680529407466637,0.0,0.0,0.0
CCL26,CCR4,0.0,0.0,0.0,0.0
CXCL9,CCR6,0.02733318067104997,0.0,0.9050819480613214,0.0
CCL8,CCR7,0.0,0.0,0.0,0.0
CD40LG,F3,0.09134847248764881,0.15266408048305896,0.0,0.0
CXCL10,CCR7,0.00623916340385435,0.0,0.0,0.0
FGF7,PDGFRB,0.11864505208093948,0.1701173126547661,0.0,0.0
CCL17,CXCR6,0.008920000194556629,0.0,0.0,0.0
CXCL12,MMP9,0.2118847848814969,0.8657431040391081,0.17681486881350386,0.8306731879711151
CXCL3,CCR4,0.0,0.0,0.0,0.0
IGF1,FLT1,0.15508716313642695,0.0,0.0,0.0
IL13,MUC5AC,0.0,0.0,0.0,0.0
CXCL14,CCR4,0.0,0.0,0.0,0.0
OSM,F3,0.0,0.0,0.0,0.0
CCL4,CCR6,0.0240364030847605,0.0,0.0,0.0
HLA-G,KLRC2,0.0009693542979519604,0.0,0.0,0.0
CSF2,TNF,0.001207827866992476,0.15138766078042756,0.0,0.0
IGF1,FGFR2,0.18781320906114551,0.0,0.0,0.0
CCL3,CCR6,0.006925392613927165,0.0,0.0,0.0
