cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
IFNG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL8,CCR6,,,,,,,,,,,0.036,0.078,0.978,0.014,,0.032,0.024,0.062,0.008,,,,,,
CTSG,THBD,0.832,0.27,0.054,0.08,0.01,,,,,,,,,,,,,,,,,,,,
CCL2,TNF,,0.0,,0.002,,,0.0,,0.0,,,0.004,,0.034,,,0.0,,0.0,,,,,,
IL13,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CXCR6,0.008,,0.86,0.236,,0.11,,0.458,0.256,,0.0,,0.998,0.166,,0.0,,0.01,0.006,,,,,,
CXCL13,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,VEGFA,,,,,,,,,,,,,,,,1.0,0.986,0.004,0.972,,,,,,
CCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,C3,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR7,0.0,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.712,,,0.304,,,,,,
CXCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CCR6,0.0,0.0,0.0,0.0,,0.006,0.004,0.006,0.0,,0.174,0.122,1.0,0.022,,0.652,0.582,0.744,0.366,,0.024,0.022,0.024,0.02,
CXCL9,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CXCR6,,,,,,,,,,,,,,,,0.0,,0.004,0.042,,,,,,
CCL11,PIK3C2G,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,PLAUR,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR7,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
CSF3,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CDH11,,,,,,,,,,,0.0,0.0,1.0,0.006,,,,,,,,,,,
ADIPOQ,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CDK6,,,,,,0.004,,0.0,0.014,,,,,,,0.084,,0.024,0.078,,,,,,
CCL4,CCR7,0.0,,,0.0,,0.022,,,0.0,,0.0,,,0.0,,0.01,,,0.0,,,,,,
CXCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL13,CCR6,0.014,0.034,0.066,0.01,,,,,,,0.056,0.08,1.0,0.014,,0.0,0.0,0.0,0.0,,,,,,
CXCL8,CCR7,,,,,,,,,,,0.0,,,0.0,,0.008,,,0.002,,,,,,
IFNG,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,
CALCA,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CCR7,0.014,,,0.0,,0.102,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,
CXCL12,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CXCR6,0.0,,0.0,0.0,,0.002,,0.006,0.004,,0.0,,1.0,0.192,,0.524,,0.746,0.64,,0.022,,0.024,0.022,
PPBP,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,MMP9,0.0,0.0,0.0,0.0,,0.19,0.268,0.188,0.0,,0.674,0.522,1.0,0.0,,0.144,0.19,0.146,0.0,,,,,,
RELN,ITGB6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CTSL,,,,,,,,,,,,,,,,,,,,,,,,,
CCL17,CCR6,0.0,0.0,0.0,0.0,,,,,,,0.062,0.086,1.0,0.014,,0.014,0.01,0.02,0.002,,,,,,
IFNG,CTSK,,,,,,,,,,,,,,,,,,,,,,,,,
CCL13,CXCR6,0.0,,0.07,0.068,,,,,,,0.0,,1.0,0.172,,0.0,,0.0,0.0,,,,,,
IFNG,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PTGS2,,,,,,,,0.0,0.004,,,,,,,,,0.024,0.024,,,,,,
IL1A,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,NOTCH3,,,,,,,,,,,,,,,,0.456,0.836,0.004,0.198,0.03,,,,,
IL1B,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,TPO,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,HMOX1,0.0,0.09,0.0,0.0,,0.016,0.112,0.042,0.0,,0.176,0.442,1.0,0.0,,0.09,0.302,0.166,0.0,,,,,,
SAA1,MMP9,,,,,,,,,,,,,,,,0.0,0.004,0.0,0.0,,,,,,
CXCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CXCR6,0.0,,0.0,0.002,,0.022,,0.14,0.09,,0.0,,1.0,0.186,,0.01,,0.04,0.028,,,,,,
CCL2,CXCR6,0.0,,0.0,0.006,,0.0,,0.0,0.0,,0.0,,1.0,0.188,,0.0,,0.0,0.0,,,,,,
COMP,ITGA6,0.0,,0.0,0.0,,0.0,,0.0,0.0,,1.0,,1.0,1.0,,0.88,,0.878,0.912,,0.108,,0.106,0.112,
CXCL3,CXCR6,,,,,,,,,,,,,,,,0.004,,0.036,0.066,,,,,,
CCL20,CXCR6,,,,,,,,,,,,,,,,0.0,,0.0,0.004,,,,,,
CCL18,CCR6,0.36,0.136,0.942,0.024,,,,,,,0.05,0.08,1.0,0.014,,0.0,0.0,0.0,0.0,,,,,,
IFNG,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,
FLT4,FLT1,,,,,,,,,,,1.0,,0.0,,0.014,,,,,,0.008,,0.006,,0.006
CCL3,CXCR6,0.0,,0.412,0.14,,0.0,,0.022,0.022,,0.0,,1.0,0.172,,0.0,,0.002,0.006,,,,,,
CXCL2,CCR6,0.358,0.148,0.846,0.02,,0.294,0.186,0.454,0.036,,0.038,0.08,0.958,0.014,,0.004,0.004,0.01,0.0,,,,,,
CSF2,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,PDGFRB,1.0,0.786,1.0,1.0,0.02,1.0,0.47,0.998,1.0,0.018,0.488,0.0,0.0,0.76,0.01,1.0,0.538,0.998,0.998,0.016,,,,,
CCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CCL3L1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR6,0.0,0.002,0.0,0.002,,,,,,,0.054,0.082,1.0,0.014,,0.338,0.232,0.456,0.078,,,,,,
CCL2,VEGFA,1.0,0.958,0.0,0.938,,0.944,0.564,0.0,0.586,,1.0,0.998,0.0,0.998,,0.232,0.12,0.0,0.212,,,,,,
XCL1,CXCR6,0.0,,0.27,0.146,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CXCR6,0.004,,0.948,0.222,,,,,,,0.0,,1.0,0.172,,0.0,,0.0,0.0,,,,,,
TPSAB1,MMP2,0.0,0.0,0.046,0.018,0.044,,,,,,,,,,,,,,,,,,,,
CCL13,CCR7,0.0,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,
IFNG,LOX,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CXCR6,,,,,,,,,,,0.0,,1.0,0.166,,0.024,,0.104,0.088,,,,,,
CCL20,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,BIRC3,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CXCR6,0.0,,0.0,0.058,,,,,,,0.0,,1.0,0.172,,,,,,,,,,,
IL20,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,MMP9,,,,,,,,,,,,,,,,0.006,0.108,0.008,0.0,,,,,,
CCL8,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,
NPPA,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR7,0.0,,,0.0,,,,,,,0.0,,,0.0,,0.188,,,0.004,,,,,,
PPBP,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CXCL10,,,,,,,,0.002,0.014,,,,,,,,,0.024,0.044,,,,,,
IL6,HMOX1,,,,,,,,,,,,,,,,0.004,0.068,0.008,0.0,,,,,,
CCL22,CCR6,0.0,0.0,0.0,0.0,,,,,,,0.06,0.084,1.0,0.014,,0.002,0.002,0.008,0.0,,,,,,
CCL2,F3,0.004,0.002,0.0,0.006,,0.002,0.0,0.0,0.0,,0.942,0.086,1.0,0.084,,0.0,0.0,0.0,0.0,,,,,,
MDK,VEGFA,1.0,1.0,0.998,1.0,,1.0,0.998,0.94,0.998,,1.0,0.998,0.0,0.998,,0.996,0.99,0.682,0.974,,0.508,0.448,0.262,0.468,
IL2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,FLT1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.146,0.096,1.0,0.018,,0.782,0.726,0.822,0.578,,,,,,
SPARC,MMP14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.746,0.148,1.0,0.1,,0.32,0.194,0.304,0.142,,0.002,0.002,0.002,0.002,
IL10,CD14,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR6,0.0,0.0,0.0,0.0,,0.138,0.092,0.188,0.014,,0.162,0.12,1.0,0.016,,0.106,0.066,0.146,0.014,,,,,,
CCL2,CCR6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.1,0.096,1.0,0.014,,0.0,0.0,0.0,0.0,,,,,,
CSF2,MMP14,,,,,,,,,,,0.52,0.106,0.624,0.084,,,,,,,,,,,
PI3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PTGS2,,,,,,,,,,,,,,,,,,0.038,0.02,,,,,,
FGF7,PDGFRA,0.0,0.008,0.0,0.07,,0.0,0.008,0.006,0.038,,0.0,0.036,1.0,0.288,,,,,,,,,,,
CCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGA6,0.0,,0.0,0.152,,0.0,,0.0,0.0,,0.84,,1.0,0.77,,0.234,,0.192,0.37,,0.01,,0.01,0.01,
CCL3,CCR7,0.002,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,
COMP,ITGB6,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,0.584,1.0,,,0.948,0.812,0.872,,,0.114,0.102,0.106,,
IGFBP2,CD24,1.0,1.0,1.0,1.0,,1.0,1.0,0.982,1.0,,1.0,1.0,0.0,0.996,,1.0,1.0,0.996,1.0,,,,,,
IL6,PTGS2,,,,,,,,,,,,,,,,,,0.004,0.006,,,,,,
IFNG,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT4,,,0.0,,0.006,,,0.022,,0.006,,,0.99,,0.006,,,0.152,,0.006,,,,,
IL1B,PTGDS,,,,,,,,,,,,,,,,,,,,,,,,,
FGFR4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR7,0.0,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,
IGF1,PDGFRB,0.046,0.0,0.0,0.572,0.01,0.112,0.002,0.032,0.57,0.01,0.738,0.0,0.998,0.818,0.01,0.374,0.0,0.164,0.724,0.01,,,,,
S100B,BIRC3,0.0,,0.01,0.0,,0.002,,0.028,0.0,,0.0,,1.0,0.004,,0.0,,0.0,0.0,,,,,,
VEGFA,PDGFRA,1.0,1.0,1.0,1.0,,0.986,0.976,0.998,0.996,,0.0,0.022,0.0,0.198,,0.97,0.942,0.998,0.992,,,,,,
IL17A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGB6,0.088,0.024,0.0,,,0.0,0.0,0.0,,,1.0,0.304,1.0,,,0.428,0.176,0.19,,,0.01,0.01,0.01,,
OLR1,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CD160,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL22,CXCR6,0.0,,0.0,0.008,,,,,,,0.0,,1.0,0.174,,0.0,,0.008,0.004,,,,,,
CXCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
LAMA3,ITGB6,,,,,,0.628,0.078,0.014,,,,,,,,0.12,0.034,0.002,,,,,,,
IL2,TNFRSF9,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,INSR,,,,,,1.0,0.5,0.0,0.808,,,,,,,1.0,0.75,0.006,0.928,,,,,,
IL6,TSHR,,,,,,,,,,,,,,,,1.0,1.0,0.004,0.996,,,,,,
CXCL6,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR6,,,,,,,,,,,,,,,,0.002,0.012,0.004,0.004,,,,,,
CCL2,CCR7,0.0,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,0.01,0.038,0.088,0.008,,,,,,,0.046,0.08,1.0,0.014,,0.0,0.0,0.0,0.0,,,,,,
CCL8,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CCR7,,,,,,,,,,,0.0,,,0.0,,0.032,,,0.0,,,,,,
FGF7,PDGFRB,0.038,0.0,0.0,0.576,0.01,0.036,0.0,0.006,0.452,0.01,0.734,0.0,0.996,0.818,0.01,,,,,,,,,,
CCL17,CXCR6,0.0,,0.0,0.004,,,,,,,0.0,,1.0,0.178,,0.004,,0.02,0.016,,,,,,
CXCL12,MMP9,0.0,0.0,0.0,0.0,,0.008,0.012,0.006,0.0,,0.67,0.516,1.0,0.0,,0.724,0.712,0.744,0.012,,0.026,0.024,0.024,0.012,
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,0.672,,0.0,,0.012,0.61,,0.02,,0.012,1.0,,0.15,,0.014,0.986,,0.142,,0.012,,,,,
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,,,,,,,,,,,,,,,,0.178,0.022,0.038,0.032,,,,,,
CCL4,CCR6,0.0,0.0,0.0,0.0,,0.074,0.056,0.134,0.012,,0.076,0.09,1.0,0.014,,0.022,0.02,0.038,0.004,,,,,,
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,,,,,,,,0.0,,0.024,,,,,,,,,,,
IGF1,FGFR2,0.734,0.33,0.0,,,0.69,0.332,0.02,,,1.0,0.814,0.21,,,0.996,0.584,0.144,,,,,,,
CCL3,CCR6,0.052,0.058,0.402,0.01,,0.006,0.008,0.018,0.002,,0.044,0.08,1.0,0.014,,0.0,0.002,0.002,0.002,,,,,,
IFNG,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR6,,,,,,,,,,,,,,,,0.004,0.026,0.012,0.006,,,,,,
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,,,,,,,,,,,,,,,,,,0.038,,0.002,,,,,
ADM,HMOX1,1.0,1.0,1.0,0.016,,0.972,0.974,0.996,0.034,,0.06,0.346,0.0,0.0,,0.996,0.996,0.998,0.134,,,,,,
CCL8,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,INSR,,,,,,,,,,,,,,,,1.0,0.542,0.004,0.84,,,,,,
CCL3L1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,0.272,0.222,0.0,,,0.294,0.234,0.022,,,1.0,0.754,0.692,,,0.936,0.52,0.15,,,,,,,
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,,,0.0,0.002,,,,0.026,0.022,,,,1.0,0.12,,,,0.028,0.014,,,,,,
CCL26,CCR6,,,,,,,,,,,,,,,,0.014,0.016,0.046,0.004,,,,,,
CCL7,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,ITGB6,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,0.324,1.0,,,0.662,0.29,0.338,,,,,,,
PRSS1,PRSS2,1.0,1.0,1.0,1.0,,0.982,0.964,0.926,0.972,,0.996,0.814,0.0,0.786,,0.998,0.99,0.978,0.99,,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,1.0,1.0,1.0,,,0.998,1.0,0.998,,,0.634,0.578,0.0,,,1.0,0.998,0.998,,,,,,,
THBS4,ITGB6,0.94,0.148,0.0,,,,,,,,,,,,,0.03,0.004,0.0,,,,,,,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,0.0,,0.0,0.0,,0.066,,0.194,0.144,,0.0,,1.0,0.19,,0.044,,0.146,0.116,,,,,,
CCL18,CCR7,0.014,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,,,,,,,,,,,0.036,0.116,0.93,0.162,,,,,,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,0.0,0.0,0.0,0.0,,0.02,0.018,0.026,0.006,,0.096,0.092,1.0,0.014,,0.012,0.004,0.028,0.0,,,,,,
CXCL10,CCR6,,,,,,,,,,,0.036,0.076,0.966,0.014,,0.064,0.048,0.104,0.024,,,,,,
CSF2,CPE,,,,,,,,,,,1.0,0.082,0.0,0.996,0.218,,,,,,,,,,
IL1B,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,
SPP1,ITGA6,0.992,,0.988,0.95,,0.78,,0.7,0.824,,0.75,,0.444,0.74,,0.0,,0.0,0.0,,,,,,
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,0.984,0.516,0.782,,,0.95,0.796,0.878,,,1.0,0.262,0.0,,,0.982,0.888,0.946,,,,,,,
EDN1,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,VCAM1,1.0,1.0,1.0,1.0,,0.996,0.808,0.998,1.0,,0.0,0.002,0.0,0.422,,0.99,0.778,0.998,0.998,,,,,,
S100B,TNF,,0.0,,0.004,,,0.0,,0.008,,,0.004,,0.03,,,0.0,,0.0,,,,,,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
CD40LG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,F3,,,,,,0.004,0.004,0.002,0.008,,,,,,,0.192,0.026,0.024,0.03,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CXCR6,0.0,,0.0,0.002,,0.0,,0.0,0.0,,0.0,,1.0,0.19,,0.702,,0.822,0.766,,,,,,
IFNG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PIGR,,,,,,,,0.0,0.0,,,,,,,,,0.024,0.028,,,,,,
CCL5,CXCL12,0.0,0.0,0.0,0.052,0.014,0.002,0.01,0.224,0.55,0.022,0.0,0.008,1.0,0.776,0.024,0.0,0.004,0.184,0.44,0.02,,,,,
IL10,DCN,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL8,CXCR6,,,,,,,,,,,0.0,,0.998,0.166,,0.01,,0.062,0.032,,,,,,
EDN1,MCAM,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,PLAUR,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,MMP1,,,,,,,,,,,,,,0.03,,,,,,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,0.974,0.374,1.0,0.216,,0.044,0.01,0.026,0.006,,0.492,0.102,0.226,0.084,,0.554,0.256,0.552,0.154,,,,,,
THBS2,ITGB6,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.0,0.336,1.0,,,0.126,0.04,0.048,,,,,,,
CCL23,CCR7,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
SPP1,PLAU,1.0,0.994,0.984,0.064,,1.0,0.958,0.682,0.082,,1.0,0.958,0.002,0.028,,0.0,0.0,0.0,0.0,,,,,,
VEGFA,FLT4,,,1.0,,0.014,,,0.998,,0.014,,,0.0,,0.006,,,0.998,,0.014,,,,,
LAMA4,ITGB6,1.0,0.334,0.682,,,0.122,0.026,0.024,,,1.0,0.288,0.042,,,0.098,0.026,0.018,,,,,,,
CCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.374,0.156,1.0,0.03,,0.0,0.0,0.0,0.0,,,,,,
IL1A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,GZMB,0.0,,,,,0.0,,,,,0.0,,,,,0.504,,,,,0.022,,,,
IGF1,PDGFRA,0.0,0.006,0.0,0.072,,0.002,0.014,0.05,0.076,,0.0,0.036,1.0,0.286,,0.01,0.02,0.166,0.22,,,,,,
IFNG,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,
SST,F3,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CHI3L1,,,,,,1.0,0.998,0.0,0.016,,,,,,,1.0,1.0,0.006,0.038,,,,,,
CCL5,CCR7,0.0,,,0.0,,0.064,,,0.002,,0.0,,,0.0,,0.05,,,0.002,,,,,,
IFNG,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,VEGFA,1.0,0.986,0.0,0.972,,1.0,0.994,0.012,0.976,,1.0,0.998,0.0,0.998,,1.0,0.998,0.084,0.996,,,,,,
CCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,PLAU,0.986,0.762,0.0,0.018,,0.804,0.644,0.004,0.008,,1.0,0.96,0.076,0.028,,,,,,,,,,,
CCL5,TNFRSF4,0.0,0.0,0.0,0.0,0.0,0.042,0.062,0.198,0.094,0.004,0.002,0.07,1.0,0.194,0.004,0.036,0.05,0.156,0.07,0.0,,,,,
IL6,KDR,,,,,,,,,,,,,,,,0.14,0.164,0.004,,,,,,,
IFNG,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
DCN,VEGFA,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,,0.534,0.368,0.024,0.418,,,,,,
IL1B,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR6,0.018,0.06,0.232,0.012,,,,,,,,,,,,,,,,,,,,,
THBS4,ITGA6,0.148,,0.002,0.502,,,,,,,,,,,,0.004,,0.0,0.066,,,,,,
TNF,CDH11,,,,,,0.0,0.0,0.004,0.0,,,,,,,0.0,0.0,0.04,0.002,,,,,,
IL6,CCR7,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,
CXCL3,CCR7,,,,,,,,,,,,,,,,0.004,,,0.0,,,,,,
IFNG,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MMP1,,,,,,,,,,,,,,0.03,,,,,0.0,,,,,,
FGF7,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,F3,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,
IL6,CXCL12,,,,,,,,,,,,,,,,0.0,0.0,0.008,0.452,0.022,,,,,
CCL21,CXCR6,0.0,,0.0,0.004,,0.006,,0.026,0.018,,0.0,,1.0,0.182,,0.0,,0.028,0.022,,,,,,
CCL14,CXCR6,0.0,,0.0,0.018,,,,,,,0.0,,1.0,0.172,,0.182,,0.462,0.334,,,,,,
CCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CCR7,0.0,,,0.0,,0.002,,,0.0,,0.002,,,0.0,,0.532,,,0.116,,0.022,,,0.016,
CCL17,CCR7,0.0,,,0.0,,,,,,,0.0,,,0.0,,0.004,,,0.0,,,,,,
CCL3L1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL6,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,C3,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CSF1,,,,,,,,,,,,,,,,0.01,0.084,0.004,0.02,,,,,,
