	HLA_class_I	HLA_class_II	IFNG_T_cell_inflamed	TLS_CXCL13_like	checkpoint_exhaustion	myeloid_suppressive	thyroid_differentiation
Pt35_On_AD485758-6	0.2900188323917138	0.6016949152542372	0.335593220338983	-0.32391713747645956	-0.029661016949152543	-0.1210653753026635	-0.847457627118644
Pt36_On_AD495182-6	0.25988700564971745	0.326271186440678	0.05084745762711865	0.06026365348399249	-0.17796610169491525	0.33414043583535097	-0.864406779661017
Pt37_On_AD495183-5	0.376647834274953	0.4491525423728814	0.13559322033898305	-0.13559322033898305	-0.2457627118644068	0.07748184019370456	-0.711864406779661
Pt38_On_E9414881-5	0.4331450094161959	0.5211864406779662	0.10508474576271191	-0.3691148775894539	-0.18220338983050846	0.2711864406779661	-0.7796610169491526
Pt4_On_E9047643-7	0.2033898305084746	0.3516949152542373	0.4067796610169492	0.09792843691148766	-0.1652542372881356	-0.19370460048426152	-0.864406779661017
Pt44_On_AD167376-6	0.1883239171374765	0.5889830508474576	0.21016949152542383	-0.06779661016949153	-0.2711864406779661	0.05811138014527849	-0.7669491525423728
Pt46_On_AD781834-6	0.2900188323917138	0.6483050847457628	0.11186440677966092	-0.3389830508474576	-0.1694915254237288	0.2711864406779661	-0.8008474576271186
Pt47_On_AD530367-6	0.3804143126177024	0.4830508474576271	0.11525423728813554	-0.32391713747645956	-0.2330508474576271	0.2857142857142858	-0.7076271186440678
Pt48_On_E9047631-6	0.23728813559322035	0.5042372881355932	-0.13559322033898305	0.25988700564971745	-0.3135593220338983	0.0823244552058112	-0.652542372881356
Pt49_On_AD681976-5	0.17325800376647846	0.4533898305084746	0.41016949152542376	-0.08286252354048959	-0.11016949152542373	-0.10653753026634381	-0.864406779661017
Pt5_On_E9047635-6	0.4331450094161959	0.4067796610169492	0.2135593220338982	-0.4105461393596987	-0.1228813559322034	0.2953995157384988	-0.8347457627118644
Pt52_On_AD530365-6	0.32015065913370994	0.461864406779661	0.08135593220338978	-0.04519774011299431	-0.3432203389830508	0.1888619854721549	-0.6949152542372882
Pt58_On_AE045812-10	0.19585687382297554	0.635593220338983	0.3220338983050847	-0.21468926553672313	-0.09322033898305085	-0.07748184019370456	-0.8559322033898306
Pt62_On_AD635728-5	0.2937853107344632	0.5	0.1423728813559323	-0.2523540489642184	-0.2076271186440678	0.22276029055690066	-0.711864406779661
Pt65_On_AD796996-5	0.335216572504708	0.4830508474576271	0.2610169491525425	0.003766478342749516	-0.24152542372881355	-0.11138014527845033	-0.8516949152542372
Pt67_On_AD530366-6	0.376647834274953	0.4025423728813559	0.15593220338983055	0.07156308851224116	-0.3644067796610169	-0.24697336561743338	-0.5211864406779662
Pt68_On_AD635729-6	0.376647834274953	0.3389830508474576	-0.1254237288135593	0.34651600753295664	-0.3177966101694915	0.09685230024213065	-0.7627118644067796
Pt69_On_AD635730-6	0.11676082862523535	0.6991525423728814	0.09830508474576266	0.03389830508474576	-0.21610169491525424	0.06779661016949153	-0.8347457627118644
Pt77_On_AD733629-8	0.06403013182674201	0.4406779661016949	0.09152542372881366	0.6365348399246704	-0.2457627118644068	-0.28087167070217917	-0.8516949152542372
Pt78_On_AE148748-6	0.41807909604519783	0.3305084745762712	0.18983050847457633	-0.10546139359698681	-0.3135593220338983	0.1307506053268764	-0.7203389830508474
Pt79_On_AD733628-6	0.4745762711864407	0.6016949152542372	0.14576271186440667	-0.19209039548022602	-0.25	-0.09200968523002424	-0.7711864406779662
Pt8_On_AD167380-7	0.4783427495291903	0.4915254237288136	0.26779661016949147	-0.3163841807909604	-0.2627118644067797	0.11622276029055698	-0.847457627118644
Pt80_On_AD467874-5	0.17702448210922783	0.5211864406779662	0.27796610169491537	-0.007532956685499032	-0.22033898305084745	0.00968523002421304	-0.847457627118644
Pt81_On_AD681973-5	0.3013182674199622	0.4957627118644068	0.37627118644067803	-0.2937853107344633	-0.01694915254237288	-0.11622276029055685	-0.8559322033898306
Pt82_On_AD125218-6	0.3050847457627119	0.5	0.22033898305084745	0.07156308851224116	-0.2711864406779661	-0.2324455205811138	-0.7245762711864406
Pt84_On_AD495199-6	0.36911487758945377	0.5932203389830508	-0.27457627118644073	-0.11676082862523535	-0.3050847457627119	0.21307506053268763	-0.4152542372881356
Pt85_On_AE070989-10	0.48587570621468934	0.461864406779661	-0.12203389830508479	0.09416195856873825	-0.3771186440677966	0.21791767554479427	-0.7754237288135594
Pt87_On_AD495198-6	0.1016949152542373	0.4449152542372881	0.40338983050847455	-0.07532956685499055	0.00423728813559322	-0.14043583535108958	-0.8601694915254238
Pt89_On_AE070987-5	0.35404896421845566	0.5169491525423728	0.21016949152542383	-0.11676082862523535	-0.2838983050847458	-0.014527845036319561	-0.75
Pt9_On_E9047644-7	0.32015065913370994	0.5338983050847458	0.01694915254237288	-0.4180790960451977	-0.211864406779661	0.4745762711864407	-0.6483050847457628
Pt92_On_AE148750-5	0.2711864406779661	0.3983050847457627	0.511864406779661	-0.15442561205273075	-0.06779661016949153	-0.2711864406779661	-0.864406779661017
Pt93_On_AE070988-5	0.2711864406779661	0.5423728813559322	0.18983050847457633	-0.42184557438794723	-0.07203389830508475	0.21307506053268763	-0.7245762711864406
Pt94_On_AE373242-6	0.18455743879472689	0.6016949152542372	0.26779661016949147	-0.3126177024482109	-0.13559322033898305	0.024213075060532722	-0.6779661016949152
Pt98_On_AE086717-6	0.376647834274953	0.4788135593220339	0.27457627118644073	-0.15819209039548027	-0.09322033898305085	-0.12590799031477	-0.864406779661017
