cluster_1,,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell
IL1A,PLAU,0.2788983732494218,0.32203388298082736,0.0,0.2068697437557576,0.2500052534871631,0.0,0.0,0.0,0.0
CXCL5,CCR6,0.7806132106197229,0.8008759062598818,0.0,0.5160803800711589,0.5363430757113178,0.0,1.8367935331612988,1.8570562288014576,0.0
CCN1,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,CCR6,0.3094345749877514,0.3296972706279103,0.0,0.3235626947529249,0.3438253903930838,0.0,0.0,0.0,0.0
CXCL10,CCR6,0.25957318910216975,0.2798358847423287,0.0,0.5052021275095125,0.5254648231496715,0.0,0.0,0.0,0.0
CSF2,CPE,0.08360420487425568,0.12468208301548353,0.0,0.06908636216243784,0.1101642403036657,0.0,1.8530034403275306,1.8940813184687586,0.0
IL1B,LDLR,0.20684464481676385,0.1618614909399445,0.0,0.15901092511012754,0.1140277712333082,0.0,0.0,0.0,0.0
SPP1,ITGA6,0.4791807867578541,0.2628099342554324,0.0,0.6560325796105583,0.43966172710813656,0.0,0.0,0.0,0.0
CXCL2,CCR4,0.10035004058644934,0.0,0.0,0.11384812889829742,0.0,0.0,0.0,0.0,0.0
VWF,ITGB6,0.11509237881277648,0.0,0.0,0.2079135253494003,0.0,0.0,0.0,0.0,0.0
EDN1,MMP1,0.051265735833836014,0.11070221609504557,0.0,0.05354319055599222,0.11297967081720178,0.0,0.0,0.0,0.0
VEGFA,VCAM1,0.16774819532201454,0.224904057937563,0.0,0.231283003318207,0.28843886593375545,0.0,0.0,0.0,0.0
S100B,TNF,0.0172004149913917,0.016531551813977398,0.0,0.02663846466769515,0.025969601490280846,0.0,0.0,0.0,0.0
IL13,PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL26,CCR7,0.011990043436977224,0.05073793807271543,0.0,0.02139553007028736,0.06014342470602556,0.0,0.0,0.0,0.0
CD40LG,VCAM1,0.04146424667064185,0.0986201092861903,0.0,0.05011058740304531,0.10726645001859376,0.0,0.0,0.0,0.0
TNF,F3,0.22723739524800754,0.09244489777460886,0.0,0.22656853207059324,0.09177603459719456,0.0,0.0,0.0,0.0
IL17A,PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CCR6,0.19719569154188665,0.21745838718204555,0.0,0.08733686983692335,0.10759956547708223,0.0,0.0,0.0,0.0
CXCL14,CXCR6,0.02009286730512896,0.086094018594793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,VCAM1,0.04391311270024381,0.10106897531579227,0.0,0.059820367065360605,0.11697622968090905,0.0,0.0,0.0,0.0
TNF,PIGR,0.004056988955189838,0.0,0.0,0.003388125777775535,0.0,0.0,0.0,0.0,0.0
CCL5,CXCL12,0.22732207685515268,0.6948822372832286,0.0,0.7911660373842164,1.2587261978122923,0.0,0.0,0.0,0.0
IL10,DCN,0.14423994231295095,0.6542787698228016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CXCR6,0.10615426446931721,0.17215541575898125,0.0,0.11179475451834163,0.17779590580800567,0.0,0.0,0.0,0.0
EDN1,MCAM,0.3429702227561859,0.19141755373154046,0.0,0.3452476774783421,0.19369500845369667,0.0,0.0,0.0,0.0
IL1B,VEGFA,0.20069334442734332,0.26422815242353576,0.0,0.152859624720707,0.21639443271689945,0.0,0.0,0.0,0.0
CSF3,PLAUR,0.33244060500084,0.3642048930617962,0.0,0.2801898193379824,0.31195410739893864,0.0,0.0,0.0,0.0
ADIPOQ,WIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP1,0.10414799160908257,0.16358447187029213,0.0,0.05631427190244626,0.11575075216365582,0.0,0.0,0.0,0.0
CSF2,MMP1,0.0931701602811803,0.15260664054238987,0.0,0.07865231756936247,0.13808879783057204,0.0,1.8625693957344553,1.9220058759956649,0.0
CCL15,CCR7,0.0,0.0,0.0,0.010742685116268717,0.04949057975200692,0.0,0.0,0.0,0.0
CCL23,CCR4,0.002908771453608929,0.0,0.0,0.027152334091961508,0.0,0.0,0.0,0.0,0.0
VEGFD,PDGFRB,0.12878100702524958,0.23273126794202256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,FCER2,0.06291489816499815,0.0,0.0,0.04839705545318032,0.0,0.0,1.832314133618273,0.0,0.0
IL12B,TNF,0.003850292864044723,0.0031814296866304196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,MMP14,0.3576636563029992,0.45599100916743784,1.9102632447512153,0.4951586945889118,0.5934860474533505,2.047758283037128,0.0,0.0,0.0
THBS2,ITGB6,0.09124582279413002,0.0,0.0,0.4194088984840615,0.0,0.0,0.0,0.0,0.0
CCL23,CCR7,0.010211837141575818,0.04895973177731402,0.0,0.0344553997799284,0.0732032944156666,0.0,0.0,0.0,0.0
SPP1,PLAU,0.25427248786291345,0.297407997594319,0.0,0.43112428071561765,0.47425979044702316,0.0,0.0,0.0,0.0
VEGFA,FLT4,0.15641339836018575,0.16279526865855964,0.0,0.2199482063563782,0.2263300766547521,0.0,0.0,0.0,0.0
LAMA4,ITGB6,0.1029511010514437,0.0,0.0,0.25324069793581244,0.0,0.0,0.0,0.0,0.0
CCL11,CXCR6,0.01657334093412108,0.08257449222378511,0.0,0.02964192037504018,0.09564307166470422,0.0,0.0,0.0,0.0
CCL19,CCR6,0.017274506882494992,0.03753720252265388,0.0,0.09346901555963046,0.11373171119978934,0.0,0.0,0.0,0.0
IL1A,CXCL12,0.14358243421446593,0.6111425946425418,0.0,0.07155380472080174,0.5391139651488777,0.0,0.0,0.0,0.0
TNF,MMP13,0.004476576397762526,0.00785109372945186,0.0,0.0038077132203482226,0.0071822305520375575,0.0,0.0,0.0,0.0
PPBP,CCR7,0.008119698325706845,0.04686759296144505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,GZMB,0.15005011837344256,0.4057309385832201,0.0,0.6176102788015184,0.873291099011296,0.0,0.0,0.0,0.0
IGF1,PDGFRA,0.019203587150844952,0.12779318254129104,0.0,0.024824369811895088,0.13341396520234117,0.0,0.0,0.0,0.0
IFNG,CSF1,0.0740521399197315,0.12969275914502854,0.0,0.08995939428484828,0.14560001351014534,0.0,0.0,0.0,0.0
VEGFD,PDGFRA,0.01569922183794681,0.12428881722839288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,GZMB,0.09275341024733312,0.34843423045711064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CHI3L1,0.03145341810367735,0.08603163773254353,0.0,0.030784554926263048,0.08536277455512924,0.0,0.0,0.0,0.0
CCL5,CCR7,0.17758662415868154,0.21633451879441973,0.0,0.7414305846877454,0.7801784793234835,0.0,0.0,0.0,0.0
IFNG,IDO1,0.09532292515104021,0.16926702026008342,0.0,0.11123017951615699,0.18517427462520022,0.0,0.0,0.0,0.0
IL2,GZMB,0.0927117716129526,0.34839259182273014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,VEGFA,0.1307484079043372,0.19428321590052966,0.0,0.13636919056538732,0.19990399856157978,0.0,0.0,0.0,0.0
CCL11,CCR4,0.001759089269591566,0.0,0.0,0.014827668710510666,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR7,0.0503401202796469,0.0890880149153851,0.0,0.20118374566414557,0.23993164029988379,0.0,0.0,0.0,0.0
FGF7,PLAU,0.20004726584076493,0.24318277557217047,0.0,0.24377362346447154,0.2869091331958771,0.0,0.0,0.0,0.0
CCL5,TNFRSF4,0.2019534781107019,0.2523024162300512,0.0,0.7657974386397657,0.8161463767591149,0.0,0.0,0.0,0.0
IL6,KDR,0.04263162707520461,0.046694027484249306,0.0,0.048844669115084546,0.052907069524129234,0.0,0.0,0.0,0.0
IFNG,CXCL12,0.06070352868133609,0.528263689109412,0.0,0.07661078304645288,0.5441709434745288,0.0,0.0,0.0,0.0
DCN,VEGFA,0.26891954306145793,0.33245435105765037,0.0,0.7789583705713086,0.842493178567501,0.0,0.0,0.0,0.0
IL1B,CXCL10,0.3285046751553421,0.5741336135626849,0.0,0.2806709554487058,0.5262998938560486,0.0,0.0,0.0,0.0
XCL1,CCR6,0.005574035718794891,0.025836731358953778,0.0,0.009726685991056527,0.029989381631215416,0.0,0.0,0.0,0.0
THBS4,ITGA6,0.42472806768582677,0.20835721518340508,0.0,0.4250604244345304,0.20868957193210871,0.0,0.0,0.0,0.0
TNF,CDH11,0.14351887021330817,0.3038904313416136,0.0,0.14285000703589387,0.30322156816419926,0.0,0.0,0.0,0.0
IL6,CCR7,0.032998119176790235,0.07174601381252843,0.0,0.03921116121667016,0.07795905585240837,0.0,0.0,0.0,0.0
CXCL3,CCR7,0.05996479608062029,0.09871269071635849,0.0,0.08200856306513567,0.12075645770087387,0.0,0.0,0.0,0.0
IFNG,CXCL10,0.2580593218718164,0.5036882602791593,0.0,0.2739665762369332,0.519595514644276,0.0,0.0,0.0,0.0
S100A8,MMP1,0.08143798864062145,0.14087446890183103,0.0,0.27487257854831165,0.3343090588095212,0.0,0.0,0.0,0.0
FGF7,SFTPA2,0.007304540100554862,0.0,0.0,0.05103089772426147,0.0,0.0,0.0,0.0,0.0
ADIPOQ,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,F3,1.2461168206477475,1.1113243231743488,0.0,0.7677848687881025,0.6329923713147038,0.0,0.0,0.0,0.0
IL6,CXCL12,0.08273357187326139,0.5502937323013373,0.0,0.08894661391314132,0.5565067743412172,0.0,0.0,0.0,0.0
CCL21,CXCR6,0.3199870611967787,0.38598821248644277,0.0,0.3341151809619522,0.40011633225161625,0.0,0.0,0.0,0.0
CCL14,CXCR6,0.020274082265334167,0.0862752335549982,0.0,0.027993424027795838,0.09399457531745987,0.0,0.0,0.0,0.0
CCL11,CCR7,0.009062154957558455,0.047810049593296655,0.0,0.022130734398477556,0.06087862903421576,0.0,0.0,0.0,0.0
CXCL12,CCR7,0.06525869614415412,0.10400659077989233,0.0,0.53281885657223,0.5715667512079682,0.0,0.0,0.0,0.0
CCL17,CCR7,0.015250692640068987,0.05399858727580719,0.0,0.061059931620772986,0.09980782625651119,0.0,0.0,0.0,0.0
CCL3L1,CXCR6,0.027375472639712586,0.09337662392937662,0.0,0.06886541221954495,0.134866563509209,0.0,0.0,0.0,0.0
CXCL6,CCR6,0.0164245306121696,0.03668722625232848,0.0,0.012632832666705843,0.03289552830686473,0.0,0.0,0.0,0.0
IL1A,C3,0.6223668894216919,0.49227133386948996,0.0,0.5503382599280278,0.4202427043758257,0.0,0.0,0.0,0.0
IL6,CSF1,0.09608218311165678,0.15172280233695384,0.0,0.10229522515153672,0.15793584437683378,0.0,0.0,0.0,0.0
IL6,GZMB,0.11778954140607868,0.37347036161585623,0.0,0.12400258344595862,0.37968340365573616,0.0,0.0,0.0,0.0
IL1A,MMP9,0.26792129977875645,0.27434512560097757,0.0,0.19589267028509225,0.20231649610731336,0.0,0.0,0.0,0.0
SAA1,PTGS2,1.026223812290222,1.0277426680103912,0.0,0.547891860430577,0.5494107161507461,0.0,0.0,0.0,0.0
FGFR4,PLAU,0.193610511090554,0.23674602082195953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,PLAU,0.19646294002511003,0.23959844975651556,0.0,0.19579407684769573,0.23892958657910127,0.0,0.0,0.0,0.0
CSF2,CSF1,0.1335196618753549,0.18916028110065194,0.0,0.11900181916353705,0.17464243838883411,0.0,1.90291889732863,1.958559516553927,0.0
CXCL5,CCR4,0.7763514451642207,0.0,0.0,0.5118186146156567,0.0,0.0,1.8325317677057964,0.0,0.0
VWF,ITGA6,0.53168506274244,0.31531421024001827,0.0,0.6245062092790638,0.40813535677664203,0.0,0.0,0.0,0.0
CXCL8,CCR4,0.09134001280478769,0.0,0.0,0.09698050285381211,0.0,0.0,0.0,0.0,0.0
IL2,PRF1,0.05272792725463601,0.22296610042011372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELN,ITGA6,0.42132436498466835,0.2049535124822467,0.0,0.42195757460424976,0.20558672210182805,0.0,0.0,0.0,0.0
FGF7,VEGFA,0.13427578926829062,0.19781059726448308,0.0,0.17800214689199723,0.2415369548881897,0.0,0.0,0.0,0.0
CCL2,PTGS2,0.0968208033417958,0.09833965906196489,0.0,0.2086305886937385,0.2101494444139076,0.0,0.0,0.0,0.0
NR0B2,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR4,0.04303705459168001,0.0,0.0,0.1938806799761787,0.0,0.0,0.0,0.0,0.0
IL13,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,MMP1,0.26546889808299357,0.3249053783442031,0.0,0.7606893553007836,0.8201258355619931,0.0,0.0,0.0,0.0
IL2,CES1,0.0004059133653651079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,CCR6,0.05692349584815561,0.0771861914883145,0.0,0.078967262832671,0.09922995847282988,0.0,0.0,0.0,0.0
CXCL11,CCR4,0.15909081395404698,0.0,0.0,0.19975023653322713,0.0,0.0,0.0,0.0,0.0
TNF,MMP9,0.18548586655444468,0.1919096923766658,0.0,0.1848170033770304,0.1912408291992515,0.0,0.0,0.0,0.0
CXCL9,CXCR6,0.16969882990208374,0.2356999811917478,0.0,0.5741119718478774,0.6401131231375415,0.0,0.0,0.0,0.0
CXCL10,CCR4,0.25531142364666753,0.0,0.0,0.5009403620540104,0.0,0.0,0.0,0.0,0.0
IL10,F3,0.22594940481245324,0.09115690733905456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,PLAT,0.13400860269950504,0.1360284963219796,0.0,0.1561250293986204,0.15814492302109498,0.0,0.0,0.0,0.0
CCL23,KDR,0.0198453450399902,0.02390774544903489,0.0,0.04408890767834278,0.04815130808738747,0.0,0.0,0.0,0.0
IFNG,HSP90AA1,1.2290585272361243,1.138435383154527,0.0,1.244965781601241,1.1543426375196437,0.0,0.0,0.0,0.0
CCL19,CCR4,0.01301274142699278,0.0,0.0,0.08920725010412824,0.0,0.0,0.0,0.0,0.0
XCL2,CCR6,0.0057060399913064575,0.025968735631465345,0.0,0.008806830988855563,0.02906952662901445,0.0,0.0,0.0,0.0
IL2,TNFRSF4,0.03228720333568453,0.08263614145503377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,CCR7,0.7836545108521876,0.8224024054879258,0.0,0.5191216803036236,0.5578695749393617,0.0,1.8398348333937633,1.8785827280295015,0.0
SAA1,HMOX1,1.0574633481782152,1.317957981444992,0.0,0.5791313963185701,0.839626029585347,0.0,0.0,0.0,0.0
IFNG,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR7,0.022619089238821877,0.06136698387456008,0.0,0.03924718484911468,0.07799507948485288,0.0,0.0,0.0,0.0
CXCL5,CXCR6,0.7911656968287502,0.8571668481184143,0.0,0.5266328662801861,0.5926340175698502,0.0,1.847346019370326,1.91334717065999,0.0
CCL15,CCR4,0.0,0.0,0.0,0.0034396194283018277,0.0,0.0,0.0,0.0,0.0
CCL15,CXCR6,0.0,0.0,0.0,0.01825387109283134,0.08425502238249538,0.0,0.0,0.0,0.0
CCL19,CXCR6,0.02782699309152229,0.09382814438118633,0.0,0.10402150176865775,0.1700226530583218,0.0,0.0,0.0,0.0
IL6,DCN,0.16711450363161248,0.6771533311414631,0.0,0.1733275456714924,0.6833663731813431,0.0,0.0,0.0,0.0
CXCL13,CXCR6,0.057851306256209524,0.12385245754587357,0.0,0.20869493164070818,0.27469608293037223,0.0,0.0,0.0,0.0
IL2,TNFRSF18,0.011649914843031283,0.040201086477298885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CCR4,0.2374283456014528,0.0,0.0,0.7328656466757019,0.0,0.0,0.0,0.0,0.0
ADIPOQ,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,CCR6,0.006020854725093779,0.026283550365252668,0.0,0.01908943416601288,0.03935212980617177,0.0,0.0,0.0,0.0
IFNG,MMP13,0.004033104088944449,0.007407621420633783,0.0,0.01994035845406124,0.02331487578575057,0.0,0.0,0.0,0.0
CCL23,CXCR6,0.017723023118138444,0.08372417440780248,0.0,0.04196658575649102,0.10796773704615506,0.0,0.0,0.0,0.0
CSF2,HDC,0.06304565783537609,0.0,0.0,0.04852781512355826,0.0,0.0,1.832444893288651,0.0,0.0
TNF,VCAM1,0.04435658500906189,0.10151244762461034,0.0,0.04368772183164759,0.10084358444719604,0.0,0.0,0.0,0.0
OSM,LDLR,0.13753997366613066,0.0925568197893113,0.0,0.15965640036524603,0.11467324648842668,0.0,0.0,0.0,0.0
CSF3,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,LIFR,0.018728999601412697,0.016602140386899965,0.0,0.013340649651700544,0.011213790437187812,0.0,0.0,0.0,0.0
IL6,LIFR,0.036343863265808844,0.034217004051296115,0.0,0.04255690530568878,0.04043004609117604,0.0,0.0,0.0,0.0
OSM,IL13RA2,0.18275029278589355,0.06110506062553186,0.0,0.20486671948500892,0.08322148732464724,0.0,0.0,0.0,0.0
LEP,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,IL13RA2,0.18602479018053023,0.06437955802016854,0.0,0.18063644023081807,0.05899120807045638,0.0,0.0,0.0,0.0
IL6,IL13RA2,0.20363965384492638,0.08199442168456468,0.0,0.20985269588480632,0.08820746372444462,0.0,0.0,0.0,0.0
IL13,LIFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS1,PTCH1,0.04103283714725033,0.04780642886932072,0.0,0.06060127048162397,0.06737486220369435,0.0,0.0,0.0,0.0
LEP,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF15,TTN,0.3317085348255327,0.35330890173361296,0.0,0.1297014409193395,0.1513018078274197,0.0,0.0,0.0,0.0
S100A8,MDM2,0.24822776570254262,0.16525940550185145,0.0,0.4416623556102328,0.35869399540954167,0.0,0.0,0.0,0.0
VEGFA,MDM2,0.32432749800924876,0.2413591378085576,0.0,0.38786230600544125,0.3048939458047501,0.0,0.0,0.0,0.0
SHH,MDM2,0.1975272913424062,0.11455893114171505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,ACE,0.16797243970832743,0.34145474253658753,0.0,0.11572165404546988,0.28920395687372996,0.0,0.0,0.0,0.0
NTS,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,GRIA1,0.0035230416776299606,0.0,0.0,0.01943029604274675,0.0,0.0,0.0,0.0,0.0
TNF,GRIA1,0.003966513986448038,0.0,0.0,0.0032976508090337346,0.0,0.0,0.0,0.0,0.0
VCAM1,CDH5,0.07965588130839855,0.1197058403287447,0.0,0.13681174392394702,0.17686170294429315,0.0,0.0,0.0,0.0
TNF,CDH5,0.04259914943901973,0.08264910845936589,0.0,0.041930286261605436,0.0819802452819516,0.0,0.0,0.0,0.0
IL1B,CDH5,0.11260103041372732,0.1526509894340735,0.0,0.06476731070709102,0.10481726972743718,0.0,0.0,0.0,0.0
ANGPT2,CDH5,0.08490456963928653,0.12495452865963269,0.0,0.11291280147145849,0.15296276049180463,0.0,0.0,0.0,0.0
CXCL8,CDH5,0.1298306796380913,0.16988063865843744,0.0,0.13547116968711573,0.1755211287074619,0.0,0.0,0.0,0.0
ADM,NOS1,0.32231649793886286,0.3215793567167701,0.0,0.24978636901971657,0.24904922779762384,0.0,0.0,0.0,0.0
IGF1,NOS1,0.017795388854208644,0.0170582476321159,0.0,0.02341617151525878,0.022679030293166036,0.0,0.0,0.0,0.0
