cluster_1,,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell
GAS1,SHH,0.03493824126531863,0.0,0.0,0.054506674599692266,0.0,0.0,0.0,0.0,0.0
SHH,GAS1,0.03493824126531863,0.054506674599692266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1R2,0.09985324268997169,0.09399787096948234,0.0,0.027824613196307482,0.021969241475818135,0.0,0.0,0.0,0.0
DLL1,NOTCH3,0.12564779556359398,0.20492487154309152,0.0,0.11247030344389439,0.19174737942339196,0.0,0.0,0.0,0.0
DLL4,NOTCH4,0.03345522802738818,0.03736569737703023,0.0,0.03581530857863324,0.039725777928275294,0.0,0.0,0.0,0.0
IL13,IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20,IL20RA,0.004557394343685613,0.004912991821472368,0.0,0.0060798883235247,0.006435485801311454,0.0,0.0,0.0,0.0
IL24,IL20RA,0.0768856124139168,0.07724120989170355,0.0,0.03056561126028981,0.030921208738076564,0.0,0.0,0.0,0.0
FGF7,FGFR2,0.007488872075326264,0.0,0.0,0.05121522969903287,0.0,0.0,0.0,0.0,0.0
IL22,IL22RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,ACKR4,0.01557582631012988,0.01800758653281469,0.0,0.09177033498726533,0.09420209520995015,0.0,0.0,0.0,0.0
CCL21,ACKR4,0.3077358944153863,0.3101676546380711,0.0,0.32186401418055977,0.3242957744032446,0.0,0.0,0.0,0.0
ADM,CALCRL,0.3442159075132558,0.3679632872939423,0.0,0.27168577859410953,0.295433158374796,0.0,0.0,0.0,0.0
ADM,RAMP2,0.3372043249295179,0.3669640678041222,0.0,0.2646741960103716,0.29443393888497593,0.0,0.0,0.0,0.0
CALCA,CALCRL,0.03617601132308933,0.059923391103775814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP2,0.029164428739351413,0.05892417161395574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,CALCRL,0.03639433614320383,0.06014171592389032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP2,0.029382753559465912,0.05914249643407024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP3,0.3450713031034299,0.34944937027406936,0.0,0.27254117418428364,0.2769192413549231,0.0,0.0,0.0,0.0
CALCA,RAMP3,0.03703140691326344,0.04140947408390286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP3,0.03724973173337794,0.04162779890401736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APELA,APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CCR4,0.0079476269521021,0.0,0.0,0.0537568659328061,0.0,0.0,0.0,0.0,0.0
CCL22,CCR4,0.008620849789351322,0.0,0.0,0.024804438649124093,0.0,0.0,0.0,0.0,0.0
CCL20,CCR6,0.019577789006357205,0.039840484646516086,0.0,0.03620588461665,0.05646858025680889,0.0,0.0,0.0,0.0
CCL19,CCR7,0.02031580711495967,0.05906370175069787,0.0,0.09651031579209512,0.13525821042783331,0.0,0.0,0.0,0.0
CCL21,CCR7,0.3124758752202161,0.35122376985595427,0.0,0.32660399498538956,0.36535188962112775,0.0,0.0,0.0,0.0
SAA1,FPR2,1.029849971959999,1.0315059773422466,0.0,0.551518020100354,0.5531740254826015,0.0,0.0,0.0,0.0
RSPO3,LGR5,0.002121484544398596,0.0,0.0,0.010299684054190602,0.0,0.0,0.0,0.0,0.0
NMU,NMUR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,HMOX1,0.038583922778475194,0.2990785560452521,0.0,0.037915059601060896,0.29840969286783775,0.0,0.0,0.0,0.0
HLA-DRA,LGMN,1.3470348958882583,1.7899542517484794,0.0,2.097986537891848,2.540905893752069,0.0,0.0,0.0,0.0
HLA-DRB5,LGMN,0.44757726895718764,0.8904966248174087,0.0,0.8359993541596322,1.2789187100198534,0.0,0.0,0.0,0.0
HLA-DQA2,LGMN,0.28756189808039595,0.730481253940617,0.0,0.5798650018609341,1.0227843577211553,0.0,0.0,0.0,0.0
HLA-DRB1,LGMN,0.9207303691142816,1.3636497249745028,0.0,1.4722302133501588,1.91514956921038,0.0,0.0,0.0,0.0
HLA-DQB2,LGMN,0.2216431479348134,0.6645625037950345,0.0,0.23300411834805196,0.675923474208273,0.0,0.0,0.0,0.0
LAMA3,ITGA6,1.0057839117952312,0.7894130592928096,0.0,0.7808554746437493,0.5644846221413276,0.0,0.0,0.0,0.0
VEGFD,KDR,0.017597635330900727,0.02166003573994542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,C3,0.5364840863133303,0.4063885307611284,0.0,0.5404826967871489,0.41038714123494696,0.0,0.0,0.0,0.0
CGA,TSHR,0.001451226804135034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,FLT1,0.17550257499272232,0.17647256120901267,0.0,0.23903738298891478,0.24000736920520516,0.0,0.0,0.0,0.0
PLAUR,PLAU,0.4183387673527551,0.46147427708416067,0.0,0.4501030554137113,0.4932385651451169,0.0,0.0,0.0,0.0
OSM,LIFR,0.01545450220677602,0.013327642992263288,0.0,0.03757092890589139,0.035444069691378664,0.0,0.0,0.0,0.0
VEGFA,KDR,0.14443666650505005,0.14849906691409473,0.0,0.2079714745012425,0.2120338749102872,0.0,0.0,0.0,0.0
KDR,VEGFA,0.14443666650505005,0.2079714745012425,0.0,0.14849906691409473,0.2120338749102872,0.0,0.0,0.0,0.0
HLA-G,CD160,0.001473100326818092,0.0,0.0,0.003327929080644784,0.0,0.0,0.0,0.0,0.0
EDN1,EDNRB,0.0288337601483966,0.038820997855531066,0.0,0.03111121487055281,0.041098452577687274,0.0,0.0,0.0,0.0
LAMA4,ITGA6,0.5195437849811072,0.3031729324786855,0.0,0.6698333818654759,0.4534625293630542,0.0,0.0,0.0,0.0
VWF,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,FLT4,0.029574367186036427,0.03595623748441033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR4,0.09358489905702977,0.0,0.0,0.2053946844089725,0.0,0.0,0.0,0.0,0.0
TG,TPO,0.03090395466187406,0.04124788032308946,0.0,0.011155682238960983,0.021499607900176385,0.0,0.0,0.0,0.0
HLA-G,KLRC1,0.007547628698731296,0.015383615998336665,0.0,0.009402457452557987,0.017238444752163358,0.0,0.0,0.0,0.0
MMP9,LRP1,0.2791384073840061,0.6064268208072569,0.0,0.2855622332062272,0.612850646629478,0.0,0.0,0.0,0.0
MMRN2,CD93,0.12121197121179504,0.24899112498173356,0.0,0.10872490035978724,0.23650405412972578,0.0,0.0,0.0,0.0
TSPAN1,ITGA6,0.7822144814586329,0.5658436289562113,0.0,0.5627307692111079,0.34635991670868616,0.0,0.0,0.0,0.0
MMRN2,CLEC14A,0.040358532978098674,0.04890874492053579,0.0,0.02787146212609088,0.03642167406852799,0.0,0.0,0.0,0.0
SAA1,CD36,1.0374978963451162,1.0639980386477743,0.0,0.5591659444854713,0.5856660867881293,0.0,0.0,0.0,0.0
LY6H,CD36,0.020247610040888885,0.046747752343546896,0.0,0.027308640887760964,0.05380878319041898,0.0,0.0,0.0,0.0
CCL11,ACKR1,0.01094704271492953,0.0,0.0,0.02401562215584863,0.0,0.0,0.0,0.0,0.0
CCL13,ACKR1,0.10377145271066208,0.0,0.0,0.4471823580626422,0.0,0.0,0.0,0.0,0.0
CCL14,ACKR1,0.014647784046142616,0.0,0.0,0.02236712580860429,0.0,0.0,0.0,0.0,0.0
CCL17,ACKR1,0.017135580397440064,0.0,0.0,0.06294481937814406,0.0,0.0,0.0,0.0,0.0
CCL2,ACKR1,0.10277285250236773,0.0,0.0,0.21458263785431045,0.0,0.0,0.0,0.0,0.0
CCL5,ACKR1,0.17947151191605262,0.0,0.0,0.7433154724451164,0.0,0.0,0.0,0.0,0.0
CXCL8,ACKR1,0.10052796625012565,0.0,0.0,0.10616845629915007,0.0,0.0,0.0,0.0,0.0
PPBP,ACKR1,0.01000458608307792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,ACKR1,0.20212187953172242,0.0,0.0,0.09226305782675909,0.0,0.0,0.0,0.0,0.0
CXCL2,ACKR1,0.1095379940317873,0.0,0.0,0.12303608234363538,0.0,0.0,0.0,0.0,0.0
CXCL13,ACKR4,0.045600139474817114,0.04803189969750192,0.0,0.19644376485931578,0.1988755250820006,0.0,0.0,0.0,0.0
CCL5,CCR4,0.17028355847071466,0.0,0.0,0.7341275189997785,0.0,0.0,0.0,0.0,0.0
DEFB1,CCR6,0.008791221366672578,0.029053917006831464,0.0,0.024916569073860584,0.045179264714019465,0.0,0.0,0.0,0.0
CCL23,FPR2,0.00977083540815186,0.01142684079039943,0.0,0.03401439804650444,0.03567040342875201,0.0,0.0,0.0,0.0
DCN,KDR,0.1592731358009196,0.16333553620996427,0.0,0.6693119633107703,0.673374363719815,0.0,0.0,0.0,0.0
GREM1,KDR,0.0715983241586618,0.07566072456770649,0.0,0.24521842243998818,0.24928082284903286,0.0,0.0,0.0,0.0
APOE,LDLR,0.6366741048375938,0.5916909509607744,0.0,1.4694784735527369,1.4244953196759176,0.0,0.0,0.0,0.0
MDK,LRP1,1.154824406212097,1.4821128196353477,0.0,0.6648569749921147,0.9921453884153655,0.0,0.0,0.0,0.0
DLK1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.1107278256010131,0.19000490158051064,0.0,0.11308790615225817,0.19236498213175574,0.0,0.0,0.0,0.0
DLL1,NOTCH4,0.04837519798996906,0.052285667339611104,0.0,0.03519770587026947,0.039108175219911515,0.0,0.0,0.0,0.0
JAG1,NOTCH4,0.37517965799066383,0.3790901273403059,0.0,0.18254893469985561,0.18645940404949765,0.0,0.0,0.0,0.0
DLK1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.44886801531487913,0.24547840566594661,0.0,0.4546796331263231,0.25129002347739055,0.0,0.0,0.0,0.0
SCT,RAMP2,0.02996255890552039,0.05972230178012472,0.0,0.0422167002571604,0.07197644313176473,0.0,0.0,0.0,0.0
SCT,RAMP3,0.03782953707943242,0.04220760425007184,0.0,0.050083678431072434,0.05446174560171185,0.0,0.0,0.0,0.0
SCT,TSHR,0.0022923046773459,0.0,0.0,0.014546446028985912,0.0,0.0,0.0,0.0,0.0
COMP,CD36,0.02943066287692939,0.0559308051795874,0.0,0.0578596331357952,0.08435977543845322,0.0,0.0,0.0,0.0
CCL2,ACKR4,0.09614798394016687,0.09857974416285169,0.0,0.20795776929210957,0.2103895295147944,0.0,0.0,0.0,0.0
CCL13,ACKR4,0.09714658414846122,0.09957834437114604,0.0,0.4405574895004414,0.4429892497231262,0.0,0.0,0.0,0.0
CXCL6,ACKR1,0.021350718602005346,0.0,0.0,0.017559020656541593,0.0,0.0,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,ITGA6,1.471458357188322,1.2550875046859002,0.0,1.0824878785195915,0.8661170260171698,0.0,2.589920084780629,2.3735492322782075,0.0
THBS1,CD36,1.0687055892136477,1.0952057315163057,0.0,0.6797351105449172,0.7062352528475752,0.0,2.187167316805955,2.213667459108613,0.0
VWF,SCARA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,FGFR4,0.008031750020781938,0.0,0.0,0.051758107644488544,0.0,0.0,0.0,0.0,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A1,RYR2,0.004392167806367058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB3A1,MARCO,0.021392452021009357,0.2575862970366928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,GPIHBP1,0.09119236127978932,0.0,0.0,0.19678085801508835,0.0,0.0,0.0,0.0,0.0
ANGPTL4,TIE1,0.10713695479982724,0.1347884882474805,0.0,0.2127254515351263,0.24037698498277954,0.0,0.0,0.0,0.0
IGF1,INSR,0.058558672267786216,0.11003028374455444,0.0,0.06417945492883635,0.11565106640560457,0.0,0.0,0.0,0.0
PCSK9,LDLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,ACKR1,0.16827876739938494,0.0,0.0,0.2089381899785651,0.0,0.0,0.0,0.0,0.0
ANGPT2,TIE1,0.064134052873691,0.09178558632134426,0.0,0.09214228470586297,0.11979381815351622,0.0,0.0,0.0,0.0
CALCA,TSHR,0.0014941745111769224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH4,0.10645015961687329,0.11036062896651534,0.0,0.4346132353068048,0.43852370465644686,0.0,0.0,0.0,0.0
THBS2,ITGA6,0.5078385067237935,0.2914676542213718,0.0,0.836001582413725,0.6196307299113033,0.0,0.0,0.0,0.0
THBS2,CD36,0.10508573874911921,0.1315858810517772,0.0,0.43324881443905067,0.4597489567417087,0.0,0.0,0.0,0.0
S100A8,CD36,0.06591034895162283,0.09241049125428083,0.0,0.25934493885931303,0.28584508116197105,0.0,0.0,0.0,0.0
S100A12,CD36,0.01575154749957092,0.04225168980222893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,CD36,0.24994125839399492,0.2764414006966529,0.0,0.745161715611785,0.771661857914443,0.0,0.0,0.0,0.0
CALCB,TSHR,0.0017124993312914217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,ITGA6,1.475243251162903,1.2588723986604813,0.0,0.9852758199429208,0.7689049674404992,0.0,0.0,0.0,0.0
ADM,TSHR,0.3095340707013434,0.0,0.0,0.2370039417821971,0.0,0.0,0.0,0.0,0.0
CGA,RAMP3,0.036988459206221555,0.041366526376860974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CD79A,0.0949681635861278,0.09963040564401282,0.0,0.10060865363515221,0.10527089569303724,0.0,0.0,0.0,0.0
PTH2,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LRP1,0.600783734964782,0.9280721483880328,0.0,1.4335881036799252,1.760876517103176,0.0,0.0,0.0,0.0
PCSK9,LRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,LRP1,1.1510395122375159,1.4783279256607667,0.0,0.7620690335687853,1.089357446992036,0.0,2.2695012398298227,2.5967896532530736,0.0
VWF,LRP1,0.21126621779163376,0.5385546312148846,0.0,0.30408736432825756,0.6313757777515083,0.0,0.0,0.0,0.0
CGA,RAMP2,0.029121481032309528,0.05888122390691385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,ACKR4,0.004322174152728666,0.006753934375413477,0.0,0.017390753593647765,0.019822513816332578,0.0,0.0,0.0,0.0
CCL7,ACKR4,0.005253764969233185,0.007685525191917996,0.0,0.008641199039026388,0.011072959261711198,0.0,0.0,0.0,0.0
CCL8,ACKR4,0.04220456008437137,0.04463632030705618,0.0,0.11394596010440351,0.11637772032708833,0.0,0.0,0.0,0.0
S100A9,CD68,0.5339691471950205,1.1303685360136655,0.0,1.0291896044128106,1.6255889932314556,0.0,0.0,0.0,0.0
S100A8,CD68,0.3499382377526484,0.9463376265712934,0.0,0.5433728276603386,1.1397722164789836,0.0,0.0,0.0,0.0
PTH2,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,FLT4,0.033021788047233096,0.039403658345607,0.0,0.0323529248698188,0.038734795168192705,0.0,0.0,0.0,0.0
THBS2,NOTCH3,0.18372275719049821,0.26299983316999576,0.0,0.5118858328804297,0.5911629088599273,0.0,0.0,0.0,0.0
SCGB3A1,NOTCH3,0.09387908429230281,0.17315616027180036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,KDR,0.10827658639116897,0.11233898680021365,0.0,0.11391707644019339,0.11797947684923807,0.0,0.0,0.0,0.0
CXCL9,FCGR2A,0.3497647695412873,0.708617436957684,0.0,0.754177911487081,1.1130305789034778,0.0,0.0,0.0,0.0
VEGFD,FLT1,0.048663543818573005,0.049633530034863364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,ICOS,0.011620451968449814,0.05167321652366096,0.0,0.01095158879103551,0.051004353346246666,0.0,0.0,0.0,0.0
IL6,F3,0.24882396613111477,0.11403146865771607,0.0,0.2550370081709947,0.12024451069759601,0.0,0.0,0.0,0.0
CXCL12,CCR4,0.05795563045618723,0.0,0.0,0.5255157908842631,0.0,0.0,0.0,0.0,0.0
CCL3,CCR4,0.05499021593856657,0.0,0.0,0.1861139494195943,0.0,0.0,0.0,0.0,0.0
PTN,PTPRB,0.020097472760039318,0.018750879585195675,0.0,0.025579884420313784,0.02423329124547014,0.0,0.0,0.0,0.0
CCL8,ACKR1,0.048829428646572234,0.0,0.0,0.12057082866660437,0.0,0.0,0.0,0.0,0.0
EDN1,ADGRL4,0.05309868741655401,0.0826552060935355,0.0,0.05537614213871022,0.0849326608156917,0.0,0.0,0.0,0.0
MDK,TSPAN1,1.4220151079211178,1.2025313956735926,0.0,0.9320476767011356,0.7125639644536105,0.0,0.0,0.0,0.0
CCL1,ACKR1,0.009978642654509354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.4214281833717521,0.20505733086933042,0.0,0.42704896603280224,0.21067811353038055,0.0,0.0,0.0,0.0
CCL18,ACKR1,0.24661629904679075,0.0,0.0,0.7420536001210398,0.0,0.0,0.0,0.0,0.0
CXCL3,ACKR1,0.061849683837991366,0.0,0.0,0.08389345082250674,0.0,0.0,0.0,0.0,0.0
CXCL5,ACKR1,0.7855393986095587,0.0,0.0,0.5210065680609947,0.0,0.0,1.8417197211511345,0.0,0.0
CXCL9,ACKR1,0.1640725316828922,0.0,0.0,0.568485673628686,0.0,0.0,0.0,0.0,0.0
CXCL10,ACKR1,0.2644993770920055,0.0,0.0,0.5101283154993483,0.0,0.0,0.0,0.0,0.0
CXCL13,ACKR1,0.052225008037017975,0.0,0.0,0.20306863342151665,0.0,0.0,0.0,0.0,0.0
CCL7,ACKR1,0.011878633531434049,0.0,0.0,0.01526606760122725,0.0,0.0,0.0,0.0,0.0
SPP1,ITGB6,0.06258810282819062,0.0,0.0,0.2394398956808948,0.0,0.0,0.0,0.0,0.0
ANGPTL4,CDH5,0.12790747156542276,0.1679574305857689,0.0,0.2334959683007218,0.27354592732106797,0.0,0.0,0.0,0.0
ANGPTL4,CDH11,0.2288271923397112,0.3891987534680166,0.0,0.33441568907501024,0.49478725020331565,0.0,0.0,0.0,0.0
SLC1A2,GRIA1,0.0008817005067062792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,TYROBP,0.7415004486526854,1.4375668636547903,0.0,1.5743048173678287,2.2703712323699334,0.0,0.0,0.0,0.0
CCL20,ACKR4,0.01787910843399209,0.0203108686566769,0.0,0.034507204044284895,0.0369389642669697,0.0,0.0,0.0,0.0
FAM3D,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-G,KLRD1,0.01559191628047472,0.06088650684046615,0.0,0.017446745034301412,0.06274133559429285,0.0,0.0,0.0,0.0
FGFR4,MCAM,0.3229981686221688,0.1714454995975234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR2,FGFR4,0.004682427914338923,0.0,0.0,0.0035510317355579284,0.0,0.0,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,LRP1,0.23918047357806665,0.5664688870013175,0.0,0.7492193010879173,1.0765077145111681,0.0,0.0,0.0,0.0
IFNG,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.02290827112750656,0.011941895587875836,0.0,0.01870827504202851,0.007741899502397788,0.0,0.0,0.0,0.0
SEMA3G,FCGR2A,0.19843034039242424,0.5572830078088209,0.0,0.20399203647948055,0.5628447038958772,0.0,0.0,0.0,0.0
VCAM1,VCAM1,0.08141331687844071,0.13856917949398917,0.0,0.13856917949398917,0.19572504210953762,0.0,0.0,0.0,0.0
CCL5,ACKR4,0.17284664335385175,0.17527840357653657,0.0,0.7366906038829155,0.7391223641056003,0.0,0.0,0.0,0.0
FLT4,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRLF1,LIFR,0.015399750350355974,0.013272891135843241,0.0,0.0182559067961565,0.01612904758164377,0.0,0.0,0.0,0.0
PCSK9,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNB2,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,LDLR,0.2718803131115398,0.22689715923472042,0.0,0.646588338027284,0.6016051841504646,0.0,0.0,0.0,0.0
CEACAM5,CEACAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1,ITGA6,0.9662278557165989,0.7498570032141773,0.0,0.799167494174922,0.5827966416725004,0.0,0.0,0.0,0.0
CCL3L1,CCR4,0.012561220975183073,0.0,0.0,0.05405116055501544,0.0,0.0,0.0,0.0,0.0
CTSG,CXCL12,0.05769963110610439,0.5252597915341802,0.0,0.06169824157992296,0.5292584020079988,0.0,0.0,0.0,0.0
KDR,FLT1,0.065856167732184,0.06682615394847437,0.0,0.0699185681412287,0.07088855435751906,0.0,0.0,0.0,0.0
KDR,CDH5,0.05634435249143406,0.09639431151178023,0.0,0.060406752900478755,0.10045671192082492,0.0,0.0,0.0,0.0
CXCL8,MMP9,0.27271739675351625,0.27914122257573737,0.0,0.2783578868025407,0.2847817126247618,0.0,0.0,0.0,0.0
CCL22,CCR7,0.01592391547731821,0.05467181011305641,0.0,0.03210750433709098,0.07085539897282919,0.0,0.0,0.0,0.0
FLT4,KDR,0.04676699109964742,0.05082939150869212,0.0,0.05314886139802133,0.057211261807066024,0.0,0.0,0.0,0.0
KDR,FLT4,0.04676699109964742,0.05314886139802133,0.0,0.05082939150869212,0.057211261807066024,0.0,0.0,0.0,0.0
THBS1,MMP2,1.1287147538310658,1.4695546869898202,0.0,0.7397442751623352,1.0805842083210897,0.0,2.247176481423373,2.5880164145821274,0.0
NPPA,MME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,MMP9,1.2355729848227162,1.2419968106449373,0.0,0.8466025061539855,0.8530263319762066,0.0,2.354034712415023,2.360458538237244,0.0
SFTPA1,SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDR,PLCG2,0.13638401881974282,0.2025528007414834,0.0,0.14044641922878753,0.2066152011505281,0.0,0.0,0.0,0.0
IFNG,TNF,0.0068563808308649945,0.006187517653450691,0.0,0.022763635195981784,0.02209477201856748,0.0,0.0,0.0,0.0
PRSS3,F2RL3,0.010715401729615255,0.04390316096082494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF1,TNF,0.07449561222854957,0.07382674905113527,0.0,0.13013623145384662,0.12946736827643232,0.0,0.0,0.0,0.0
KDR,HSP90AA1,1.2432472025973567,1.1526240585157594,0.0,1.2473096030064013,1.156686458924804,0.0,0.0,0.0,0.0
THBS1,ELANE,1.0539613561052932,0.0,0.0,0.6649908774365625,0.0,0.0,2.1724230836976,0.0,0.0
AREG,MMP9,0.6715854315060965,0.6780092573283176,0.0,0.3721327717417344,0.37855659756395554,0.0,0.0,0.0,0.0
IL1RN,IL2RA,0.17100235305298706,0.3867433649662639,0.0,0.22606790614499334,0.44180891805827016,0.0,0.0,0.0,0.0
CCL1,ACKR4,0.0033537740923084906,0.005785534314993302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,F2RL3,0.010168941982518297,0.04335670121372798,0.0,0.01416755245633686,0.047355311687546545,0.0,0.0,0.0,0.0
PRSS2,F2RL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS1,F2RL3,0.01006815336313692,0.04325591259434661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS4,CD36,0.02197529971115251,0.048475442013810516,0.0,0.022307656459856124,0.048807798762514135,0.0,0.0,0.0,0.0
MDK,PTPRB,1.0707534844219233,1.0694068912470795,0.0,0.5807860532019411,0.5794394600270975,0.0,0.0,0.0,0.0
CSF2,CSF2,0.12534795243329372,0.11083010972147589,1.8947471878865687,0.11083010972147589,0.09631226700965805,1.880229345174751,1.8947471878865687,1.880229345174751,3.6641464233398438
IFNG,IFNG,0.006412908522046917,0.022320162887163705,0.0,0.022320162887163705,0.038227417252280495,0.0,0.0,0.0,0.0
