sample	sample_type	DM1_local	DM1_score	DM1_use	driver_anchor_v17	dm_status	tert_pos	driver_simple	HLA_A	HLA_B	HLA_C	B2M
TCGA-GE-A2C6-01	Primary Tumor	0.6073900879338711	-0.0419140605753111	-0.0419140605753111	BRAF	False	False	BRAF	15.8	16.73	15.72	16.94
TCGA-GE-A2C6-11	Solid Tissue Normal	-0.8052885351407864	-1.25548352134562	-1.25548352134562				TripleNeg	15.71	16.2	15.62	16.74
TCGA-H2-A26U-01	Primary Tumor	0.5591449734324475	-0.0698460168895517	-0.0698460168895517	BRAF	False	False	BRAF	16.36	16.54	15.99	16.94
TCGA-H2-A2K9-01	Primary Tumor	-0.9916191910049665	-0.9712735865742208	-0.9712735865742208	RAS	False	False	RAS	13.33	12.4	11.5	14.59
TCGA-H2-A2K9-11	Solid Tissue Normal	-1.3338827711934436	-1.3740433174402995	-1.3740433174402995				TripleNeg	14.63	14.94	14.03	16.11
TCGA-H2-A3RH-01	Primary Tumor	-0.4404592033608406	-0.938863743010068	-0.938863743010068	RAS	False	False	RAS	14.31	12.64	12.6	14.7
TCGA-H2-A3RI-01	Primary Tumor	0.41619138838524217	-0.1713889637220036	-0.1713889637220036	BRAF	False	False	BRAF	15.44	15.82	14.71	16.75
TCGA-H2-A3RI-11	Solid Tissue Normal	-1.2063116510306702	-1.2565566087543645	-1.2565566087543645				TripleNeg	14.49	14.63	13.76	16.03
TCGA-H2-A421-01	Primary Tumor	0.09839245198007317	-0.5275233014906172	-0.5275233014906172				TripleNeg	16.12	16.65	15.54	17.28
TCGA-H2-A422-01	Primary Tumor	0.03603956413301741	-0.3730167894280081	-0.3730167894280081	BRAF	False	False	BRAF	14.81	15.03	14.5	16.24
TCGA-IM-A3EB-01	Primary Tumor	0.1828559885128495	-0.424330761900061	-0.424330761900061	BRAF	False	False	BRAF	16.4	16.4	15.34	17.62
TCGA-IM-A3ED-01	Primary Tumor	-0.18885197481101026	-0.5271724445679293	-0.5271724445679293	BRAF	False	False	BRAF	14.36	15.28	14.52	16.16
TCGA-IM-A3U2-01	Primary Tumor	0.535861897874113	-0.1160243869137291	-0.1160243869137291	BRAF	False	True	BRAF	15.27	15.52	13.74	16.39
TCGA-IM-A3U3-01	Primary Tumor	0.6047028039516769	-0.1605945441473887	-0.1605945441473887	BRAF	False	False	BRAF	15.75	16.31	14.71	17.03
TCGA-IM-A41Y-01	Primary Tumor	0.6726589005218941	-0.1761695254817682	-0.1761695254817682	BRAF	False	False	BRAF	15.19	15.58	14.86	17.01
TCGA-IM-A41Z-01	Primary Tumor	-0.20762725295000423	-0.5726783141124288	-0.5726783141124288				TripleNeg	15.05	15.51	14.38	16.44
TCGA-IM-A420-01	Primary Tumor	0.2675153424052731	-0.4234030506149717	-0.4234030506149717	BRAF	False	False	BRAF	16.34	16.13	15.61	17.53
TCGA-IM-A4EB-01	Primary Tumor	0.1446460049224989	-0.4458240599249298	-0.4458240599249298	BRAF	False	False	BRAF	16.07	16.16	14.82	17.06
TCGA-J8-A3NZ-01	Primary Tumor	0.8120750802827329	0.0312089095428914	0.0312089095428914	BRAF	False	False	BRAF	15.58	15.76	14.84	16.76
TCGA-J8-A3O0-01	Primary Tumor	-0.47585414890609234	-0.7412506907712586	-0.7412506907712586	RAS	False	False	RAS	14.38	13.7	13.49	15.26
TCGA-J8-A3O1-01	Primary Tumor	1.390675160777587	0.2711149610996643	0.2711149610996643	unknown	True	True	TripleNeg	13.72	13.87	13.33	14.53
TCGA-J8-A3O2-01	Primary Tumor	-0.18225014137889617	-0.705505444520403	-0.705505444520403	BRAF	False	False	BRAF	14.44	14.38	13.89	15.9
TCGA-J8-A3YD-01	Primary Tumor	-1.0668389657215567	-1.3126454522456812	-1.3126454522456812	BRAF	False	False	BRAF	14.36	14.28	13.47	15.64
TCGA-J8-A3YE-01	Primary Tumor	0.3974207017116186	-0.1927536787595367	-0.1927536787595367	BRAF	False	False	BRAF	13.79	14.39	14.1	15.0
TCGA-J8-A3YF-01	Primary Tumor	0.29622290815059027	-0.2102990513417854	-0.2102990513417854	BRAF	False	False	BRAF	15.69	16.07	14.99	16.91
TCGA-J8-A3YG-01	Primary Tumor	-0.14160519474479105	-0.7310865758783018	-0.7310865758783018	BRAF	False	False	BRAF	15.27	14.78	14.09	16.11
TCGA-J8-A3YH-01	Primary Tumor	0.3129128273409829	-0.2668258729368489	-0.2668258729368489	BRAF	False	False	BRAF	14.41	14.25	13.94	15.64
TCGA-J8-A42S-01	Primary Tumor	-0.11977398008781702	-0.6574370411023698	-0.6574370411023698	BRAF	False	False	BRAF	14.23	14.06	13.21	15.18
TCGA-J8-A4HW-01	Primary Tumor	-0.5559991470516853	-0.8995505592979602	-0.8995505592979602	unknown	True	False	TripleNeg	13.48	13.14	13.04	14.59
TCGA-J8-A4HY-01	Primary Tumor	-0.23364755613514238	-0.9039213882064444	-0.9039213882064444	BRAF	False	False	BRAF	15.48	15.5	15.18	16.73
TCGA-KS-A41F-01	Primary Tumor	0.6289205851640429	-0.3515137447113416	-0.3515137447113416	BRAF	False	False	BRAF	15.6	15.54	14.11	15.16
TCGA-KS-A41I-01	Primary Tumor	-0.05986462922947223	-0.6885306868742599	-0.6885306868742599	RAS	False	False	RAS	15.18	14.34	13.24	15.24
TCGA-KS-A41I-11	Solid Tissue Normal	-0.4078270096103743	-1.1244516790137844	-1.1244516790137844				TripleNeg	15.62	15.49	14.91	16.85
TCGA-KS-A41J-01	Primary Tumor	0.3125157720665428	-0.3579369449888006	-0.3579369449888006				TripleNeg	16.15	16.65	15.3	17.45
TCGA-KS-A41J-11	Solid Tissue Normal	-1.3553313045371282	-1.3505928918808636	-1.3505928918808636				TripleNeg	14.24	14.66	13.91	16.12
TCGA-KS-A41L-01	Primary Tumor	-1.4196765168318861	-1.3246417759728306	-1.3246417759728306	unknown	True	False	TripleNeg	13.23	13.27	12.72	14.17
TCGA-KS-A41L-11	Solid Tissue Normal	-1.1876992879774406	-1.2960581632764971	-1.2960581632764971				TripleNeg	14.08	14.06	13.82	15.13
TCGA-KS-A4I1-01	Primary Tumor	0.3127659288880561	-0.2722640845076581	-0.2722640845076581	BRAF	False	False	BRAF	14.28	14.79	14.21	14.48
TCGA-KS-A4I3-01	Primary Tumor	0.44575784801388263	-0.2596186270096383	-0.2596186270096383	BRAF	False	False	BRAF	15.15	14.76	14.14	15.95
TCGA-KS-A4I5-01	Primary Tumor	-0.04212611454341692	-0.4036401557802394	-0.4036401557802394	BRAF	False	False	BRAF	14.88	15.54	13.95	16.03
TCGA-KS-A4I7-01	Primary Tumor	0.3104322715410729	-0.2135318503352402	-0.2135318503352402	BRAF	False	False	BRAF	14.72	15.09	14.32	15.92
TCGA-KS-A4I9-01	Primary Tumor	0.41119799167486687	-0.1390929049856452	-0.1390929049856452	BRAF	False	False	BRAF	15.17	15.52	14.46	16.68
TCGA-KS-A4IB-01	Primary Tumor	0.43000168745049683	-0.0877693715219792	-0.0877693715219792	RET_fusion	True	False	Other	14.51	15.05	14.06	15.84
TCGA-KS-A4IC-01	Primary Tumor	0.08457961784197573	-0.4703357552638301	-0.4703357552638301	BRAF	False	False	BRAF	15.37	15.23	14.48	16.09
TCGA-KS-A4ID-01	Primary Tumor	-0.5766994649756596	-1.0543803355385768	-1.0543803355385768	unknown	True	False	TripleNeg	16.53	16.68	15.93	17.5
TCGA-L6-A4EP-01	Primary Tumor	-0.1681964546483523	-0.5179780112514376	-0.5179780112514376	BRAF	False	False	BRAF	14.26	14.5	13.17	15.2
TCGA-L6-A4EQ-01	Primary Tumor	0.16505301784108142	-0.3675678411084568	-0.3675678411084568	BRAF	False	False	BRAF	14.87	14.87	14.24	15.2
TCGA-L6-A4ET-01	Primary Tumor	0.4052672257027752	-0.1584161999902748	-0.1584161999902748	BRAF	False	False	BRAF	14.29	14.4	13.97	14.56
TCGA-L6-A4EU-01	Primary Tumor	0.43778862383348083	-0.3532628103293553	-0.3532628103293553	BRAF	False	False	BRAF	16.13	15.63	15.06	17.3
TCGA-MK-A4N6-01	Primary Tumor	0.4853155109500284	-0.2926046837979007	-0.2926046837979007	BRAF	False	False	BRAF	15.71	15.7	14.8	16.76
TCGA-MK-A4N7-01	Primary Tumor	0.6713183780117352	-0.0380033777422016	-0.0380033777422016	BRAF	False	True	BRAF	13.89	15.01	14.99	15.28
TCGA-MK-A4N9-01	Primary Tumor	0.4834440013247371	-0.0591343391843326	-0.0591343391843326	BRAF	False	False	BRAF	14.55	14.66	13.69	15.74
TCGA-MK-A84Z-01	Primary Tumor	-0.8294649385820434	-0.9669872549488678	-0.9669872549488678	RAS	False	False	RAS	13.99	13.77	13.9	15.41
TCGA-QD-A8IV-01	Primary Tumor	-1.079888205649828	-1.119383207444339	-1.119383207444339	RAS	False	False	RAS	14.11	14.18	13.8	15.38
