	SLC5A5	TPO	TG	TSHR	PAX8	FOXE1	DIO1	group	unsup	panel_z
F8_132N|PTC	0.871901	0.8934319	0.895788	0.7692604	0.006907142	0.9587825	0.006907142	PTC	DM1	-0.4441306913581773
F9_129C|PTC	0.8854269	0.9511156	1.0953635	1.3079931	1.099147	1.0086892	0.006907142	PTC	DM2	0.2070807099312759
F9_130C|PTC	1.445671	1.2397032	2.0156459	2.0856898	1.894427	1.4470573	0.006907142	PTC	DM2	1.299564353371766
F9_133N|PTC	1.406696	1.4342124	1.5018199	2.2504939	1.329382	1.5331753	0.006907142	PTC	DM2	1.0948538750893806
F10_127C|PTC	0.006907142	0.7042138	0.6688544	1.3922424	1.021194	1.4226128	0.006907142	PTC	DM1	-0.024909104516435215
F10_130N|PTC	0.006907142	0.562148	0.869202	1.4333805	1.048239	1.0766544	0.006907142	PTC	DM1	-0.12259406839140462
F10_131N|PTC	0.006907142	0.6673376	0.8386708	0.8500727	1.113212	0.8859024	0.006907142	PTC	DM1	-0.28071377081985377
F10_131C|PTC	0.006907142	1.2147942	1.5124273	1.121302	1.10971	1.3522812	0.006907142	PTC	DM2	0.3159306829370284
F10_132C|PTC	0.006907142	0.7962305	0.738279	1.2825196	0.9542489	1.2345823	0.006907142	PTC	DM1	-0.08924965564168248
F11_130C|PTC	0.006907142	1.3171985	2.303389	1.7881341	1.200019	1.2791073	0.006907142	PTC	DM2	0.7340837107564787
F11_132C|PTC	0.006907142	1.0098942	0.8750265	1.0824846	1.328093	1.0031212	0.006907142	PTC	DM1	0.04083583756693491
F11_133N|PTC	0.006907142	0.9260374	1.0618156	1.0852985	1.204738	0.9895232	0.006907142	PTC	DM1	0.0034264122701183936
F12_127N|PTC	0.006907142	1.2863683	2.6046336	1.7769117	1.139328	1.3562723	0.006907142	PTC	DM2	0.7951741955763657
F12_128C|PTC	0.006907142	1.0092881	0.8872231	0.5889151	0.9954573	1.0779676	0.006907142	PTC	DM1	-0.1891857665813488
F12_129C|PTC	0.006907142	1.0106216	1.0613416	0.7429695	1.014812	1.0476258	0.006907142	PTC	DM1	-0.1081944286811473
F12_130C|PTC	0.006907142	0.943475	1.0411896	0.9865974	1.033623	1.1254871	0.006907142	PTC	DM1	-0.041966931124047875
F12_133N|PTC	0.006907142	2.238617	2.3183032	2.35339	1.289527	1.5542339	0.006907142	PTC	DM2	1.3618583433675246
F13_127C|PTC	0.006907142	1.2221237	1.6045552	1.8729592	1.104977	1.564005	1.095531	PTC	DM2	0.9696292827026177
F13_129N|PTC	0.006907142	0.7570152	0.6413257	0.862438	1.025884	1.0283146	0.8414688	PTC	DM1	0.0002382178746124389
F13_130C|PTC	0.006907142	1.4511876	1.5990295	1.3403506	1.069817	1.2514138	1.013634	PTC	DM2	0.772162703030873
F13_131C|PTC	0.006907142	1.4927412	1.5855375	1.5677617	1.062668	1.2836671	0.9922184	PTC	DM2	0.8450304440989902
F13_132C|PTC	0.006907142	1.9762591	1.2925372	2.2716446	1.020859	1.3450207	1.268342	PTC	DM2	1.2383277774468915
F13_133N|PTC	0.006907142	0.8388353	0.9294693	1.2325126	1.126845	1.2197425	0.872735	PTC	DM1	0.3112316902703481
F14_127N|PTC	0.8912381	0.6877111	0.8195687	1.3489233	0.9847977	1.0802549	0.006907142	PTC	DM1	0.030595309042245614
F14_129C|PTC	0.8875555	0.8644637	0.906259	1.4579401	1.465852	0.8302362	0.006907142	PTC	DM2	0.2498723254583172
F14_130C|PTC	1.858706	1.5993295	2.1691627	1.621348	1.320708	1.2330067	0.006907142	PTC	DM2	1.137297068905557
F14_131N|PTC	1.304129	0.9108766	1.6992437	1.4596092	1.189818	1.4010341	0.006907142	PTC	DM2	0.6204044517608922
F15_128C|PTC	0.6211614	0.7123983	0.5907017	0.9592646	0.9492533	0.8586619	0.006907142	PTC	DM1	-0.25451915252379503
F15_129C|PTC	1.422092	1.1490508	1.4673859	0.8224943	1.046638	0.8067166	0.006907142	PTC	DM2	0.2584323510432905
F16_127N|PTC	1.17264	1.0783006	1.3487844	1.5540551	1.172454	1.2979622	0.006907142	PTC	DM2	0.5583463003521276
F16_130N|PTC	1.306096	1.2091114	1.3825647	1.4575929	1.343522	1.185665	0.006907142	PTC	DM2	0.6445976261697278
F16_130C|PTC	0.4741258	0.6267589	0.6786933	1.1141466	1.048414	1.0205266	0.006907142	PTC	DM1	-0.16067009827454456
F16_131C|PTC	0.8978971	0.9077505	1.1436288	1.3089721	1.133358	1.12687	0.006907142	PTC	DM2	0.2569709270382974
F16_133N|PTC	0.92278	0.8700806	1.0461502	1.0754609	1.162223	1.0477238	0.006907142	PTC	DM2	0.1471809908029999
F17_127C|PTC	0.006907142	0.9667727	1.1251501	1.1256866	1.072437	1.2008633	0.006907142	PTC	DM2	0.06366062471776732
F17_129N|PTC	0.006907142	1.0058516	1.6513913	2.0146804	1.269665	1.2846069	0.006907142	PTC	DM2	0.5439044503888535
F17_129C|PTC	0.006907142	0.7045752	0.9854533	1.1857279	0.9879073	1.1616322	0.006907142	PTC	DM1	-0.10008509827622904
F17_133C|PTC	0.006907142	0.9335393	0.9570764	0.974543	0.8243995	0.7315496	0.006907142	PTC	DM1	-0.279587032545429
F18_127N|PTC	0.006907142	1.5090699	2.8248843	1.49956	1.170912	1.7649042	0.006907142	PTC	DM2	1.0077617448117593
F18_128C|PTC	0.006907142	0.6668912	0.5696265	1.6309619	1.128877	1.0336469	0.006907142	PTC	DM1	-0.08734491215804407
F18_129N|PTC	0.006907142	1.5306286	1.6550157	1.8939944	1.157715	1.1851979	0.006907142	PTC	DM2	0.6372543062670456
F18_131N|PTC	0.006907142	1.1188754	2.2927194	1.8001462	0.9712078	1.4926875	0.006907142	PTC	DM2	0.6413146125873688
F18_131C|PTC	0.006907142	0.5526216	0.3866974	1.212365	1.033471	1.1733073	0.006907142	PTC	DM1	-0.27617492434300933
F18_132N|PTC	0.006907142	0.8182682	1.4988756	2.0844917	1.180821	1.8973543	0.006907142	PTC	DM2	0.620821149437816
F18_132C|PTC	0.006907142	0.8582707	1.5923709	1.375868	1.098917	1.3335723	0.006907142	PTC	DM2	0.25615068117793827
F18_133C|PTC	0.006907142	1.4120312	0.809201	1.2235054	0.951467	1.5071686	0.006907142	PTC	DM2	0.2357885657595285
F19_127C|PTC	0.006907142	0.6442747	0.7348956	1.1680332	1.062339	0.873508	0.006907142	PTC	DM1	-0.25517343564666783
F19_129C|PTC	0.006907142	0.8533078	0.7573036	0.9946263	0.9574611	0.8541966	0.006907142	PTC	DM1	-0.2622431830970245
F19_131N|PTC	0.006907142	0.9453173	1.4813716	1.4191497	1.121524	1.280834	0.006907142	PTC	DM2	0.26483235806289784
F19_131C|PTC	0.006907142	0.8428531	1.7947051	1.3392481	1.114792	1.0581567	0.006907142	PTC	DM2	0.20570959648489606
F19_132N|PTC	0.006907142	0.4636291	0.3082039	1.1199439	1.030332	0.7770414	0.006907142	PTC	DM1	-0.4850858348623121
F19_133N|PTC	0.006907142	0.5533953	0.3191657	1.1514063	1.134868	0.9318428	0.006907142	PTC	DM1	-0.3488197436088537
F19_133C|PTC	0.006907142	2.2521394	0.8127568	2.8235201	1.375348	3.7311746	0.006907142	PTC	DM2	1.870906592965954
F20_127N|PTC	0.9578387	1.2845819	1.6617013	1.7619057	1.2432	1.2627086	0.006907142	PTC	DM2	0.7440742439786654
F20_129N|PTC	1.100203	1.0322553	0.881246	1.1707407	1.020254	1.0684516	0.006907142	PTC	DM2	0.17844887221748973
F20_132N|PTC	0.7021265	1.0552968	1.0910156	0.9195541	0.9895525	1.0365316	0.006907142	PTC	DM2	0.07707377950859276
F20_133N|PTC	0.9436576	1.4353582	1.9351457	1.5529697	1.208517	1.3705357	0.006907142	PTC	DM2	0.8331667767562513
F21_127N|PTC	0.8357083	0.8811005	0.9059357	0.8131526	0.9212442	1.1835873	0.006907142	PTC	DM1	-0.015780940858389898
F21_130N|PTC	0.9050897	0.9154627	1.2932313	1.0785276	1.113441	1.1261152	0.006907142	PTC	DM2	0.22951503048592348
F21_130C|PTC	0.9650407	1.1078193	1.4940045	1.2062912	1.16063	0.9529252	0.006907142	PTC	DM2	0.35765398703346885
F21_132C|PTC	0.9208639	0.7450317	0.8443495	1.274267	0.9592406	1.1173635	0.006907142	PTC	DM1	0.04674915810265477
F21_133C|PTC	0.8659607	0.7507142	0.9130032	1.4313235	1.024644	1.0457404	0.006907142	PTC	DM2	0.09839115879961081
F22_127N|PTC	0.8895152	0.9154054	0.6985572	1.4148009	0.9375938	1.3174306	0.006907142	PTC	DM2	0.16451893561297085
F22_128N|PTC	0.719864	0.9192916	1.072517	1.4291523	1.059911	0.8200596	0.006907142	PTC	DM2	0.11349531535092192
F22_128C|PTC	1.064934	1.2448681	2.5932025	1.6007903	1.143507	1.3145115	0.006907142	PTC	DM2	0.9131314430267626
F22_131N|PTC	1.300551	1.0949662	1.2732574	1.2896713	0.9559022	1.3472659	0.006907142	PTC	DM2	0.433344762916434
F22_131C|PTC	0.8804057	0.826397	0.6900942	1.0241702	0.9367417	0.7606276	0.006907142	PTC	DM1	-0.1590624170982448
F22_134N|PTC	0.9711819	1.1345071	1.8299687	1.7488708	0.9763438	1.5133946	0.006907142	PTC	DM2	0.7069432448975232
F23_130C|PTC	2.213238	1.2428288	1.2006207	0.006907142	1.08672	1.3371055	0.006907142	PTC	DM2	0.35060396757725404
F23_131N|PTC	1.281321	0.8423809	0.9784681	0.006907142	1.037169	1.0156769	0.006907142	PTC	DM1	-0.1527520380413027
F23_132N|PTC	1.187109	1.1311236	1.1970647	0.006907142	1.022444	1.110319	0.006907142	PTC	DM1	0.018852399270913357
F23_132C|PTC	0.6971029	0.7791757	1.8729223	0.006907142	1.047576	1.1434541	0.006907142	PTC	DM1	-0.01944337162029327
F23_133N|PTC	1.386504	1.2097527	1.3447821	0.006907142	1.061925	1.2891396	0.006907142	PTC	DM2	0.19570176674211096
F24_128N|PTC	0.006907142	1.5011902	1.9931224	1.7566822	0.9020481	2.0671289	0.006907142	PTC	DM2	0.8645632914254697
F24_128C|PTC	0.006907142	1.0884082	1.5860914	1.1779091	1.028869	1.7412981	0.006907142	PTC	DM2	0.3975393639549309
F24_129N|PTC	0.006907142	0.9203728	1.3874248	1.2017585	1.040496	1.372419	0.006907142	PTC	DM2	0.17428421697123248
F24_129C|PTC	0.006907142	0.5551558	0.3704438	0.7526053	0.8872409	0.9969005	0.006907142	PTC	DM1	-0.5140381504619362
F24_130C|PTC	0.006907142	0.7298319	0.6767518	1.315144	0.8901074	1.7674324	0.006907142	PTC	DM2	0.029566502412573713
F24_131N|PTC	0.006907142	0.9748769	1.8930075	1.4809419	1.043533	1.1115664	0.006907142	PTC	DM2	0.3073695086759333
F24_133N|PTC	0.006907142	0.8586628	0.9444046	1.2991759	1.021585	1.2075181	0.006907142	PTC	DM1	0.006357082237352136
F25_128N|PTC	1.176811	0.9457474	1.9677902	1.1519801	1.479502	1.6313638	0.006907142	PTC	DM2	0.7825233966084412
F25_128C|PTC	1.098776	1.8353751	2.4439347	1.6354487	1.853229	1.8755182	0.006907142	PTC	DM2	1.5744293755076506
F25_130C|PTC	0.7972518	0.920893	1.0264712	1.0832024	1.055314	0.9448952	0.006907142	PTC	DM1	0.06566949740939367
F25_133N|PTC	1.105955	1.1214097	1.8587585	1.2111757	1.570759	1.5345518	0.006907142	PTC	DM2	0.8284740371215829
F25_133C|PTC	1.010467	1.4132141	1.7513795	1.4198748	1.660516	1.6412242	0.006907142	PTC	DM2	1.0200951537553615
F26_130N|PTC	0.5391186	0.8941368	1.174334	1.1682944	0.9844774	1.1188904	0.006907142	PTC	DM2	0.09642739737790898
F26_131C|PTC	1.199748	1.0356551	1.2556735	1.2955139	1.024316	1.1162907	0.006907142	PTC	DM2	0.33975236547303406
F26_132N|PTC	0.5523019	0.8814473	0.8573844	1.0030976	1.351055	1.0135592	0.006907142	PTC	DM1	0.07949907923852202
F26_132C|PTC	0.5501856	0.9371754	1.5218223	1.4654011	1.345629	1.3146872	0.006907142	PTC	DM2	0.48118134452244965
F26_134N|PTC	0.4409697	0.8842334	0.9407914	1.6147334	1.041342	1.148636	0.006907142	PTC	DM2	0.1661386998105622
F27_127N|PTC	1.483959	1.8689767	0.6567804	1.6238694	1.294432	1.7946837	0.006907142	PTC	DM2	0.9760921538144312
F27_127C|PTC	1.065858	1.0669264	1.3271665	1.488151	1.268036	1.1652573	0.006907142	PTC	DM2	0.5048898491276839
F27_130N|PTC	0.9290589	1.3272757	2.5648652	1.4852321	1.44378	1.1905453	0.006907142	PTC	DM2	0.9569954505207419
F27_130C|PTC	0.7410885	1.3075896	1.6998208	0.9680657	1.08424	1.6808593	0.006907142	PTC	DM2	0.5904839105820395
F27_133C|PTC	0.9477004	1.2510007	2.0406204	1.2837213	1.275953	1.4536503	0.006907142	PTC	DM2	0.7721933105261751
F28_128N|PTC	0.9372303	0.8605282	0.902801	1.0831141	0.8971395	1.2583461	0.006907142	PTC	DM1	0.08042491852257715
F28_129C|PTC	1.877632	0.932987	0.8454539	1.1914645	0.9545858	1.7475569	0.006907142	PTC	DM2	0.4786429292824653
F28_131N|PTC	1.020122	0.7536029	1.1015315	1.0838889	0.8951396	1.0076408	0.006907142	PTC	DM1	0.02057290272643788
F28_133N|PTC	1.458941	1.3301234	1.3850619	1.1515078	1.0919	1.287849	0.006907142	PTC	DM2	0.57600063818275
F29_127N|PTC	0.956953	1.034856	0.8632905	1.1270523	0.8845944	1.3075324	0.006907142	PTC	DM2	0.16366118992126294
F29_128C|PTC	1.149465	1.1675357	2.1468516	1.2724932	1.571534	1.7556356	0.006907142	PTC	DM2	1.013684329443872
F29_129C|PTC	0.7894975	0.8750544	1.0140635	1.1475002	1.12584	1.0817073	0.006907142	PTC	DM2	0.13274450041290067
F29_131C|PTC	1.344695	1.0964234	1.2814826	1.1578743	1.056843	2.3109574	0.006907142	PTC	DM2	0.7653393758295426
F29_132C|PTC	1.347096	1.1025185	1.3400712	1.4814001	0.8018543	1.7493946	0.006907142	PTC	DM2	0.5844462129246335
F29_134N|PTC	0.9450955	1.05372	1.4572291	1.1312568	1.167319	1.6996274	0.006907142	PTC	DM2	0.5529094527319179
F30_128N|PTC	0.006907142	0.9821394	1.0694204	0.9043524	0.006907142	0.9478674	0.006907142	PTC	DM1	-0.4953278794300558
F30_131C|PTC	0.006907142	1.3922088	1.2961047	1.0151706	0.006907142	1.3367004	0.006907142	PTC	DM1	-0.12667614242333367
F30_132C|PTC	0.006907142	0.7943669	0.8024692	1.434136	0.006907142	1.0808543	0.006907142	PTC	DM1	-0.44952423469040853
F30_133N|PTC	0.006907142	0.8072704	1.2999148	1.0889865	0.006907142	1.182811	0.006907142	PTC	DM1	-0.3798075450107271
F31_128N|PTC	0.006907142	0.7880615	1.0824234	1.408226	1.061998	1.330734	0.006907142	PTC	DM2	0.09792821444814767
F31_129N|PTC	0.006907142	1.1980335	1.5810389	1.0780393	1.280076	1.8005122	0.006907142	PTC	DM2	0.5279937338709646
F31_129C|PTC	0.006907142	0.6283959	1.0008992	1.7028524	1.170081	1.3620807	0.006907142	PTC	DM2	0.14630951352777502
F31_130C|PTC	0.006907142	0.6389213	1.0070486	0.9634879	1.079441	1.0291119	0.006907142	PTC	DM1	-0.18646182252548907
F31_132C|PTC	0.006907142	0.9671976	0.7850969	1.0653254	0.939268	1.4754857	0.006907142	PTC	DM1	0.0038620253747524385
F32_128C|PTC	0.006907142	0.7389655	0.5376074	1.1386341	1.0359	1.035779	0.006907142	PTC	DM1	-0.2318996122039013
F32_130N|PTC	0.006907142	1.2864932	1.3215514	1.1448629	1.080601	1.5603837	0.006907142	PTC	DM2	0.35995401237666835
F32_130C|PTC	0.006907142	1.1226289	1.1418021	1.7463335	1.095928	1.4907335	0.006907142	PTC	DM2	0.3942438989533068
F32_131N|PTC	0.006907142	1.7681187	2.7186979	1.9545984	1.427383	1.9263206	0.006907142	PTC	DM2	1.3515299180268614
F32_131C|PTC	0.006907142	1.2644131	0.6827795	1.3809007	0.9301508	1.1699294	0.006907142	PTC	DM2	0.07074813797239278
F32_132C|PTC	0.006907142	1.0711942	1.9466066	1.0425183	1.180568	1.5901118	0.006907142	PTC	DM2	0.4523563299346939
F33_127N|PTC	1.269558	1.1795018	1.4617897	1.177233	0.9105806	1.5566954	0.006907142	PTC	DM2	0.5279599035075758
F33_127C|PTC	0.7958132	1.5332365	2.0891436	1.3865804	1.14161	1.4626621	0.006907142	PTC	DM2	0.8418474836898469
F33_128N|PTC	1.413833	1.5176491	1.8343814	2.0168781	1.135946	2.2701364	0.006907142	PTC	DM2	1.316111193559481
F33_128C|PTC	1.172683	1.3630354	1.9468968	1.6968479	1.209272	1.4679251	0.006907142	PTC	DM2	0.920736646411133
F33_129N|PTC	0.9170177	1.1421133	1.5591475	1.4209176	0.9431914	1.5936315	0.006907142	PTC	DM2	0.5612140741441031
F33_130C|PTC	1.104422	0.8760761	1.6219314	1.5090313	0.8143854	1.6322298	0.006907142	PTC	DM2	0.4960184069371539
F33_132C|PTC	1.060107	1.3398781	2.0573139	1.4039608	1.169168	1.443213	0.006907142	PTC	DM2	0.8178494690521336
F33_133N|PTC	1.13765	1.0288407	1.0435265	1.4060213	1.049053	1.5888033	0.006907142	PTC	DM2	0.4677233910417338
F33_133C|PTC	1.185867	1.089383	1.3880983	1.5792577	1.071575	1.4330755	0.006907142	PTC	DM2	0.5868731577639498
F34_127N|PTC	3.307756	1.2517198	2.380537	1.5475826	0.8062577	1.0818593	0.006907142	PTC	DM2	1.0565496964425278
F34_127C|PTC	1.060267	1.0241995	1.6354513	1.443272	0.8743071	1.2943482	0.006907142	PTC	DM2	0.44227161908777746
F34_128N|PTC	1.020343	1.3288372	1.6751606	2.2827162	0.8505718	1.2918004	0.006907142	PTC	DM2	0.7708239352220099
F34_128C|PTC	1.119261	1.2253802	1.4880225	1.0786218	1.040919	1.1776908	0.006907142	PTC	DM2	0.4237793934694806
F34_130N|PTC	1.572187	0.9846868	1.3196863	1.4870522	1.048443	1.4937823	0.006907142	PTC	DM2	0.5882973053971036
F34_130C|PTC	0.7207141	0.7171914	0.6535422	1.975784	1.058707	1.7060757	0.006907142	PTC	DM2	0.36846049879903253
