	HLA_class_I	HLA_class_II	IFNG_T_cell_inflamed	TLS_CXCL13_like	checkpoint_exhaustion	myeloid_suppressive	thyroid_differentiation	group
F2_133N|PTC	-0.35307263300882286	-0.9833894874135971	-0.057732752267051046	-0.3575342199581739	0.14401807213707957	-0.15715430723478274	-0.18973214831783844	PTC
F2_133C|PTC	-0.3164285989644312	-0.1969213937007922	-0.1500027264100772	-0.46653415006856697	0.07460162631253785	-0.17608942453639317	-0.343394949143825	PTC
F3_127N|PTC	0.32846208269559873	-0.35614842599198715	-0.5768484131712777	-0.181524012503807	-0.04737442495374966	-0.38449266992217235	0.9005793759648474	PTC
F3_128C|PTC	-0.20519178508698377	-0.6332950080638263	-0.584027411940529	-0.22164602001572845	-0.012897888255481021	-0.48308223517080273	0.23632300261095482	PTC
F3_129C|PTC	-1.1099861512676583	-0.040160738292616883	-0.5088501775276728	-0.4891130094297185	0.03316833070785666	0.3734283650148723	-0.15525483255997286	PTC
F3_130N|PTC	0.8051511182423488	1.4615152314260067	-0.408379224919608	0.8275452126516214	-0.0246563184595521	-0.5998453099482404	0.1274155866297592	PTC
F3_131N|PTC	-0.40023286931177154	-1.043914752668981	-0.5693822156187447	-0.19594412096776012	-0.0655559799291038	-0.33239997426278695	0.9556791752468555	PTC
F3_132C|PTC	0.4450249456564933	0.3544983472376462	-0.4793284078361648	0.037468697019701035	-0.044165958672456734	-0.4383983579077602	0.24334905371722462	PTC
F3_133N|PTC	-0.6234604739037479	-0.5179058480013329	-0.5788073515764554	-0.29812002066396204	-0.03904586324790271	-0.40242446514999985	0.466303021233513	PTC
F4_128N|PTC	-0.3573677137474186	-0.7316981740510516	-0.6102662163853985	-0.14678030365395478	-0.33447759925996096	-0.31182737558756907	1.004550817667916	PTC
F4_130N|PTC	-0.11040972677640885	-1.0300232143532022	-0.5324657649167942	0.035569371980787606	-0.33447759925996096	-0.21243899194256868	0.9616079229932865	PTC
F4_130C|PTC	-0.3489475201852287	0.2558169136906414	-0.4502788576652242	0.1692805089412325	-0.33447759925996096	-0.1987142148761416	0.30219471876794407	PTC
F4_131N|PTC	-0.3890786984190141	-0.6996010088777005	-0.5786915821514198	-0.13559849569666169	-0.33447759925996096	-0.12988396223331541	0.8302386779205042	PTC
F4_131C|PTC	-0.7162735040260166	-1.2417490554664312	-0.5598810326592638	-0.10886141053875464	-0.33447759925996096	-0.17016012925679752	1.6121930257405988	PTC
F5_127N|PTC	-0.45057615125497674	-0.6848637480460038	0.05552351304562905	-0.5189895140492746	0.01155748134634299	-0.24104137271711512	-0.42301240095087905	PTC
F5_129N|PTC	1.1128306454165973	2.1715825002246523	0.38797111361949016	0.26402654260093067	0.045521828066935915	-0.6004677589792112	-0.14137886755874454	PTC
F5_131N|PTC	0.2658036782292063	-0.1018081108932519	0.244724323512872	0.07610946621383267	0.01937557541070814	-0.20775073265684085	-0.25585027338793453	PTC
F5_132N|PTC	0.5589285583744231	0.044481927417805746	0.09311306109934764	-0.14061840512262927	0.0855152536424399	-0.24868003761076735	-0.0020319204005932456	PTC
F6_127N|PTC	-0.23922403762561192	-0.172872901180042	-0.059630388814004454	-0.3206629594518118	0.1652693143305744	-0.3822432313517943	0.2415058253472501	PTC
F6_128N|PTC	-0.3246831786397039	-0.3198855314359115	-0.04059576619731442	-0.3027823784706562	0.4803819685627909	-0.25365417557298786	-0.05623936330012431	PTC
F6_132C|PTC	0.21391343410156316	0.8467224071609972	0.023873254655736614	0.18796016459980605	0.2227983701809454	-0.38516318019118106	-0.12182935608393493	PTC
F6_133N|PTC	-0.42486557727404006	-0.7969524816383193	-0.04170717732114668	-0.41960453092186034	0.20929031414707833	-0.17576131793094069	-0.16539470046238344	PTC
F7_127N|PTC	-0.15107998049617227	-0.7894618502896318	-0.6294403352668692	0.08127622967699664	-0.33447759925996096	-0.7692468327382007	0.8403096550168482	PTC
F7_128C|PTC	-0.7051476271140111	-0.7895654004641095	-0.5892792664234279	-0.17916649745242585	-0.33447759925996096	-0.5178987398677162	0.6062358455250202	PTC
F7_132C|PTC	-0.7974215253940052	-0.38261622713462995	-0.5922187257450486	-0.13545486267439555	-0.33447759925996096	-0.39880334143425866	0.11036332365066537	PTC
F7_133C|PTC	-0.4135748550535697	-0.636532927883228	-0.6257532691969936	0.02068157539265721	-0.33447759925996096	-0.11611862074358173	1.0566604081128033	PTC
F8_127N|PTC	-0.5789644149096009	-1.092620612736411	-0.5673244970123315	-0.2781212889259809	-0.33447759925996096	-0.15275993087683026	-0.1767492296906176	PTC
F8_129N|PTC	-0.3280777129667781	0.06277641915238548	-0.5461131274940727	-0.2620412127215242	-0.33447759925996096	-0.19362064875995066	-0.5481968881782139	PTC
F8_129C|PTC	-0.1194160956747317	-0.9032766711539717	-0.5357103021572192	-0.18579771546268828	-0.33447759925996096	-0.00048122443286791744	0.07218092925258245	PTC
F8_131N|PTC	0.03119544991773785	0.01733784949930016	-0.46934772426020216	0.2277351292365283	-0.33447759925996096	-0.1275282693736769	-0.3260640381689776	PTC
F8_132N|PTC	-0.9453060171695921	-0.4732361854620071	-0.5551228364793463	-0.36264282791176616	-0.33447759925996096	-0.33713245839748357	-0.4679231825425226	PTC
F9_129C|PTC	0.49844039013684294	0.6311972160096517	-0.3254138067126806	0.12263795627172351	-0.33447759925996096	-0.3429377828836152	0.2715667004594941	PTC
F9_130C|PTC	-0.058756072557759574	-0.5468901066568336	-0.41070925651321166	-0.019208118691964926	-0.33447759925996096	0.07927796305975757	1.3762406511899246	PTC
F9_133N|PTC	-0.531672134601902	-0.2662762881973852	-0.48447557634003097	-0.20092539848374882	-0.33447759925996096	-0.3284245335909798	1.1047651285171256	PTC
F10_127C|PTC	-0.22478755617903273	-0.35237543418010087	-0.1130119552688795	-0.30508365994419945	0.4569239295709976	-0.35839750612535043	-0.15730957412743676	PTC
F10_130N|PTC	-0.12456437366252315	0.46146718365768447	0.10615100248294757	-0.2925683579497779	0.5373818467170517	-0.5886176493300089	-0.13852684336253507	PTC
F10_131N|PTC	0.41704242089985416	0.6822610076864664	0.24500742963195432	0.03272258431235209	0.6060749324653267	-0.20935078621047443	-0.24962478536438268	PTC
F10_131C|PTC	0.004883810797241606	-0.41217810749067324	-0.057221209660976616	-0.3269174624825271	0.6625818646546371	-0.21058217799104773	0.26669727179364694	PTC
F10_132C|PTC	-0.3663523754665301	0.5911432554294179	-0.08088514753057505	-0.34276646771044245	0.554592465377806	-0.3394996850952181	-0.16020437663356965	PTC
F11_130C|PTC	0.5631920745184325	0.019174264775404296	0.09321939515162864	0.5764320361346953	0.01878829977657734	-0.36455537512521746	0.7818578051129785	PTC
F11_132C|PTC	-0.8651671485684467	-0.3616369617854053	-0.20567429267935924	-0.2369293714586792	0.16651098372305384	-0.17875484087187424	0.0800369629020142	PTC
F11_133N|PTC	-0.2878595994318839	0.004813173486629806	-0.013363867324682421	-0.16392603006208065	0.027443326207186147	-0.011760511855516007	0.04166867869758573	PTC
F12_127N|PTC	0.4783874422788674	-0.2406967592787178	0.45812994246713384	1.1147785770542893	-0.031223135279015796	-0.3465579731153501	0.8234525876961739	PTC
F12_128C|PTC	0.39620220164870357	0.7234935575253041	0.5504814402322569	1.2361255744427448	0.0689745929638605	-0.31022828217456283	-0.21660470806039053	PTC
F12_129C|PTC	-0.1549704887437548	-0.14324663144277833	0.39677620206119485	0.3507144716004806	0.04999129049022469	-0.3530600585006024	-0.11062788892226416	PTC
F12_130C|PTC	-0.19471681262476648	0.1356678345169656	0.4576479770725277	0.33980348618248074	0.04968660101591482	-0.16505504816994976	-0.06331568718910431	PTC
F12_133N|PTC	-0.6403738763384393	-0.7120473633038564	0.47910233791454937	0.668448475058039	-0.04595927972239565	-0.12815985734815755	1.4077363328679056	PTC
F13_127C|PTC	-0.9136930195248357	-0.8672882786967848	-0.5503923084639029	-0.32011040157320153	-0.33447759925996096	-0.28171899272537154	0.9470727230743875	PTC
F13_129N|PTC	-0.6089299812858362	-0.9229854699988749	-0.44533628795654656	0.022608228524366485	-0.33447759925996096	1.3343498145352433	0.023088947311582102	PTC
F13_130C|PTC	1.0118380117354504	0.34350320143853696	-0.35226082536958137	0.053746283841085464	-0.33447759925996096	-0.31660151992788466	0.8368298909454032	PTC
F13_131C|PTC	-0.39739883219008076	-0.3575890913285413	-0.5756547988477463	0.16949902913162604	-0.33447759925996096	-0.2174225245501771	0.9093554869552647	PTC
F13_132C|PTC	-0.42925927311372974	-0.776342608002414	-0.599363584264569	-0.26735089478718344	-0.33447759925996096	-0.4094495129843588	1.3440070226783185	PTC
F13_133N|PTC	-1.0232591626432526	-0.9067683830373671	-0.5591297853630517	-0.4099385108878942	-0.33447759925996096	-0.6461298681585304	0.3120149981583051	PTC
F14_127N|PTC	0.008148244405371274	-0.056952434585954996	-0.1307124739712699	-0.2895462736029575	0.5263448606187608	-0.5764882855338613	0.03854815514340316	PTC
F14_129C|PTC	-0.5540169096031804	-0.5291043286885078	-0.07169351088599638	-0.21559152425209016	0.4309563081457287	-0.31456427285430577	0.3898029872382041	PTC
F14_130C|PTC	-0.3878000439483563	-0.6208994873596867	0.09110063994437512	-0.22216083108281023	0.5606818678992502	-0.023311985538934668	1.2692396009300235	PTC
F14_131N|PTC	-0.2393138558197853	-0.280667503173281	0.23875819015583005	-0.1222603322168175	0.6811044847935026	-0.047717174978194894	0.6027045004509072	PTC
F15_128C|PTC	-0.4264902259200727	-0.23888331331404294	0.24609809722245385	0.3535825706121997	-0.33447759925996096	0.002738729596605238	-0.20867075437323337	PTC
F15_129C|PTC	-0.6610313392283265	-0.49133901523727974	0.1281765633861054	0.6609466822077531	-0.33447759925996096	-0.08541271127592394	0.4087880350634215	PTC
F16_127N|PTC	-0.3705689157323272	0.33024953219754205	-0.24620082897416368	-0.279695846524522	-0.007680357811955196	-0.510299692136933	0.5699105438615427	PTC
F16_130N|PTC	-0.6999378315261306	-0.37233802508899694	-0.15332745666868128	-0.16703939996645586	2.8901008154447183e-05	-0.3016486355102327	0.7134219735935368	PTC
F16_130C|PTC	0.41836027611069976	-0.02789889145007637	-0.049680109647188164	-0.319920336324291	0.052065926451841354	-0.31240083851871614	-0.16137332780417024	PTC
F16_131C|PTC	-0.19040675007023922	-0.3101107715112857	-0.2090014444623198	-0.27648043751688506	-0.030860296454157915	-0.4781689477085807	0.28439581438478256	PTC
F16_133N|PTC	-0.22453693814645242	-0.2760838076317548	-0.17246504956411834	-0.3235912474214099	0.03960777666497761	-0.1823713678943292	0.18682885470662117	PTC
F17_127C|PTC	-0.3891712794402438	-0.19579250852593863	-0.4890462438496254	-0.28423041923621994	0.02888340430534775	-0.2984458143238841	0.030847139998904604	PTC
F17_129N|PTC	-0.8159908680969131	-0.8658272798714239	-0.6469856729923376	-0.23783012274496432	-0.009052690686488285	-0.6636984979846308	0.5582048525752378	PTC
F17_129C|PTC	-0.2594993913649898	-0.15577959146940631	-0.5569453756877316	-0.0893045816303536	0.01778212737527618	-0.5955027475331813	-0.14487083158793923	PTC
F17_133C|PTC	0.10155322234009037	0.5593684137082595	-0.3472943089454525	0.03708099286019088	0.023016676140718312	-0.7933262396344705	-0.18916085575255406	PTC
F18_127N|PTC	0.6271034361413637	-0.4235961145477412	0.6111538455221484	2.3114019185112555	0.02370749698650898	0.10974633068336953	0.9145053891203485	PTC
F18_128C|PTC	0.6106350994993722	0.7416472210225927	0.594027811833024	0.002994451162203394	0.059478984454596956	-0.7032388076931926	-0.08098265770377994	PTC
F18_129N|PTC	-0.3387262517649813	-0.014450171334973805	0.5181427714341618	-0.13249974461178998	0.0010902291756664795	-0.3815682322564103	0.7050465284407191	PTC
F18_131N|PTC	-0.03437004276829213	-0.25928872242361567	0.5737556382928802	0.025388116247737402	0.04395876696292572	-0.2790619729664385	0.591939777088132	PTC
F18_131C|PTC	-0.9552259428423142	-0.019695458354891195	0.39692667566307205	-0.34183477668930995	0.04579383416156549	-0.5106398038899231	-0.35447717602899154	PTC
F18_132N|PTC	-0.24110980782459296	-0.37458111014123335	0.620290270427217	-0.3563175322522436	-0.012200957217002345	-0.6307092435792487	0.412989199003682	PTC
F18_132C|PTC	0.26066467103050484	0.5732693656762627	0.489459124630457	0.4736365873314737	0.010475526152508213	-0.42607024576720065	0.20422745670544284	PTC
F18_133C|PTC	-0.23589164546431748	0.2719481481438556	0.5247316180605394	-0.08620732714413344	0.001592249168197002	-0.3679286985015911	0.11398114463036679	PTC
F19_127C|PTC	-0.487713176685611	-0.48727081129160943	-0.09130541272550202	-0.1607165609733694	-0.33447759925996096	-0.5640506345080112	-0.21512229714327405	PTC
F19_129C|PTC	0.8406781649148234	0.2552822182442469	0.07086951058124605	0.28360431614971887	-0.33447759925996096	-0.5978078466998097	-0.2159575031591554	PTC
F19_131N|PTC	0.24902055089684855	-0.4422543498043048	-0.19241835308242208	-0.28305048358312085	-0.33447759925996096	-0.6242291439088157	0.23455146294365323	PTC
F19_131C|PTC	-0.3891020776523722	-0.08628914038076979	-0.042672260162784637	-0.2736575644013205	-0.33447759925996096	-0.2902817386475134	0.25101242548959607	PTC
F19_132N|PTC	-0.7650049988375849	-0.1993531283436227	-0.17158155242332004	-0.51950235160437	-0.33447759925996096	-0.6797805970130313	-0.4459858742543716	PTC
F19_133N|PTC	-0.4445947138879136	-0.30019932535634913	-0.0060500684481938904	0.01319677479505399	-0.33447759925996096	-0.28623199188398984	-0.34656878933047824	PTC
F19_133C|PTC	-1.0445599298180093	-0.9203225360573919	-0.4986263169264377	-0.30411626169734546	-0.33447759925996096	-0.9527996456186039	1.166490382575407	PTC
F20_127N|PTC	-0.35778576846502064	-0.566701702584037	-0.6259851316513273	0.2436771046572174	-0.33447759925996096	-0.6496497023490717	0.7997804090213392	PTC
F20_129N|PTC	-0.28057151034570504	-0.3500287989533871	-0.5922671854834108	0.30718692544947285	-0.33447759925996096	-0.4246240793750875	0.21531037976781386	PTC
F20_132N|PTC	0.5137452851827252	0.8647713908455417	-0.42789118665149667	1.6548383512771805	-0.33447759925996096	-0.40564348214181833	0.1094480078079096	PTC
F20_133N|PTC	0.38824196082165413	0.4877120695156337	-0.3044369693839243	0.5395356262435016	-0.33447759925996096	-0.44780393047133504	0.8622452113727631	PTC
F21_127N|PTC	0.9133403520687995	0.6316543429617107	0.26717279327912163	1.9941930938343564	0.0661010800642854	-0.4016243189284807	-0.05507612472714546	PTC
F21_130N|PTC	0.39892173864085606	1.6778277804494732	0.21694362644969517	1.2543701562287202	0.05866530362697159	-0.37792490136995815	0.2527008928316227	PTC
F21_130C|PTC	-0.1975806942130312	0.8491289132158644	0.008095174469848448	0.6496230472441228	0.10823286804058208	-0.3043754653037487	0.4683438983502326	PTC
F21_132C|PTC	-0.18638259293250883	0.5287763032526832	-0.1028894809392018	0.009695203706581515	0.03891105066652195	-0.161536802653278	0.04314542182596374	PTC
F21_133C|PTC	0.1773893167551533	0.048056102894694176	-0.0389617225945989	0.3883546106872675	0.05070884855502611	-0.3538539424733077	0.13075223366971334	PTC
F22_127N|PTC	0.49288112322788835	0.7982300487260356	1.2865407606970267	0.2795688010055884	-0.33447759925996096	-0.7502802833154862	0.10366880614473954	PTC
F22_128N|PTC	-0.4799208607819351	-0.6550808351357115	1.1587961026310936	-0.12709466521450305	-0.33447759925996096	-0.6656125836993048	0.23483331216425538	PTC
F22_128C|PTC	-0.4014901033099191	-1.0703543128549482	1.173002418292911	-0.2019912429180931	-0.33447759925996096	-0.4058475757462937	0.9768680863381819	PTC
F22_131N|PTC	-0.018921638981320255	-0.0965861697308534	1.0613149610951398	-0.21714116261908753	-0.33447759925996096	-0.43393791236205703	0.40539834166158734	PTC
F22_131C|PTC	-0.5079490981922414	-0.6133075651130552	1.6268594420466365	-0.15755177911679422	-0.33447759925996096	0.5582014975884305	-0.059901528035005515	PTC
F22_134N|PTC	0.3217696744141204	-0.3798542615717375	1.5378154237010733	0.10420238299972906	-0.33447759925996096	-0.6494407823365921	0.6604570790134522	PTC
F23_130C|PTC	-0.5439002795091914	-0.40359436284558814	0.33162338466056207	-0.1635598927508379	-0.33447759925996096	-0.2846239330950472	0.31290485471127466	PTC
F23_131N|PTC	-0.0825472467818812	0.3374841122057025	0.3178740932975599	-0.143369007451825	-0.33447759925996096	-0.4527537704663397	-0.1502908369469955	PTC
F23_132N|PTC	1.1303621913831496	1.0449520833519086	0.49336838767983465	1.4974173564965305	-0.33447759925996096	-0.44009704967349916	0.013347277248196602	PTC
F23_132C|PTC	-0.3337052322197478	-0.6742180370174968	0.6426346595604676	0.046710930815899755	-0.33447759925996096	-0.0015397196076153107	-0.0439626800006378	PTC
F23_133N|PTC	0.5685201561308106	0.4790500032840342	0.5225932993055109	0.978940341338443	-0.33447759925996096	-0.2500797251134916	0.15083632693594284	PTC
F24_128N|PTC	-0.5254982486022161	-0.3805181123266632	-0.7348219016626549	-0.2774613753707546	-0.33447759925996096	-0.2810955296192521	0.6318702238729804	PTC
F24_128C|PTC	0.28217418969778646	0.16627124135521204	-0.5268899016657141	-0.23477991444569893	-0.33447759925996096	-0.5149258754807333	0.21268585227996858	PTC
F24_129N|PTC	0.03492808581242139	0.61122897690942	-0.48647140563117375	0.024659078609775714	-0.33447759925996096	-0.23456634347005317	0.09397191416924111	PTC
F24_129C|PTC	0.45232243190114974	1.6713357493288414	-0.6326715238314514	-0.42478701217734893	-0.33447759925996096	-0.6216624168763547	-0.563968076007796	PTC
F24_130C|PTC	-0.4510921127915338	0.19760439451396067	-0.6788545444023149	-0.4649322111734802	-0.33447759925996096	-0.25892779594311244	-0.2259917363721798	PTC
F24_131N|PTC	-0.593156730359703	-0.49263320414520934	-0.6413113531442847	-0.39312089026900193	-0.33447759925996096	-0.20807806832407064	0.34897127034426423	PTC
F24_133N|PTC	-0.6629659424656884	0.07700233039520567	-0.6215507015363938	-0.45675644889616446	-0.33447759925996096	-0.49851535179160955	-0.03845769811609313	PTC
F25_128N|PTC	-0.40947957064443086	-0.5067322193560329	-0.6694685645604095	-0.19685284531578695	-0.33447759925996096	-0.42971817915971716	0.7032942393852054	PTC
F25_128C|PTC	-0.6479156105312815	-0.3927200883410512	-0.667002538275342	-0.13175885516804287	-0.33447759925996096	-0.12599582621822367	1.5322433981772823	PTC
F25_130C|PTC	-0.734424168492695	-0.09778358629390681	-0.6699325321722742	-0.14165328642299438	-0.33447759925996096	-0.030849343344205804	0.13127989280041796	PTC
F25_133N|PTC	-0.6493758848429296	-0.36939343467293434	-0.6829557430275759	-0.3061069358712637	-0.33447759925996096	-0.2411987300223353	0.7939239551040927	PTC
F25_133C|PTC	-0.7316463184647117	-0.8297247939492668	-0.7084114251563425	-0.2229439363352549	-0.33447759925996096	-0.2778115254824828	0.9762698115334274	PTC
F26_130N|PTC	-0.24026342706662945	-0.14554657495445464	-0.5198407491069323	-0.22134514392395813	-0.33447759925996096	0.10057516952951884	0.10043191526038087	PTC
F26_131C|PTC	0.8961075651740942	1.0015483687638367	-0.21527833189346007	0.14366930649813223	-0.33447759925996096	-0.19062145330355865	0.3848845529848692	PTC
F26_132N|PTC	-0.6190311743961229	-0.4054194817390221	-0.5838920644575909	-0.26088992388312443	-0.33447759925996096	-0.09117896182357078	0.12107683522291479	PTC
F26_132C|PTC	-0.43658005428983715	-0.15817781351031493	-0.5510531083686476	-0.24719729365168308	-0.33447759925996096	-0.23870907381051598	0.473609443984804	PTC
F26_134N|PTC	0.3045186477664527	-0.005939853177245583	-0.5298368038853805	-0.29524676027521823	-0.33447759925996096	-0.3035396325537672	0.1702414888931111	PTC
F27_127N|PTC	0.3649893789082507	2.571326087594825	0.2286392585322229	-0.020585719468193615	-0.33447759925996096	-0.6920228822025214	0.8662004020094338	PTC
F27_127C|PTC	-0.21283988261577574	-0.7974465101071012	-0.25823702917084773	-0.3902919973788785	-0.33447759925996096	-0.5648295337923102	0.5584929713664415	PTC
F27_130N|PTC	-0.4643341251879881	-1.2348002739398298	-0.16611984729706858	-0.21045483130458617	-0.33447759925996096	-0.5203877596892014	1.0754731038864676	PTC
F27_130C|PTC	-0.11561140782095954	-0.7048899752439431	-0.17770098758883926	0.2404045105227639	-0.33447759925996096	-0.5963819122334895	0.4606140672604883	PTC
F27_133C|PTC	-0.13157026467937105	-0.647275034710522	-0.2193004838899541	-0.21219452332388686	-0.33447759925996096	-0.6394451099446109	0.7593641088202862	PTC
F28_128N|PTC	-0.020392372925683	-0.129798287873765	-0.46069381816193494	-0.22751503398420547	1.2012492289442507	-0.17423735754733724	0.028347693632579413	PTC
F28_129C|PTC	0.07146224447053547	0.6307073295478488	-0.34041205528523705	0.0444596228391998	1.1227336145140743	-0.5559245925178609	0.3047672600087889	PTC
F28_131N|PTC	-0.094950431365481	-0.6718288520827244	-0.5154264633573614	-0.2534590233324289	1.3273217034843978	-0.4483086163766312	0.054700067455976914	PTC
F28_133N|PTC	0.7150117236547404	0.9974707511659405	-0.18067209202401358	0.507836248163757	1.7212979237204347	-0.13354887379204045	0.5943521974631124	PTC
F29_127N|PTC	0.015402839048615969	0.7296248574926631	-0.43361218641446614	-0.26671308991644305	-0.33447759925996096	-0.6696894479870367	0.10646279920723638	PTC
F29_128C|PTC	-0.7364255561394341	-1.018345013948628	-0.5804839452622941	-0.39557566411286177	-0.33447759925996096	-0.4908112015639492	0.92495671085358	PTC
F29_129C|PTC	-0.857989891203933	0.017082551250950748	-0.5541474123300433	-0.5210143840058477	-0.33447759925996096	-0.7015264867658817	0.1569881462399416	PTC
F29_131C|PTC	-0.14360405619740996	-0.03135068944803598	-0.5226131477278555	-0.354085634019459	-0.33447759925996096	-0.1645429583421064	0.4228409818275262	PTC
F29_132C|PTC	-0.3720150824544571	0.8451932534935254	-0.5187880644398731	-0.2762140684403603	-0.33447759925996096	-0.5974475927808162	0.4273163546831778	PTC
F29_134N|PTC	-0.833330083140827	-0.667009815235567	-0.6446096895934088	-0.5014723895367575	-0.33447759925996096	-0.386473838021281	0.40965013642066334	PTC
F30_128N|PTC	-0.34748679071232214	-0.34132380646764005	0.028794944526431943	0.44029229603167797	0.5065388865278317	-0.3273427419815334	-0.5233813806674833	PTC
F30_131C|PTC	0.7022569796462019	1.3682402466250163	-0.03727603214737393	2.0991346631791923	0.5843134985598593	-0.3439227028318115	-0.242937469512294	PTC
F30_132C|PTC	0.8388388219761655	0.339048661205542	0.4098889973677971	1.304102965298311	0.4755921938450643	-0.242553041127449	-0.5209868549626374	PTC
F30_133N|PTC	0.6915457625154563	0.3225672388895483	0.1974172975032557	0.6383291408763857	0.5761123970332105	-0.4172498955962539	-0.47884387399039435	PTC
F31_128N|PTC	-0.09946600433084397	-0.14759799804738435	-0.39707758874268145	-0.26267722930320875	0.10033060689695367	-0.403631586978291	0.020997173424852144	PTC
F31_129N|PTC	0.3080358388155444	-0.10030606854418873	-0.45943637289755584	0.468335845196101	0.38142592714108337	-0.21919389080941926	0.34196383103114814	PTC
F31_129C|PTC	0.7991069841472835	0.022893787042651225	-0.5096889597769866	-0.20103736097046163	-0.0865395599940116	-0.5405954327444596	0.06534522545932885	PTC
F31_130C|PTC	-0.188964203942175	0.23932758390677894	-0.5074293930116189	-0.317991623722968	0.1621480452861654	-0.40885326377666703	-0.19470893629065641	PTC
F31_132C|PTC	0.007324497789142492	0.31493239038877	-0.49635209548991494	-0.16492811964698528	0.28688190418190007	-0.4026383287969017	-0.14405529128193692	PTC
F32_128C|PTC	1.1397883076793982	0.8959256846120104	0.3771164604349311	0.32454025416679255	-0.33447759925996096	-0.5453283459893457	-0.2501957252656633	PTC
F32_130N|PTC	1.335907047837618	1.0483620847339887	0.4271539132387713	0.16962975011968592	-0.33447759925996096	-0.2796411309317575	0.2382319200720856	PTC
F32_130C|PTC	0.06866649401616673	-0.2656173325416165	0.09026747326467599	-0.18671314618148918	-0.33447759925996096	-0.321123469052494	0.3048686879979884	PTC
F32_131N|PTC	-0.07550328313337293	-0.8377252687024747	0.12374560094370463	-0.01329218911036221	-0.33447759925996096	-0.43866957757438657	1.2531127095244965	PTC
F32_131C|PTC	0.880067504965757	0.9115079148674469	0.43711533125579627	0.09010613759603507	-0.33447759925996096	-0.4429212573461948	0.050958136786148495	PTC
F32_132C|PTC	0.2643397796937598	-0.12744148590264787	0.22449108332995282	0.16070079590570524	-0.33447759925996096	-0.14664433054596374	0.33448162753578464	PTC
F33_127N|PTC	0.44585935855956815	0.7218687611512229	1.408867317997872	0.7737310853861534	-0.33447759925996096	-0.700996435422634	0.4353603359185035	PTC
F33_127C|PTC	-0.10448563005120251	-0.6336625170467003	0.7195944078412997	0.20463974373736946	-0.33447759925996096	-0.316515479868406	0.8370527752698423	PTC
F33_128N|PTC	-0.16901748939400163	-1.0078115136546457	0.7809517817157999	0.05887856541387457	-0.33447759925996096	-0.48166589939818755	1.0800946877213509	PTC
F33_128C|PTC	0.187534001188778	-0.07354908000518545	1.024942848832046	0.45848208464597234	-0.33447759925996096	-0.6724294679263453	0.9269361730810909	PTC
F33_129N|PTC	0.2698857573487272	0.015920906566352918	1.1956699554015195	-0.1078825992376997	-0.33447759925996096	-0.5536420245016211	0.45994437342098077	PTC
F33_130C|PTC	-0.08451283432190915	-0.8576618779312293	0.8542785838228677	-0.22004756920346571	-0.33447759925996096	-0.3934968501804493	0.3692043222823918	PTC
F33_132C|PTC	-0.061081816436200295	-0.7718406229622036	0.8545016768788999	0.5352716777287324	-0.33447759925996096	-0.5450810687500985	0.8165501049348801	PTC
F33_133N|PTC	0.3852107780370759	0.8435522656376173	1.1209148127742472	0.3469273353877389	-0.33447759925996096	-0.49893796404779556	0.35288461229116425	PTC
F33_133C|PTC	0.8273717330539887	0.8152954940260846	1.26040040810383	0.5164033247088441	-0.33447759925996096	-0.712316347885581	0.5513639515876346	PTC
F34_127N|PTC	-0.16317261806505773	-0.1410551332047364	-0.5939457207948268	-0.29038459827272506	-0.0013080829663981441	-0.4531376692864281	1.2330976033057008	PTC
F34_127C|PTC	0.2465733386389945	-0.5511736949654183	-0.5724407613090952	-0.25442350439483735	-0.03275974622004757	-0.48684721437088985	0.43607671433145484	PTC
F34_128N|PTC	0.08040109308334888	-0.5265502165667489	-0.6064974402391525	-0.3248755430337442	-0.024429585202020515	-0.6210642320751089	0.8197932947887655	PTC
F34_128C|PTC	1.3127385090276005	1.3689989869943724	-0.326253559774783	0.22945483020380344	-0.02485717566616985	-0.2702274739628139	0.4592402395493808	PTC
F34_130N|PTC	0.03955014414271406	-0.02293752018127235	-0.5500097273241455	-0.20104743311799333	0.01418990818677035	-0.5349015493593341	0.5297588130368619	PTC
F34_130C|PTC	-0.5843522734858185	-0.5116834238804331	-0.6105734786329768	-0.3889347979601212	-0.049309961763702934	-0.4356436774274453	0.19230902296414076	PTC
