sample	dataset	condition	axis	morans_I	n_spots
GSM7980867_PTC-4	GSE250521	PTC	Proliferation_score	0.03354193834930167	4498
GSM7980867_PTC-4	GSE250521	PTC	CAF_ECM_score	0.539119249656602	4498
GSM7980867_PTC-4	GSE250521	PTC	EMT_score	0.10957647795356175	4498
GSM7980867_PTC-4	GSE250521	PTC	Hypoxia_score	0.08888089518057134	4498
GSM7980868_LPTC-1	GSE250521	LPTC	DM1_like_score	0.40622959602064984	1520
GSM7980868_LPTC-1	GSE250521	LPTC	RAI_8_score	0.40622959602064984	1520
GSM7980868_LPTC-1	GSE250521	LPTC	TDS_like_score	0.38688969547566926	1520
GSM7980868_LPTC-1	GSE250521	LPTC	Epithelial_score	0.3655380230279125	1520
GSM7980868_LPTC-1	GSE250521	LPTC	Proliferation_score	0.04098057526339894	1520
GSM7980868_LPTC-1	GSE250521	LPTC	CAF_ECM_score	0.7631501707874534	1520
GSM7980868_LPTC-1	GSE250521	LPTC	EMT_score	0.2364016357885187	1520
GSM7980868_LPTC-1	GSE250521	LPTC	Hypoxia_score	0.12491262524615729	1520
GSM7980869_LPTC-2	GSE250521	LPTC	DM1_like_score	0.4886338086030338	4071
GSM7980869_LPTC-2	GSE250521	LPTC	RAI_8_score	0.4886338086030338	4071
GSM7980869_LPTC-2	GSE250521	LPTC	TDS_like_score	0.396291453849123	4071
GSM7980869_LPTC-2	GSE250521	LPTC	Epithelial_score	0.5401835795625858	4071
GSM7980869_LPTC-2	GSE250521	LPTC	Proliferation_score	0.04165866651826826	4071
GSM7980869_LPTC-2	GSE250521	LPTC	CAF_ECM_score	0.3702458351026342	4071
GSM7980869_LPTC-2	GSE250521	LPTC	EMT_score	0.11021035764555004	4071
GSM7980869_LPTC-2	GSE250521	LPTC	Hypoxia_score	0.11049239068334211	4071
GSM7980870_LPTC-3	GSE250521	LPTC	DM1_like_score	0.47510010383613704	3336
GSM7980870_LPTC-3	GSE250521	LPTC	RAI_8_score	0.47510010383613704	3336
GSM7980870_LPTC-3	GSE250521	LPTC	TDS_like_score	0.3735631830424746	3336
GSM7980870_LPTC-3	GSE250521	LPTC	Epithelial_score	0.4003495659469907	3336
GSM7980870_LPTC-3	GSE250521	LPTC	Proliferation_score	0.12022768452599647	3336
GSM7980870_LPTC-3	GSE250521	LPTC	CAF_ECM_score	0.47341169490960716	3336
GSM7980870_LPTC-3	GSE250521	LPTC	EMT_score	0.13679641381272598	3336
GSM7980870_LPTC-3	GSE250521	LPTC	Hypoxia_score	0.29389916126490334	3336
GSM7980871_LPTC-4	GSE250521	LPTC	DM1_like_score	0.5138520992624128	4707
GSM7980871_LPTC-4	GSE250521	LPTC	RAI_8_score	0.5138520992624128	4707
GSM7980871_LPTC-4	GSE250521	LPTC	TDS_like_score	0.4350006015274949	4707
GSM7980871_LPTC-4	GSE250521	LPTC	Epithelial_score	0.6353215909994319	4707
GSM7980871_LPTC-4	GSE250521	LPTC	Proliferation_score	0.17691796717647754	4707
GSM7980871_LPTC-4	GSE250521	LPTC	CAF_ECM_score	0.6100842560558504	4707
GSM7980871_LPTC-4	GSE250521	LPTC	EMT_score	0.21861162131449594	4707
GSM7980871_LPTC-4	GSE250521	LPTC	Hypoxia_score	0.22419262469008794	4707
GSM7980872_ATC-1	GSE250521	ATC	DM1_like_score	0.044622220069074806	4715
GSM7980872_ATC-1	GSE250521	ATC	RAI_8_score	0.044622220069074806	4715
GSM7980872_ATC-1	GSE250521	ATC	TDS_like_score	0.06736416071262241	4715
GSM7980872_ATC-1	GSE250521	ATC	Epithelial_score	0.36751148887410084	4715
GSM7980872_ATC-1	GSE250521	ATC	Proliferation_score	0.18864466741147387	4715
GSM7980872_ATC-1	GSE250521	ATC	CAF_ECM_score	0.4940169270313264	4715
GSM7980872_ATC-1	GSE250521	ATC	EMT_score	0.16738191364892857	4715
GSM7980872_ATC-1	GSE250521	ATC	Hypoxia_score	0.14889329857602154	4715
GSM7980873_ATC-2	GSE250521	ATC	DM1_like_score	-0.004988817697427993	2354
GSM7980873_ATC-2	GSE250521	ATC	RAI_8_score	-0.004988817697427993	2354
GSM7980873_ATC-2	GSE250521	ATC	TDS_like_score	-0.005549147640855559	2354
GSM7980873_ATC-2	GSE250521	ATC	Epithelial_score	0.37726177989879794	2354
GSM7980873_ATC-2	GSE250521	ATC	Proliferation_score	0.44529179684918807	2354
GSM7980873_ATC-2	GSE250521	ATC	CAF_ECM_score	0.23295307564422002	2354
GSM7980873_ATC-2	GSE250521	ATC	EMT_score	0.31762901117588777	2354
GSM7980873_ATC-2	GSE250521	ATC	Hypoxia_score	0.3045988819098507	2354
GSM7980874_ATC-3	GSE250521	ATC	DM1_like_score	0.0183907802924177	1621
GSM7980874_ATC-3	GSE250521	ATC	RAI_8_score	0.0183907802924177	1621
GSM7980874_ATC-3	GSE250521	ATC	TDS_like_score	0.029231124514601897	1621
GSM7980874_ATC-3	GSE250521	ATC	Epithelial_score	0.04640526125217505	1621
GSM7980874_ATC-3	GSE250521	ATC	Proliferation_score	0.170076389301602	1621
GSM7980874_ATC-3	GSE250521	ATC	CAF_ECM_score	0.4141903728176276	1621
GSM7980874_ATC-3	GSE250521	ATC	EMT_score	0.1757306422631916	1621
GSM7980874_ATC-3	GSE250521	ATC	Hypoxia_score	0.5146385082749719	1621
GSM7980875_ATC-4	GSE250521	ATC	DM1_like_score	0.47376204676028727	2586
GSM7980875_ATC-4	GSE250521	ATC	RAI_8_score	0.47376204676028727	2586
GSM7980875_ATC-4	GSE250521	ATC	TDS_like_score	0.47375267547929534	2586
GSM7980875_ATC-4	GSE250521	ATC	Epithelial_score	0.3743031429551452	2586
GSM7980875_ATC-4	GSE250521	ATC	Proliferation_score	0.08101176270069177	2586
GSM7980875_ATC-4	GSE250521	ATC	CAF_ECM_score	0.5976739029966374	2586
GSM7980875_ATC-4	GSE250521	ATC	EMT_score	0.06307074824621488	2586
GSM7980875_ATC-4	GSE250521	ATC	Hypoxia_score	0.08214602305347707	2586
GSM7221915_P1	GSE230424	PTC_HT	RAI_8_score	0.60145286851746	3566
GSM7221915_P1	GSE230424	PTC_HT	TDS_like_score	0.5990151677239468	3566
GSM7221915_P1	GSE230424	PTC_HT	Epithelial_score	0.4023718134078716	3566
GSM7221915_P1	GSE230424	PTC_HT	Proliferation_score	0.267835905084132	3566
GSM7221915_P1	GSE230424	PTC_HT	CAF_ECM_score	0.43494918783422676	3566
GSM7221915_P1	GSE230424	PTC_HT	EMT_score	0.2342653424329309	3566
GSM7221915_P1	GSE230424	PTC_HT	Hypoxia_score	0.15136230935067224	3566
GSM7221915_P1	GSE230424	PTC_HT	DM1_like_score	0.60145286851746	3566
GSM7221916_P2	GSE230424	PTC_HT	RAI_8_score	0.5780568533692008	3005
GSM7221916_P2	GSE230424	PTC_HT	TDS_like_score	0.5631766515267993	3005
GSM7221916_P2	GSE230424	PTC_HT	Epithelial_score	0.370486181602413	3005
GSM7221916_P2	GSE230424	PTC_HT	Proliferation_score	0.12326445129628141	3005
GSM7221916_P2	GSE230424	PTC_HT	CAF_ECM_score	0.35813040613757396	3005
GSM7221916_P2	GSE230424	PTC_HT	EMT_score	0.09133978185422358	3005
GSM7221916_P2	GSE230424	PTC_HT	Hypoxia_score	0.11111370474510114	3005
GSM7221916_P2	GSE230424	PTC_HT	DM1_like_score	0.5780568533692008	3005
GSM7221917_P3	GSE230424	PTC_HT	RAI_8_score	0.5201330592280152	2961
GSM7221917_P3	GSE230424	PTC_HT	TDS_like_score	0.529534788076026	2961
GSM7221917_P3	GSE230424	PTC_HT	Epithelial_score	0.29238467780128224	2961
GSM7221917_P3	GSE230424	PTC_HT	Proliferation_score	0.07970886985062131	2961
GSM7221917_P3	GSE230424	PTC_HT	CAF_ECM_score	0.3260740384117854	2961
GSM7221917_P3	GSE230424	PTC_HT	EMT_score	0.14999481887331184	2961
GSM7221917_P3	GSE230424	PTC_HT	Hypoxia_score	0.1439506328803512	2961
GSM7221917_P3	GSE230424	PTC_HT	DM1_like_score	0.5201330592280152	2961
GSM7221918_P4	GSE230424	PTC_HT	RAI_8_score	0.42597108917605536	4601
GSM7221918_P4	GSE230424	PTC_HT	TDS_like_score	0.4476081502769838	4601
GSM7221918_P4	GSE230424	PTC_HT	Epithelial_score	0.3572341448167452	4601
GSM7221918_P4	GSE230424	PTC_HT	Proliferation_score	0.0840039215869807	4601
GSM7221918_P4	GSE230424	PTC_HT	CAF_ECM_score	0.25939364893027805	4601
GSM7221918_P4	GSE230424	PTC_HT	EMT_score	0.11577386225953899	4601
GSM7221918_P4	GSE230424	PTC_HT	Hypoxia_score	0.030149625339629844	4601
GSM7221918_P4	GSE230424	PTC_HT	DM1_like_score	0.42597108917605536	4601
GSM7908359_C1	GSE248205	CONTROL	RAI_8_score	0.3694172338381554	1064
GSM7908359_C1	GSE248205	CONTROL	TDS_like_score	0.3835758859304926	1064
GSM7908359_C1	GSE248205	CONTROL	Epithelial_score	0.11879340684220177	1064
GSM7908359_C1	GSE248205	CONTROL	Proliferation_score	0.0067332049980297504	1064
GSM7908359_C1	GSE248205	CONTROL	CAF_ECM_score	0.4095492127998591	1064
GSM7908359_C1	GSE248205	CONTROL	EMT_score	0.20100212882997462	1064
GSM7908359_C1	GSE248205	CONTROL	Hypoxia_score	0.05685202704144816	1064
GSM7908359_C1	GSE248205	CONTROL	DM1_like_score	0.3694172338381554	1064
GSM7908360_C2	GSE248205	CONTROL	RAI_8_score	0.25981960020990297	1744
GSM7908360_C2	GSE248205	CONTROL	TDS_like_score	0.27015595820363825	1744
GSM7908360_C2	GSE248205	CONTROL	Epithelial_score	0.10415701665791689	1744
GSM7908360_C2	GSE248205	CONTROL	Proliferation_score	0.034719163160719685	1744
GSM7908360_C2	GSE248205	CONTROL	CAF_ECM_score	0.14885380344904484	1744
GSM7908360_C2	GSE248205	CONTROL	EMT_score	0.01815035946797772	1744
GSM7908360_C2	GSE248205	CONTROL	Hypoxia_score	0.03972006138634268	1744
GSM7908360_C2	GSE248205	CONTROL	DM1_like_score	0.25981960020990297	1744
GSM7908364_GD1	GSE248205	GD	RAI_8_score	0.3440090622068388	2266
GSM7908364_GD1	GSE248205	GD	TDS_like_score	0.36760302146373164	2266
GSM7908364_GD1	GSE248205	GD	Epithelial_score	0.17832535749635742	2266
GSM7908364_GD1	GSE248205	GD	Proliferation_score	0.1274685115046822	2266
GSM7908364_GD1	GSE248205	GD	CAF_ECM_score	0.25449037414547826	2266
GSM7908364_GD1	GSE248205	GD	EMT_score	0.10923252180534578	2266
GSM7908364_GD1	GSE248205	GD	Hypoxia_score	0.06593242859089854	2266
GSM7908364_GD1	GSE248205	GD	DM1_like_score	0.3440090622068388	2266
GSM7908365_GD2	GSE248205	GD	RAI_8_score	0.41327174788618304	2005
GSM7908365_GD2	GSE248205	GD	TDS_like_score	0.39357106756267346	2005
GSM7908365_GD2	GSE248205	GD	Epithelial_score	0.22844389735981513	2005
GSM7908365_GD2	GSE248205	GD	Proliferation_score	0.028955345526648864	2005
GSM7908365_GD2	GSE248205	GD	CAF_ECM_score	0.13324610884902988	2005
GSM7908365_GD2	GSE248205	GD	EMT_score	0.08994937804744575	2005
GSM7908365_GD2	GSE248205	GD	Hypoxia_score	0.07462815624798637	2005
GSM7908365_GD2	GSE248205	GD	DM1_like_score	0.41327174788618304	2005
GSM7908366_GD3	GSE248205	GD	RAI_8_score	0.4260279167876725	1969
GSM7908366_GD3	GSE248205	GD	TDS_like_score	0.46072676178798155	1969
GSM7908366_GD3	GSE248205	GD	Epithelial_score	0.06658593533660011	1969
GSM7908366_GD3	GSE248205	GD	Proliferation_score	-0.0036443541235956253	1969
GSM7908366_GD3	GSE248205	GD	CAF_ECM_score	0.1441754845629343	1969
GSM7908366_GD3	GSE248205	GD	EMT_score	0.0845673930821817	1969
GSM7908366_GD3	GSE248205	GD	Hypoxia_score	0.02389352276827748	1969
GSM7908366_GD3	GSE248205	GD	DM1_like_score	0.4260279167876725	1969
GSM7908361_HT1	GSE248205	HT	RAI_8_score	0.5047166836612418	1927
GSM7908361_HT1	GSE248205	HT	TDS_like_score	0.5211412810386927	1927
GSM7908361_HT1	GSE248205	HT	Epithelial_score	0.2423304483462576	1927
GSM7908361_HT1	GSE248205	HT	Proliferation_score	0.404766327980063	1927
GSM7908361_HT1	GSE248205	HT	CAF_ECM_score	0.2223630118906051	1927
GSM7908361_HT1	GSE248205	HT	EMT_score	0.04085249326178271	1927
GSM7908361_HT1	GSE248205	HT	Hypoxia_score	0.08325910485006612	1927
GSM7908361_HT1	GSE248205	HT	DM1_like_score	0.5047166836612418	1927
GSM7908362_HT2	GSE248205	HT	RAI_8_score	0.3678587007613505	2595
GSM7908362_HT2	GSE248205	HT	TDS_like_score	0.3755078574660786	2595
GSM7908362_HT2	GSE248205	HT	Epithelial_score	0.16558235631932247	2595
GSM7908362_HT2	GSE248205	HT	Proliferation_score	0.22601776262542314	2595
GSM7908362_HT2	GSE248205	HT	CAF_ECM_score	0.2788961612576727	2595
GSM7908362_HT2	GSE248205	HT	EMT_score	0.02655431990594484	2595
GSM7908362_HT2	GSE248205	HT	Hypoxia_score	0.06863767515137383	2595
GSM7908362_HT2	GSE248205	HT	DM1_like_score	0.3678587007613505	2595
GSM7908363_HT3	GSE248205	HT	RAI_8_score	0.5969048606244053	1980
GSM7908363_HT3	GSE248205	HT	TDS_like_score	0.5865454337069799	1980
GSM7908363_HT3	GSE248205	HT	Epithelial_score	0.3613675547532324	1980
GSM7908363_HT3	GSE248205	HT	Proliferation_score	0.2121424928324419	1980
GSM7908363_HT3	GSE248205	HT	CAF_ECM_score	0.29510756330294763	1980
GSM7908363_HT3	GSE248205	HT	EMT_score	0.10963929550692687	1980
GSM7908363_HT3	GSE248205	HT	Hypoxia_score	0.0686205881098042	1980
GSM7908363_HT3	GSE248205	HT	DM1_like_score	0.5969048606244053	1980
GSM7980860_N-1	GSE250521	PT	HLA_II	0.36424253331520096	3401
GSM7980860_N-1	GSE250521	PT	B_cell	0.12779909650377563	3401
GSM7980860_N-1	GSE250521	PT	TLS	0.1727728076916666	3401
GSM7980860_N-1	GSE250521	PT	IGHV_AICDA	0.600719512922444	3401
GSM7980861_N-2	GSE250521	PT	HLA_II	0.46305782902904635	3839
GSM7980861_N-2	GSE250521	PT	B_cell	0.0665041511486745	3839
GSM7980861_N-2	GSE250521	PT	TLS	0.3334175284947825	3839
GSM7980861_N-2	GSE250521	PT	IGHV_AICDA	0.4923228529129753	3839
GSM7980862_N-3	GSE250521	PT	HLA_II	0.3022928511861406	4547
GSM7980862_N-3	GSE250521	PT	B_cell	0.0896749988116945	4547
GSM7980862_N-3	GSE250521	PT	TLS	0.22093376956902233	4547
GSM7980862_N-3	GSE250521	PT	IGHV_AICDA	0.4547391301441284	4547
GSM7980863_N-4	GSE250521	PT	HLA_II	0.13540475041423694	3030
GSM7980863_N-4	GSE250521	PT	B_cell	0.10574745186429035	3030
GSM7980863_N-4	GSE250521	PT	TLS	0.148009458911239	3030
GSM7980863_N-4	GSE250521	PT	IGHV_AICDA	0.41773769270421335	3030
GSM7980864_PTC-1	GSE250521	PTC	HLA_II	0.7046331039023013	2270
GSM7980864_PTC-1	GSE250521	PTC	B_cell	0.5713570259256617	2270
GSM7980864_PTC-1	GSE250521	PTC	TLS	0.6207569618484212	2270
GSM7980864_PTC-1	GSE250521	PTC	IGHV_AICDA	0.7125758037551827	2270
GSM7980865_PTC-2	GSE250521	PTC	HLA_II	0.42741744523101044	4952
GSM7980865_PTC-2	GSE250521	PTC	B_cell	0.21415833295152287	4952
GSM7980865_PTC-2	GSE250521	PTC	TLS	0.3566788203955198	4952
GSM7980865_PTC-2	GSE250521	PTC	IGHV_AICDA	0.5721736024937525	4952
GSM7980866_PTC-3	GSE250521	PTC	HLA_II	0.27367584477091705	4524
GSM7980866_PTC-3	GSE250521	PTC	B_cell	0.20040882166697474	4524
GSM7980866_PTC-3	GSE250521	PTC	TLS	0.35699333422297413	4524
GSM7980866_PTC-3	GSE250521	PTC	IGHV_AICDA	0.698092123228941	4524
GSM7980867_PTC-4	GSE250521	PTC	HLA_II	0.3118722161829855	4748
GSM7980867_PTC-4	GSE250521	PTC	B_cell	0.12141863422491134	4748
GSM7980867_PTC-4	GSE250521	PTC	TLS	0.5333774465159841	4748
GSM7980867_PTC-4	GSE250521	PTC	IGHV_AICDA	0.5025989687222524	4748
GSM7980868_LPTC-1	GSE250521	LPTC	HLA_II	0.5026247530632201	1520
GSM7980868_LPTC-1	GSE250521	LPTC	B_cell	0.16513236013774313	1520
GSM7980868_LPTC-1	GSE250521	LPTC	TLS	0.5828639766510502	1520
GSM7980868_LPTC-1	GSE250521	LPTC	IGHV_AICDA	0.5713180735519232	1520
GSM7980869_LPTC-2	GSE250521	LPTC	HLA_II	0.40929398676204304	4174
GSM7980869_LPTC-2	GSE250521	LPTC	B_cell	0.2357697597146159	4174
GSM7980869_LPTC-2	GSE250521	LPTC	TLS	0.4035860442534442	4174
GSM7980869_LPTC-2	GSE250521	LPTC	IGHV_AICDA	0.6172070040070913	4174
GSM7980870_LPTC-3	GSE250521	LPTC	HLA_II	0.629602374370939	4633
GSM7980870_LPTC-3	GSE250521	LPTC	B_cell	0.24456113678216843	4633
GSM7980870_LPTC-3	GSE250521	LPTC	TLS	0.014521534714947321	4633
GSM7980870_LPTC-3	GSE250521	LPTC	IGHV_AICDA	0.5227676218478232	4633
GSM7980871_LPTC-4	GSE250521	LPTC	HLA_II	0.26762088801197476	4737
GSM7980871_LPTC-4	GSE250521	LPTC	B_cell	0.2764446777335494	4737
GSM7980871_LPTC-4	GSE250521	LPTC	TLS	0.4533823856251611	4737
GSM7980871_LPTC-4	GSE250521	LPTC	IGHV_AICDA	0.772516573959423	4737
GSM7980872_ATC-1	GSE250521	ATC	HLA_II	0.6696201744907856	4722
GSM7980872_ATC-1	GSE250521	ATC	B_cell	0.30020624181913325	4722
GSM7980872_ATC-1	GSE250521	ATC	TLS	0.30594328284825856	4722
GSM7980872_ATC-1	GSE250521	ATC	IGHV_AICDA	0.44681584786132855	4722
GSM7980873_ATC-2	GSE250521	ATC	HLA_II	0.8502547189191805	2684
GSM7980873_ATC-2	GSE250521	ATC	B_cell	0.5055151831690866	2684
GSM7980873_ATC-2	GSE250521	ATC	TLS	0.3906781062986135	2684
GSM7980873_ATC-2	GSE250521	ATC	IGHV_AICDA	0.49622237152619486	2684
GSM7980874_ATC-3	GSE250521	ATC	HLA_II	0.2678509051105906	1622
GSM7980874_ATC-3	GSE250521	ATC	B_cell	0.05644411616374815	1622
GSM7980874_ATC-3	GSE250521	ATC	TLS	0.13658770566839754	1622
GSM7980874_ATC-3	GSE250521	ATC	IGHV_AICDA	0.5460722208002291	1622
GSM7980875_ATC-4	GSE250521	ATC	HLA_II	0.4621398917667895	2594
GSM7980875_ATC-4	GSE250521	ATC	B_cell	0.1751636212578183	2594
GSM7980875_ATC-4	GSE250521	ATC	TLS	0.45815807867834135	2594
GSM7980875_ATC-4	GSE250521	ATC	IGHV_AICDA	0.5975561507656245	2594
GSM7221915_P1	GSE230424	PTC_HT	HLA_II	0.6596190447567581	3647
GSM7221915_P1	GSE230424	PTC_HT	B_cell	0.5104082864871359	3647
GSM7221915_P1	GSE230424	PTC_HT	TLS	0.5206017239631411	3647
GSM7221915_P1	GSE230424	PTC_HT	IGHV_AICDA	0.5910623391742639	3647
GSM7221916_P2	GSE230424	PTC_HT	HLA_II	0.6935626113212612	3154
GSM7221916_P2	GSE230424	PTC_HT	B_cell	0.5516787223735604	3154
GSM7221916_P2	GSE230424	PTC_HT	TLS	0.555713744513153	3154
GSM7221916_P2	GSE230424	PTC_HT	IGHV_AICDA	0.6434206476053079	3154
GSM7221917_P3	GSE230424	PTC_HT	HLA_II	0.8055121265158423	4062
GSM7221917_P3	GSE230424	PTC_HT	B_cell	0.6709363211119724	4062
GSM7221917_P3	GSE230424	PTC_HT	TLS	0.6108753457198693	4062
GSM7221917_P3	GSE230424	PTC_HT	IGHV_AICDA	0.8452571740183494	4062
GSM7221918_P4	GSE230424	PTC_HT	HLA_II	0.4818385871104071	4626
GSM7221918_P4	GSE230424	PTC_HT	B_cell	0.2579627050007998	4626
GSM7221918_P4	GSE230424	PTC_HT	TLS	0.2776564330517196	4626
GSM7221918_P4	GSE230424	PTC_HT	IGHV_AICDA	0.3999722345433265	4626
GSM7908359_C1	GSE248205	CONTROL	HLA_II	0.2195231227360776	1302
GSM7908359_C1	GSE248205	CONTROL	B_cell	0.08655082092886197	1302
