lineage	hallmark	n	n_genes	spearman_r	p	fdr
diffuse large B-cell lymphoma	IL-6/JAK/STAT3 Signaling	48	87	0.861267911419887	4.033105535669075e-15	2.0165527678345378e-13
diffuse large B-cell lymphoma	Interferon Gamma Response	48	196	0.855188884064264	1.0098217046739766e-14	2.5245542616849415e-13
diffuse large B-cell lymphoma	Inflammatory Response	48	197	0.7936387320885802	1.720920966774545e-11	2.868201611290908e-10
diffuse large B-cell lymphoma	Allograft Rejection	48	195	0.7711680416847589	1.4254108982285814e-10	1.7817636227857266e-09
diffuse large B-cell lymphoma	Interferon Alpha Response	48	92	0.7647633521493703	2.4938341088625027e-10	2.4938341088625023e-09
diffuse large B-cell lymphoma	Complement	48	195	0.7531480677377334	6.58460461031187e-10	5.487170508593226e-09
diffuse large B-cell lymphoma	Apoptosis	48	158	0.75	8.488896752496228e-10	6.063497680354448e-09
diffuse large B-cell lymphoma	TNF-alpha Signaling via NF-kB	48	197	0.7366478506296135	2.3951345656686624e-09	1.496959103542914e-08
diffuse large B-cell lymphoma	IL-2/STAT5 Signaling	48	194	0.7125488493269649	1.3420321353281787e-08	7.455734085156549e-08
diffuse large B-cell lymphoma	KRAS Signaling Up	48	193	0.6422058184976118	8.646566703540324e-07	4.323283351770162e-06
diffuse large B-cell lymphoma	Protein Secretion	48	95	0.629830655666522	1.6166545404440225e-06	7.348429729291011e-06
diffuse large B-cell lymphoma	Bile Acid Metabolism	48	112	0.610616587060356	4.053390926657775e-06	1.6889128861074064e-05
diffuse large B-cell lymphoma	heme Metabolism	48	190	0.5695831524099001	2.387473443045988e-05	8.94673969397506e-05
diffuse large B-cell lymphoma	PI3K/AKT/mTOR  Signaling	48	104	0.5683890577507599	2.505087114313017e-05	8.94673969397506e-05
diffuse large B-cell lymphoma	TGF-beta Signaling	48	54	0.5515631784628745	4.838304874706621e-05	0.00016127682915688737
diffuse large B-cell lymphoma	Androgen Response	48	96	0.5422275293095962	6.867316907303531e-05	0.00021460365335323537
diffuse large B-cell lymphoma	UV Response Dn	48	137	0.533434650455927	9.462024373698208e-05	0.0002782948345205355
diffuse large B-cell lymphoma	Estrogen Response Early	48	192	0.5316977854971776	0.0001006993942696463	0.0002797205396379064
diffuse large B-cell lymphoma	Notch Signaling	48	32	0.5125922709509335	0.00019543844217561587	0.0005143116899358313
diffuse large B-cell lymphoma	Estrogen Response Late	48	196	0.4939209726443769	0.000360130406085135	0.0009003260152128375
diffuse large B-cell lymphoma	Wnt-beta Catenin Signaling	48	42	0.4827399044724272	0.0005108554056781517	0.0012163223944717898
diffuse large B-cell lymphoma	p53 Pathway	48	190	0.4729700390794616	0.0006867599974943706	0.0015608181761235698
diffuse large B-cell lymphoma	DNA Repair	48	140	-0.46862787668258793	0.0007811018452370757	0.0016980474896458168
diffuse large B-cell lymphoma	Xenobiotic Metabolism	48	197	0.4489795918367347	0.001369914518765861	0.0028539885807622105
diffuse large B-cell lymphoma	Apical Surface	48	43	0.4461571862787668	0.0014810470649694923	0.0029620941299389847
diffuse large B-cell lymphoma	Pperoxisome	48	101	0.4389926183239253	0.0018000285101761257	0.0034615932888002418
diffuse large B-cell lymphoma	UV Response Up	48	152	0.42379504993486755	0.0026856109921105696	0.004801220091035184
diffuse large B-cell lymphoma	Mitotic Spindle	48	196	0.42346938775510207	0.0027081986979269447	0.004801220091035184
diffuse large B-cell lymphoma	Hedgehog Signaling	48	35	0.4223838471558836	0.0027847076528004066	0.004801220091035184
diffuse large B-cell lymphoma	Apical Junction	48	194	0.3952453321754233	0.005429885207202914	0.009030955980602141
diffuse large B-cell lymphoma	Hypoxia	48	190	0.39394268345636124	0.005599192707973327	0.009030955980602141
diffuse large B-cell lymphoma	Oxidative Phosphorylation	48	182	-0.37689969604863227	0.008276678775578729	0.012932310586841763
diffuse large B-cell lymphoma	Coagulation	48	136	0.36919235779418147	0.009812843853902003	0.014867945233184852
diffuse large B-cell lymphoma	Cholesterol Homeostasis	48	72	0.34292227529309594	0.01703009765509281	0.025044261257489427
diffuse large B-cell lymphoma	Reactive Oxygen Species Pathway	48	45	0.3187147199305254	0.027255127362279596	0.03893589623182799
diffuse large B-cell lymphoma	Spermatogenesis	48	132	0.3075336517585758	0.03347646814174362	0.04649509464131058
diffuse large B-cell lymphoma	Myc Targets V1	48	188	-0.30590534085974813	0.03447351118450273	0.04658582592500369
diffuse large B-cell lymphoma	Unfolded Protein Response	48	106	0.25890143291359097	0.07558901401508415	0.099459228967216
diffuse large B-cell lymphoma	Epithelial Mesenchymal Transition	48	194	0.2196048632218845	0.13368258857016466	0.17138793406431366
diffuse large B-cell lymphoma	mTORC1 Signaling	48	192	0.21689101172383848	0.13867437015268083	0.17334296269085103
diffuse large B-cell lymphoma	Fatty Acid Metabolism	48	154	0.2034303082935302	0.1655011124154319	0.20183062489686815
diffuse large B-cell lymphoma	Glycolysis	48	196	0.18823273990447245	0.2001139220087932	0.23823085953427758
diffuse large B-cell lymphoma	Myc Targets V2	48	58	-0.16109422492401215	0.27402649901586823	0.3186354639719398
diffuse large B-cell lymphoma	KRAS Signaling Dn	48	188	0.15686061658706035	0.2870009420552535	0.32613743415369717
diffuse large B-cell lymphoma	G2-M Checkpoint	48	184	0.1387320885801129	0.34701952879768777	0.38557725421965305
diffuse large B-cell lymphoma	Pancreas Beta Cells	48	40	0.12874511506730352	0.3831551446313802	0.41647298329497845
diffuse large B-cell lymphoma	Angiogenesis	48	36	0.11995223621363439	0.4167426343776909	0.4433432280613732
diffuse large B-cell lymphoma	E2F Targets	48	187	-0.05536257056013895	0.7085982193269994	0.738123145132291
diffuse large B-cell lymphoma	Adipogenesis	48	189	0.04277029960920538	0.7728549943321574	0.7886275452368954
diffuse large B-cell lymphoma	Myogenesis	48	198	0.023881893182805036	0.8719988426171226	0.8719988426171226
esophageal carcinoma	Allograft Rejection	196	195	0.8396480966459212	2.534666295412565e-53	1.2673331477062825e-51
esophageal carcinoma	IL-6/JAK/STAT3 Signaling	196	87	0.7923642709719578	1.6515902742983065e-43	4.1289756857457663e-42
esophageal carcinoma	Interferon Gamma Response	196	196	0.751130377961415	7.78457559719057e-37	1.2974292661984282e-35
esophageal carcinoma	Inflammatory Response	196	197	0.74218298018153	1.4740050100130578e-35	1.8425062625163223e-34
esophageal carcinoma	Complement	196	195	0.7402226489971233	2.7624817676434177e-35	2.7624817676434177e-34
esophageal carcinoma	IL-2/STAT5 Signaling	196	194	0.6825570368717578	3.173068531831705e-28	2.644223776526421e-27
esophageal carcinoma	Interferon Alpha Response	196	92	0.6356286208352924	1.4069386102062427e-23	1.0049561501473163e-22
esophageal carcinoma	KRAS Signaling Up	196	193	0.6247894237741953	1.2892883717098782e-22	8.058052323186739e-22
esophageal carcinoma	Apoptosis	196	158	0.5766513399580839	9.168739783916298e-19	5.093744324397944e-18
esophageal carcinoma	Coagulation	196	136	0.495327877343831	1.5752692318782873e-13	7.876346159391437e-13
esophageal carcinoma	TNF-alpha Signaling via NF-kB	196	197	0.47590944226187154	1.794301818040793e-12	8.155917354730878e-12
esophageal carcinoma	Angiogenesis	196	36	0.43346269394130166	2.2083601514717801e-10	9.201500631132417e-10
esophageal carcinoma	TGF-beta Signaling	196	54	0.3634278701718876	1.6446984092161866e-07	6.325763112369949e-07
esophageal carcinoma	Epithelial Mesenchymal Transition	196	194	0.33270963988875524	1.8924385199987109e-06	6.758708999995396e-06
esophageal carcinoma	UV Response Dn	196	137	0.3230291101212059	3.8766723054975915e-06	1.2922241018325306e-05
esophageal carcinoma	Notch Signaling	196	32	0.30707870809393656	1.1985852403455017e-05	3.7455788760796925e-05
esophageal carcinoma	Apical Junction	196	194	0.2923045047773112	3.221046947065274e-05	9.473667491368452e-05
esophageal carcinoma	Androgen Response	196	96	0.28744830224163076	4.406057851843083e-05	0.00012239049588453008
esophageal carcinoma	Oxidative Phosphorylation	196	182	-0.22951653132943928	0.0012122283268422038	0.003190074544321589
esophageal carcinoma	Mitotic Spindle	196	196	0.21932280917052493	0.002011207167262155	0.005028017918155388
esophageal carcinoma	UV Response Up	196	152	0.20209739499079604	0.004502351361712743	0.01071988419455415
esophageal carcinoma	Xenobiotic Metabolism	196	197	0.1956171457259202	0.006001127035661755	0.013638925081049443
esophageal carcinoma	Bile Acid Metabolism	196	112	0.1925523352644455	0.006854340649093268	0.014900740541507104
esophageal carcinoma	PI3K/AKT/mTOR  Signaling	196	104	0.1862649315876292	0.008950336413340842	0.01864653419446009
esophageal carcinoma	Apical Surface	196	43	0.18500904461745654	0.009431356771112323	0.018862713542224647
esophageal carcinoma	Pancreas Beta Cells	196	40	0.17697328052658004	0.013086884052595942	0.025167084716530657
esophageal carcinoma	Myogenesis	196	198	0.1754592035955343	0.013900293418050226	0.025741284107500415
esophageal carcinoma	heme Metabolism	196	190	0.16072325064348272	0.02442463131129311	0.043615413055880556
esophageal carcinoma	Hedgehog Signaling	196	35	0.15517535401509297	0.029875933983929896	0.05151023100677568
esophageal carcinoma	Fatty Acid Metabolism	196	154	-0.1479619727625529	0.038487634730969875	0.06414605788494979
esophageal carcinoma	Myc Targets V1	196	188	-0.14674911745252575	0.04012385662305824	0.0647158977791262
esophageal carcinoma	Hypoxia	196	190	0.13848703870458767	0.05289772314668885	0.08265269241670133
esophageal carcinoma	Protein Secretion	196	95	0.1128433567882444	0.1153174137641215	0.17472335418806287
esophageal carcinoma	mTORC1 Signaling	196	192	-0.09524500155392106	0.18420393283514305	0.2708881365222692
esophageal carcinoma	Myc Targets V2	196	58	-0.07976954155344294	0.26639519501651066	0.3805645643093009
esophageal carcinoma	Estrogen Response Early	196	192	0.07534046808883649	0.293942393016728	0.4082533236343444
esophageal carcinoma	KRAS Signaling Dn	196	188	0.07104367713504771	0.3224183150212786	0.4357004257044305
esophageal carcinoma	Reactive Oxygen Species Pathway	196	45	-0.06438014487325583	0.3699925521615314	0.47944757291828966
esophageal carcinoma	Spermatogenesis	196	132	0.06270031636239033	0.382636319617197	0.47944757291828966
esophageal carcinoma	Wnt-beta Catenin Signaling	196	42	0.06257919020790667	0.38355805833463175	0.47944757291828966
esophageal carcinoma	Pperoxisome	196	101	-0.059225908246937985	0.40960823720195627	0.49952224049019056
esophageal carcinoma	DNA Repair	196	140	-0.05619297308927477	0.43404534903241354	0.5167206536100162
esophageal carcinoma	Estrogen Response Late	196	196	0.04166899090756959	0.5619912238176235	0.6434837723315968
esophageal carcinoma	E2F Targets	196	187	-0.04121476782825587	0.5662657196518052	0.6434837723315968
esophageal carcinoma	Unfolded Protein Response	196	106	0.03770689064380145	0.599787224681523	0.6664302496461366
esophageal carcinoma	Glycolysis	196	196	-0.025374335599136183	0.724069465478841	0.7870320276943924
esophageal carcinoma	G2-M Checkpoint	196	184	-0.019507685932631545	0.7860937520470401	0.825570337389233
esophageal carcinoma	p53 Pathway	196	190	-0.018905242690594393	0.7925475238936637	0.825570337389233
esophageal carcinoma	Adipogenesis	196	189	-0.011146793742877864	0.8767726391194791	0.8946659582851828
esophageal carcinoma	Cholesterol Homeostasis	196	72	-0.002173895719943581	0.9758757230437433	0.9758757230437431
glioblastoma multiforme	Allograft Rejection	178	195	0.7653195733702156	1.6422261242169526e-35	8.211130621084763e-34
glioblastoma multiforme	IL-6/JAK/STAT3 Signaling	178	87	0.7379237705136048	7.126444965454168e-32	1.781611241363542e-30
glioblastoma multiforme	Inflammatory Response	178	197	0.7311785514801712	4.779177844660189e-31	7.965296407766982e-30
glioblastoma multiforme	Complement	178	195	0.7294039418038673	7.810059131297766e-31	9.762573914122207e-30
glioblastoma multiforme	IL-2/STAT5 Signaling	178	194	0.7022805011038115	9.023257580538132e-28	9.023257580538132e-27
glioblastoma multiforme	KRAS Signaling Up	178	193	0.6786381892172246	2.269006781019754e-25	1.8908389841831285e-24
glioblastoma multiforme	Apoptosis	178	158	0.6347070244966353	1.851818385703164e-21	1.3227274183594029e-20
glioblastoma multiforme	TNF-alpha Signaling via NF-kB	178	197	0.6015192701545335	6.757558391781432e-19	3.860001938604067e-18
glioblastoma multiforme	Interferon Gamma Response	178	196	0.6013532994653829	6.94800348948732e-19	3.860001938604067e-18
glioblastoma multiforme	Coagulation	178	136	0.5923015134186237	3.0880714579675025e-18	1.5440357289837512e-17
glioblastoma multiforme	PI3K/AKT/mTOR  Signaling	178	104	0.5859350480091496	8.576473024129167e-18	3.8983968291496213e-17
glioblastoma multiforme	Epithelial Mesenchymal Transition	178	194	0.5656440673457988	1.9248474369733605e-16	8.020197654055668e-16
glioblastoma multiforme	TGF-beta Signaling	178	54	0.5601819294092613	4.29048943801672e-16	1.650188245391046e-15
glioblastoma multiforme	Androgen Response	178	96	0.5137760991568475	2.2297389211571167e-13	7.963353289846846e-13
glioblastoma multiforme	p53 Pathway	178	190	0.4938702556055004	2.4675635621102825e-12	8.225211873700943e-12
glioblastoma multiforme	Apical Surface	178	43	0.46958108359709544	3.7854994521012405e-11	1.1829685787816377e-10
glioblastoma multiforme	Estrogen Response Late	178	196	0.46577439689336914	5.6972898162671547e-11	1.6756734753726926e-10
glioblastoma multiforme	Angiogenesis	178	36	0.4604824853046785	9.974249210344788e-11	2.77062478065133e-10
glioblastoma multiforme	Interferon Alpha Response	178	92	0.41910046014309643	5.8010855618087735e-09	1.5266014636338875e-08
glioblastoma multiforme	Estrogen Response Early	178	192	0.4125488735803388	1.051306847834797e-08	2.6282671195869926e-08
glioblastoma multiforme	Hypoxia	178	190	0.4074059100460143	1.6618198808848583e-08	3.8232511368549894e-08
glioblastoma multiforme	Xenobiotic Metabolism	178	197	0.40726760113838867	1.6822305002161954e-08	3.8232511368549894e-08
glioblastoma multiforme	Reactive Oxygen Species Pathway	178	45	0.403801367130356	2.2801663730107222e-08	4.956883419588527e-08
glioblastoma multiforme	Apical Junction	178	194	0.4014713939942017	2.791948675523854e-08	5.8165597406746955e-08
glioblastoma multiforme	UV Response Dn	178	137	0.36227890523180034	6.722975169006349e-07	1.3445950338012695e-06
glioblastoma multiforme	Glycolysis	178	196	0.35122057610979596	1.5330167729945071e-06	2.9481091788355906e-06
glioblastoma multiforme	Protein Secretion	178	95	0.34171981807059065	3.037084301592334e-06	5.624230188133952e-06
glioblastoma multiforme	UV Response Up	178	152	0.33356597600872406	5.365372215995093e-06	9.581021814276951e-06
glioblastoma multiforme	Unfolded Protein Response	178	106	0.32189695986381883	1.1782377160829078e-05	2.031444338073979e-05
glioblastoma multiforme	mTORC1 Signaling	178	192	0.3099811155145357	2.545615008823812e-05	4.24269168137302e-05
glioblastoma multiforme	heme Metabolism	178	190	0.28656435353884613	0.00010533722162537388	0.00016989874455705466
glioblastoma multiforme	Pperoxisome	178	101	0.27018006755858176	0.0002649850424518092	0.00041403912883095187
glioblastoma multiforme	Myogenesis	178	198	0.21402026757454048	0.0041231388370832275	0.006247180056186709
glioblastoma multiforme	Adipogenesis	178	189	0.18861611298773837	0.011688989550791435	0.017189690515869757
glioblastoma multiforme	Bile Acid Metabolism	178	112	0.1693550017288613	0.023826932236328736	0.034038474623326764
glioblastoma multiforme	Oxidative Phosphorylation	178	182	-0.10484772721227757	0.16367122561726502	0.22732114669064588
glioblastoma multiforme	Wnt-beta Catenin Signaling	178	42	0.09343192275979464	0.21480141781584675	0.29027218623763074
glioblastoma multiforme	Fatty Acid Metabolism	178	154	0.07837114663403993	0.29841644851550236	0.39265322173092415
glioblastoma multiforme	Pancreas Beta Cells	178	40	0.07705402026757453	0.3066356724844805	0.3931226570313852
glioblastoma multiforme	KRAS Signaling Dn	178	188	0.06854057504588132	0.3633118935175563	0.45369398228575947
glioblastoma multiforme	Cholesterol Homeostasis	178	72	0.06610846610101868	0.38062645413592194	0.45369398228575947
glioblastoma multiforme	Mitotic Spindle	178	196	0.06604250339122802	0.381102945120038	0.45369398228575947
glioblastoma multiforme	DNA Repair	178	140	-0.05615660824001914	0.4565547411210678	0.53087760595473
glioblastoma multiforme	Hedgehog Signaling	178	35	0.053215948080963894	0.4805070036523037	0.5460306859685269
glioblastoma multiforme	Notch Signaling	178	32	0.04230869484267361	0.5749729285965984	0.638858809551776
glioblastoma multiforme	Myc Targets V1	178	188	0.03762321461818762	0.6180636984713918	0.665254892836304
glioblastoma multiforme	G2-M Checkpoint	178	184	0.03684655690613612	0.6253395992661258	0.665254892836304
glioblastoma multiforme	E2F Targets	178	187	-0.024930712556852936	0.7411542773440646	0.7720357055667338
glioblastoma multiforme	Spermatogenesis	178	132	-0.013861744288108092	0.854292260471946	0.8714446777537269
glioblastoma multiforme	Myc Targets V2	178	58	-0.012214804372689307	0.8714446777537269	0.8714446777537269
head & neck squamous cell carcinoma	Allograft Rejection	566	195	0.8598377804481809	8.576741715569299e-167	4.288370857784649e-165
head & neck squamous cell carcinoma	IL-6/JAK/STAT3 Signaling	566	87	0.7699185857915024	4.0978789700607973e-112	1.0244697425151994e-110
head & neck squamous cell carcinoma	Complement	566	195	0.7565829824499577	3.928344847142919e-106	6.5472414119048654e-105
head & neck squamous cell carcinoma	Inflammatory Response	566	197	0.7489745502628958	6.861091751783857e-103	8.576364689729822e-102
head & neck squamous cell carcinoma	Interferon Gamma Response	566	196	0.7472584769998698	3.560829331415799e-102	3.560829331415799e-101
head & neck squamous cell carcinoma	IL-2/STAT5 Signaling	566	194	0.6885705582913125	9.44401703554159e-81	7.870014196284659e-80
head & neck squamous cell carcinoma	Interferon Alpha Response	566	92	0.6000732623641407	1.1816195199303486e-56	8.440139428073918e-56
head & neck squamous cell carcinoma	Apoptosis	566	158	0.5726855802030135	1.2315703448818034e-50	7.697314655511271e-50
head & neck squamous cell carcinoma	KRAS Signaling Up	566	193	0.5664975245825179	2.3610559562037198e-49	1.3116977534465108e-48
head & neck squamous cell carcinoma	Apical Surface	566	43	0.4900116164195716	1.6032040291701987e-35	8.016020145850993e-35
head & neck squamous cell carcinoma	TNF-alpha Signaling via NF-kB	566	197	0.4269297427494995	1.7722464176323344e-26	8.055665534692429e-26
head & neck squamous cell carcinoma	Coagulation	566	136	0.38966659833478684	5.780385993472136e-22	2.4084941639467236e-21
head & neck squamous cell carcinoma	PI3K/AKT/mTOR  Signaling	566	104	0.30078459226962934	2.670979776915807e-13	1.0272999141983874e-12
head & neck squamous cell carcinoma	Apical Junction	566	194	0.2861049852325377	4.001305972273993e-12	1.429037847240712e-11
head & neck squamous cell carcinoma	Angiogenesis	566	36	0.2851834810245017	4.717909951409361e-12	1.5726366504697872e-11
head & neck squamous cell carcinoma	UV Response Dn	566	137	0.2740442926252364	3.296046642677203e-11	1.030014575836626e-10
head & neck squamous cell carcinoma	Notch Signaling	566	32	0.2631179423136645	2.0398698920614545e-10	5.999617329592514e-10
head & neck squamous cell carcinoma	Epithelial Mesenchymal Transition	566	194	0.23426256417281777	1.7042173116832664e-08	4.733936976897962e-08
head & neck squamous cell carcinoma	Oxidative Phosphorylation	566	182	-0.21337220143311642	2.9882085403425825e-07	7.863706685112059e-07
head & neck squamous cell carcinoma	Mitotic Spindle	566	196	0.20341725580163306	1.0615988528989506e-06	2.6539971322473765e-06
head & neck squamous cell carcinoma	TGF-beta Signaling	566	54	0.2029052134246168	1.1312376478013863e-06	2.6934229709556815e-06
head & neck squamous cell carcinoma	UV Response Up	566	152	0.20000125743895092	1.6170104210386077e-06	3.675023684178654e-06
head & neck squamous cell carcinoma	Hedgehog Signaling	566	35	0.19526316129086696	2.8643634818228193e-06	6.226877134397434e-06
head & neck squamous cell carcinoma	Myc Targets V1	566	188	-0.18454250151926752	9.92934157203067e-06	2.0686128275063895e-05
head & neck squamous cell carcinoma	Bile Acid Metabolism	566	112	0.17581594138084333	2.5952169689998135e-05	5.190433937999627e-05
head & neck squamous cell carcinoma	Spermatogenesis	566	132	0.1734900102266186	3.327031700199843e-05	6.398137884999698e-05
head & neck squamous cell carcinoma	Wnt-beta Catenin Signaling	566	42	0.17302747123567036	3.4941755527422854e-05	6.47069546804127e-05
head & neck squamous cell carcinoma	KRAS Signaling Dn	566	188	0.16776647902699374	6.048019602081908e-05	0.00010800035003717692
head & neck squamous cell carcinoma	Myc Targets V2	566	58	-0.16003978139754743	0.00013145160415393888	0.00022664069681713601
head & neck squamous cell carcinoma	heme Metabolism	566	190	0.15810100907821287	0.00015885230047130288	0.00026475383411883813
head & neck squamous cell carcinoma	Androgen Response	566	96	0.14715738552631513	0.00044410367423735545	0.0007162962487699281
head & neck squamous cell carcinoma	G2-M Checkpoint	566	184	0.14183352137009225	0.0007144087638796659	0.001116263693561978
head & neck squamous cell carcinoma	Xenobiotic Metabolism	566	197	0.13385295343455386	0.00141390724616348	0.002142283706308303
head & neck squamous cell carcinoma	E2F Targets	566	187	0.13306063453347608	0.001510111763383294	0.0022207525932107265
head & neck squamous cell carcinoma	Hypoxia	566	190	0.10810616292338673	0.010059183372788374	0.014370261961126249
head & neck squamous cell carcinoma	Cholesterol Homeostasis	566	72	-0.10192538721260694	0.01527293352147356	0.02121240766871328
head & neck squamous cell carcinoma	mTORC1 Signaling	566	192	-0.09200055393494837	0.028628321553408404	0.03868692101811946
head & neck squamous cell carcinoma	Fatty Acid Metabolism	566	154	-0.08325566166023966	0.04772888876677533	0.06280116942996754
head & neck squamous cell carcinoma	Glycolysis	566	196	-0.08139246803995547	0.052951121524637934	0.0678860532367153
head & neck squamous cell carcinoma	Unfolded Protein Response	566	106	-0.0673239101520161	0.10960715658147607	0.1370089457268451
head & neck squamous cell carcinoma	Myogenesis	566	198	0.055938859347346166	0.1838722924570286	0.22181514643763306
head & neck squamous cell carcinoma	Estrogen Response Early	566	192	0.05562800720247795	0.18632472300761174	0.22181514643763306
head & neck squamous cell carcinoma	Pancreas Beta Cells	566	40	0.05208911072759223	0.21596098581506265	0.2511174253663519
head & neck squamous cell carcinoma	Adipogenesis	566	189	0.04900256137005254	0.24445240563185525	0.2777868245816537
head & neck squamous cell carcinoma	Pperoxisome	566	101	0.04394037687761694	0.2966854169325991	0.32965046325844344
head & neck squamous cell carcinoma	DNA Repair	566	140	-0.04141663072211244	0.3253237077711577	0.3536127258382149
head & neck squamous cell carcinoma	Protein Secretion	566	95	-0.039086133079065936	0.35331027570552004	0.3758619954314043
head & neck squamous cell carcinoma	Estrogen Response Late	566	196	0.026630273736186993	0.5272131912484185	0.549180407550436
head & neck squamous cell carcinoma	Reactive Oxygen Species Pathway	566	45	0.022415206010690546	0.5946133817063357	0.6067483486799343
head & neck squamous cell carcinoma	p53 Pathway	566	190	-0.00721468834292875	0.8640148867495708	0.8640148867495708
kidney clear cell carcinoma	Allograft Rejection	606	195	0.8755812738679889	5.143542418966987e-193	2.5717712094834937e-191
kidney clear cell carcinoma	Interferon Gamma Response	606	196	0.8505269307820403	1.0531870136768566e-170	2.6329675341921414e-169
kidney clear cell carcinoma	IL-6/JAK/STAT3 Signaling	606	87	0.8247298146019486	1.1923157958120607e-151	1.9871929930201012e-150
kidney clear cell carcinoma	Inflammatory Response	606	197	0.8245355342783043	1.6137265746076642e-151	2.0171582182595803e-150
kidney clear cell carcinoma	Complement	606	195	0.8210109344018123	3.668947245233504e-149	3.668947245233504e-148
kidney clear cell carcinoma	IL-2/STAT5 Signaling	606	194	0.7851080600047424	8.892585629666884e-128	7.410488024722403e-127
kidney clear cell carcinoma	Interferon Alpha Response	606	92	0.7752514206040944	1.2890972873080737e-122	9.207837766486241e-122
kidney clear cell carcinoma	PI3K/AKT/mTOR  Signaling	606	104	0.7533032440581185	5.151229194177218e-112	3.2195182463607612e-111
kidney clear cell carcinoma	Apoptosis	606	158	0.6902831933635178	6.117204347399021e-87	3.398446859666123e-86
kidney clear cell carcinoma	KRAS Signaling Up	606	193	0.6380190362903296	1.4216176811812562e-70	7.108088405906282e-70
kidney clear cell carcinoma	G2-M Checkpoint	606	184	0.6299557288363253	2.5151066958436304e-68	1.1432303162925593e-67
kidney clear cell carcinoma	E2F Targets	606	187	0.5984927233175618	3.70630887633635e-60	1.544295365140146e-59
kidney clear cell carcinoma	TNF-alpha Signaling via NF-kB	606	197	0.5738125437525032	2.345475705911502e-54	9.021060407351931e-54
kidney clear cell carcinoma	Epithelial Mesenchymal Transition	606	194	0.49880119657914573	1.9449206617479643e-39	6.946145220528445e-39
kidney clear cell carcinoma	Oxidative Phosphorylation	606	182	-0.4961628557643843	5.6066474480076826e-39	1.8688824826692274e-38
kidney clear cell carcinoma	Mitotic Spindle	606	196	0.49584148170695463	6.37437710288366e-39	1.9919928446511438e-38
kidney clear cell carcinoma	Coagulation	606	136	0.4468998255224654	4.33878616642025e-31	1.276113578358897e-30
kidney clear cell carcinoma	Fatty Acid Metabolism	606	154	-0.44296520411364193	1.6357455757568643e-30	4.543737710435734e-30
kidney clear cell carcinoma	Unfolded Protein Response	606	106	0.424838844525459	5.936370590934425e-28	1.5622027870880066e-27
kidney clear cell carcinoma	Notch Signaling	606	32	0.42010111150399143	2.614640271263493e-27	6.536600678158732e-27
kidney clear cell carcinoma	Hypoxia	606	190	0.4138887245022241	1.7633582480147692e-26	4.1984720190827835e-26
kidney clear cell carcinoma	Apical Junction	606	194	0.4093690513277777	6.896011072876313e-26	1.5672752438355257e-25
kidney clear cell carcinoma	Angiogenesis	606	36	0.40727478169413467	1.288189693580526e-25	2.8004123773489697e-25
kidney clear cell carcinoma	Adipogenesis	606	189	-0.40696904496500275	1.4107092248311767e-25	2.9389775517316185e-25
kidney clear cell carcinoma	p53 Pathway	606	190	0.3943516622142969	5.528278796719881e-24	1.1056557593439762e-23
kidney clear cell carcinoma	Wnt-beta Catenin Signaling	606	42	0.3726913742744651	2.0985290614607464e-21	4.035632810501435e-21
kidney clear cell carcinoma	mTORC1 Signaling	606	192	0.3703844908977943	3.849319907202649e-21	7.128370198523424e-21
kidney clear cell carcinoma	Hedgehog Signaling	606	35	0.3648633816504311	1.612043116157285e-20	2.878648421709438e-20
kidney clear cell carcinoma	Glycolysis	606	196	0.326008611045319	1.7980046446892375e-16	3.1000080080848926e-16
kidney clear cell carcinoma	Pperoxisome	606	101	-0.31459260648245446	2.181059667248565e-15	3.6350994454142746e-15
kidney clear cell carcinoma	UV Response Dn	606	137	0.2893649586615094	3.7416917923168293e-13	6.034986761801337e-13
kidney clear cell carcinoma	Bile Acid Metabolism	606	112	-0.283086032131744	1.2466506207876917e-12	1.9478915949807684e-12
kidney clear cell carcinoma	Myc Targets V1	606	188	0.2644746457572221	3.7080730070493926e-11	5.618292434923322e-11
kidney clear cell carcinoma	TGF-beta Signaling	606	54	0.2549819247313379	1.896125189108248e-10	2.7884193957474236e-10
kidney clear cell carcinoma	Androgen Response	606	96	0.24708647590833668	7.010957226997996e-10	1.001565318142571e-09
kidney clear cell carcinoma	Myc Targets V2	606	58	0.21303791903827196	1.1938387893537175e-07	1.6581094296579412e-07
kidney clear cell carcinoma	UV Response Up	606	152	0.20336375108231208	4.447471665172516e-07	6.010096844827725e-07
kidney clear cell carcinoma	Xenobiotic Metabolism	606	197	-0.13388720929903386	0.000953184288100046	0.0012541898527632185
kidney clear cell carcinoma	DNA Repair	606	140	0.12228005187818469	0.0025673889750652858	0.0032915243270067764
kidney clear cell carcinoma	Apical Surface	606	43	-0.0734117832930515	0.07093570111198139	0.08866962638997673
kidney clear cell carcinoma	Myogenesis	606	198	0.06747801034409268	0.09700038768249994	0.11829315571036579
kidney clear cell carcinoma	Estrogen Response Late	606	196	-0.06305474938687518	0.12100682690272214	0.14405574631276447
kidney clear cell carcinoma	KRAS Signaling Dn	606	188	-0.06156758554393704	0.13004597887513977	0.14951508155154336
kidney clear cell carcinoma	Reactive Oxygen Species Pathway	606	45	0.061324290284352684	0.13157327176535816	0.14951508155154336
kidney clear cell carcinoma	heme Metabolism	606	190	-0.05958132131919198	0.1429234292879498	0.15880381031994423
