lineage	hallmark	n	n_genes	spearman_r	p	fdr
sarcoma	TGF-beta Signaling	265	54	-0.09808483472833027	0.11116000303735785	0.14251282440686902
sarcoma	E2F Targets	265	187	-0.09660751363829816	0.11667267770599829	0.14584084713249784
sarcoma	Myc Targets V1	265	188	-0.09134500058035312	0.1380580241371115	0.16836344406964815
sarcoma	Apical Junction	265	194	0.08061878538541895	0.19076977500297573	0.22710687500354254
sarcoma	Oxidative Phosphorylation	265	182	0.07469466977907893	0.2255557432367334	0.2622741200427133
sarcoma	Protein Secretion	265	95	0.06312113903970905	0.3059763085547271	0.34770035063037175
sarcoma	Myc Targets V2	265	58	-0.04417132023884756	0.4739867842961445	0.5266519825512717
sarcoma	Unfolded Protein Response	265	106	0.03632107713537704	0.5560870131089488	0.6044424055532052
sarcoma	DNA Repair	265	140	-0.024994518887269633	0.6854619680308315	0.7292148596072675
sarcoma	Glycolysis	265	196	0.010729439378893204	0.8619896759455726	0.8979059124433048
sarcoma	UV Response Dn	265	137	0.008493145384903082	0.8905507941071448	0.9087253001093315
sarcoma	Estrogen Response Early	265	192	0.006704368124427707	0.9135003291646514	0.9135003291646514
skin cutaneous melanoma	Inflammatory Response	474	197	0.8370899175039053	9.909996410680078e-126	4.954998205340039e-124
skin cutaneous melanoma	IL-6/JAK/STAT3 Signaling	474	87	0.8340208430461441	5.485395133152729e-124	1.3713487832881822e-122
skin cutaneous melanoma	Allograft Rejection	474	195	0.8329213082751036	2.264877113301811e-123	3.7747951888363515e-122
skin cutaneous melanoma	IL-2/STAT5 Signaling	474	194	0.8112795838714996	4.294642322994748e-112	5.368302903743435e-111
skin cutaneous melanoma	Complement	474	195	0.7876870247178416	2.3718127653566193e-101	2.3718127653566193e-100
skin cutaneous melanoma	KRAS Signaling Up	474	193	0.7853956699761824	2.2136106644546132e-100	1.8446755537121776e-99
skin cutaneous melanoma	Interferon Gamma Response	474	196	0.760589768906705	1.36751183832891e-90	9.767941702349356e-90
skin cutaneous melanoma	Apoptosis	474	158	0.7342745146646423	1.9776479147691297e-81	1.236029946730706e-80
skin cutaneous melanoma	TNF-alpha Signaling via NF-kB	474	197	0.7216073287294026	2.1148882965827013e-77	1.1749379425459451e-76
skin cutaneous melanoma	Interferon Alpha Response	474	92	0.6524021054321786	8.28924233033586e-59	4.1446211651679304e-58
skin cutaneous melanoma	TGF-beta Signaling	474	54	0.577149666254914	1.9041335746572603e-43	8.655152612078456e-43
skin cutaneous melanoma	PI3K/AKT/mTOR  Signaling	474	104	0.5704745955127872	2.8529212501204526e-42	1.1887171875501885e-41
skin cutaneous melanoma	Apical Junction	474	194	0.5094329502671229	1.148034991902787e-32	4.415519199626104e-32
skin cutaneous melanoma	Epithelial Mesenchymal Transition	474	194	0.5060266235476562	3.471238462229525e-32	1.2397280222248302e-31
skin cutaneous melanoma	Coagulation	474	136	0.48121745474827926	7.620688448961316e-29	2.540229482987105e-28
skin cutaneous melanoma	UV Response Dn	474	137	0.46372631071885845	1.1993274985619847e-26	3.578155203443559e-26
skin cutaneous melanoma	Hypoxia	474	190	0.4636754918849028	1.21657276917081e-26	3.578155203443559e-26
skin cutaneous melanoma	Angiogenesis	474	36	0.4587033591418266	4.86161299746426e-26	1.3504480548511832e-25
skin cutaneous melanoma	Androgen Response	474	96	0.4336908023262857	3.696924414466867e-23	9.728748459123333e-23
skin cutaneous melanoma	Apical Surface	474	43	0.4304125931549511	8.472969097101962e-23	2.11824227427549e-22
skin cutaneous melanoma	Oxidative Phosphorylation	474	182	-0.387111904255514	2.1484470674772307e-18	5.115350160660073e-18
skin cutaneous melanoma	KRAS Signaling Dn	474	188	0.3630300870596488	3.268176537404831e-16	7.427673948647343e-16
skin cutaneous melanoma	p53 Pathway	474	190	0.34456335663468896	1.1677364917629465e-14	2.5385575907890144e-14
skin cutaneous melanoma	Spermatogenesis	474	132	0.3441015925957749	1.2731664661181704e-14	2.6524301377461886e-14
skin cutaneous melanoma	Estrogen Response Late	474	196	0.34384682234394837	1.335275231336863e-14	2.6705504626737256e-14
skin cutaneous melanoma	Myc Targets V2	474	58	-0.34347261093027487	1.431923773636903e-14	2.7536995646863516e-14
skin cutaneous melanoma	Mitotic Spindle	474	196	0.3431065125011797	1.5331038122004046e-14	2.839081133704453e-14
skin cutaneous melanoma	Xenobiotic Metabolism	474	197	0.3317753773735058	1.2139301909041542e-13	2.167732483757418e-13
skin cutaneous melanoma	Pancreas Beta Cells	474	40	0.3288879436260253	2.0291853872902138e-13	3.4985954953279545e-13
skin cutaneous melanoma	Hedgehog Signaling	474	35	0.31352826093386654	2.8515458518477417e-12	4.752576419746236e-12
skin cutaneous melanoma	Myogenesis	474	198	0.3029506192489011	1.614075027597869e-11	2.6033468187062402e-11
skin cutaneous melanoma	Bile Acid Metabolism	474	112	0.2974527200330154	3.867051413529075e-11	6.04226783363918e-11
skin cutaneous melanoma	UV Response Up	474	152	0.2894957977275193	1.3256608678106792e-10	2.0085770724404231e-10
skin cutaneous melanoma	heme Metabolism	474	190	0.25882556097203696	1.0786601882518851e-08	1.5862649827233604e-08
skin cutaneous melanoma	Estrogen Response Early	474	192	0.24647782380456726	5.4452140248382157e-08	7.778877178340308e-08
skin cutaneous melanoma	mTORC1 Signaling	474	192	0.22907862693370032	4.6209089688787904e-07	6.417929123442764e-07
skin cutaneous melanoma	Notch Signaling	474	32	0.2179478374529736	1.6658501731647056e-06	2.251148882655007e-06
skin cutaneous melanoma	DNA Repair	474	140	-0.2136148276061203	2.6959870002864157e-06	3.5473513161663366e-06
skin cutaneous melanoma	Reactive Oxygen Species Pathway	474	45	0.18563821441097061	4.7753763380877156e-05	6.122277356522712e-05
skin cutaneous melanoma	Wnt-beta Catenin Signaling	474	42	0.1687581358727727	0.0002234366026225658	0.0002792957532782072
skin cutaneous melanoma	G2-M Checkpoint	474	184	0.15790262446600087	0.0005598058934666122	0.0006826901139836734
skin cutaneous melanoma	Myc Targets V1	474	188	-0.12231163720310491	0.0076782980712644545	0.009140831037219589
skin cutaneous melanoma	Adipogenesis	474	189	-0.10501250047537021	0.0222207711745871	0.025838106016961744
skin cutaneous melanoma	Pperoxisome	474	101	0.09108273131513453	0.047490791001709186	0.053966807956487714
skin cutaneous melanoma	Fatty Acid Metabolism	474	154	-0.08845592719723147	0.054290577453035484	0.06032286383670609
skin cutaneous melanoma	E2F Targets	474	187	0.08620175696822276	0.06075397501386971	0.06603692936290187
skin cutaneous melanoma	Protein Secretion	474	95	0.07671407222528183	0.09526952314930258	0.10135055654181126
skin cutaneous melanoma	Unfolded Protein Response	474	106	0.06729534785125633	0.14349097929024573	0.14946977009400597
skin cutaneous melanoma	Glycolysis	474	196	0.059996140698308255	0.1922559357417573	0.1961795262670993
skin cutaneous melanoma	Cholesterol Homeostasis	474	72	0.023151809998408397	0.6151139534488871	0.6151139534488871
stomach adenocarcinoma	Allograft Rejection	450	195	0.635452751207002	2.879593120645461e-52	1.4397965603227306e-50
stomach adenocarcinoma	Interferon Gamma Response	450	196	0.6290836662567881	5.875202477082206e-51	1.4688006192705517e-49
stomach adenocarcinoma	Interferon Alpha Response	450	92	0.5618346098828472	8.42480162753726e-39	1.4041336045895434e-37
stomach adenocarcinoma	IL-6/JAK/STAT3 Signaling	450	87	0.5341937161829606	1.44922937597382e-34	1.811536719967275e-33
stomach adenocarcinoma	Inflammatory Response	450	197	0.5153620840925964	6.76845533710308e-32	6.768455337103079e-31
stomach adenocarcinoma	Complement	450	195	0.4195995700390291	1.285231784547526e-20	1.0710264871229384e-19
stomach adenocarcinoma	IL-2/STAT5 Signaling	450	194	0.4068445440882836	2.284403075816172e-19	1.6317164827258372e-18
stomach adenocarcinoma	Apoptosis	450	158	0.3882183451111693	1.2298477892845633e-17	7.686548683028521e-17
stomach adenocarcinoma	Pperoxisome	450	101	-0.35777618654906945	4.913290061146682e-15	2.729605589525934e-14
stomach adenocarcinoma	PI3K/AKT/mTOR  Signaling	450	104	0.34448808800701897	5.530959176245484e-14	2.765479588122742e-13
stomach adenocarcinoma	TNF-alpha Signaling via NF-kB	450	197	0.34280682867569723	7.452728341215418e-14	3.387603791461554e-13
stomach adenocarcinoma	Bile Acid Metabolism	450	112	-0.32531077519724383	1.4940745899389393e-12	6.225310791412247e-12
stomach adenocarcinoma	Fatty Acid Metabolism	450	154	-0.3218242065392916	2.6548123449979983e-12	1.0210816711530763e-11
stomach adenocarcinoma	Pancreas Beta Cells	450	40	-0.311865046247142	1.3170904045461068e-11	4.703894301950381e-11
stomach adenocarcinoma	Adipogenesis	450	189	-0.30316811441044156	5.0826123323040084e-11	1.6942041107680026e-10
stomach adenocarcinoma	G2-M Checkpoint	450	184	0.27054033188641263	5.4709677081403194e-09	1.70967740879385e-08
stomach adenocarcinoma	Estrogen Response Late	450	196	-0.26696987804055006	8.80553716951193e-09	2.5898638733858618e-08
stomach adenocarcinoma	E2F Targets	450	187	0.2625408191316171	1.573854787790076e-08	4.371818854972433e-08
stomach adenocarcinoma	KRAS Signaling Up	450	193	0.25804486277298494	2.807220100992121e-08	7.387421318400319e-08
stomach adenocarcinoma	Cholesterol Homeostasis	450	72	-0.2405186527670096	2.41755983222994e-07	6.04389958057485e-07
stomach adenocarcinoma	Mitotic Spindle	450	196	0.2365628801459102	3.8438809095061303e-07	9.152097403586024e-07
stomach adenocarcinoma	Xenobiotic Metabolism	450	197	-0.2226853465943042	1.8352751440941452e-06	4.171079872941239e-06
stomach adenocarcinoma	Oxidative Phosphorylation	450	182	-0.20683591853128494	9.717257455320455e-06	2.112447272895751e-05
stomach adenocarcinoma	Epithelial Mesenchymal Transition	450	194	0.19937711626559476	2.0395763688338893e-05	4.249117435070602e-05
stomach adenocarcinoma	Angiogenesis	450	36	0.1800030617435148	0.00012342332268535663	0.00024684664537071325
stomach adenocarcinoma	Myc Targets V1	450	188	0.17043988694594378	0.0002810914670552123	0.000540560513567716
stomach adenocarcinoma	p53 Pathway	450	190	0.16492084734574824	0.00044332403910727296	0.0008209704427912462
stomach adenocarcinoma	mTORC1 Signaling	450	192	0.1636441332220571	0.000491615219666868	0.0008563728688736329
stomach adenocarcinoma	DNA Repair	450	140	0.16351665934152765	0.0004966962639467071	0.0008563728688736329
stomach adenocarcinoma	Glycolysis	450	196	-0.16094071246442374	0.0006104292365400268	0.0010173820609000448
stomach adenocarcinoma	KRAS Signaling Dn	450	188	-0.1566966750453089	0.000851706703175953	0.0013737204889934726
stomach adenocarcinoma	Myc Targets V2	450	58	0.15596172491386792	0.0009015257882264395	0.0014086340441038117
stomach adenocarcinoma	Apical Surface	450	43	0.14297400645599898	0.002364729812258424	0.0035829239579673092
stomach adenocarcinoma	Estrogen Response Early	450	192	-0.14096998009866718	0.002725725142967551	0.004008419327893457
stomach adenocarcinoma	TGF-beta Signaling	450	54	0.13974106868017455	0.002971221845055681	0.00424460263579383
stomach adenocarcinoma	Apical Junction	450	194	0.13299509297988305	0.004713786160297521	0.006546925222635446
stomach adenocarcinoma	Notch Signaling	450	32	0.12582534563956696	0.007531905683569674	0.010178250923742803
stomach adenocarcinoma	Wnt-beta Catenin Signaling	450	42	0.10000938276238402	0.033926968840742956	0.04464074847466178
stomach adenocarcinoma	heme Metabolism	450	190	-0.09408329588458875	0.046077418145432224	0.059073613006964384
stomach adenocarcinoma	Spermatogenesis	450	132	0.08548736866190287	0.07002717125153421	0.08753396406441775
stomach adenocarcinoma	Protein Secretion	450	95	-0.08185475813049282	0.08283229385509243	0.10101499250621028
stomach adenocarcinoma	Hedgehog Signaling	450	35	0.07152463304345537	0.1297755931146605	0.15449475370792917
stomach adenocarcinoma	Unfolded Protein Response	450	106	0.06593882768145358	0.16259305632465093	0.1890616934007569
stomach adenocarcinoma	UV Response Dn	450	137	0.05647929125575929	0.23180233361050256	0.2634117427392075
stomach adenocarcinoma	Myogenesis	450	198	-0.05131383364856124	0.2773821398887833	0.30820237765420366
stomach adenocarcinoma	Androgen Response	450	96	-0.0408396420064626	0.38742822970497603	0.42086451024018867
stomach adenocarcinoma	UV Response Up	450	152	0.04014051098194724	0.39561263962577736	0.42086451024018867
stomach adenocarcinoma	Hypoxia	450	190	0.03499809875604324	0.45894585337561594	0.4780685972662666
stomach adenocarcinoma	Reactive Oxygen Species Pathway	450	45	-0.02699542549181313	0.5678838717694944	0.5794733385403005
stomach adenocarcinoma	Coagulation	450	136	0.006338467515065918	0.893334117919295	0.893334117919295
testicular germ cell tumor	Inflammatory Response	156	197	0.8573564508226516	2.8553863162086312e-46	1.4276931581043157e-44
testicular germ cell tumor	IL-6/JAK/STAT3 Signaling	156	87	0.8556495076733416	6.66133074375882e-46	1.665332685939705e-44
testicular germ cell tumor	Complement	156	195	0.8067266204106145	5.190776216794413e-37	8.651293694657356e-36
testicular germ cell tumor	IL-2/STAT5 Signaling	156	194	0.7976576946784466	1.2167320539923294e-35	1.5209150674904118e-34
testicular germ cell tumor	Interferon Gamma Response	156	196	0.7904095083055428	1.3517931406718845e-34	1.3517931406718845e-33
testicular germ cell tumor	TNF-alpha Signaling via NF-kB	156	197	0.7559355787011426	3.9077904393680615e-30	3.2564920328067177e-29
testicular germ cell tumor	Allograft Rejection	156	195	0.7341688925416067	1.1066563843255652e-27	7.904688459468323e-27
testicular germ cell tumor	KRAS Signaling Up	156	193	0.7330151254129064	1.469772308142315e-27	8.286576052805771e-27
testicular germ cell tumor	Interferon Alpha Response	156	92	0.7329550663020973	1.4915836895050389e-27	8.286576052805771e-27
testicular germ cell tumor	Apoptosis	156	158	0.6583584896714134	9.674363720332254e-21	4.837181860166127e-20
testicular germ cell tumor	PI3K/AKT/mTOR  Signaling	156	104	0.48138325615210753	1.9987987366308856e-10	9.085448802867662e-10
testicular germ cell tumor	Apical Surface	156	43	0.4796067708744922	2.3796896829536136e-10	9.91537367897339e-10
testicular germ cell tumor	Bile Acid Metabolism	156	112	0.4558360070174329	2.236042168430398e-09	8.60016218627076e-09
testicular germ cell tumor	Coagulation	156	136	0.4453225016200154	5.709481431979485e-09	2.039100511421245e-08
testicular germ cell tumor	E2F Targets	156	187	-0.4370691153925178	1.1658869544964815e-08	3.886289848321605e-08
testicular germ cell tumor	Myc Targets V1	156	188	-0.4281361129111283	2.47204043876726e-08	7.725126371147687e-08
testicular germ cell tumor	Androgen Response	156	96	0.4206571731124843	4.5619814221249527e-08	1.3417592418014568e-07
testicular germ cell tumor	G2-M Checkpoint	156	184	-0.4056487174218836	1.4928538692189396e-07	4.146816303385943e-07
testicular germ cell tumor	Pperoxisome	156	101	0.4012644023328223	2.087958848298072e-07	5.494628548152822e-07
testicular germ cell tumor	p53 Pathway	156	190	0.39883042784213935	2.5102202873186847e-07	6.275550718296712e-07
testicular germ cell tumor	Myc Targets V2	156	58	-0.3970665865878522	2.866029658466106e-07	6.823880139205015e-07
testicular germ cell tumor	Spermatogenesis	156	132	-0.3903051951130849	4.7303620441919867e-07	1.075082282770906e-06
testicular germ cell tumor	Xenobiotic Metabolism	156	197	0.38780483949992883	5.677376645672136e-07	1.2342123142765513e-06
testicular germ cell tumor	Apical Junction	156	194	0.38399582747230165	7.475320392272811e-07	1.5573584150568354e-06
testicular germ cell tumor	UV Response Dn	156	137	0.37869165968611207	1.0902364850724798e-06	2.1804729701449596e-06
testicular germ cell tumor	Epithelial Mesenchymal Transition	156	194	0.37332111077744934	1.5868814683605621e-06	3.0516951314626195e-06
testicular germ cell tumor	heme Metabolism	156	190	0.369275023312418	2.096278531276493e-06	3.881997280141653e-06
testicular germ cell tumor	Reactive Oxygen Species Pathway	156	45	0.3663416099002702	2.5590949757826778e-06	4.569812456754782e-06
testicular germ cell tumor	DNA Repair	156	140	-0.324720646109592	3.5374933690554685e-05	6.0991264983714976e-05
testicular germ cell tumor	UV Response Up	156	152	0.3182532281772059	5.1481992439790644e-05	8.58033207329844e-05
testicular germ cell tumor	Estrogen Response Early	156	192	0.3009720092933571	0.00013463898372690988	0.00021715965117243528
testicular germ cell tumor	Hypoxia	156	190	0.29324018902814875	0.00020310464232001633	0.0003173510036250255
testicular germ cell tumor	Notch Signaling	156	32	0.2664380205781479	0.0007737160560166592	0.0011722970545706957
testicular germ cell tumor	Angiogenesis	156	36	0.2475604937491109	0.0018344063422195509	0.0026976563856169864
testicular germ cell tumor	Estrogen Response Late	156	196	0.24486415577436738	0.0020644848867203813	0.002949264123886259
testicular germ cell tumor	Myogenesis	156	198	0.24278737494270675	0.002259236595531853	0.00313365017330438
testicular germ cell tumor	Unfolded Protein Response	156	106	-0.24218362282878408	0.002318901128245241	0.00313365017330438
testicular germ cell tumor	Pancreas Beta Cells	156	40	0.23215375132367116	0.003542894001597015	0.004661702633680283
testicular germ cell tumor	Cholesterol Homeostasis	156	72	0.20656857011901186	0.009674335987417617	0.012402994855663612
testicular germ cell tumor	Oxidative Phosphorylation	156	182	-0.19272968658627174	0.01593168066312358	0.019914600828904474
testicular germ cell tumor	KRAS Signaling Dn	156	188	0.17921006464256925	0.0251894335071923	0.03071882135023451
testicular germ cell tumor	Fatty Acid Metabolism	156	154	0.1637306190829922	0.04111667066025666	0.04894841745268651
testicular germ cell tumor	Mitotic Spindle	156	196	-0.1527271577816061	0.05698811682535811	0.06626525212250943
testicular germ cell tumor	TGF-beta Signaling	156	54	0.13045787169477324	0.10453412626261141	0.1187887798438766
testicular germ cell tumor	Adipogenesis	156	189	0.113663447709061	0.15770826093296905	0.1752314010366323
testicular germ cell tumor	Protein Secretion	156	95	0.10909263327590839	0.17520806661382876	0.18881183632679072
testicular germ cell tumor	Hedgehog Signaling	156	35	0.10852365222613834	0.17748312614718326	0.18881183632679072
testicular germ cell tumor	Wnt-beta Catenin Signaling	156	42	-0.10483159741429722	0.19277712434514624	0.20080950452619398
testicular germ cell tumor	mTORC1 Signaling	156	192	-0.08840701111093549	0.2724346396872232	0.2779945302930849
testicular germ cell tumor	Glycolysis	156	196	-0.045177095351740915	0.5754728200559726	0.5754728200559726
thymoma	Complement	122	195	0.7345061975209916	6.113300559096609e-22	2.2301201269105372e-20
thymoma	IL-6/JAK/STAT3 Signaling	122	87	0.7325367373711672	8.920480507642149e-22	2.2301201269105372e-20
thymoma	Inflammatory Response	122	197	0.6832275354321081	4.328302484760396e-18	7.213837474600659e-17
thymoma	Allograft Rejection	122	195	0.6471229689942205	8.065155422342664e-16	1.008144427792833e-14
thymoma	Interferon Gamma Response	122	196	0.6417763473123147	1.6489647345278526e-15	1.6489647345278525e-14
thymoma	IL-2/STAT5 Signaling	122	194	0.6354912580422376	3.75489955973008e-15	3.129082966441733e-14
thymoma	Apoptosis	122	158	0.6067027734360801	1.2940200307257822e-13	9.243000219469873e-13
thymoma	KRAS Signaling Up	122	193	0.5991157256105822	3.102592764240213e-13	1.939120477650133e-12
thymoma	TNF-alpha Signaling via NF-kB	122	197	0.5632622983864306	1.4405626894868187e-11	8.003126052704548e-11
thymoma	Interferon Alpha Response	122	92	0.5594753834003587	2.104220979788991e-11	1.0521104898944955e-10
thymoma	Hypoxia	122	190	0.483307503444903	1.7140690963415438e-08	7.791223165188836e-08
thymoma	Xenobiotic Metabolism	122	197	0.45913204965947507	1.0428243233642424e-07	4.3451013473510104e-07
thymoma	Coagulation	122	136	0.44704432276676104	2.4443857429195754e-07	9.401483626613752e-07
thymoma	Apical Surface	122	43	0.4250432058581526	1.0615074677682949e-06	3.7910980991724817e-06
thymoma	UV Response Up	122	152	0.39485362879641533	6.773792633558684e-06	2.257930877852895e-05
thymoma	Estrogen Response Late	122	196	0.39088166386338025	8.531048003173427e-06	2.665952500991696e-05
thymoma	Bile Acid Metabolism	122	112	0.38907742688048746	9.464081960247958e-06	2.7835535177199876e-05
thymoma	Apical Junction	122	194	0.38454370317988507	1.2251349168156789e-05	3.403152546710219e-05
thymoma	Estrogen Response Early	122	192	0.37496075949785374	2.0880647897291884e-05	5.494907341392601e-05
thymoma	Angiogenesis	122	36	0.35188899646752875	7.049105171667765e-05	0.00017622762929169413
thymoma	Cholesterol Homeostasis	122	72	0.34539242154377914	9.766473675943039e-05	0.0002325350875224533
thymoma	KRAS Signaling Dn	122	188	0.3405282515093136	0.00012409453868543528	0.0002820330424668984
thymoma	Epithelial Mesenchymal Transition	122	194	0.3362853205825108	0.00015243915747876108	0.0003259676440192382
thymoma	Pancreas Beta Cells	122	40	0.33574338859497527	0.00015646446912923433	0.0003259676440192382
thymoma	Myogenesis	122	198	0.32504353630448646	0.0002592206376305347	0.0005184412752610694
thymoma	Pperoxisome	122	101	0.32298155118118044	0.00028510591245904204	0.0005482806008827732
thymoma	p53 Pathway	122	190	0.31977622174270787	0.00033012845737964437	0.0006113489951474896
thymoma	Glycolysis	122	196	0.31795215797978327	0.0003585963587122877	0.0006403506405576566
thymoma	Hedgehog Signaling	122	35	0.3166039369376216	0.00038107638046819275	0.0006570282421865393
thymoma	TGF-beta Signaling	122	54	0.3075232716830623	0.0005697335906399906	0.0009495559843999843
thymoma	Androgen Response	122	96	0.24953654901675693	0.005574075163784983	0.008990443812556426
thymoma	Protein Secretion	122	95	0.2477389209605414	0.005937353013248807	0.009277114083201261
thymoma	heme Metabolism	122	190	0.24452037366871435	0.006640703926350037	0.010061672615681874
thymoma	UV Response Dn	122	137	0.23208898258878266	0.010101325999793636	0.01485489117616711
thymoma	mTORC1 Signaling	122	192	0.21322710585187413	0.018368178000384056	0.025816293001195152
thymoma	Unfolded Protein Response	122	106	0.21283717917791561	0.01858773096086051	0.025816293001195152
thymoma	PI3K/AKT/mTOR  Signaling	122	104	0.19694931944577543	0.029680723470321538	0.04010908577070478
thymoma	DNA Repair	122	140	-0.18827179871852914	0.037826296119369884	0.04977144226232879
thymoma	Adipogenesis	122	189	0.17512664355745305	0.05368596585038779	0.06882816134665101
thymoma	Reactive Oxygen Species Pathway	122	45	0.15588144907326326	0.08642969234901948	0.10803711543627434
thymoma	Oxidative Phosphorylation	122	182	-0.14649016426487257	0.10738077080407053	0.1309521595171592
thymoma	Fatty Acid Metabolism	122	154	0.13011985288529218	0.15314624830795232	0.1823169622713718
thymoma	Wnt-beta Catenin Signaling	122	42	0.12636598253260678	0.16545522211940025	0.19238979316209331
thymoma	Mitotic Spindle	122	196	0.12101275192402378	0.1842591473336129	0.20938539469728737
thymoma	E2F Targets	122	187	-0.11251367221706358	0.21724659936684784	0.2413851104076087
thymoma	Myc Targets V1	122	188	-0.10844918231054684	0.23442411313233394	0.2548088186221021
thymoma	G2-M Checkpoint	122	184	-0.09049272852842334	0.3215533709711615	0.3420780542246398
thymoma	Notch Signaling	122	32	0.08527828538006285	0.3503371938477059	0.36493457692469367
thymoma	Spermatogenesis	122	132	0.05303333212169677	0.5618130984671695	0.573278671905275
thymoma	Myc Targets V2	122	58	-0.03711903668284752	0.6848069548703706	0.6848069548703706
thyroid carcinoma	Allograft Rejection	572	195	0.8673613913250448	7.020812057775858e-175	3.510406028887929e-173
thyroid carcinoma	Interferon Gamma Response	572	196	0.8612646557007969	1.0163819317879937e-169	2.5409548294699844e-168
thyroid carcinoma	IL-6/JAK/STAT3 Signaling	572	87	0.8534303283021889	1.941644627041352e-163	3.2360743784022533e-162
thyroid carcinoma	Inflammatory Response	572	197	0.8520218652254853	2.3906606845654935e-162	2.9883258557068667e-161
thyroid carcinoma	Complement	572	195	0.838498029235323	2.007583455885056e-152	2.007583455885056e-151
thyroid carcinoma	IL-2/STAT5 Signaling	572	194	0.8172929847497292	1.4041292771518177e-138	1.170107730959848e-137
thyroid carcinoma	Interferon Alpha Response	572	92	0.8110485804345204	7.660287732537501e-135	5.471634094669643e-134
thyroid carcinoma	Apoptosis	572	158	0.785308318184415	8.588327904011447e-121	5.367704940007155e-120
thyroid carcinoma	KRAS Signaling Up	572	193	0.7332425691325757	1.4998153343569582e-97	8.332307413094212e-97
thyroid carcinoma	TNF-alpha Signaling via NF-kB	572	197	0.7035821936565558	1.2791745044243997e-86	6.395872522121999e-86
thyroid carcinoma	Apical Junction	572	194	0.6630378085068579	1.0448428104671877e-73	4.749285502123581e-73
thyroid carcinoma	p53 Pathway	572	190	0.6613200298569037	3.323770892228576e-73	1.3849045384285734e-72
thyroid carcinoma	Estrogen Response Late	572	196	0.6508955692531856	3.174230150574867e-70	1.2208577502211027e-69
thyroid carcinoma	E2F Targets	572	187	0.6417329930776533	1.060577466170326e-67	3.787776664894021e-67
thyroid carcinoma	Coagulation	572	136	0.63986273672596	3.389774212232636e-67	1.1299247374108786e-66
thyroid carcinoma	G2-M Checkpoint	572	184	0.6388468171690406	6.350627697218447e-67	1.9845711553807649e-66
thyroid carcinoma	Epithelial Mesenchymal Transition	572	194	0.5985785333581521	6.850055776793797e-57	2.0147222872922933e-56
thyroid carcinoma	Mitotic Spindle	572	196	0.5761800847578531	6.700237382334121e-52	1.8611770506483672e-51
thyroid carcinoma	Estrogen Response Early	572	192	0.5422932300092789	4.81666340069502e-45	1.2675430001829e-44
thyroid carcinoma	PI3K/AKT/mTOR  Signaling	572	104	0.5091454881572339	4.728654596076654e-39	1.1821636490191634e-38
thyroid carcinoma	Cholesterol Homeostasis	572	72	0.4491265970804944	9.628448433048563e-30	2.2924877221544197e-29
thyroid carcinoma	Angiogenesis	572	36	0.44343215123787466	5.950668372140333e-29	1.352424630031894e-28
thyroid carcinoma	Hypoxia	572	190	0.432591230300769	1.7366857376129134e-27	3.775403777419377e-27
thyroid carcinoma	UV Response Up	572	152	0.4304849477000842	3.29837672251345e-27	6.871618171903021e-27
thyroid carcinoma	Notch Signaling	572	32	0.41689493972161473	1.8591697408829543e-25	3.7183394817659085e-25
thyroid carcinoma	Adipogenesis	572	189	-0.40239917059311714	1.1243952544663799e-23	2.1622985662814995e-23
thyroid carcinoma	Oxidative Phosphorylation	572	182	-0.38220639081625135	2.459412779937528e-21	4.5544681109954216e-21
thyroid carcinoma	Apical Surface	572	43	0.3688671567198263	7.073621311919186e-20	1.2631466628427116e-19
thyroid carcinoma	Glycolysis	572	196	0.36377133653887034	2.4505015694095825e-19	4.2250027058785906e-19
thyroid carcinoma	Pancreas Beta Cells	572	40	-0.362641796087299	3.217831330901344e-19	5.363052218168907e-19
thyroid carcinoma	Androgen Response	572	96	0.35831849539774463	9.03766968559584e-19	1.457688658967071e-18
thyroid carcinoma	Fatty Acid Metabolism	572	154	-0.35787234743782	1.0045005686851398e-18	1.5695321385705308e-18
thyroid carcinoma	mTORC1 Signaling	572	192	0.35134030015793427	4.630403970889348e-18	7.015763592256587e-18
thyroid carcinoma	Myc Targets V1	572	188	0.31635609326993047	9.225884710313454e-15	1.3567477515166842e-14
thyroid carcinoma	KRAS Signaling Dn	572	188	0.31240789542107156	2.0476294656057645e-14	2.925184950865378e-14
thyroid carcinoma	Hedgehog Signaling	572	35	0.30371121620972624	1.137243893886041e-13	1.579505408175057e-13
thyroid carcinoma	TGF-beta Signaling	572	54	0.27299407664524433	3.108332334987487e-11	4.200449101334442e-11
thyroid carcinoma	Myc Targets V2	572	58	0.25649852847476196	4.797676415167847e-10	6.31273212522085e-10
thyroid carcinoma	Wnt-beta Catenin Signaling	572	42	0.21540020940356533	1.976491848089158e-07	2.533963907806613e-07
thyroid carcinoma	Bile Acid Metabolism	572	112	-0.2138257392747999	2.435340741054798e-07	3.0441759263184975e-07
thyroid carcinoma	Myogenesis	572	198	0.1827041939639477	1.0967928629167597e-05	1.3375522718497069e-05
thyroid carcinoma	Spermatogenesis	572	132	0.16692384187639137	6.02871096307444e-05	7.177036860802905e-05
thyroid carcinoma	Pperoxisome	572	101	0.16085551147580657	0.00011160114487117227	0.00012976877310601426
thyroid carcinoma	UV Response Dn	572	137	0.14812689350791883	0.0003786154945419914	0.00043024488016135383
thyroid carcinoma	Xenobiotic Metabolism	572	197	0.14676228860951174	0.00042919239114473564	0.0004768804346052619
