ModelID	lineage_silenced_score	DM1_like_score	is_thyroid_model	cancer_type	OncotreePrimaryDisease	OncotreeSubtype	strict_thyroid_model	GLS_gene_effect	GLS_expression	common_essential_dependency_proxy	nonessential_dependency_proxy	proliferation_expression_proxy
ACH-000013	-0.9637288114985472	-0.420323843035518	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.1212443204825973	5.436432	-1.1639126033158431	-0.0190809745117638	0.005566650421248685
ACH-000014	0.6089338597596092	0.2655824097347701	False	Skin	Melanoma	Melanoma	False	-0.0049259215345356	6.288615	-1.082538716929658	-0.007110466613742444	-0.5164490699837123
ACH-000015	0.6300773657702313	0.2748040077565313	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False	-0.0498937805557026	5.5230756	-1.1454279491107893	-0.02671930433030673	0.4914282925799053
ACH-000016	-0.7075424032976371	-0.3085898631609994	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False		9.131463			-0.8728695672684048
ACH-000017	-2.832298475020761	-1.2352879414212246	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.358913225203414	4.9370146	-1.1038820052227658	-0.025418652787713113	0.0668070209739781
ACH-000018	0.4628885053311986	0.2018857101047347	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.5360000342916544	8.149838	-1.0884283992866353	-0.008281346306028302	0.9386837858605084
ACH-000019	0.4442191801695875	0.1937432094290455	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	0.0969907329167886	5.258982	-1.1148425654639427	-0.013254293731633312	0.034429076594688274
ACH-000020	0.6501949565716943	0.2835781597559287	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False		6.7668204			1.0060964239984487
ACH-000021	0.4745721110310911	0.2069814361945818	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.0613003662328748	7.0789084	-1.1025603043875756	-0.0244995057434409	-0.043503063138709094
ACH-000022	0.7850631539208489	0.3424000174577048	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.0338180530270882	5.4333167	-1.1185105699676616	-0.024053379579445068	0.14691309989190482
ACH-000023	0.8374200640339077	0.3652351318650105	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.0341356868478537	5.908945	-1.1404619637121436	-0.016561985300546173	1.1109349619749351
ACH-000024	0.1587206180442374	0.0692249306540806	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-0.666890237809643	7.037382	-1.1288555864279135	-0.01218750519097614	-0.11484636667161882
ACH-000025	0.6453346660181422	0.2814583767014388	False	CNS/Brain	Meningothelial Tumor	Meningioma	False	-0.3355805963509599	6.54409	-1.1459740141487653	-0.011960651932702264	0.39612141817758223
ACH-000026	0.3283788635363104	0.1432202339977733	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.0593071905854613	8.72361	-1.0591070604984922	-0.0013251937082044436	0.45922003395655786
ACH-000027	-2.02517520289784	-0.8832665516958433	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False		7.567439			-0.06702997532558554
ACH-000028	0.1582301191441663	0.0690110028559047	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.1813601084741193	5.157666	-1.108889656216293	-0.012201620357436497	0.09633659114199672
ACH-000029	-0.4597334881779114	-0.200509670581074	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2660827870110116	6.2138257	-1.1399499165458848	-0.008098479088197396	0.04906397087250306
ACH-000030	0.5654169317855073	0.2466027941157947	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.0074702338508657	5.525032	-1.1780753237236878	-0.015453490047018714	-0.20034127471136415
ACH-000031	-2.729077866933998	-1.190268967043953	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False		6.908921			-0.7325642333169144
ACH-000032	0.3536526668608052	0.1542432334294879	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False		6.705453			1.1236029729256651
ACH-000033	-0.6374559866068146	-0.2780221436359724	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		7.758483			0.10909725223766796
ACH-000034	0.7166447735656554	0.3125598007680701	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		5.897192			-0.5930337927793466
ACH-000035	0.2497328450578106	0.1089193016899347	False	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	False	-0.3099044311410072	8.396035	-1.0754481227527306	-0.008494291596037465	0.3920601718437545
ACH-000036	0.7154315494989751	0.3120306612465721	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.4440613578336909	6.8313704	-1.0683096900769464	0.0027063644241483993	-0.39933135750456933
ACH-000037	0.2812171944187628	0.1226509890287108	True	Soft Tissue	Sarcoma, NOS	Sarcoma, NOS	False	-0.2396811036447112	7.9122305	-1.098650827556375	-0.013427007706204601	0.24368226104193053
ACH-000038	-1.1867694994683038	-0.5176015398338101	False	Lymphoid	Non-Cancerous	Transformed cell line, B lymphoblast	False		7.627293			-0.6966560780696408
ACH-000039	-1.2588912251702422	-0.5490569457028687	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.1307533891490236	6.275888	-1.0869816442210722	-0.02445780037233822	1.0309645952704023
ACH-000040	0.3715079297381368	0.1620306863119431	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	False	0.0299781422030382	7.1501637	-1.0820211585881618	-0.012349763031171546	0.603873807119782
ACH-000041	-1.6268016281039757	-0.7095185948813273	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.0055339001326891	5.646785	-1.0526790095079577	-0.02442642716655472	0.8258525916019672
ACH-000042	0.3942255945463035	0.1719388431118976	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.0694705533332567	6.77692	-1.0710883946218568	-0.019505535959623573	-0.5439329969460095
ACH-000043	0.8319462282589043	0.3628477551863812	False	Fibroblast	Non-Cancerous	Fibroblast, Skin	False		7.3793006			-1.243132635268238
ACH-000044	-0.5178462593718883	-0.2258551651084346	False	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	False		5.8985276			-0.17108676427909814
ACH-000045	0.3967134529338769	0.1730239058244743	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.3626749007298951	4.5133452	-1.1115352756298778	-0.02521479112711093	0.4988344966557996
ACH-000046	0.7951082752535824	0.3467811296045621	False	Kidney	Renal Cell Carcinoma	Papillary Renal Cell Carcinoma	False		10.960979			0.21102058779613925
ACH-000048	0.437173187985967	0.1906701473006938	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer	False	-0.1502962813616999	6.4477873	-1.148111363829485	-0.02113444633608955	0.6425225547291666
ACH-000049	0.3605112673138422	0.1572345659141762	False	Kidney	Non-Cancerous	Immortalized Embyonic Kidney Cells	False		9.456952			0.5332196600856495
ACH-000050	-2.6767842105222166	-1.1674614403132737	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		7.0559654			-0.49116733419794417
ACH-000051	0.361443222131584	0.1576410317434168	False	Soft Tissue	Rhabdomyosarcoma	Rhabdomyosarcoma	False		6.0429726			0.14233142369442164
ACH-000052	-1.2073975679622515	-0.526598333247399	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	0.0462249632529004	5.901002	-1.09798099142408	-0.008645351685653755	0.9525368166710704
ACH-000053	-0.6077436442601017	-0.2650633052451829	False	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive	False	-0.781785393525297	6.9649878	-1.171519982665202	-0.01998387913492316	0.4318750587666565
ACH-000054	0.0152239625322486	0.0066398289243146	False	Soft Tissue	Fibrosarcoma	Fibrosarcoma	False	-0.1800732555800691	6.936826	-1.1116987881906955	-0.013201658418122656	0.5422067871354495
ACH-000055	-0.5622047746586432	-0.2452018333767482	False	CNS/Brain	Embryonal Tumor	Medulloblastoma, NOS	False	0.8210372782259714	5.0503626	-1.114201399020824	-0.00586164519097478	0.7333550686855113
ACH-000056	0.3810079512656515	0.1661740568428668	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False		6.2948117			0.3522250965070416
ACH-000057	0.2030655585399985	0.0885656783685508	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		7.0894346			0.36015768849101515
ACH-000058	-13.798929418415597	-6.01831031066259	True	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	True		8.262236			-0.15821611418227993
ACH-000059	0.2469246534519114	0.1076945277974366	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False		6.838775			0.9872255074009
ACH-000060	0.223196195106821	0.0973455201908174	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.1033019094885032	5.804557	-1.0780345985295194	-0.012778713356019936	0.8376320310453719
ACH-000061	-1.2801454332407434	-0.5583268256839167	False	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	False		6.2251344			0.904849179924265
ACH-000062	-0.2081166524245004	-0.0907686790132714	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		5.94886			-0.16093507910239718
ACH-000063	0.5081006848933728	0.221604698308517	False	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid	False		8.071768			-1.3219970038091569
ACH-000064	-0.4673092000619206	-0.2038137663960214	False	Lung	Non-Cancerous	Immortalized Lung Cells	False		6.636178			-0.5394611272703952
ACH-000065	0.2762361751832414	0.1204785509711075	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		6.2964225			0.17414262282656612
ACH-000066	0.0348925810512814	0.015218164680682	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		8.048127			0.25122647281052446
ACH-000067	0.3337087069328645	0.1455448093684459	False	CNS/Brain	Adult-Type Diffuse Glioma	Adult-Type Diffuse Glioma	False	-0.1071278262772076	7.009504	-1.1090948215785148	-0.011481870559290902	0.3110755121175363
ACH-000068	-1.3834191920529213	-0.6033689813928033	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False		6.3567777			-0.10226475175640205
ACH-000069	0.1992205531138531	0.0868887050977229	False	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	False		7.3385224			0.876386316763669
ACH-000070	0.6178635821883648	0.2694770481472698	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.1391826534559512	6.512723	-1.1486949801449708	-0.03133657221479216	0.5530426182617605
ACH-000071	0.490843204228335	0.2140779641197148	False	Fibroblast	Non-Cancerous	Fibroblast, Bone	False		8.851478			0.12782248530865625
ACH-000072	0.1804747134694403	0.0787128331446833	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False		6.531679			-0.43432705459383086
ACH-000073	-0.2648212011278338	-0.1154999867672844	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False		7.173727			0.17224728579926465
ACH-000074	-0.3285510355746058	-0.1432953256749508	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	-0.3912259278275434	6.327973	-1.1145659165330886	-0.0085825233313379	0.18711286335646557
ACH-000075	0.4098025030267004	0.1787326070390258	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.0001431766237943	6.1521673	-1.0877373028380222	9.508443392921577e-05	0.28646138840393115
ACH-000076	0.0189517389591665	0.0082656735551324	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	-0.7908309525868473	6.9524035	-1.1554640951838056	-0.024030995009311815	0.2358853261101203
ACH-000077	0.2011680637910805	0.0877380987886016	False	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	False	0.1264060364089781	7.4734297	-1.1321500665435915	-0.02880059116509771	0.8871830708011204
ACH-000078	0.820190490100492	0.3577205690096187	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.0662548506983357	7.044722	-1.0481954181659565	-0.01757163420403455	-0.4857993436818789
ACH-000079	0.7078618635167322	0.3087291935881744	False	Fibroblast	Non-Cancerous	Fibroblast, Soft Tissue	False		8.280066			-0.8309578806606517
ACH-000080	0.4957207100628432	0.216205255503274	False	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	False		6.6641555			0.40729820567687985
ACH-000081	0.5800699773874782	0.2529936214586218	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False		6.8899603			0.16487344662203376
ACH-000082	-1.1285988657196446	-0.4922308089421718	False	Bone	Osteosarcoma	Osteosarcoma	False	-0.1594702444678605	7.3676157	-1.1075341761851694	-0.011487019067539921	1.0202542942211696
ACH-000083	0.7090595533118399	0.3092515579415461	False	Fibroblast	Non-Cancerous	Fibroblast, Breast	False		8.2778635			-0.4942681150831469
ACH-000084	-1.2097604125741102	-0.5276288720420292	False	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	False		7.203749			-0.5474662539589331
ACH-000085	-0.3084151836825288	-0.1345132092236314	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.1558830528297749	5.4879203	-1.0757900359690185	-0.021870025901192823	0.23401143603385577
ACH-000086	0.6993769443181727	0.3050285531145968	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type	False	-0.077680964867611	6.84633	-1.0900281891202728	0.0015801284818767185	0.11375178408030563
ACH-000087	-1.38425335802718	-0.6037327972752866	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.3202287167198819	5.457138	-1.166466288911239	-0.014699458455429134	1.1327794667410767
ACH-000088	-0.3970120872287771	-0.1731541531648019	False	Fibroblast	Non-Cancerous	Fibroblast, Urinary Tract	False		7.543233			-0.9434160622369218
ACH-000089	-0.5838930042809093	-0.2546610089401441	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		6.2394342			0.5213018903625596
ACH-000090	0.634320854982381	0.2766547770520523	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False	-0.2590333838111069	6.507804	-1.090192505156982	-0.011400351627550522	-0.2543166832335284
ACH-000091	-0.481265594647256	-0.2099007540807692	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	False		9.901771			-1.1085078550145253
ACH-000092	0.3153229788692172	0.1375259976607191	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type	False	-0.0064985384923467	9.129736	-1.0631575999145724	-0.015081363110170769	0.545886034266651
ACH-000093	-0.8096538761226871	-0.3531250956493835	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.1532159133011259	6.6199117	-1.0201457622741041	0.0014035539572420767	-0.0227116972164514
ACH-000094	0.0821984627296935	0.0358503069887816	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.343043073394921	6.2608576	-1.0545602086510726	0.00030023641110582256	-0.19294117995368623
ACH-000095	0.033939866440498	0.0148026446072519	False	CNS/Brain	Embryonal Tumor	Medulloblastoma, Group 3	False	-0.0457843824833004	5.948935	-1.1078115152992754	-0.02066325491379779	0.6208493714914852
ACH-000096	-0.5888986713409634	-0.2568441969807368	False	Kidney	Rhabdoid Cancer	Rhabdoid Cancer	False	-0.0323974204267059	6.1030507	-1.0739584007234484	0.001228248191981878	1.040565170601265
ACH-000097	-1.7178222428854957	-0.7492166241857896	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.1467554647570737	5.215038	-1.0866049983224773	-0.019216121649389663	-0.12722980381335094
ACH-000098	0.6267911676038118	0.2733707545157799	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.1471588523604536	6.3184924	-1.1263755041389631	-0.009133082447672192	0.7581163374549978
ACH-000099	0.5118980805280776	0.2232609068888369	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.1715856551419499	6.134192	-1.1011913881848763	-0.015238604836981784	0.17989755086063042
ACH-000100	0.6944725055920389	0.3028895151313956	False	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	False	-0.4695485829517338	5.673005	-1.077898777361241	0.0024690995211785792	0.8993974917635423
ACH-000101	-1.1765314152115425	-0.5131362682047177	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	-0.2365288596815709	6.984384	-1.0860977685204662	-0.0004407164400599595	1.2866524158618355
ACH-000102	0.3549318327870845	0.1548011330497948	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False		7.6768036			0.7598078873189603
ACH-000103	-0.7979276263127383	-0.3480107706175852	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	0.0772378683133756	6.533188	-1.0444854753111612	-0.023451173690901106	-0.6241830240300491
ACH-000104	-0.1648335523432637	-0.0718910458579989	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		7.257067			1.2554003340261657
ACH-000105	-0.5696924439282828	-0.248467529997253	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		6.289119			1.3561585539176244
ACH-000106	0.6310027508650526	0.275207608245281	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False	-0.2428838250348418	7.4197326	-1.0704060451012176	0.023128239854745367	-0.6227009119140772
ACH-000107	0.0966486672948038	0.0421526665768613	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False		6.2863584			0.7983007836203329
ACH-000108	0.5733341245100717	0.2500558245039464	False	Pancreas	Adenosquamous Carcinoma of the Pancreas	Adenosquamous Carcinoma of the Pancreas	False	-0.1825554002561103	6.8793507	-1.10210855167141	-0.016231792353314633	-0.22646863492836364
ACH-000109	0.4212872831123041	0.183741616673689	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		8.616971			0.3032848153938436
ACH-000110	-0.0533444064853791	-0.0232658043122302	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False		5.484402			-1.0148653720963228
ACH-000111	0.0063482373478071	0.0027687410469577	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.2365041413975712	6.749132	-1.1015447298001204	-0.019943849457802185	0.44965751636947154
ACH-000112	0.3036054873245414	0.1324154924874474	False	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	False		5.76712			0.6046532989816024
ACH-000113	0.6443224002993799	0.281016883812561	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.749242987000048	5.873247	-1.221085141738283	-0.01940249021012884	0.43571263228146945
ACH-000114	-0.6930164904552187	-0.3022544839166761	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.1755696569724843	6.620173	-1.1024470561097692	-0.01272557205347563	-1.6781471440233782
ACH-000115	-0.0943863066349963	-0.0411659531824739	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False	-0.2545461901801314	5.8879786	-1.0439622418356584	-0.019814844652383545	0.5828700193164447
ACH-000116	-0.6458300109549505	-0.2816744180659631	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.1090317858695965	5.065275	-1.1512055251720803	-0.021732515471419293	0.3856927926364286
ACH-000117	-0.940671490625307	-0.4102675475259197	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False		4.4926414			0.13732828240806264
ACH-000118	0.2630072746167013	0.1147088549125071	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.0584782974735617	6.1656485	-1.1873588132177855	-0.02366321498302529	-0.23115110938899802
ACH-000119	0.343746339662403	0.1499226554113574	False	Fibroblast	Non-Cancerous	Fibroblast, Bone	False		7.7701817			-0.7539367073792815
ACH-000120	0.4784506934700777	0.2086730538538588	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.0428093610888168	7.0800076	-1.1261289652924467	-0.0018990085126704293	0.5089639299998608
ACH-000121	0.3876521912484437	0.1690718974493698	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		6.057942			0.341439326333992
ACH-000122	0.4828287313376359	0.2105825056410121	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		7.6333947			0.907318558988606
ACH-000123	-1.6455266541195674	-0.717685389110064	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	False	0.1056066572365276	6.3713098	-1.1569680621980056	-0.006121805904975928	0.4970526150632098
ACH-000124	-0.0538818079453131	-0.0235001883466155	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-1.263105925732579	6.475714	-1.1188338425905004	0.004859363068973965	0.2325590734051382
ACH-000125	0.272627639619423	0.1189047124412041	False	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid	False		8.369828			0.037657038923782575
ACH-000126	0.4174246512091704	0.1820569557334062	False	CNS/Brain	Diffuse Glioma	Glioma, NOS	False		7.231989			-0.5820188981155264
ACH-000127	0.5058513091173025	0.2206236481838883	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.346556989016658	7.112179	-1.1386394488837759	-0.013115644971001686	0.3393197980472113
ACH-000128	-0.5734670544942316	-0.2501138010229942	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	False	-0.0141531790896309	7.226046	-1.093607706126813	-0.019397442004650836	0.8351292231574221
ACH-000129	-1.2063890613013053	-0.5261584798463196	False	Cervix	Small Cell Neuroendocrine Carcinoma of the Cervix	Small Cell Neuroendocrine Carcinoma of the Cervix	False		6.327497			1.1102771740325699
ACH-000130	0.6510504606614922	0.2839512821140715	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False		6.2917233			0.9428047965193461
ACH-000131	0.7442163545149295	0.3245849604653749	False	Fibroblast	Non-Cancerous	Fibroblast, Lung	False		7.253403			0.3975357770628608
ACH-000132	0.3270569376656886	0.1426436849151701	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.147725845695864	7.788842	-1.1349544942152239	-0.006463174552517552	-0.18990936069976494
ACH-000133	-0.7325521093212346	-0.3194976783301663	False	Fibroblast	Non-Cancerous	Fibroblast	False	-0.1698112022472808	7.553353	-1.1122944230498586	-0.005880617460045108	0.4896728063728513
ACH-000134	0.7222378565753158	0.3149991863265257	False	Fibroblast	Non-Cancerous	Fibroblast, Breast	False		7.8130627			-0.14510584466721851
ACH-000135	0.6303261138186897	0.2749124975458041	False	Fibroblast	Non-Cancerous	Fibroblast, Skin	False		8.046998			-1.0204426162531408
ACH-000136	0.1167395577893295	0.0509151734168651	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False		6.2938247			0.40576749392310696
ACH-000137	0.0874002097697732	0.0381190139946302	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.1758819670525362	6.703696	-1.1662581530822316	-0.0035875056926326777	-0.09492504461343078
ACH-000138	-1.1349186991902167	-0.4949871618290019	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.2237506991227032	6.521712	-1.1064395573736083	-0.028008760903031973	-0.41987977673601773
ACH-000139	0.4352257786490592	0.1898207978087143	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.2191385623768142	5.2175097	-1.0446583439493937	-0.007756724679028987	0.022020112710058645
ACH-000140	-0.3403589441012871	-0.1484452656071492	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False		6.9935274			0.8739117948963732
ACH-000141	0.1218648835971816	0.0531505498159745	False	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS	False	-0.1348583352700917	6.4405584	-1.0869711064658742	-0.033145013079493815	0.18564590532065917
ACH-000142	-0.7663241956550291	-0.3342271467716825	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.0917070696439239	6.099922	-1.0736907270713494	-0.008832354395974495	0.6759356901538528
