gene	control_class	spearman_lineage_dependency	p_value	n
EIF5	common_essential	-0.0033848092656597194	0.9091115415491896	1140
EIF5B	common_essential	-0.025639560640182902	0.38710263597866257	1140
EIF6	common_essential	-0.023186714962805735	0.434144112807799	1140
ELAC2	common_essential	-0.016878898798783317	0.5691440393207583	1140
ELL	common_essential	0.06446479989110812	0.029520997768227208	1140
ELOA2	nonessential	-0.04755019777153122	0.1085761659385305	1140
ELP2	common_essential	-0.12306642279657033	3.093262953442536e-05	1140
ELP4	common_essential	-0.04849491833128609	0.10172588114721484	1140
ENTHD1	nonessential	-0.00450291934180021	0.8792894427082023	1140
EVX1	nonessential	0.019395156748958316	0.512983612233569	1140
F13B	nonessential	-0.012523158459283455	0.6727453431085398	1140
FABP2	nonessential	0.0008144779557710534	0.9780850453954284	1140
FCRL4	nonessential	-0.04552153152018836	0.12451533271769602	1140
FEZF1	nonessential	-0.08872701259550468	0.002714034350831841	1140
FEZF2	nonessential	-0.023407884399645383	0.42977175701101855	1140
FFAR1	nonessential	0.0183514825889006	0.535923116000546	1140
FGF3	nonessential	-0.030631165135512856	0.3014471320897203	1140
FGF4	nonessential	0.047985408940514895	0.10537642169922347	1140
FGF6	nonessential	-0.08906739289337874	0.002612941512603413	1140
FIGLA	nonessential	0.08576835097433497	0.0037550576063599345	1140
FLG2	nonessential	0.06486916753795433	0.028514126495307178	1140
FNDC7	nonessential	0.014794628351150097	0.6177769504029825	1140
FNDC9	nonessential	0.031115719460184908	0.29386101767935346	1140
FOXB1	nonessential	0.008747248797108712	0.7679764985233147	1140
FOXB2	nonessential	0.05217703387939787	0.07824410099491946	1140
FOXE3	nonessential	-0.0009629448047152684	0.9740915793675041	1140
FOXN1	nonessential	-0.024131621814842404	0.4156437961494165	1140
FOXR1	nonessential	-0.04350187209568814	0.14213795950976543	1140
FSCB	nonessential	0.018107156211464585	0.5413668668277309	1140
FUT5	nonessential	-0.024875916178354777	0.4014042020593132	1140
FUT9	nonessential	0.04285762478717626	0.1481444039414507	1140
G6PC1	nonessential	0.05719269437807558	0.053543742996338704	1140
GABRA1	nonessential	-0.039452080380583794	0.18315201219625932	1140
GABRA6	nonessential	-0.00329223010126079	0.9115871356321019	1140
GALNTL5	nonessential	-0.0597471179470299	0.04370764578817146	1140
GALR1	nonessential	0.026248817398370778	0.3759180893511134	1140
GALR3	nonessential	-0.02811782306453153	0.34286835344426647	1140
GARIN3	nonessential	0.02026262270940984	0.49431336677591947	1140
GARIN4	nonessential	-0.018040333979943046	0.5428604975037313	1140
GARIN6	nonessential	-0.0012817637958850547	0.9655182966616421	1140
GBP7	nonessential	-0.014077621757091794	0.6349171993619545	1140
GCG	nonessential	0.06424560677238862	0.030079442228142093	1140
GCM2	nonessential	-0.005999996517144297	0.8396331258859534	1140
GDF2	nonessential	0.006413597781437117	0.8287440520404269	1140
GFRA4	nonessential	0.006690347115573829	0.8214761157367564	1140
GFRAL	nonessential	-0.04442519334202725	0.1338576132518159	1140
GH2	nonessential	-0.018634533461961405	0.5296511647710402	1140
GHRH	nonessential	0.07829419933217457	0.008176895543398942	1140
GHSR	nonessential	-0.002383941832097926	0.9359167790041425	1140
GJA10	nonessential	0.05146457929674745	0.08240677018964399	1140
GJA8	nonessential	0.0665860696058432	0.024561304690478826	1140
GK2	nonessential	0.013197965801677855	0.6562148686346246	1140
GKN2	nonessential	0.051687903244324644	0.08108308354693931	1140
GLRA1	nonessential	0.027033715379654967	0.36180630227933336	1140
GLT6D1	nonessential	0.03658633001005452	0.2170707400779023	1140
GML	nonessential	0.0020158849808773	0.9457939844113004	1140
GOT1L1	nonessential	0.022412759628162228	0.44964521196589224	1140
GPR139	nonessential	0.026529592265727635	0.3708314748278814	1140
GPR148	nonessential	-0.06584882195038219	0.026196496787548314	1140
GPR151	nonessential	0.054678064460450385	0.06496493903199255	1140
GPR152	nonessential	-0.05212268513109368	0.07855550248194462	1140
GPR26	nonessential	-0.03625244564305079	0.22129847187901588	1140
GPR31	nonessential	-0.0075539495360937466	0.7988972529781679	1140
GPR32	nonessential	0.005472360077385814	0.8535688086863046	1140
GPR45	nonessential	0.016051485678922582	0.5882313171037276	1140
GPR52	nonessential	-0.021746367837107327	0.4632394264342037	1140
GPR78	nonessential	0.004645424837726261	0.8754999100450956	1140
GPRC6A	nonessential	0.004859401772554863	0.8698151726246179	1140
GPX5	nonessential	-0.04653378708193431	0.11634800324602251	1140
GPX6	nonessential	-0.0038715343003981675	0.8961114186920837	1140
GRM4	nonessential	-0.0016518860615345277	0.9555704876576006	1140
GRM5	nonessential	-0.019215214604051345	0.5169018989735282	1140
GRM6	nonessential	-0.04633395216119499	0.11792615202307549	1140
GSC2	nonessential	-0.003813103321222851	0.8976706732611879	1140
GSTA5	nonessential	0.02636525007450679	0.3738035554815346	1140
GSX1	nonessential	0.034548754127842106	0.2437889696405888	1140
GSX2	nonessential	-0.0015000416525243153	0.9596508755421839	1140
GUCA2A	nonessential	0.09682094245994341	0.0010635319705213475	1140
H1-8	nonessential	-0.008141701685228332	0.7836247448735336	1140
H2AC1	nonessential	-0.01674645308607542	0.5721794379164487	1140
H2BC1	nonessential	-0.0554739536863618	0.061150817417910376	1140
H4C7	nonessential	-0.0006937929558109443	0.98133164318777	1140
HAO1	nonessential	-0.005995314911105576	0.8397565605030721	1140
HCRTR2	nonessential	0.0024250395293997774	0.9348144606445737	1140
HDGFL1	nonessential	-0.028237706197713375	0.3408137119364406	1140
HMX1	nonessential	-0.01755354414788918	0.5538028526221307	1140
HOXB1	nonessential	-0.06496485697349316	0.02828023009664914	1140
HOXD12	nonessential	0.022778556673007763	0.4422801371619486	1140
HRG	nonessential	-0.0340250622246595	0.2510138182816139	1140
HRH3	nonessential	-0.09666093358919095	0.001084165331982211	1140
HTN3	nonessential	0.035653452415142506	0.2408445877267751	1084
HTR1A	nonessential	0.07837369753852415	0.008112041725692128	1140
HTR3C	nonessential	0.011109443030220538	0.7078850563203095	1140
HTR3D	nonessential	-0.04619648465654245	0.11902147151128582	1140
HTR3E	nonessential	-0.013487383010978163	0.6491757336599595	1140
HTR5A	nonessential	0.01901095726653497	0.521368344787546	1140
HTR6	nonessential	0.022172774670859	0.4545146320949587	1140
IAPP	nonessential	-0.01709750874166408	0.5641507888223871	1140
IFIT1B	nonessential	-0.01847058005463305	0.533279562836446	1140
IFNA10	nonessential	0.009766405272946341	0.7418549566791987	1140
IFNA14	nonessential	0.0037691707413715996	0.8988432923931627	1140
IFNA16	nonessential	-0.04234939514338452	0.15301786121926644	1140
IFNA17	nonessential	0.003691711580691431	0.9053001960813738	1041
IFNA2	nonessential	0.03418950586610683	0.2607201339210834	1084
IFNA21	nonessential	-0.060949881096794334	0.04930037714154932	1041
IFNA4	nonessential	-0.04661230199988095	0.13304278282423448	1040
IFNA5	nonessential	0.04872916062651067	0.10008166891161016	1140
IFNA6	nonessential	-0.0028694195185146386	0.9229037531030944	1140
IFNA7	nonessential	0.04458969139629254	0.15053278469931874	1041
IFNA8	nonessential	0.014610369085103622	0.6221624167768599	1140
IFNB1	nonessential	0.04194103436197587	0.157021153363255	1140
IFNK	nonessential	-0.006361152454273245	0.8301230326703033	1140
IFNW1	nonessential	0.030184266150761245	0.3085581700787998	1140
IL12B	nonessential	0.07424565496539197	0.012157715803019371	1140
IL13	nonessential	0.018081140089325532	0.5419481433319397	1140
IL17A	nonessential	0.023901178262234007	0.4201122513779401	1140
IL17F	nonessential	-0.003185379328141746	0.9144454209503142	1140
IL1F10	nonessential	-0.004276509422076389	0.8853158260009528	1140
IL21	nonessential	0.008316848828794599	0.7790893789081039	1140
IL22	nonessential	0.0445165413574333	0.13305909499940782	1140
IL25	nonessential	0.016584257305927688	0.5759070800758473	1140
IL26	nonessential	0.0010376723087174137	0.9720817956875152	1140
IL3	nonessential	0.05542533140080741	0.061378393861922426	1140
IL31	nonessential	0.04305365286563496	0.14629664577382312	1140
IL36A	nonessential	0.014079476580245545	0.6348726008622972	1140
IL36B	nonessential	0.07265153571054975	0.01414538850755515	1140
IL36RN	nonessential	0.054018184799594665	0.06827398169631933	1140
IL9	nonessential	0.010603959172669498	0.7206066414995301	1140
INS	nonessential	0.1348037761121538	4.938856888465349e-06	1140
INSL5	nonessential	-0.0327004512039564	0.2699498329066338	1140
INSL6	nonessential	-0.01679769966290412	0.5710040550878647	1140
INSM2	nonessential	-0.018534138121390566	0.5318714921955132	1140
INSRR	nonessential	0.009051245402377358	0.7601557943730571	1140
IQCF1	nonessential	-0.04763155890069897	0.10797222080116145	1140
IRGC	nonessential	0.045017262612301344	0.12874729609778207	1140
ISX	nonessential	0.018198261236937824	0.5393337672080939	1140
IZUMO2	nonessential	-0.019521041733480467	0.5102516497779269	1140
KASH5	nonessential	0.026364318613097706	0.3738204425325605	1140
KCNA10	nonessential	0.012127384556394137	0.6825151011396539	1140
KCNB2	nonessential	0.00463173640484488	0.8758637930713568	1140
KCNG4	nonessential	0.029442126297986416	0.32060989002011714	1140
KCNK10	nonessential	-0.04880273797816421	0.09956959915925037	1140
KCNK16	nonessential	0.03605026991929211	0.22388694771306844	1140
KCNK18	nonessential	0.04772115738858882	0.10731020574488466	1140
KCNV1	nonessential	0.017214905277866885	0.5614780671074199	1140
KHDC3L	nonessential	0.02565603535762712	0.38679755692572393	1140
KIF2B	nonessential	-0.0046417961880630305	0.8755963687870606	1140
KIR2DL1	nonessential	-0.03706349744076929	0.2111299161117299	1140
KIR3DL3	nonessential	0.01571112968004179	0.5961677108387874	1140
KLK12	nonessential	0.031012967117265856	0.2954589145291129	1140
KLK9	nonessential	0.005868077282624143	0.8431127885649059	1140
KRT2	nonessential	0.008585838684410386	0.7721386464550243	1140
KRT25	nonessential	0.010658664306208463	0.7192260621715	1140
KRT26	nonessential	0.03388126888208958	0.2530234408092938	1140
KRT28	nonessential	0.038292135537678615	0.19637557947969816	1140
KRT33A	nonessential	-0.005275325025611976	0.8622690873582551	1084
KRT35	nonessential	-0.001018719093958578	0.9725915229653277	1140
KRT36	nonessential	-0.013554351036459383	0.6475513721185899	1140
KRT37	nonessential	-0.050706353510420896	0.0870319767980647	1140
KRT38	nonessential	0.007082006388934304	0.8112166782986895	1140
KRT40	nonessential	0.06023747973109601	0.04200537420168832	1140
KRT71	nonessential	-0.014374450159342675	0.6277970055194154	1140
KRT73	nonessential	0.046714749784559056	0.11493323518210276	1140
KRT74	nonessential	0.011132154489273434	0.7073153493067084	1140
KRT75	nonessential	0.043558610244998255	0.14161805985165196	1140
KRT76	nonessential	-0.023563875836842146	0.42670334376544794	1140
KRT77	nonessential	0.005307685799923466	0.857927682501233	1140
KRT78	nonessential	0.006981465254403778	0.8138473214310582	1140
KRT82	nonessential	0.015154423544655335	0.6092528515449751	1140
