gene	normal_mean	normal_sd
PRXL2B	0.08947751341451014	0.325465531417068
MMEL1	0.009364280252191855	0.10768582437088463
TTC34	0.012526744872456747	0.11776025597147971
ACTRT2	0.0	0.05
PRDM16-DT	0.1422241014534695	0.3978441423275641
PRDM16	0.11754439852929174	0.3617382845349755
ARHGEF16	0.08654430183197481	0.3116149400331614
MEGF6	0.0760995233984313	0.3116710414266936
TPRG1L	0.2793425619894366	0.5476647909426027
WRAP73	0.0843134680731687	0.30966491391648526
TP73	0.0030352457483744447	0.05524119498487667
CCDC27	0.0	0.05
SMIM1	0.23431361076059512	0.5052126216874335
LRRC47	0.25751974549429	0.5219834597905515
CEP104	0.08166702527702469	0.31389530265431753
DFFB	0.017273065237441487	0.1363603377416775
C1orf174	0.08200738419324254	0.3058532321844939
LINC01134	0.0002202808676648579	0.05
LINC01346	0.0	0.05
LINC01345	0.0	0.05
LINC02780	0.0	0.05
LINC01777	0.0	0.05
LINC01646	0.0	0.05
AJAP1	0.016110685981203788	0.1446831893393515
LINC02781	0.0	0.05
LINC02782	0.0	0.05
NPHP4	0.06450981417479434	0.2693920479372449
KCNAB2	0.022662560048220825	0.16693761204927923
CHD5	0.0004702702262563151	0.05
RPL22	2.246344030319627	0.9219345091373641
RNF207	0.03360545887313578	0.1905067357831477
ICMT	0.2204417528720413	0.5022602590885342
HES3	0.0	0.05
GPR153	0.019647976109214975	0.16008494602436096
ACOT7	0.050448624956169044	0.25287819604734624
HES2	0.00018326046905406702	0.05
ESPN	0.0005489702024120106	0.05
TNFRSF25	0.029367855854126528	0.1861734384150071
PLEKHG5	0.01798467523685056	0.15180757663644007
NOL9	0.09117305300396211	0.32968572401057117
TAS1R1	0.0002965371135484561	0.05
ZBTB48	0.15061223639365015	0.4111927303024526
KLHL21	0.12011733292920579	0.3636130454325602
PHF13	0.05655535091968481	0.2523328954510794
THAP3	0.17003709184745572	0.436521325930612
DNAJC11	0.11895275296489664	0.3680518148316972
LINC01672	0.0014693357391299567	0.05
CAMTA1-DT	0.012359477326422407	0.12301590496583525
CAMTA1	0.4446027907377307	0.6624001436249508
CAMTA1-IT1	0.0011802882632910353	0.05
VAMP3	0.2823893164551621	0.5491429565503368
PER3	0.07530743214472137	0.3179862323567387
UTS2	0.00029328786324675277	0.05
TNFRSF9	0.0006404781071315198	0.05
PARK7	1.2059308954559076	0.9103642303255342
ERRFI1	0.3632137382469901	0.6201047967795941
LINC01714	0.0012428245846191738	0.05
SLC45A1	0.008484460435854808	0.1052808971038091
RERE	0.376758925731185	0.6196817838563353
RERE-AS1	0.0018839175434410883	0.05
ENO1	1.218716510486262	0.9055229238841429
ENO1-AS1	0.011817190461086181	0.11709624799416732
CA6	7.727188606227779e-05	0.05
SLC2A7	0.0	0.05
SLC2A5	0.0010694885294215825	0.05
GPR157	0.02653819834088336	0.17256327613349648
MIR34AHG	0.008903974525387713	0.09962505251665112
LNCTAM34A	0.008053519012743132	0.09384288580814357
H6PD	0.17623086666763596	0.44410597339710356
SPSB1	0.09415305992812688	0.3295862516129488
LINC02606	0.005454345552172155	0.07800217523329046
SLC25A33	0.08078431098616697	0.3043743607528883
TMEM201	0.042069875457585754	0.2187990052018086
PIK3CD	0.03164389201048086	0.1889671641355281
PIK3CD-AS1	0.0	0.05
PIK3CD-AS2	0.10203337672342191	0.34063173648374573
CLSTN1	0.6193878991524702	0.7521536850271188
CTNNBIP1	0.19715471801251258	0.4649355356078584
LZIC	0.13500974657361506	0.392846627222385
NMNAT1	0.06305044710759806	0.27534855083310633
RBP7	0.19712326617523887	0.46262690787197236
UBE4B	0.1555530431694221	0.41746040662063183
KIF1B	0.13181229116511853	0.38613337817069493
PGD	0.3772484836057457	0.6228352204107889
CENPS	0.07629858442484194	0.29676756791888126
CORT	0.01602951062945555	0.14047247814147493
DFFA	0.12838891529499316	0.3893697224385461
PEX14	0.06966574024983802	0.2862326736171016
CASZ1	0.031876602227923545	0.19328735069009195
C1orf127	0.0018387362314994165	0.05202647495113215
TARDBP	0.3515427334627058	0.5994396966342461
MASP2	0.00011870050773610916	0.05
SRM	0.19987322716578607	0.4802906672580251
EXOSC10-AS1	0.0023038809051897542	0.05988798499176325
EXOSC10	0.11834098387687736	0.3663730715596803
MTOR	0.08879305575929557	0.3140329344634175
MTOR-AS1	6.654974756518291e-05	0.05
ANGPTL7	0.0008339052769784961	0.05
UBIAD1	0.07437796372548225	0.2942151939050605
DISP3	0.0004648563077231215	0.05
LINC01647	0.0	0.05
FBXO2	0.0695177824178058	0.2841724402253107
FBXO44	0.13902064044154677	0.3938478926106388
MAD2L2	0.07998344386889623	0.31175463281753135
FBXO6	0.06300250707912768	0.27112653094662537
DRAXIN	0.00021828395240051376	0.05
AGTRAP	0.310096701583448	0.5713509192984776
C1orf167	0.019915417661763083	0.15241430422867522
MTHFR	0.14174811494339914	0.4032306784564422
CLCN6	0.060813765759356604	0.25762469256730036
NPPA	0.00015456236943255772	0.05
NPPB	0.0	0.05
KIAA2013	0.24653501378375278	0.520344214162728
PLOD1	0.3089560762773665	0.5729692925765869
MFN2	0.2779072368877108	0.5419838873061306
MIIP	0.11545152761380309	0.3611100075665318
TNFRSF8	0.0014079422871655775	0.05
TNFRSF1B	0.046045063353475656	0.24184468085318478
VPS13D	0.22829852758956665	0.501003401084504
LINC02766	0.0	0.05
DHRS3	0.7459848867706231	0.7977534698089901
AADACL4	0.0	0.05
AADACL3	0.0	0.05
PRAMEF12	0.0	0.05
PRAMEF1	0.0	0.05
LINC01784	0.0	0.05
PRAMEF11	0.0	0.05
HNRNPCL1	0.0	0.05
PRAMEF2	0.0	0.05
PRAMEF4	0.0	0.05
PRAMEF10	0.0	0.05
PRAMEF7	0.0	0.05
PRAMEF6	0.0	0.05
PRAMEF27	0.0	0.05
HNRNPCL3	0.0	0.05
PRAMEF25	0.0	0.05
HNRNPCL2	0.0	0.05
PRAMEF26	0.0	0.05
HNRNPCL4	0.0	0.05
PRAMEF9	0.0	0.05
PRAMEF13	0.0	0.05
PRAMEF18	0.0	0.05
PRAMEF5	0.0	0.05
PRAMEF8	0.0	0.05
PRAMEF33	0.0	0.05
PRAMEF15	0.0	0.05
PRAMEF14	0.0	0.05
PRAMEF19	0.0	0.05
PRAMEF17	0.0	0.05
PRAMEF20	0.0	0.05
LRRC38	0.0001096476879572558	0.05
PDPN	0.015658315448172373	0.1485089408691853
PRDM2	0.1860881941996406	0.45674181296491384
KAZN	0.06474222266637307	0.27421327156446984
KAZN-AS1	7.129230508791882e-05	0.05
TMEM51-AS1	0.0016068703913591363	0.05
TMEM51	0.02465180464937475	0.1733666895376351
FHAD1	0.006119353830728986	0.0887393874181875
EFHD2	0.22792148902909645	0.5057996020815966
CTRC	0.00016845655445159945	0.05
CELA2A	0.0	0.05
CELA2B	0.0	0.05
CASP9	0.08409348920563789	0.30517110862291946
DNAJC16	0.08162630526200906	0.3051459615577354
AGMAT	0.005212911273011245	0.08200817241048167
DDI2	0.06247809669997809	0.27105753487710615
RSC1A1	0.0	0.05
PLEKHM2	0.1856296520162112	0.46080838413398906
SLC25A34	0.019583110492220984	0.14525248633672036
SLC25A34-AS1	0.00038845837144367644	0.05
TMEM82	0.0005128797886417608	0.05
FBLIM1	0.09031634002926997	0.32438431414476737
UQCRHL	0.005828083710478099	0.08355935067798922
SPEN	0.1424956496007074	0.40784964516017286
ZBTB17	0.09655198499678455	0.3288008385155901
SRARP	0.029307050358894814	0.18299095472024032
HSPB7	0.032919295718696964	0.19874177732791629
CLCNKA	0.055934393241557925	0.25174576824235473
CLCNKB	0.23639048588567996	0.5039580153134794
FAM131C	0.01134786675838647	0.11348392708021426
EPHA2	0.067435602159179	0.27901657501813504
ARHGEF19	0.09437073016545681	0.32414802526406955
CPLANE2	0.045209979684575796	0.23428022233639573
FBXO42	0.1002237717503412	0.3383798625172292
SZRD1	0.42562268449539964	0.6594445984140519
SPATA21	0.001323527097852976	0.05
NECAP2	0.17248599913292897	0.4388798741532302
LINC01772	0.0021795965075596378	0.05071091331180171
LINC01783	0.0025443275763945075	0.06032836113513401
NBPF1	0.06392696117035963	0.27332497765835034
CROCC	0.06298632510625375	0.2635959074880777
MFAP2	0.0613482401066552	0.2665664095311868
ATP13A2	0.14458753976985925	0.4076578180899751
SDHB	0.24797752815689528	0.5144907490365109
PADI2	0.0026156881189191203	0.059024767613837896
LINC02783	0.0	0.05
PADI1	4.617792600300464e-05	0.05
PADI3	0.0	0.05
PADI4	0.00013554906567028732	0.05
PADI6	0.0	0.05
RCC2	0.09691078972724264	0.323319535387009
RCC2-AS1	0.0	0.05
ARHGEF10L	0.10770094123004362	0.35474993415270123
LINC02810	0.0	0.05
ACTL8	0.0	0.05
LINC01654	0.0	0.05
IGSF21	0.0033366157051204146	0.06194069517985839
IGSF21-AS1	0.0	0.05
KLHDC7A	0.02073149019724774	0.1610124433093595
PAX7	0.0	0.05
TAS1R2	0.0	0.05
ALDH4A1	0.06480190667756623	0.27441945500288073
IFFO2	0.025234454017115864	0.1800940112351051
UBR4	0.06452569201675708	0.27307334680608264
EMC1-AS1	0.014710582063097482	0.12997885033897388
EMC1	0.13494072458971612	0.39211315851788986
MRTO4	0.09936924614612505	0.34374009143512146
AKR7A3	0.008889679258761964	0.10659181578060545
AKR7A2	0.33829414199819763	0.5919523689537272
SLC66A1	0.07719257185587926	0.298756178247199
CAPZB	0.6588717330814663	0.7713838287891847
MICOS10	0.7480972444079008	0.798680228556687
NBL1	0.6136815553532249	0.774134441527991
HTR6	0.0	0.05
TMCO4	0.13563664620972157	0.38895440061619146
RNF186	0.0	0.05
OTUD3	0.02913147028633384	0.1794256049392779
PLA2G2E	0.0	0.05
PLA2G2A	0.00673028521439457	0.10673665367296177
PLA2G5	0.004195891805171651	0.07863154827848107
PLA2G2D	0.0015632785585891268	0.05
PLA2G2F	0.0	0.05
PLA2G2C	0.0	0.05
UBXN10	0.053477905722090685	0.2536174772436503
LINC01757	0.0	0.05
VWA5B1	0.0005824725721347572	0.05
LINC01141	0.0	0.05
CAMK2N1	0.07648238056231714	0.3293147627408793
MUL1	0.1462376773079051	0.4084329615472177
FAM43B	0.010413529893153629	0.11458155112223742
CDA	0.011475391407004439	0.1248618157704742
PINK1	0.44237752285161014	0.6633824334870876
PINK1-AS	0.013177298006695537	0.12655850366227087
DDOST	0.4908649277660409	0.6726217397175928
KIF17	0.027034847541414393	0.18730589638481912
SH2D5	0.005455257543075445	0.08102009136921484
HP1BP3	0.4982616165266512	0.7029720717144692
EIF4G3	0.21255432563753118	0.48780781166623816
ECE1	0.372231242962737	0.6217326345339573
NBPF3	0.016627102479333876	0.13254415303412712
ALPL	0.023862705305929117	0.17131200457669235
LINC02596	0.0010084602737853868	0.05
RAP1GAP	0.9398916536096645	0.8774842265346771
USP48	0.1538457125607829	0.429098524888226
LDLRAD2	0.0035652606785176407	0.06293124301413067
HSPG2	0.6982695908172646	0.8143261722426014
CELA3B	0.0	0.05
CELA3A	0.0	0.05
LINC01635	0.0007920630484801652	0.05
LINC00339	0.08707065519982277	0.32050496879968066
CDC42-AS1	0.006172203356069731	0.07988503237870671
CDC42	0.7575749247907758	0.8010906898013871
CDC42-IT1	0.00013650024828395339	0.05
WNT4	0.026664574563995205	0.17776314743928837
ZBTB40	0.062328852387487046	0.26814861709674737
ZBTB40-IT1	0.0	0.05
EPHA8	9.442564926753645e-05	0.05
C1QA	0.2491369492567113	0.5635016324467197
C1QC	0.11647108695574825	0.3923929858373959
C1QB	0.16732037606176337	0.4659165860627198
EPHB2	0.08184762921570471	0.3133788032836782
LACTBL1	0.0	0.05
TEX46	6.270149068675229e-05	0.05
KDM1A	0.19000930075956002	0.45451580655577906
LUZP1	0.09056724878815367	0.3315724564572007
HTR1D	9.488620514859977e-05	0.05
LINC01355	0.035358036085348384	0.19895610595114166
HNRNPR	0.3760250906957317	0.6258317306469402
ZNF436	0.06356297924208006	0.2692136916006688
ZNF436-AS1	0.061757253792719284	0.2626094345907316
TCEA3	0.24665688030225869	0.5076399768344793
ASAP3	0.15678572508296246	0.42718517952345164
E2F2	0.00042167129287851276	0.05
ID3	1.690390450352096	0.9709339965754202
MDS2	0.010307018414049653	0.10575027110917547
RPL11	3.1260076699992103	0.7166279495878521
ELOA-AS1	0.027194468150326476	0.1736557163887667
ELOA	0.0972391304316484	0.3364357227727968
PITHD1	0.17438310299664606	0.44011130829432565
LYPLA2	0.24757279589679784	0.513378696067753
GALE	0.036449530423726416	0.2052004549050265
HMGCL	0.26539740709652576	0.5361245326896509
FUCA1	0.3594211147488534	0.6156569280522962
CNR2	0.0031713032087858	0.06477085946671889
PNRC2	0.467549829378775	0.6804999222718382
SRSF10	0.300379905116361	0.5586593430206304
MYOM3	0.0005239700896337234	0.05
IL22RA1	0.016189124588387636	0.13635238922591808
IFNLR1	0.0226286567423131	0.1599913305929865
GRHL3	0.0003504038781666907	0.05
LINC02800	0.0	0.05
STPG1	0.04189592032877327	0.2188839762616626
NIPAL3	0.1294582616374332	0.38479618406703336
NCMAP-DT	0.002390491367157915	0.05365567965428538
RCAN3	0.12106178306811383	0.3707742319778043
NCMAP	0.020472773687412862	0.1525690735707712
SRRM1	0.24213385724162398	0.5134402972544383
CLIC4	0.15668068179452824	0.44874384853673893
RUNX3	0.009282310993785863	0.10927270071092125
LINC02793	0.0	0.05
SYF2	0.4049464611555838	0.6474010299993337
RSRP1	0.2635477387458612	0.5185348883583079
RHD	9.563784975275996e-05	0.05
TMEM50A	0.40017438568832164	0.6384448255928623
RHCE	0.0016707374321006199	0.05
MACO1	0.14085381772417557	0.4051438480760786
LDLRAP1	0.12552727822017426	0.3756317226711549
MAN1C1	0.15032506088851869	0.4120744326799295
SELENON	0.4241513735433971	0.6634217375128902
MTFR1L	0.2941041767681395	0.5566229267086735
AUNIP	5.445002304584615e-05	0.05
PAQR7	0.05565031409725559	0.25620325019995666
STMN1	0.20248229293990103	0.4726946970670033
PAFAH2	0.07423165497469511	0.2971598733481015
EXTL1	0.0017365654266498995	0.05
SLC30A2	0.07574885112130837	0.3176786720499965
TRIM63	0.0007778819384595067	0.05
PDIK1L	0.06144652300755689	0.2703610296918635
FAM110D	0.0408028783267204	0.23006813071083476
C1orf232	0.001783670514234554	0.05032636630330734
ZNF593	0.3043094646368257	0.567606567148774
CNKSR1	0.10706444001623001	0.343976926132116
CATSPER4	0.0005664899482039515	0.05
CEP85	0.034826465315491	0.20042353938042584
SH3BGRL3	0.781223662283256	0.827714485728825
UBXN11	0.20727544145831264	0.4848210606570375
CD52	0.09808595963229623	0.3503905201276029
CRYBG2	0.001635022972338732	0.05
ZNF683	0.010211640446254444	0.10445692959910122
LIN28A	0.0	0.05
DHDDS	0.12431642943924125	0.3757039093277677
HMGN2	1.470830288013857	0.9394479075273365
RPS6KA1	0.21186430329514647	0.4801973529033288
ARID1A	0.2485401043230086	0.5238787396343322
PIGV	0.1075891566711902	0.35308439162963484
ZDHHC18	0.11674605013519519	0.3666043428688178
SFN	0.006749399056662049	0.08253856306716677
GPN2	0.08387957815863673	0.3151280880948234
GPATCH3	0.05267394907007759	0.25315478378915857
NUDC	0.5468265284038915	0.7220040158139154
NR0B2	8.429410288842052e-05	0.05
KDF1	0.10435678743730246	0.34237319350725837
TRNP1	0.03248865627097221	0.19667260246554677
TENT5B	0.05146409081687092	0.24461256460411201
SLC9A1	0.09344658369844261	0.33578645372821103
WDTC1	0.18801440256734023	0.4670968783138777
TMEM222	0.3279276403177613	0.5929148278331159
SYTL1	0.10399500179540937	0.33980845277122324
MAP3K6	0.09286196951893459	0.341238420161669
FCN3	0.013692162676949329	0.12792391409547577
CD164L2	0.0020136249134323453	0.050733689892318266
GPR3	0.0029662155076207023	0.06481596287779266
WASF2	0.4259783174487901	0.6654075650853108
AHDC1	0.11185933475059315	0.3643064661391386
FGR	0.01375148274738561	0.13577060461757845
LINC02574	0.00027836686635057537	0.05
IFI6	0.7703294712283406	0.8340901008010275
FAM76A	0.10126112358927652	0.3503759914067729
STX12	0.5161598598913791	0.7166235795580509
PPP1R8	0.09921369633024933	0.3448927532249908
THEMIS2	0.0735952323840017	0.2839112323502769
RPA2	0.23603513718363164	0.5074857728919819
SMPDL3B	0.1350456097191617	0.3886661739123942
XKR8	0.060353683139321095	0.265204106259988
EYA3	0.07356799490852584	0.2900896673342293
PTAFR	0.009653536589690282	0.10843286948263955
DNAJC8	0.39061187365134464	0.632131670638154
ATP5IF1	0.9817231361553201	0.8662638704472267
SESN2	0.025712613703507026	0.17573529388255912
MED18	0.025433985688022364	0.17419276177447987
PHACTR4	0.11750803923265278	0.374320448805269
RCC1	0.03736866762711951	0.2052380255604368
SNHG3	0.2003075327095251	0.46069480737533963
TRNAU1AP	0.08240767771124803	0.31259857179046563
SNHG12	0.08228216249451392	0.3064926638518397
TAF12	0.08025277047084498	0.30462809473470015
RAB42	0.0022771858442530925	0.05
GMEB1	0.041509331101918276	0.22758774906884505
YTHDF2	0.2036454507085782	0.4769109337178347
OPRD1	0.0	0.05
EPB41	0.08918706879944942	0.3354085991743051
TMEM200B	0.010136685426321594	0.11632322379284417
SRSF4	0.2075550336544025	0.48337289970032504
MECR	0.09454287908304908	0.33190834333713914
PTPRU	0.056416864372658304	0.25341087388578903
LINC01756	0.0	0.05
LINC01648	0.0	0.05
MATN1	0.0006947644764817185	0.05
MATN1-AS1	0.00872198026322259	0.10340681857093106
LAPTM5	0.1665320077879351	0.4604083490694746
LINC01778	0.0009133969677072339	0.05
SDC3	0.10491893195240348	0.3548890868657859
PUM1	0.3227629625331164	0.5807952558817444
NKAIN1	0.00015812250572000425	0.05
SNRNP40	0.15134866351621262	0.41929368661079625
ZCCHC17	0.15385414245097598	0.4147060386873393
FABP3	0.012841242708434382	0.1243133530869167
SERINC2	0.2825793987749193	0.5448590966528563
LINC01226	0.00020704163637227328	0.05
TINAGL1	0.7681709968118571	0.8243765379084266
HCRTR1	0.0023263539815490605	0.052168831350640606
PEF1	0.6678096332538096	0.7641799216899398
COL16A1	0.37609953804421553	0.6131393410465417
ADGRB2	0.0361071080830564	0.20856432414950166
SPOCD1	0.0013349630960710183	0.05
PTP4A2	0.626470726533883	0.7567800114313835
KHDRBS1	0.42233195470070806	0.6492811209848738
TMEM39B	0.06976128877241769	0.2820406899188807
KPNA6	0.110035301487633	0.3548773249689138
TXLNA	0.2655645358272526	0.5414969791314699
CCDC28B	0.041158296272624725	0.2179108754325478
IQCC	0.030100070974475174	0.19608690321910516
DCDC2B	0.001216389458996926	0.05
TMEM234	0.09320386311136503	0.32310011569567554
EIF3I	0.6150860199319829	0.7453014645915897
FAM167B	0.07071989429520417	0.29347114802508306
LCK	0.016208547630637064	0.13927749338689172
HDAC1	0.3256407467219936	0.5860556102638863
MARCKSL1	0.8332379896269821	0.8347983500957957
TSSK3	0.0017455390631132253	0.05
FAM229A	0.12578884986131972	0.3789661400027456
BSDC1	0.15903403665789098	0.41745369948477545
ZBTB8B	0.0011362820965125284	0.05
ZBTB8A	0.06129806180464011	0.28037652172246785
ZBTB8OS	0.17680806807150773	0.4375089247153413
RBBP4	0.36986636539436435	0.6218995706393239
SYNC	0.06277179097038799	0.27454152713941415
S100PBP	0.08143960242876927	0.3079416889694034
FNDC5	0.016563401467275793	0.13330436531743103
HPCA	0.004847144664653232	0.07909908155086617
TMEM54	0.46366292705842593	0.6764021733419242
RNF19B	0.0681484503169945	0.2845144074784156
AK2	0.4673956246494218	0.6708644239441303
AZIN2	0.02571969852144846	0.1773864760615858
TRIM62	0.01731101329490478	0.14379672077944833
ZNF362	0.09234668733109426	0.32469992225447664
A3GALT2	0.0	0.05
PHC2	0.44057279608775624	0.6666529796301753
ZSCAN20	0.006138837743086271	0.08564379013367245
CSMD2	0.000756626958509612	0.05
HMGB4	0.0	0.05
CSMD2-AS1	0.0	0.05
C1orf94	0.0	0.05
SMIM12	0.17028929979275215	0.4358066493251495
GJB5	0.0	0.05
GJB4	0.0	0.05
GJB3	0.0009060096218395232	0.05
GJA4	0.17282367311373542	0.45706734040156466
DLGAP3	0.023244856451724343	0.16274615192357986
TMEM35B	0.25868485119445495	0.5201274624877921
ZMYM6	0.07384695434554109	0.29665757874066395
ZMYM1	0.027245035907528872	0.18433092638002457
SFPQ	0.5439756754694801	0.7192306267317036
ZMYM4	0.12286201734486137	0.3814530168138658
ZMYM4-AS1	0.0	0.05
KIAA0319L	0.24473176364944	0.5080444982658938
NCDN	0.10514809724293764	0.3443756498012804
TFAP2E	0.0005630001873778668	0.05
PSMB2	0.32767133214757	0.5881765928200596
C1orf216	0.023411497215957554	0.16489767355514506
CLSPN	0.0010844447897851532	0.05
AGO4	0.04325591189150732	0.22184170545395315
AGO1	0.10272871918602293	0.34617295137514903
AGO3	0.08200404275917725	0.31265600413946326
TEKT2	0.014124183407696087	0.12892286691500995
COL8A2	0.14438821756237133	0.39767520736948664
TRAPPC3	0.40409390034425635	0.6274056997499968
MAP7D1	0.2660893369995154	0.535458981758708
THRAP3	0.38138055854786257	0.631303424926734
SH3D21	0.10774483742299289	0.3418854499197389
EVA1B	0.2571972694701642	0.5392625264281149
STK40	0.18353961438584643	0.45103066347476195
LSM10	0.18757960161555726	0.455484784708306
OSCP1	0.08638814641209218	0.3171475506930813
MRPS15	0.2463501199026806	0.5177460762317018
CSF3R	0.007932472469327795	0.1091602677998689
GRIK3	0.00015251976655912273	0.05
ZC3H12A	0.013990384594311322	0.13099962358513575
MEAF6	0.22868485517851617	0.49522066955535554
SNIP1	0.06533592911460569	0.2811549664307054
DNALI1	0.1809546229587154	0.4434710171135383
GNL2	0.07795597873109102	0.3059555794608887
RSPO1	5.494148382859525e-05	0.05
CDCA8	0.003424689168441469	0.06347324774861791
EPHA10	0.0010922424497539188	0.05
MANEAL	0.020408102979419522	0.1538103980486988
YRDC	0.037580285857423595	0.20695783865632816
C1orf122	0.6169537137434894	0.7607163037794753
MTF1	0.03151236891594562	0.19810903510260924
INPP5B	0.03761665238820919	0.21230803833627904
SF3A3	0.19197944834258168	0.4615777589253267
FHL3	0.04856722301208047	0.2574775927956332
UTP11	0.09624176561280288	0.33912837203004587
MIR3659HG	0.0	0.05
POU3F1	0.0003419484023401421	0.05
LINC02786	0.0	0.05
LINC01343	0.0	0.05
LINC01685	0.0	0.05
RRAGC	0.11290739058852481	0.3618918465772645
MYCBP	0.14786121431709054	0.4096389081037292
GJA9	0.0005679457790910929	0.05
RHBDL2	0.0017709092476594775	0.05
AKIRIN1	0.15038430797712166	0.42286551637279873
NDUFS5	1.226502905477456	0.9061625922739178
MACF1	0.43869527831861677	0.672200446708867
BMP8A	0.7640177996842402	0.8853600016664613
PABPC4	0.3088014214879866	0.5771203511659746
PABPC4-AS1	0.0	0.05
HEYL	0.06703309794546705	0.30547986850230274
NT5C1A	6.90820985076953e-05	0.05
HPCAL4	0.001552361828041279	0.053750954403828495
PPIE	0.27444207662112313	0.5425559765456248
BMP8B	0.02353290765992405	0.16633177456729992
OXCT2	0.006363697784595832	0.09037317317613096
BMP8B-AS1	0.0	0.05
LINC02811	0.00018553709125232506	0.05
TRIT1	0.07721942603818403	0.2925401819905929
MYCL	0.0522852419738492	0.2547454020954434
MFSD2A	0.09637402307484803	0.3535513239820593
CAP1	0.5181701038740647	0.7069050466693263
PPT1	0.26923644038494426	0.5318441219727319
RLF	0.033687527752478116	0.2039412379659967
TMCO2	0.0002860396617593098	0.05
ZMPSTE24	0.18911756468325241	0.46439878870679413
COL9A2	0.0968287768025856	0.33174871921035204
SMAP2	0.1053835025443002	0.3630326276250217
ZFP69B	0.0013413963370798793	0.05
ZFP69	0.008767923979431977	0.10060870860456629
EXO5	0.019378403071171443	0.15199376282893112
ZNF684	0.017113621254690948	0.14324689326720222
RIMS3	0.017555180955424125	0.14651495513624754
NFYC-AS1	0.0022517313700126805	0.05335397953942293
NFYC	0.20321703307346997	0.4668455840788795
KCNQ4	0.0027623504400275814	0.06103021463228071
CITED4	0.14012932341980547	0.39658517543213273
CTPS1	0.018250685347735343	0.14512308268170612
SLFNL1-AS1	0.00026492767066915973	0.05
SLFNL1	0.0040449328688183525	0.06422537232275584
SCMH1	0.13587857219441057	0.39556270595727633
FOXO6	0.04514186857266806	0.22676192029094422
