sample	disease_group	domain	n_spots	obs_DM1_low_RAI_score	pred_DM1_low_RAI_score	obs_RAI8_lineage_score	pred_RAI8_lineage_score	obs_MAPK_output_score	pred_MAPK_output_score	obs_AP_TLS_composite_score	pred_AP_TLS_composite_score	obs_HLA_II_AP_score	pred_HLA_II_AP_score	obs_B_TLS_score	pred_B_TLS_score	obs_CD36_SPP1_macrophage_score	pred_CD36_SPP1_macrophage_score	obs_Tumor_ZCCHC12_score	pred_Tumor_ZCCHC12_score
P2	PTC+HT	3	431	-0.3531741639642029	-0.3569451027028564	0.3531741639642029	0.3569451027028564	0.01885675090487101	-0.07142232543537134	0.07044011381099986	0.10969785783843528	0.1044842831624172	0.07259058658498403	0.09589283925020714	0.05957667815904928	0.2391787237828363	0.021411684385049257	0.19197143238663242	-0.033045343350210435
P2	PTC+HT	4	385	0.4146623879792124	0.8370570155108015	-0.4146623879792124	-0.8370570155108015	-0.03988172056831849	-0.5263705398800234	0.13145285509374158	-0.578420489861581	0.02783528332943012	-0.6387698818868991	0.2761025341120132	-0.46338044567895326	0.2513131657637893	-0.6745817343283679	0.001181267293169916	-0.5616668779487342
P2	PTC+HT	5	365	0.4563263448774796	0.8174003288888343	-0.4563263448774796	-0.8174003288888343	-0.0025121742125847517	-0.6024475024534427	-0.11340734725924534	-0.6422738728174838	-0.350099711921412	-0.7610264740232352	0.18009023860388332	-0.5154003664675131	0.00023667111679437084	-0.749972892415552	0.48759043523479473	-0.6936636025999934
P2	PTC+HT	6	390	-0.23342654537130691	-0.11393157728150698	0.23342654537130691	0.11393157728150698	-0.0014474825884960268	-0.07381606219293245	0.27239678380654186	-0.23721898929499816	0.3875728642258316	-0.14776251475052482	0.2852376075782694	-0.31879624864813494	0.2850424400706698	-0.2905985180217648	0.09344792091709796	0.10716077905073294
P2	PTC+HT	7	387	-0.025644164444808014	-0.24348302391909327	0.025644164444808014	0.24348302391909327	-0.03303342052705505	0.12143749608575284	-0.025518420836044185	-0.05110354177029455	-0.23416883196380783	0.019869262937277147	0.10699350830118066	-0.1290698997503772	0.04257434161962505	-0.042927673882188086	0.03405885494100367	0.19514843679922805
P2	PTC+HT	8	407	0.14592767365068154	0.5802017347510773	-0.14592767365068154	-0.5802017347510773	-0.07301557675599536	-0.395071087604552	-0.09696085325472106	-0.4211344679152324	-0.2020628471069022	-0.46332764554128103	-0.004860583581528736	-0.3602363817375596	0.10120308515619124	-0.6037084867536275	0.01069322430593315	-0.3186142367274018
P3	HT	1	349	0.31491049867806553	-0.04826897171123362	-0.31491049867806553	0.04826897171123362	-0.1636080174835771	0.004336556854275532	0.2603426352076182	0.31114586713370046	0.27907017411576085	0.23596872186815218	0.27449066113739556	0.30717130987420127	-0.013662579422820408	0.15670626993319836	-0.22355677313868916	0.07333636865552577
P3	HT	2	383	0.6686198887814215	0.6573956636417375	-0.6686198887814215	-0.6573956636417375	-0.2361395256736347	-0.4684200893791263	-0.3001312932207331	0.3184445787864777	-0.4449635095999283	0.10979326370812857	-0.30675582445062377	0.5428049859027079	-0.39225310150516246	-0.06444248327941791	-0.3442418828314887	-0.10898890992583278
P3	HT	3	368	0.6296356733656124	0.5267381205338321	-0.6296356733656124	-0.5267381205338321	-0.22920976680334643	-0.42644488111338597	-0.36393392175451106	0.4076857329641938	-0.5907271278719316	0.16477080803021912	-0.34616536386995933	0.625487215842877	-0.35635177061057693	-0.019973174333483307	-0.3401357607456972	-0.11032306115558674
P3	HT	4	448	0.6376768908532033	0.691311950006097	-0.6376768908532033	-0.691311950006097	-0.24106177038250273	-0.46686705319442945	-0.39746567027859164	0.3134337665615924	-0.6260424752442632	0.03086200555650695	-0.39584748102130796	0.6230432253453485	-0.3741307048470114	-0.049442172776852304	-0.3670839470710527	-0.09942867855530739
P3	HT	5	409	0.2199186581379451	-0.08288944926109579	-0.2199186581379451	0.08288944926109579	-0.11684527829897248	-0.0687248555470209	-0.050942221040297234	0.17649971887255117	-0.1820438524569258	0.1690191939372133	0.026002556403720557	0.13677524788541512	-0.07407082224531701	0.07370484335357148	-0.22612983467038927	0.0738824781793377
P3	HT	6	453	0.4558277558709809	0.31733653688563407	-0.4558277558709809	-0.31733653688563407	-0.1818865428729258	-0.242448987593439	-0.008186899490703158	0.26342140130091457	-0.0781552760810693	0.07487180077954643	0.008427353674794686	0.43355521010403175	-0.15844539949647188	0.025397993607060743	-0.2631186766196766	-0.04047853116421274
P3	HT	7	397	0.04197772141032879	-0.20783257935084015	-0.04197772141032879	0.20783257935084015	-0.05442238104109904	-0.028576627411212772	0.1439089786400484	0.06131525567761263	0.09342414122556159	0.03147078583011435	0.18685528763376427	0.07195870857182164	-0.017168879439157958	0.14597149251977531	-0.15794289374781126	0.08538676754908031
P3	HT	8	383	0.5935579277533897	0.5938679700875599	-0.5935579277533897	-0.5938679700875599	-0.22683857520516273	-0.4377918516014676	-0.2901725045332159	0.34858142254168034	-0.44190235408475365	0.1645404107054404	-0.2465320689854579	0.5394079602824151	-0.3509063629635532	-0.05434884737619323	-0.34827858617210333	-0.09611125256182118
P3	HT	9	407	-0.2022739603381835	-0.44033598482962555	0.2022739603381835	0.44033598482962555	-0.07804636871531619	0.0691051712709928	0.025627084858584122	-0.20386860161382264	-0.026960572786984875	-0.1847993357684445	0.05921380530234796	-0.19527275248859752	-0.028274337227919184	0.14929979690915998	-0.0979588396843742	0.1530450954807212
P3	HT	10	465	0.14181478062583233	-0.09339163780587935	-0.14181478062583233	0.09339163780587935	-0.07506412100793704	0.02371810434518502	0.21386164961019738	0.1767538079951985	0.1883981115379023	0.13826672654459116	0.27009127945227446	0.1635990286225674	0.031346362182984464	0.08209333555452666	-0.14345412676594876	0.08885806153611779
P4	HT	1	316	0.0028644626761021555	-0.3281131312264685	-0.0028644626761021555	0.3281131312264685	-0.037662665710286175	0.36257259426637595	0.04653843444447592	0.4756106113546638	0.24972274697477306	0.4567361730882303	0.003508432539653608	0.44836424077792253	0.08977839832387201	0.3201628051524886	0.045683353955515614	0.17670936867904266
P4	HT	2	359	-0.24558105059297677	-0.6061507722511201	0.24558105059297677	0.6061507722511201	0.10793457148134283	0.2686945265563759	0.0980510095317773	0.542730634942507	0.373549113867602	0.5717986170922444	-0.06279457913808299	0.44293319800309955	0.007971305320173455	0.37876353712404737	0.19667393363872596	0.08136621054079049
P4	HT	3	438	-0.13695794290034655	-0.33430938365822094	0.13695794290034655	0.33430938365822094	0.09944302479767866	0.19793091456114253	-0.19166970049333332	0.34259455640284886	-0.12905481885821796	0.2644943307910381	-0.30710607320211275	0.43692266227769316	-0.0695698740645563	0.3036296234552403	0.0277311178822676	0.04222846312712453
P4	HT	4	397	-0.11967088943370688	-0.46540486428994865	0.11967088943370688	0.46540486428994865	0.10023108150835823	0.2698426348653805	0.11257828758891955	0.42455157017382283	0.41427208994240305	0.4201564659945557	-0.08539048433037669	0.41286146195821444	0.16693291528285945	0.3630312189716098	0.15386142388069254	0.1025205283711159
P4	HT	5	361	-0.22702937307658616	-0.6121849371554722	0.22702937307658616	0.6121849371554722	0.12804211488622622	0.3276749836573723	0.050704476771382234	0.5668944759766754	0.29534347387399007	0.5575344233223041	-0.11096873713165839	0.4886765066766074	0.04406031284296276	0.3707138235067262	0.25922845073460205	0.09953478579289253
P4	HT	6	390	-0.3942436182313107	-0.6713188439627221	0.3942436182313107	0.6713188439627221	0.19396356727993366	0.24142807492936538	-0.3418187914890152	0.48470307848419847	-0.3032740882069197	0.488980019751593	-0.5374168101114608	0.422648477505209	-0.1912754187910041	0.4760470834474499	0.21285125432939161	0.19072363857169916
P4	HT	7	432	-0.28028655702722505	-0.6616606559869935	0.28028655702722505	0.6616606559869935	0.06628542030537087	0.2572418617045868	-0.10668439502825473	0.4760995140083075	0.07048875202379705	0.5197941121431702	-0.29365899244106697	0.3765931747284432	-0.09711365504343648	0.3752482201772753	0.08583559554151618	0.06826873404100335
P4	HT	8	409	-0.23772359692432476	-0.5850900848069079	0.23772359692432476	0.5850900848069079	0.19367493359984567	0.3146648918599016	0.018858095224205604	0.49770366138214045	0.3210306875211337	0.49348501316771	-0.2108905293461861	0.44599170850222125	0.043796214311970824	0.34128330931349987	0.23915770639570505	0.046857102322706554
P4	HT	9	387	-0.04565669348750918	-0.3647488717349217	0.04565669348750918	0.3647488717349217	-0.03530229933557348	0.24267336909481332	0.05069220781669278	0.40389115672586334	0.2136584322360203	0.35674530793711595	-0.003234558008956935	0.4521298983002366	-0.04966597573741756	0.32428425539875305	0.012938777963604603	0.07854332842952991
P4	HT	10	371	-0.21546762071353376	-0.4365862917369007	0.21546762071353376	0.4365862917369007	0.030169489161034624	0.3541073787974507	0.047293627715155856	0.5053905219820517	0.3357711180041153	0.49915918062068865	-0.13144179455495347	0.4721077520292695	0.06017136087054456	0.432901617933452	0.2081702964099813	0.26784788968958234
P4	HT	11	345	-0.32738009715102145	-0.6794709901816793	0.32738009715102145	0.6794709901816793	0.17868414507534292	0.2766910029720068	-0.10948364093539223	0.5582072849581903	0.04582985866817758	0.5471716434052234	-0.28440387233731335	0.48062215217279936	-0.051290856631549725	0.39263487487936394	0.23303875026055917	0.06944682489136061
P4	HT	12	421	-0.3116518787268874	-0.7776218992129983	0.3116518787268874	0.7776218992129983	0.17304217491049012	0.2878038324616737	-0.25426189513860814	0.5204911430411716	-0.23634123891836228	0.5377955016988007	-0.3776044113510669	0.42678205273642733	-0.18515337222161793	0.40564589380351157	0.20258159828021802	0.06125704168775116
