ModelID	OncotreeLineage	DM1_like_score	DM1_high	HLA1_dm_module	HLA2_dm_module	MYC	NAMPT
ACH-000075	CNS/Brain	1.4268270232158753	0	0.4887395132104235	1.469847621095423	5.768401	8.990924
ACH-003184	Soft Tissue	1.5942343862182096	1	-0.03080734472482763	-0.646851059952611	5.4336805	6.4250917
ACH-001616	Lymphoid	1.562464719239404	1	0.09225731610636907	2.771228649084169	8.662793	5.379177
ACH-000941	Uterus	1.5238441904777118	0	-1.141253422390851	-0.2520294714757005	5.8011303	5.784784
ACH-000269	CNS/Brain	1.4268270232158753	0	-0.1862211159774085	1.0251735774873205	7.3297515	6.254974
ACH-001670	CNS/Brain	1.4268270232158753	0	-1.2598063450677268	-0.3549708932534743	8.9140625	6.0862317
ACH-000004	Myeloid	1.631754677029301	1	0.2688736751328599	0.011744102077715285	8.545157	5.477279
ACH-000856	Breast	1.6357488697694451	1	-0.6495694848490237	-0.29217260000604245	4.230057	5.3312216
ACH-002687	Eye	1.537454049548816	0	-0.8423617385342211	-0.1279890453104929	6.903954	5.3535914
ACH-001119	Lymphoid	1.562464719239404	1	0.2764937248311082	2.9011861564784502	7.381543	9.38021
ACH-000376	CNS/Brain	1.4268270232158753	0	0.7603404304079617	-0.10759995228949056	4.2973895	6.2175584
ACH-000685	Pancreas	1.6551114651970629	1	-0.050670595642058364	0.10534707549216853	5.5677004	5.343141
ACH-000880	Esophagus/Stomach	1.575517189252337	1	0.2389900463520383	-0.5252392474407729	5.994833	6.410687
ACH-000035	Lung	1.4273774475579395	0	0.25197007237627544	-0.14185475728140357	4.7562814	5.8615685
ACH-000322	Skin	1.6404157471292853	1	0.3533852839761222	2.268110744751757	4.5554786	7.946216
ACH-000552	Bowel	1.6297219961170546	1	-0.6812614963887343	-0.4903469539428263	6.7905765	6.1295137
ACH-002508	Skin	1.6404157471292853	1	0.7430392680469451	1.0046746480185018	7.072331	5.6812553
ACH-000222	Pancreas	1.6551114651970629	1	-0.07572364903767785	-0.3292323690525328	6.0385327	5.735395
ACH-000260	Peripheral Nervous System	1.3768230067352456	0	-0.44118850471980653	-0.647047830677754	5.098445	6.8555913
ACH-001652	Cervix	1.5327607820549467	0	0.0720916736017632	-0.6306658284223913	5.5038543	4.9542384
ACH-000608	Ovary/Fallopian Tube	1.4778614424663126	0	0.2795054858796071	-0.3222776399566933	4.5183024	6.2260385
ACH-000501	Bowel	1.6297219961170546	1	0.6149455748168862	-0.16114004112446126	5.9806333	6.589299
ACH-002033	Pleura	1.576214441583399	1	0.08768103542505726	-0.6067385983362369	6.286933	5.029634
ACH-001184	Soft Tissue	1.5942343862182096	1	-1.834433696920631	-0.6778121167179848	4.1763306	5.4507627
ACH-001688	Kidney	1.429984759980122	0	-0.5172066039328523	-0.3205139109838664	6.3023887	4.7516727
ACH-001838	Biliary Tract	1.5516951232531389	1	0.3638989686531744	-0.014978557038055942	7.1067357	8.532816
ACH-000638	Lung	1.4273774475579395	0	0.2871630724226919	-0.09843467740596877	6.6066556	9.285081
ACH-000798	Bowel	1.6297219961170546	1	0.2883058641404322	-0.22106736285149728	6.224797	6.188741
ACH-000894	Lung	1.4273774475579395	0	0.9233798056096955	-0.20205366921774592	7.0223346	8.875184
ACH-001559	Pleura	1.576214441583399	1	0.5557322977477845	-0.6742351235576524	6.486885	6.8891206
ACH-000344	Esophagus/Stomach	1.575517189252337	1	0.12822727661113553	-0.5107438886031189	6.3573866	7.302337
ACH-000223	Breast	1.6357488697694451	1	0.7588690029973217	0.1889969243251707	5.379354	6.731088
ACH-001861	Biliary Tract	1.5516951232531389	1	1.014100074760547	-0.07283822750027873	5.4207487	9.043954
ACH-000946	Uterus	1.5238441904777118	0	-0.17494464327208284	-0.4446573224196126	5.9950433	7.007969
ACH-000596	Lung	1.4273774475579395	0	0.05296570544737287	0.6215327934471658	7.941212	8.472651
ACH-000632	Skin	1.6404157471292853	1	0.5885529589373424	2.4322265402028282	3.8585181	8.489463
ACH-000978	Uterus	1.5238441904777118	0	-1.0352972111483285	-0.4063945640238593	6.050793	6.2880263
ACH-000332	Pancreas	1.6551114651970629	1	0.6038064335902564	0.5201920653912601	6.1029267	6.0232973
ACH-001841	Biliary Tract	1.5516951232531389	1	0.3798422907340732	-0.06055222976435035	8.227635	8.895669
ACH-003273	Myeloid	1.631754677029301	1	0.8840672731317614	1.206423637361192	7.6658616	6.592614
ACH-000887	CNS/Brain	1.4268270232158753	0	-0.17217389298057598	-0.5041391423005291	6.1301894	6.6932917
ACH-000368	CNS/Brain	1.4268270232158753	0	0.5328453698447985	-0.5505557248662286	4.6732283	6.956626
ACH-001611	CNS/Brain	1.4268270232158753	0	0.9304134559138736	-0.46325298315689056	5.717224	6.746595
ACH-000406	Myeloid	1.631754677029301	1	0.13647399304190186	-0.02157257440362657	7.597978	6.1625323
ACH-000441	Skin	1.6404157471292853	1	0.41334295688178657	0.22656034315721726	6.3012934	7.79687
ACH-000960	Lymphoid	1.562464719239404	1	0.5704350754616836	1.675898456413547	7.3935876	5.6104846
ACH-000098	CNS/Brain	1.4268270232158753	0	0.8400168421212555	0.06409743371985183	5.664181	7.7562895
ACH-001651	Cervix	1.5327607820549467	0	-0.38055542320630026	-0.6477636668576595	4.896199	5.9196596
ACH-001336	Cervix	1.5327607820549467	0	0.17960628127263253	-0.3527551762284631	6.4366317	8.007022
ACH-000971	Bowel	1.6297219961170546	1	-0.41768443416767487	-0.49000559320363535	8.105002	6.9577637
ACH-003065	CNS/Brain	1.4268270232158753	0	-0.510909452607979	-0.05244368742179606	5.5005565	6.056516
ACH-001454	Bowel	1.6297219961170546	1	0.1648272088816218	-0.15808495353059718	4.323457	7.7186766
ACH-000926	Bowel	1.6297219961170546	1	-0.07571576401960142	-0.5987288280879753	7.0885763	6.2316513
ACH-000576	Lymphoid	1.562464719239404	1	0.2901298670376304	0.025663939584693318	5.8695483	6.4628296
ACH-000019	Breast	1.6357488697694451	1	-0.9969640129533385	-0.2937793428894759	5.127625	5.887101
ACH-001577	Myeloid	1.631754677029301	1	-0.17691725602472227	0.9058643091306968	7.9894514	4.144495
ACH-000330	Breast	1.6357488697694451	1	-1.3042723532874423	-0.5683681130728225	6.7711987	4.775893
ACH-000848	Liver	1.348589618399393	0	-0.15896384405939182	-0.277341097444912	5.8757286	5.733604
ACH-000597	Soft Tissue	1.5942343862182096	1	-1.016907715956335	-0.5139653268153972	6.5719256	5.2529683
ACH-000481	Lung	1.4273774475579395	0	-0.5921002517907613	-0.6355402810790297	8.070131	7.971647
ACH-001517	Uterus	1.5238441904777118	0	-1.0761762861199995	-0.4023925943938443	4.920865	5.749966
ACH-000338	Lymphoid	1.562464719239404	1	0.5844914319508138	2.254190587022259	4.2916107	9.694854
ACH-001959	Biliary Tract	1.5516951232531389	1	-1.262451736604339	-0.7276194157100982	6.9183264	5.8754287
ACH-001414	Bladder/Urinary Tract	1.6050912802741992	1	-0.2829909700479243	-0.08880360173267593	8.158741	8.845455
ACH-001227	Head and Neck	1.49472222219304	0	-0.7747784530083274	-0.709365619471507	4.589032	5.4270263
ACH-000871	Lung	1.4273774475579395	0	-0.9793838394476276	-0.5910506823745877	3.6648695	6.1062665
ACH-001403	Ovary/Fallopian Tube	1.4778614424663126	0	-0.29993273859465724	0.10244068339156208	5.016746	6.2616887
ACH-000805	Skin	1.6404157471292853	1	-0.6388059085193261	0.19613869514542073	5.8080583	6.777196
ACH-001554	Eye	1.537454049548816	0	-0.7678237686148539	-0.4146420216198859	7.133029	6.7323914
ACH-000847	Esophagus/Stomach	1.575517189252337	1	-0.6361075562024487	-0.5896159308235895	6.8881464	5.9530673
ACH-000832	Head and Neck	1.49472222219304	0	1.0335553603985648	0.900226283954748	6.6846924	6.7694545
ACH-001975	Skin	1.6404157471292853	1	-0.16670119063015706	-0.10421887961413596	7.1875005	8.25046
ACH-001382	Pancreas	1.6551114651970629	1	0.15369888061421993	-0.22061926363198134	5.945624	6.398196
ACH-001302	Peripheral Nervous System	1.3768230067352456	0	-1.5611706397339382	-0.37849261317263455	1.3200918	6.1671934
ACH-001134	Lymphoid	1.562464719239404	1	-0.04420080976499076	1.5803146631727902	5.2400966	6.5863624
ACH-000914	Lymphoid	1.562464719239404	1	0.20345753837038671	2.383236969700102	6.639335	6.5351663
ACH-000858	Lung	1.4273774475579395	0	-0.37595258857523534	-0.5127347468054225	6.0627456	7.331123
ACH-001421	Eye	1.537454049548816	0	-0.9178437317532527	0.024794282459911998	1.2474233	5.1681447
ACH-000544	Esophagus/Stomach	1.575517189252337	1	-0.6078723514859499	-0.6559743304626618	4.3774915	6.473915
ACH-000725	Breast	1.6357488697694451	1	-0.5499550622569288	-0.5954278941778911	1.7270622	7.162583
ACH-000760	CNS/Brain	1.4268270232158753	0	-0.007217607506924922	-0.6755241948636318	4.386721	6.6219697
ACH-000787	Lung	1.4273774475579395	0	0.5346179534636143	0.13451318101057985	7.2911615	10.450912
ACH-000749	Lung	1.4273774475579395	0	-0.3915685766205361	-0.42704697510947875	10.449056	6.7270765
ACH-001691	Head and Neck	1.49472222219304	0	0.8355922706329388	-0.37660037677308716	5.619052	7.39562
ACH-001328	Skin	1.6404157471292853	1	0.39434419377359536	-0.39337649839177075	6.3884788	6.678241
ACH-001502	Testis	1.5860557594957223	1	-1.0555672207364255	-0.06634403294014705	3.9361196	6.309209
ACH-001654	Esophagus/Stomach	1.575517189252337	1	-0.39102679771891474	-0.594004696731703	6.41228	6.3693705
ACH-001521	Skin	1.6404157471292853	1	0.28022810295530937	-0.16831300296699445	8.092577	7.1460443
ACH-000209	Biliary Tract	1.5516951232531389	1	-0.08942385378193811	-0.3102423856987489	6.005081	5.339141
ACH-001520	Lymphoid	1.562464719239404	1	0.027557392559790003	2.79236012080672	6.537268	6.0003405
ACH-000213	Pancreas	1.6551114651970629	1	0.3212375310690031	-0.51306759177942	6.16554	7.1329675
ACH-001610	CNS/Brain	1.4268270232158753	0	0.3997084134541444	-0.4951096591769835	4.769386	6.9129014
ACH-001408	Bladder/Urinary Tract	1.6050912802741992	1	0.5235814395722111	-0.11190872755530501	6.664241	8.482368
ACH-000991	Bowel	1.6297219961170546	1	0.6316508086965783	-0.11383188172325516	6.6526613	6.6028533
ACH-001412	Bladder/Urinary Tract	1.6050912802741992	1	-0.06467789266788565	-0.4483914001678009	4.7481446	7.6896977
ACH-000331	Pleura	1.576214441583399	1	0.4521549247765797	-0.34340817816028935	6.534407	7.4091277
ACH-001407	Bladder/Urinary Tract	1.6050912802741992	1	0.2534210376348488	-0.4735326750414968	6.749722	10.239098
ACH-000580	Skin	1.6404157471292853	1	0.28314877064673516	2.19006791527315	6.470351	8.985188
ACH-000684	Kidney	1.429984759980122	0	0.574159391707331	-0.1287633663702619	3.5432856	6.138145
ACH-000732	Head and Neck	1.49472222219304	0	0.28903803518175925	-0.42386469075205563	4.6163516	6.7672443
ACH-001481	Peripheral Nervous System	1.3768230067352456	0	-0.18223123026038276	-0.6510240163045559	2.0768394	5.9526877
ACH-000310	Peripheral Nervous System	1.3768230067352456	0	-1.8565320921318518	-0.6266249302433805	0.26981115	4.695415
ACH-002475	Myeloid	1.631754677029301	1	-0.7109122711528962	-0.5087701832120776	9.34365	6.470662
ACH-000234	Kidney	1.429984759980122	0	0.37954997125295226	-0.248018486763131	5.6515627	6.5059066
ACH-001498	Lymphoid	1.562464719239404	1	-0.06937752332118702	1.137154835315247	6.90112	8.286479
ACH-000896	Bladder/Urinary Tract	1.6050912802741992	1	0.5367968662570723	0.15361997621890286	6.7084494	5.979182
ACH-000203	Peripheral Nervous System	1.3768230067352456	0	-0.981900966376586	-0.582312318436276	2.7910285	6.0011377
ACH-001607	Biliary Tract	1.5516951232531389	1	-0.24732906921408815	-0.05416391851109444	7.0336323	7.8144736
ACH-002706	Esophagus/Stomach	1.575517189252337	1	0.2518316847028599	-0.2542497068431771	6.226466	6.0943375
ACH-000677	Lung	1.4273774475579395	0	0.4872916431160097	0.05670663123092822	6.475317	6.8339906
ACH-000055	CNS/Brain	1.4268270232158753	0	-1.7236190225335697	-0.337903665647785	9.246487	4.7697506
ACH-000485	Esophagus/Stomach	1.575517189252337	1	-0.7158313665754701	-0.5964582054923869	7.1695843	5.515889
ACH-000672	Lung	1.4273774475579395	0	-0.1475825472415193	-0.6594609232631091	7.044503	8.885447
ACH-000784	Esophagus/Stomach	1.575517189252337	1	-0.7896761182110763	-0.6183303861811197	5.8313985	7.66802
ACH-002024	Bowel	1.6297219961170546	1	0.9072440880258377	-0.5497385898886323	5.0409145	5.512897
ACH-001737	Lymphoid	1.562464719239404	1	0.3075666867365592	-0.6327546329359578	7.6027136	5.3760853
ACH-001054	CNS/Brain	1.4268270232158753	0	-1.901657807730309	-0.7144958222296153	9.812809	5.331856
ACH-001695	Head and Neck	1.49472222219304	0	0.4630134277106554	-0.3368225951142942	5.753757	5.783273
ACH-000009	Bowel	1.6297219961170546	1	-0.6949829045203194	-0.5335077625491784	6.5315485	7.014467
ACH-000491	Bowel	1.6297219961170546	1	-0.1214270798659561	-0.4523664110130759	6.610276	6.1872787
ACH-001568	Skin	1.6404157471292853	1	-0.3429381904437773	0.8544382110861145	4.6758327	5.6590366
ACH-000993	Uterus	1.5238441904777118	0	-0.09114649878073648	-0.1454373117115262	4.7019815	5.9415545
ACH-002680	CNS/Brain	1.4268270232158753	0	0.790985207278436	0.49849501236268917	5.1884723	8.076826
ACH-000711	Breast	1.6357488697694451	1	0.5488910579691213	-0.3828948614322054	6.4329476	5.7553735
ACH-001515	Cervix	1.5327607820549467	0	0.3565079018971946	-0.5127678956661054	6.159692	7.284505
ACH-002847	Skin	1.6404157471292853	1	0.28975712642396967	-0.5514300823118873	4.959668	7.507953
ACH-000702	Lymphoid	1.562464719239404	1	0.869355393921565	1.1036088964345503	5.7458153	7.0120544
ACH-001020	CNS/Brain	1.4268270232158753	0	-1.1372365812142853	-0.6914199348494389	6.878995	6.1498303
ACH-000354	Pancreas	1.6551114651970629	1	-0.04218581993396861	-0.032901318378220606	7.156164	7.206682
ACH-000012	Lung	1.4273774475579395	0	-0.07565457740259998	-0.4889223104316162	7.782618	7.684279
ACH-002533	Kidney	1.429984759980122	0	-0.20187499696673772	-0.025046921542573968	6.7056875	8.864356
ACH-000459	Kidney	1.429984759980122	0	1.5623281534688445	-0.012306630243856143	6.3459873	8.591234
ACH-001413	Bladder/Urinary Tract	1.6050912802741992	1	0.2392417196056869	-0.3309264200099203	6.8606277	7.9962926
ACH-000208	CNS/Brain	1.4268270232158753	0	0.7760648742286432	-0.19479288834257447	4.826045	5.702026
ACH-000249	Bowel	1.6297219961170546	1	-0.21626994985811157	-0.5715251112973314	6.0838475	8.058425
ACH-001368	Esophagus/Stomach	1.575517189252337	1	-0.2621273469805892	-0.4968808642181561	6.484894	8.499938
ACH-000231	CNS/Brain	1.4268270232158753	0	1.0327140697520765	-0.4222222925071952	4.298761	7.8828692
ACH-000945	Lung	1.4273774475579395	0	0.19339310934103593	-0.01613723418601389	6.756343	9.31567
ACH-000662	Lung	1.4273774475579395	0	0.23812799024420486	-0.03919274710692218	9.5806675	6.9762607
ACH-002458	Skin	1.6404157471292853	1	0.7041381346745959	2.3807239779916145	3.949759	7.875276
ACH-000248	Breast	1.6357488697694451	1	-0.23748717858853854	-0.36343087903111737	6.463546	7.1974034
ACH-000943	Bowel	1.6297219961170546	1	-0.4954645398528302	-0.6592722225038797	6.590494	6.070675
ACH-001696	Head and Neck	1.49472222219304	0	0.2105490540601929	0.8445471313372691	5.081007	5.7003703
ACH-001016	CNS/Brain	1.4268270232158753	0	0.17696782573879447	-0.6470850748182718	6.672001	8.106013
ACH-002215	Lymphoid	1.562464719239404	1	0.8638521938862173	1.2061971853848081	7.3896184	6.914158
ACH-000261	Lung	1.4273774475579395	0	0.18724991477495892	-0.06956419013484517	6.5313954	6.239352
ACH-000164	Pancreas	1.6551114651970629	1	0.27853770295097063	-0.5920188972497129	5.3018985	6.7952995
ACH-002016	Eye	1.537454049548816	0	-0.05288399400113029	-0.4625754844285462	6.6865287	6.3745837
ACH-001793	Soft Tissue	1.5942343862182096	1	1.5851555769106018	0.12611544303089692	6.1109185	7.7788196
ACH-000262	Kidney	1.429984759980122	0	-0.0027273797700761585	-0.41737095504672794	5.8512545	6.561048
ACH-000773	Lymphoid	1.562464719239404	1	0.3956771643962481	1.4669402248533352	6.1754827	10.806525
ACH-000722	Bowel	1.6297219961170546	1	-0.8775907759278756	-0.5228835728260337	7.704526	7.0740986
ACH-001129	Myeloid	1.631754677029301	1	0.7804617403023657	1.5487976830367731	7.9246817	5.892454
ACH-000329	CNS/Brain	1.4268270232158753	0	1.1490699250310061	0.2514809087884655	3.9906464	7.1886086
ACH-002544	Esophagus/Stomach	1.575517189252337	1	-1.1466597316070128	-0.3896334736107505	4.667171	6.2067857
ACH-001765	Soft Tissue	1.5942343862182096	1	-1.507699232782351	-0.4221923181537064	5.6987715	6.3585176
ACH-002499	Breast	1.6357488697694451	1	0.5171691844093806	-0.08277155203300511	6.9509234	5.974823
ACH-001701	Head and Neck	1.49472222219304	0	-0.1608783968794104	-0.1285293570532267	6.074998	6.360303
ACH-000197	Lymphoid	1.562464719239404	1	-0.14629148951751939	-0.35579402867724963	6.03859	5.838992
ACH-000545	Bladder/Urinary Tract	1.6050912802741992	1	0.4487931629638087	-0.041186668667056725	6.2846713	7.281615
ACH-000124	Lymphoid	1.562464719239404	1	0.6794663072163417	2.456943753636935	8.866562	6.1345825
ACH-001626	Head and Neck	1.49472222219304	0	0.1231621900183519	-0.0861405505732144	6.4958596	5.8825526
ACH-000619	Head and Neck	1.49472222219304	0	0.7999068555659178	-0.09791026745270809	5.9058805	5.817027
ACH-001973	Skin	1.6404157471292853	1	0.47880702063771285	0.7798741000493011	7.3635917	8.429315
ACH-001340	Ovary/Fallopian Tube	1.4778614424663126	0	-0.05583128584953916	1.7657725975941798	5.1955247	6.2749867
ACH-000546	Head and Neck	1.49472222219304	0	0.7502745260460825	-0.5432569297007374	5.316982	5.6857805
ACH-001709	Lymphoid	1.562464719239404	1	0.15824389995122087	2.895072449838804	6.0516963	5.4773307
ACH-002018	Eye	1.537454049548816	0	-0.2913206847387001	-0.12791291188064188	5.8455276	7.577761
ACH-000153	Pleura	1.576214441583399	1	-0.16916480198105247	-0.23761026878006186	7.0136857	6.035591
ACH-000116	Ovary/Fallopian Tube	1.4778614424663126	0	0.031306498170767444	0.09709170093359376	5.1620045	4.476207
ACH-001270	Soft Tissue	1.5942343862182096	1	-0.02906054761220513	-0.4738400936374699	6.8925247	5.5002127
ACH-002523	Liver	1.348589618399393	0	-0.035092504042868074	0.002640640566377602	1.8051645	5.344509
ACH-000324	Ovary/Fallopian Tube	1.4778614424663126	0	0.35047472672944163	-0.20317445869547623	6.8309016	7.1641126
ACH-000898	Esophagus/Stomach	1.575517189252337	1	0.007115615227320481	0.19905196321182958	6.4878545	6.1045713
ACH-000517	Pancreas	1.6551114651970629	1	0.47105645075845304	0.30367479648563983	6.233652	7.639471
ACH-001415	Bladder/Urinary Tract	1.6050912802741992	1	0.43183073961124213	0.9832875367584868	4.173799	7.1093082
ACH-000681	Lung	1.4273774475579395	0	-0.8604990508553038	-0.5520025453998575	6.25473	8.034061
ACH-001310	Kidney	1.429984759980122	0	0.7652716939086983	-0.1755682980009594	6.4163146	7.1605372
ACH-000070	Lymphoid	1.562464719239404	1	0.43908001732400875	1.0699053252798632	7.5980377	5.6300936
ACH-000484	Kidney	1.429984759980122	0	0.5065450196569198	0.143897618741232	7.2452483	6.5195103
ACH-000108	Pancreas	1.6551114651970629	1	0.37589113955167014	0.3457412566444616	6.1313176	5.808071
ACH-000656	Lymphoid	1.562464719239404	1	0.34861157714430074	2.318067629826832	7.9954677	5.807654
ACH-000997	Bowel	1.6297219961170546	1	-0.09406998883467774	-0.5711985049425653	6.7389297	6.6126533
ACH-000866	Lung	1.4273774475579395	0	0.03944683035966034	-0.21425767708120116	6.2763643	5.4530926
ACH-000819	CNS/Brain	1.4268270232158753	0	0.36340804461162785	-0.21627641564003222	2.6271913	7.2862897
ACH-000226	Lymphoid	1.562464719239404	1	0.5948620529406402	2.0885773064160555	3.9898746	10.570937
ACH-002005	Skin	1.6404157471292853	1	-0.37676653471864024	-0.5037138372100457	6.6979823	7.407438
ACH-000758	Esophagus/Stomach	1.575517189252337	1	0.13170023578353982	-0.314679049867014	6.614131	7.8838468
ACH-000258	Breast	1.6357488697694451	1	-0.0390763108531336	-0.42199132758187136	4.453873	4.444084
ACH-000163	Head and Neck	1.49472222219304	0	-0.2405058275552038	-0.41684939898860884	5.2474227	5.7868943
ACH-000076	Myeloid	1.631754677029301	1	-0.021377378717641365	0.9650988307535994	9.589	6.2145658
ACH-000571	CNS/Brain	1.4268270232158753	0	0.6987927517472439	0.22019302520094755	5.3078146	7.262405
ACH-000293	Uterus	1.5238441904777118	0	-0.07688420484917682	-0.3483118391330895	5.7043767	5.2760873
ACH-000532	Bowel	1.6297219961170546	1	0.0233125792516175	-0.26470892627052767	6.5022	6.446182
ACH-000584	Ovary/Fallopian Tube	1.4778614424663126	0	-0.4273818380059497	0.4491026197489954	5.8237824	5.6014705
ACH-001690	Head and Neck	1.49472222219304	0	0.4713260603645089	-0.04204755719993943	6.3496413	6.63631
