stratum	endpoint	model	covariate	n	events	HR	CI_low	CI_high	p	note
S3_full	OS	DM1_vs_DM2_adj_age_stage_sex	is_DM1	163	7	0.3303717967795645	0.05109863238002623	2.135977403380005	0.2448212914450258	
S3_full	OS	DM1_vs_DM2_adj_age_stage_sex	age_yr	163	7	1.0909097781879347	1.0500268273208342	1.1333845128343758	8.012800526298081e-06	
S3_full	OS	DM1_vs_DM2_adj_age_stage_sex	adv_stage	163	7	5.135405201604904	0.4917139230764938	53.633597396769396	0.17165108400610796	
S3_full	OS	DM1_vs_DM2_adj_age_stage_sex	sex_m	163	7	0.7822248974772147	0.19389763407236862	3.155664034584702	0.7299960118355147	
S3_full	PFI	DM1_vs_DM2_adj_age_stage_sex	is_DM1	163	9	0.5837213769422566	0.12510085587227138	2.7236476003589596	0.4933429165095967	
S3_full	PFI	DM1_vs_DM2_adj_age_stage_sex	age_yr	163	9	1.0072934636300723	0.9710382912389615	1.0449022773110976	0.697604716519727	
S3_full	PFI	DM1_vs_DM2_adj_age_stage_sex	adv_stage	163	9	3.542389623789889	1.2033359960459948	10.428113418003855	0.02167771145263397	
S3_full	PFI	DM1_vs_DM2_adj_age_stage_sex	sex_m	163	9	1.2174812810410789	0.2950250322609249	5.024186111687266	0.7855484727545399	
S3_full	DFI	DM1_vs_DM2_adj_age_stage_sex	is_DM1	125	3	0.20285779757477818	0.008852471510348844	4.648564639692136	0.31811097232247176	
S3_full	DFI	DM1_vs_DM2_adj_age_stage_sex	age_yr	125	3	0.9782016905230501	0.8994332753770619	1.0638682974465326	0.6068721272919206	
S3_full	DFI	DM1_vs_DM2_adj_age_stage_sex	adv_stage	125	3	3.33283338101915	0.6266027676741188	17.72698576941561	0.15801643502346494	
S3_full	DFI	DM1_vs_DM2_adj_age_stage_sex	sex_m	125	3	2.9992591364863177	0.38793500853796625	23.18830517951638	0.2925486133437894	
S3_full	DSS	DM1_vs_DM2_adj_age_stage_sex	is_DM1	161	4	38.553919578334906	0.547805316514875	2713.3813236957776	0.09243883675904471	
S3_full	DSS	DM1_vs_DM2_adj_age_stage_sex	age_yr	161	4	1.4219452643278179	1.1046103681052073	1.8304448275391634	0.006292289913470855	
S3_full	DSS	DM1_vs_DM2_adj_age_stage_sex	adv_stage	161	4	508337317.4749854	2027570.4312926303	127446536184.15753	1.1409569510921392e-12	
S3_full	DSS	DM1_vs_DM2_adj_age_stage_sex	sex_m	161	4	0.9672798371521301	0.20754903581650394	4.507996289552754	0.9662086856122107	
S1_BRAF_cPTC	OS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	335	12	0.777027254627108	0.14621900425749632	4.129226276018676	0.7672163954535239	
S1_BRAF_cPTC	OS	DM1_vs_others_adj_age_stage_sex	age_yr	335	12	1.1074505241171637	1.0607109685905132	1.1562496284893702	3.502550137094054e-06	
S1_BRAF_cPTC	OS	DM1_vs_others_adj_age_stage_sex	adv_stage	335	12	1.6201433898759219	0.28764860994025715	9.12524696122749	0.584297147226356	
S1_BRAF_cPTC	OS	DM1_vs_others_adj_age_stage_sex	sex_m	335	12	1.2167893936945795	0.334324749094451	4.428557660232748	0.7659382837932129	
S1_BRAF_cPTC	PFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	335	21	0.7747651468053769	0.25674887433710913	2.337930533304771	0.6506448398567508	
S1_BRAF_cPTC	PFI	DM1_vs_others_adj_age_stage_sex	age_yr	335	21	1.0104414598900993	0.9804488652277022	1.0413515483316071	0.4992624460760927	
S1_BRAF_cPTC	PFI	DM1_vs_others_adj_age_stage_sex	adv_stage	335	21	3.8947276308247587	1.6881559097654062	8.98548719970881	0.001434461198542987	
S1_BRAF_cPTC	PFI	DM1_vs_others_adj_age_stage_sex	sex_m	335	21	1.2832256987253	0.5888890428990587	2.796228277168487	0.5303200751745953	
S1_BRAF_cPTC	DFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	235	8	0.4049264592815988	0.04728907612884433	3.4673005025429187	0.4092979662686105	
S1_BRAF_cPTC	DFI	DM1_vs_others_adj_age_stage_sex	age_yr	235	8	0.9757505826275781	0.909879425147212	1.0463905141541328	0.4912182280068965	
S1_BRAF_cPTC	DFI	DM1_vs_others_adj_age_stage_sex	adv_stage	235	8	3.516639534748187	1.0596516381895733	11.670584153942029	0.039914544091677294	
S1_BRAF_cPTC	DFI	DM1_vs_others_adj_age_stage_sex	sex_m	235	8	0.4504775620764515	0.06340959792354174	3.2003046948670604	0.42536363385552667	
S1_BRAF_cPTC	DSS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	330	5	83.84338107849409	5.613603882097811	1252.2637325892983	0.0013247533668708743	
S1_BRAF_cPTC	DSS	DM1_vs_others_adj_age_stage_sex	age_yr	330	5	1.329606169270857	1.18817853243625	1.4878677884697218	6.873360561812341e-07	
S1_BRAF_cPTC	DSS	DM1_vs_others_adj_age_stage_sex	adv_stage	330	5	100765187.90104175	2661257.926739951	3815347242.6366687	2.812168283059983e-23	
S1_BRAF_cPTC	DSS	DM1_vs_others_adj_age_stage_sex	sex_m	330	5	3.596004871665464	0.7067856722107748	18.29585904959523	0.12310298747473858	
S2_BRAF_any	OS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	349	12	0.7742487354751053	0.143877514581785	4.166468305539467	0.7657180854814866	
S2_BRAF_any	OS	DM1_vs_others_adj_age_stage_sex	age_yr	349	12	1.1083121170360086	1.0612903739952204	1.1574172148049384	3.3308755895104233e-06	
S2_BRAF_any	OS	DM1_vs_others_adj_age_stage_sex	adv_stage	349	12	1.617089856402655	0.28598843690889947	9.143655009077696	0.5866119567224516	
S2_BRAF_any	OS	DM1_vs_others_adj_age_stage_sex	sex_m	349	12	1.2169345835812264	0.3334318720593884	4.441476369878164	0.7662907428538318	
S2_BRAF_any	PFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	349	21	0.8057655079920133	0.26730112314391274	2.4289387423189837	0.701269561404458	
S2_BRAF_any	PFI	DM1_vs_others_adj_age_stage_sex	age_yr	349	21	1.0118777163472905	0.9816715001171321	1.0430133835178441	0.4450888976717098	
S2_BRAF_any	PFI	DM1_vs_others_adj_age_stage_sex	adv_stage	349	21	3.8676890186986768	1.6804362352265707	8.901866093922589	0.0014709260932032672	
S2_BRAF_any	PFI	DM1_vs_others_adj_age_stage_sex	sex_m	349	21	1.2763789002333685	0.584480506705158	2.7873352118187356	0.5403037938896377	
S2_BRAF_any	DFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	247	8	0.42939965758792337	0.05007288421474004	3.682313667930244	0.44068463783041467	
S2_BRAF_any	DFI	DM1_vs_others_adj_age_stage_sex	age_yr	247	8	0.9766285606466496	0.9078738371635166	1.050590188225633	0.5254700430000866	
S2_BRAF_any	DFI	DM1_vs_others_adj_age_stage_sex	adv_stage	247	8	3.3485459915635176	0.9940403680650018	11.279984815347945	0.05113828008648181	
S2_BRAF_any	DFI	DM1_vs_others_adj_age_stage_sex	sex_m	247	8	0.42962451007394004	0.0577874402476097	3.1940715640871082	0.4091459148205956	
S2_BRAF_any	DSS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	344	5	83.89660606691051	5.6235630835365065	1251.633600439662	0.0013164251694928327	
S2_BRAF_any	DSS	DM1_vs_others_adj_age_stage_sex	age_yr	344	5	1.3296542287273039	1.1883284450460947	1.4877876359374886	6.712030815592004e-07	
S2_BRAF_any	DSS	DM1_vs_others_adj_age_stage_sex	adv_stage	344	5	102470215.07903661	2707635.651874368	3877975595.0824733	2.5329526590488673e-23	
S2_BRAF_any	DSS	DM1_vs_others_adj_age_stage_sex	sex_m	344	5	3.5967683901960106	0.7069119746545502	18.300358908243215	0.12304857650282189	
S3_full	OS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	459	13	0.6916470200063358	0.12613084710880088	3.792693153570881	0.6711141266362033	
S3_full	OS	DM1_vs_others_adj_age_stage_sex	age_yr	459	13	1.1271973297329314	1.0734409469841533	1.1836457550149777	1.5668325080484888e-06	
S3_full	OS	DM1_vs_others_adj_age_stage_sex	adv_stage	459	13	1.2389000369845093	0.30023926431925846	5.112167141497243	0.7670571799035697	
S3_full	OS	DM1_vs_others_adj_age_stage_sex	sex_m	459	13	1.147897352032719	0.3280607866689173	4.0165371307651405	0.8291096958240056	
S3_full	PFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	459	27	0.7746246065032862	0.2825502391994416	2.1236693435492833	0.6196829931301562	
S3_full	PFI	DM1_vs_others_adj_age_stage_sex	age_yr	459	27	1.0049771010313509	0.979271900120772	1.0313570454465393	0.7072520290852562	
S3_full	PFI	DM1_vs_others_adj_age_stage_sex	adv_stage	459	27	3.8893837428468903	1.9219252371654092	7.870912773606376	0.00015906602199499857	
S3_full	PFI	DM1_vs_others_adj_age_stage_sex	sex_m	459	27	1.901842363223613	0.9245627371414865	3.9121243256405043	0.08066780912887676	
S3_full	DFI	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	330	12	0.28670804428035335	0.0354968190846896	2.3157427841335787	0.2411524604440904	
S3_full	DFI	DM1_vs_others_adj_age_stage_sex	age_yr	330	12	0.9745566203673475	0.9286386571634542	1.0227450677133014	0.2952695890294264	
S3_full	DFI	DM1_vs_others_adj_age_stage_sex	adv_stage	330	12	4.4498984115113975	1.7394140214045912	11.384061315535279	0.001839639746010817	
S3_full	DFI	DM1_vs_others_adj_age_stage_sex	sex_m	330	12	1.0815933700868716	0.29695596126999685	3.939453558072324	0.9053304225716431	
S3_full	DSS	DM1_vs_others_adj_age_stage_sex	is_DM1_wide	454	5	95.9501564970513	6.327585634129723	1454.9676707891542	0.0010022327898590367	
S3_full	DSS	DM1_vs_others_adj_age_stage_sex	age_yr	454	5	1.3426495168235955	1.2025997835154416	1.4990088554289906	1.5854219998934917e-07	
S3_full	DSS	DM1_vs_others_adj_age_stage_sex	adv_stage	454	5	144525238.54091325	3842735.0245336243	5435593253.751059	3.23130058091524e-24	
S3_full	DSS	DM1_vs_others_adj_age_stage_sex	sex_m	454	5	3.748331831386717	0.7458227669205525	18.83824434080805	0.10872246716371024	
S1_BRAF_cPTC	OS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	254	8	5.061461604539533	0.6975705209118915	36.725166569164266	0.10876215320767474	
S1_BRAF_cPTC	OS	DM2_vs_notDM_adj_age_stage_sex	age_yr	254	8	1.118802897565979	1.0646814756317742	1.1756754975559887	9.103616954637659e-06	
S1_BRAF_cPTC	OS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	254	8	1.1978919013674674	0.18912448420166905	7.587304274319351	0.8479619490209447	
S1_BRAF_cPTC	OS	DM2_vs_notDM_adj_age_stage_sex	sex_m	254	8	2.5575352831898317	0.4810813761585701	13.59642474001094	0.2706407924885722	
S1_BRAF_cPTC	PFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	254	17	5.906038949733342	1.7892203961461384	19.495248405897513	0.003559098007054355	
S1_BRAF_cPTC	PFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	254	17	0.9903168345622605	0.9527020323095498	1.029416753147809	0.6223624028524631	
S1_BRAF_cPTC	PFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	254	17	5.930464827005632	2.34104103849621	15.023407315808093	0.00017435788905643458	
S1_BRAF_cPTC	PFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	254	17	1.9922539987031864	0.9031248891067676	4.3948251711614725	0.0877220533211451	
S1_BRAF_cPTC	DFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	176	7	7.160805752079592	1.160318553955149	44.19229430075824	0.03399761201671589	
S1_BRAF_cPTC	DFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	176	7	0.9613033193146789	0.8859080893824152	1.0431150621613938	0.3436223157194622	
S1_BRAF_cPTC	DFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	176	7	6.092447476353334	1.6528666807226422	22.456690963058165	0.006628650023212755	
S1_BRAF_cPTC	DFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	176	7	0.5664529432266293	0.08840522098169443	3.6295247421705046	0.5486892988358015	
S1_BRAF_cPTC	DSS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	251	3	0.12450500026985559	9.688188919663133e-16	16000405463538.111	0.8999746191125949	
S1_BRAF_cPTC	DSS	DM2_vs_notDM_adj_age_stage_sex	age_yr	251	3	1.0917834690114412	1.0101682117611372	1.1799927272790809	0.026748154337721205	
S1_BRAF_cPTC	DSS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	251	3	3.7949128756915447	0.5825527569959629	24.72113222560763	0.16306369665638154	
S1_BRAF_cPTC	DSS	DM2_vs_notDM_adj_age_stage_sex	sex_m	251	3	14.215160151202445	6.529991063050185	30.945031344337842	2.2677445770096524e-11	
S2_BRAF_any	OS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	268	8	5.067123484979868	0.6900040918047602	37.21099732159211	0.11066550859198586	
S2_BRAF_any	OS	DM2_vs_notDM_adj_age_stage_sex	age_yr	268	8	1.119905316394646	1.065689906722706	1.1768788554505225	7.715641603945147e-06	
S2_BRAF_any	OS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	268	8	1.1965429995238699	0.18744367550984697	7.638108598838095	0.8495274097852142	
S2_BRAF_any	OS	DM2_vs_notDM_adj_age_stage_sex	sex_m	268	8	2.5517840792270308	0.4800839464749648	13.563465378936826	0.2717406820647596	
S2_BRAF_any	PFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	268	17	6.122277026002604	1.8320012048329204	20.459744177153908	0.003245944485616539	
S2_BRAF_any	PFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	268	17	0.9916150851839328	0.9535184991269582	1.031233770571466	0.6735641630369158	
S2_BRAF_any	PFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	268	17	5.949653070210471	2.361474217646315	14.98994627650286	0.00015521978212732388	
S2_BRAF_any	PFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	268	17	1.9784775100431324	0.8956627421942598	4.370365175799047	0.09151650755552326	
S2_BRAF_any	DFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	188	7	7.617085512873616	1.2255048947688265	47.34374538860878	0.029397738155873973	
S2_BRAF_any	DFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	188	7	0.9616656198893141	0.8836798147728676	1.046533765982649	0.36499987546038626	
S2_BRAF_any	DFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	188	7	5.920719026444814	1.5807092867021582	22.176698830713445	0.00830226108442639	
S2_BRAF_any	DFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	188	7	0.5480435762702395	0.08249727505957982	3.6407476643823533	0.5336257153141766	
S2_BRAF_any	DSS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	265	3	3.3990534877214644	1.0143368472086305	11.390264135810396	0.04736340221523873	
S2_BRAF_any	DSS	DM2_vs_notDM_adj_age_stage_sex	age_yr	265	3	1.0227408294224847	1.006670446189821	1.039067758596496	0.005390775603674846	
S2_BRAF_any	DSS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	265	3	1.5533981898100282	1.1231093533138965	2.1485405040791723	0.007778267734051652	
S2_BRAF_any	DSS	DM2_vs_notDM_adj_age_stage_sex	sex_m	265	3	1.7506582489761713	1.1567001412449927	2.649610037576004	0.008086665821624517	
S3_full	OS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	359	9	1.7017278073391933	0.40830753359634736	7.09239309097422	0.4653829875737019	
S3_full	OS	DM2_vs_notDM_adj_age_stage_sex	age_yr	359	9	1.165578382980388	1.0962126513513328	1.2393334132719818	9.8616832097596e-07	
S3_full	OS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	359	9	0.8031739288383996	0.19126418636329992	3.372760851006298	0.7646460367407448	
S3_full	OS	DM2_vs_notDM_adj_age_stage_sex	sex_m	359	9	2.5768138365704036	0.6049726903250012	10.975651718714085	0.2004649840296108	
S3_full	PFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	359	22	1.8916890649869602	0.6250233430716724	5.725366193532533	0.2592321375026714	
S3_full	PFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	359	22	0.9948857036966262	0.9622532501809846	1.0286248066543457	0.7631595754651203	
S3_full	PFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	359	22	5.181497239614053	2.4064294164767834	11.156742624695669	2.6213708957541387e-05	
S3_full	PFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	359	22	2.589020508060638	1.2100555117602032	5.539437758031472	0.014235051681203741	
S3_full	DFI	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	257	11	1.7282141107096636	0.3360703073600839	8.887199931221105	0.5125872782455698	
S3_full	DFI	DM2_vs_notDM_adj_age_stage_sex	age_yr	257	11	0.9674756459612645	0.9156737541176151	1.022208096845745	0.2389358315862403	
S3_full	DFI	DM2_vs_notDM_adj_age_stage_sex	adv_stage	257	11	5.9620811558694085	2.2872097366068225	15.541387018537176	0.00025975725195399695	
S3_full	DFI	DM2_vs_notDM_adj_age_stage_sex	sex_m	257	11	1.2438136935321984	0.31998830416685137	4.834778284307292	0.7527792255619261	
S3_full	DSS	DM2_vs_notDM_adj_age_stage_sex	is_DM2_only	356	3	3.758549551476908	0.2202776474931901	64.13131287569246	0.36032227576710985	
S3_full	DSS	DM2_vs_notDM_adj_age_stage_sex	age_yr	356	3	1.2357311483098525	1.0296593465795671	1.4830453158861165	0.02296771333078496	
S3_full	DSS	DM2_vs_notDM_adj_age_stage_sex	adv_stage	356	3	15745596.755934505	1431517.9076740742	173189462.64760396	8.379982456874797e-42	
S3_full	DSS	DM2_vs_notDM_adj_age_stage_sex	sex_m	356	3	25173685.051412567	3943592.185991033	160694714.15398365	1.403872532134363e-72	
S1_BRAF_cPTC	OS	DM1_AND_TERT_jointly_adj_S1	is_DM1_wide	335	12	1.16290469930808	0.13359423531202064	10.122797114069288	0.8912684135651028	
S1_BRAF_cPTC	OS	DM1_AND_TERT_jointly_adj_S1	tert_mut	335	12	2.8172162041975426	0.47143692170477675	16.83514119448484	0.25614807003034823	
S1_BRAF_cPTC	OS	DM1_AND_TERT_jointly_adj_S1	age_yr	335	12	1.1090667072102887	1.063227427061122	1.1568822715965934	1.5338328039297408e-06	
S1_BRAF_cPTC	OS	DM1_AND_TERT_jointly_adj_S1	adv_stage	335	12	1.139189802900559	0.2020737223199195	6.422177966207967	0.882589138854999	
S1_BRAF_cPTC	OS	DM1_AND_TERT_jointly_adj_S1	sex_m	335	12	1.235320391109334	0.3696319521250942	4.1284755279329035	0.7313841762497666	
S1_BRAF_cPTC	OS	TERT_alone_S1_BRAF_cPTC	tert_mut	335	12	2.652967120180557	0.8062021250845968	8.730111620607028	0.10838660625785171	
S1_BRAF_cPTC	OS	TERT_alone_S1_BRAF_cPTC	age_yr	335	12	1.1108945628275975	1.0756289926428904	1.1473163499318548	1.6658079329758737e-10	
S1_BRAF_cPTC	OS	TERT_alone_S1_BRAF_cPTC	adv_stage	335	12	1.1634971443638278	0.20424194651044184	6.628048880613135	0.8645499275131596	
S1_BRAF_cPTC	OS	TERT_alone_S1_BRAF_cPTC	sex_m	335	12	1.2651241316238084	0.4272697807945805	3.745968332795317	0.6711164011385953	
S1_BRAF_cPTC	PFI	DM1_AND_TERT_jointly_adj_S1	is_DM1_wide	335	21	0.8537272975729372	0.2784032624482208	2.6179660834856295	0.7820778088749111	
S1_BRAF_cPTC	PFI	DM1_AND_TERT_jointly_adj_S1	tert_mut	335	21	2.2493432900596586	0.7790352355496375	6.494629518222905	0.13402630526242784	
S1_BRAF_cPTC	PFI	DM1_AND_TERT_jointly_adj_S1	age_yr	335	21	1.0051851630769804	0.974397983365959	1.0369450977102608	0.7445332523846129	
S1_BRAF_cPTC	PFI	DM1_AND_TERT_jointly_adj_S1	adv_stage	335	21	3.6949511087189975	1.5344774163678636	8.897272485208584	0.003557240415540316	
S1_BRAF_cPTC	PFI	DM1_AND_TERT_jointly_adj_S1	sex_m	335	21	1.251319594257458	0.5757918422108774	2.7193867856140828	0.5713169430170034	
S1_BRAF_cPTC	PFI	TERT_alone_S1_BRAF_cPTC	tert_mut	335	21	2.3004452605467742	0.8523492992619948	6.2087789611069395	0.10005416343589063	
S1_BRAF_cPTC	PFI	TERT_alone_S1_BRAF_cPTC	age_yr	335	21	1.0054512814688572	0.9750208762871679	1.0368314197096455	0.7288115309608886	
S1_BRAF_cPTC	PFI	TERT_alone_S1_BRAF_cPTC	adv_stage	335	21	3.6706217971635366	1.5228013206148217	8.847815007391931	0.0037695064134078346	
S1_BRAF_cPTC	PFI	TERT_alone_S1_BRAF_cPTC	sex_m	335	21	1.2503300942213726	0.578118209430885	2.70416208832897	0.5702775638155412	
S1_BRAF_cPTC	DFI	DM1_AND_TERT_jointly_adj_S1	is_DM1_wide	235	8	0.41914238193097964	0.04823711415311438	3.6420158920189594	0.4305464279458161	
S1_BRAF_cPTC	DFI	DM1_AND_TERT_jointly_adj_S1	tert_mut	235	8	2.2574964973091722	0.27492031913040954	18.537336387077797	0.4484733701411089	
S1_BRAF_cPTC	DFI	DM1_AND_TERT_jointly_adj_S1	age_yr	235	8	0.9722176932549864	0.9083833206696854	1.0405378671871848	0.4161376432272793	
S1_BRAF_cPTC	DFI	DM1_AND_TERT_jointly_adj_S1	adv_stage	235	8	3.4335757146171915	0.972388539692071	12.12420931219773	0.05530595790572955	
S1_BRAF_cPTC	DFI	DM1_AND_TERT_jointly_adj_S1	sex_m	235	8	0.4353246386049745	0.05869136877070401	3.2288826269654995	0.4159488387702903	
S1_BRAF_cPTC	DFI	TERT_alone_S1_BRAF_cPTC	tert_mut	235	8	2.439471328530292	0.3055186696656005	19.478418026744233	0.40016993767145725	
S1_BRAF_cPTC	DFI	TERT_alone_S1_BRAF_cPTC	age_yr	235	8	0.9762273036132415	0.918372709748384	1.0377265550291541	0.44017977419126963	
S1_BRAF_cPTC	DFI	TERT_alone_S1_BRAF_cPTC	adv_stage	235	8	3.2662546769318923	0.9527452569952198	11.197557307423033	0.05970628329523313	
S1_BRAF_cPTC	DFI	TERT_alone_S1_BRAF_cPTC	sex_m	235	8	0.45125511756562997	0.06082055020819614	3.348065422494802	0.43645326507163174	
